population,candidate,reference,horizon_ps,metric,difference,ci95_lower,ci95_upper,sources
native_grid,linear-packet_H48,linear-packet_H0,9,log_loss,-0.015513928271493012,-0.02237405246748706,-0.008443584964367699,30
native_grid,linear-packet_H48,linear-packet_H0,9,brier,-0.002771915669536217,-0.004683937248555858,-0.0009601926219088245,30
native_grid,linear-packet_H48,linear-packet_H0,24,log_loss,-0.00501980685876635,-0.013603651395311604,0.0032311480118148625,30
native_grid,linear-packet_H48,linear-packet_H0,24,brier,-0.0008871163132446321,-0.0039125540378150215,0.0022454524611867895,30
native_grid,linear-packet_H48,linear-packet_H0,48,log_loss,0.004736904944670202,-0.006203238837110544,0.01571267119569444,30
native_grid,linear-packet_H48,linear-packet_H0,48,brier,0.0019273993444754093,-0.002436259156984772,0.0060921083309666176,30
native_grid,linear-packet_H48,linear-packet_H0,96,log_loss,0.022557667676480837,0.005538837138010314,0.0389215226876398,30
native_grid,linear-packet_H48,linear-packet_H0,96,brier,0.004550514395805522,-0.001386248998605947,0.010112379778020524,30
native_grid,linear-packet_H12,linear-packet_repeat12,0.75,log_loss,0.0009612223440743045,-0.0014153966109346813,0.0037397076073698962,30
native_grid,linear-packet_H12,linear-packet_repeat12,0.75,brier,0.00012036776512950753,-0.0001612464820979716,0.0004639990972263214,30
native_grid,linear-packet_H12,linear-packet_repeat12,3,log_loss,-0.006581090967002619,-0.010549745503021036,-0.0025954249759021796,30
native_grid,linear-packet_H12,linear-packet_repeat12,3,brier,-0.0006143885346732777,-0.0016527616688554506,0.0003558545810995895,30
native_grid,linear-packet_H12,linear-packet_repeat12,9,log_loss,-0.014747679106472024,-0.02121173617416421,-0.008743630160650377,30
native_grid,linear-packet_H12,linear-packet_repeat12,9,brier,-0.0033341494643091894,-0.00545195225669116,-0.0015762035833782884,30
native_grid,linear-packet_H12,linear-packet_repeat12,24,log_loss,-0.012393902493716552,-0.019019301977208386,-0.006305107246628634,30
native_grid,linear-packet_H12,linear-packet_repeat12,24,brier,-0.004074728394484152,-0.006965817144041594,-0.0014521460830902836,30
native_grid,linear-packet_H12,linear-packet_repeat12,48,log_loss,-0.007607677650573866,-0.01606442601787317,0.0006886862151267751,30
native_grid,linear-packet_H12,linear-packet_repeat12,48,brier,-0.002744143481839633,-0.005752744078377033,5.942908194045212e-05,30
native_grid,linear-packet_H12,linear-packet_repeat12,96,log_loss,0.002203560562862414,-0.00790124125272401,0.012796879298072,30
native_grid,linear-packet_H12,linear-packet_repeat12,96,brier,-0.0009272105127616261,-0.004269782299148276,0.002315903380209427,30
native_grid,linear-packet_plus_center_H0,linear-packet_H0,0.75,log_loss,-0.0006342614477252999,-0.0025591117292623152,0.0010145117662032934,30
native_grid,linear-packet_plus_center_H0,linear-packet_H0,0.75,brier,-8.868348176113422e-05,-0.0003426758636960842,8.496865658343461e-05,30
native_grid,linear-packet_plus_center_H0,linear-packet_H0,3,log_loss,-0.0017595558583927311,-0.004972027118881598,0.001971621516885443,30
native_grid,linear-packet_plus_center_H0,linear-packet_H0,3,brier,-0.00026436813614891355,-0.0007387803989257796,0.00016122147980623976,30
native_grid,linear-packet_plus_center_H0,linear-packet_H0,9,log_loss,-0.004386791375135461,-0.00836962893076545,-0.00019957201804911718,30
native_grid,linear-packet_plus_center_H0,linear-packet_H0,9,brier,-0.0009132447456194284,-0.0016469288815334777,-0.0001962046886323685,30
native_grid,linear-packet_plus_center_H0,linear-packet_H0,24,log_loss,-0.004876863242410341,-0.006653321108623191,-0.002941735033644901,30
native_grid,linear-packet_plus_center_H0,linear-packet_H0,24,brier,-0.0014111845797597424,-0.0020520736461816748,-0.0006353246000095694,30
native_grid,linear-packet_plus_center_H0,linear-packet_H0,48,log_loss,-0.004258761647721111,-0.005945549279407047,-0.0026259250256517033,30
native_grid,linear-packet_plus_center_H0,linear-packet_H0,48,brier,-0.0018228163807250146,-0.002604972991093719,-0.0009697616375360049,30
native_grid,linear-packet_plus_center_H0,linear-packet_H0,96,log_loss,-0.0031328389865151692,-0.004520939959502558,-0.0014476846723831226,30
native_grid,linear-packet_plus_center_H0,linear-packet_H0,96,brier,-0.0013702194234882356,-0.0020049411357109435,-0.0005907176445843781,30
native_grid,linear-packet_plus_shell25_H0,linear-packet_H0,0.75,log_loss,-0.0014750168050508639,-0.0044042204644088095,0.0012693837069686054,30
native_grid,linear-packet_plus_shell25_H0,linear-packet_H0,0.75,brier,-0.00011832346544159363,-0.0009670618103488193,0.0006978562876433894,30
native_grid,linear-packet_plus_shell25_H0,linear-packet_H0,3,log_loss,-0.0026411561366359512,-0.006308476662683342,0.0012694460051983813,30
native_grid,linear-packet_plus_shell25_H0,linear-packet_H0,3,brier,-0.0004411051334368907,-0.0014224609968926615,0.0005027535451483375,30
native_grid,linear-packet_plus_shell25_H0,linear-packet_H0,9,log_loss,-0.00642876989668481,-0.011016485391916216,-0.001412716333405448,30
native_grid,linear-packet_plus_shell25_H0,linear-packet_H0,9,brier,-0.0010254491975612023,-0.0021191373033015277,0.00023039560793916344,30
native_grid,linear-packet_plus_shell25_H0,linear-packet_H0,24,log_loss,-0.015845824863624097,-0.022201737443460268,-0.009786769203051365,30
native_grid,linear-packet_plus_shell25_H0,linear-packet_H0,24,brier,-0.0032388425557485384,-0.005225256819636026,-0.0013461980105611007,30
native_grid,linear-packet_plus_shell25_H0,linear-packet_H0,48,log_loss,-0.01695693683380534,-0.02415880700621789,-0.010360356464125977,30
native_grid,linear-packet_plus_shell25_H0,linear-packet_H0,48,brier,-0.00699499291170996,-0.009710219207115012,-0.004524583299725129,30
native_grid,linear-packet_plus_shell25_H0,linear-packet_H0,96,log_loss,-0.010941190087434605,-0.018719269007328336,-0.0035533593609315827,30
native_grid,linear-packet_plus_shell25_H0,linear-packet_H0,96,brier,-0.006158117151602957,-0.009616018599519565,-0.002864745623691333,30
native_grid,mlp-packet_H0,mlp-condition,0.75,log_loss,-0.008343915846201267,-0.015464120996052749,-0.0026603368407907483,30
native_grid,mlp-packet_H0,mlp-condition,0.75,brier,-0.00038921890583012324,-0.0009176445357932254,5.2586001272216423e-05,30
native_grid,mlp-packet_H0,mlp-condition,3,log_loss,-0.02213019859668237,-0.03449179174100343,-0.012454535318624584,30
native_grid,mlp-packet_H0,mlp-condition,3,brier,-0.0021456819978152796,-0.004254403995771446,-0.0003284865056995997,30
native_grid,mlp-packet_H0,mlp-condition,9,log_loss,-0.030326007674644228,-0.039622409716398764,-0.02225124508843524,30
native_grid,mlp-packet_H0,mlp-condition,9,brier,-0.0047441827350172775,-0.007620831133776319,-0.0021451510369693925,30
native_grid,mlp-packet_H0,mlp-condition,24,log_loss,-0.030278722650594284,-0.03840523854906443,-0.022360758923561555,30
native_grid,mlp-packet_H0,mlp-condition,24,brier,-0.009245726025143446,-0.012187133526049599,-0.006646380610361025,30
native_grid,mlp-packet_H0,mlp-condition,48,log_loss,-0.0224632403462121,-0.036776438993207726,-0.007370148659326502,30
native_grid,mlp-packet_H0,mlp-condition,48,brier,-0.009532273277730877,-0.015098299601825248,-0.003626011593089969,30
native_grid,mlp-packet_H0,mlp-condition,96,log_loss,0.005868274385329358,-0.018026715401737378,0.0354593073183418,30
native_grid,mlp-packet_H0,mlp-condition,96,brier,0.0016522297360438306,-0.008760445743338023,0.015111122213011438,30
native_grid,mlp-packet_H3,mlp-packet_H0,0.75,log_loss,-0.000752413065584854,-0.002349933297946786,0.0007942936359760808,30
native_grid,mlp-packet_H3,mlp-packet_H0,0.75,brier,-6.456288262808219e-05,-0.0005933761004753595,0.00042303438130382784,30
native_grid,mlp-packet_H3,mlp-packet_H0,3,log_loss,-0.00511348898445214,-0.009616683068984293,-0.0008293233258882201,30
native_grid,mlp-packet_H3,mlp-packet_H0,3,brier,-0.0004280395444902829,-0.0018201993215068335,0.0008749676231993677,30
native_grid,mlp-packet_H3,mlp-packet_H0,9,log_loss,-0.010201111268953237,-0.017180430851897906,-0.003077009958288404,30
native_grid,mlp-packet_H3,mlp-packet_H0,9,brier,-0.002278874728712907,-0.004456437453307515,-0.00031680989796745575,30
native_grid,mlp-packet_H3,mlp-packet_H0,24,log_loss,-0.008956122739647276,-0.014483968815611033,-0.0037600022052652533,30
native_grid,mlp-packet_H3,mlp-packet_H0,24,brier,-0.004194981221977941,-0.006509756127451693,-0.002087252554033506,30
native_grid,mlp-packet_H3,mlp-packet_H0,48,log_loss,-0.0013353137534616538,-0.00970326284639816,0.006965993387084868,30
native_grid,mlp-packet_H3,mlp-packet_H0,48,brier,-0.0018006895627616466,-0.005507113786544709,0.001724027684211343,30
native_grid,mlp-packet_H3,mlp-packet_H0,96,log_loss,-0.0023596820935137238,-0.013793645123629194,0.008844689943877444,30
native_grid,mlp-packet_H3,mlp-packet_H0,96,brier,-0.0023158623121482497,-0.007290631353687248,0.0028733695706595784,30
native_grid,mlp-packet_H12,mlp-packet_H0,0.75,log_loss,-0.0004210312232138271,-0.0018507765863471205,0.0012091267723220451,30
native_grid,mlp-packet_H12,mlp-packet_H0,0.75,brier,1.6304565053727802e-05,-0.00031605252289272363,0.0003618662516687917,30
native_grid,mlp-packet_H12,mlp-packet_H0,3,log_loss,-0.004825595899905936,-0.008065552629418764,-0.0014128604205873765,30
native_grid,mlp-packet_H12,mlp-packet_H0,3,brier,-0.0004917288751250054,-0.001161052535612974,0.00043826666815166657,30
native_grid,mlp-packet_H12,mlp-packet_H0,9,log_loss,-0.010892893620505184,-0.01768232661022955,-0.0030811582452860103,30
native_grid,mlp-packet_H12,mlp-packet_H0,9,brier,-0.003159731853366788,-0.005347816769362681,-0.0009850313075530843,30
native_grid,mlp-packet_H12,mlp-packet_H0,24,log_loss,-0.00492263714710588,-0.01231189886614419,0.0021106761553602105,30
native_grid,mlp-packet_H12,mlp-packet_H0,24,brier,-0.0034212387884383372,-0.00576095610739663,-0.001072662345098257,30
native_grid,mlp-packet_H12,mlp-packet_H0,48,log_loss,0.002693469058738345,-0.009579534720775178,0.013781137403998852,30
native_grid,mlp-packet_H12,mlp-packet_H0,48,brier,-0.0014699406155140253,-0.00606682798763405,0.0028644428633739383,30
native_grid,mlp-packet_H12,mlp-packet_H0,96,log_loss,0.003399215606273335,-0.014487126326247655,0.01956794942891731,30
native_grid,mlp-packet_H12,mlp-packet_H0,96,brier,-0.001970023455897752,-0.009284554373319442,0.005889343009191331,30
native_grid,mlp-packet_H48,mlp-packet_H0,0.75,log_loss,-0.00042184129237975073,-0.0017215704592202848,0.0009708822510993648,30
native_grid,mlp-packet_H48,mlp-packet_H0,0.75,brier,-0.00012202857991392881,-0.00038871558020574275,0.00015542359432445797,30
native_grid,mlp-packet_H48,mlp-packet_H0,3,log_loss,-0.0029972246058809055,-0.005688938095971705,-0.00041621210772986643,30
native_grid,mlp-packet_H48,mlp-packet_H0,3,brier,-0.00048257143701747337,-0.0012221489714265756,0.000246333463408682,30
native_grid,mlp-packet_H48,mlp-packet_H0,9,log_loss,-0.007803704760783699,-0.014546490531533752,-0.0012185680302425506,30
native_grid,mlp-packet_H48,mlp-packet_H0,9,brier,-0.0022133523018010577,-0.004204732176270297,-0.00017928442892530956,30
native_grid,mlp-packet_H48,mlp-packet_H0,24,log_loss,-0.001409260770699823,-0.010720011242132507,0.0073091251075051,30
native_grid,mlp-packet_H48,mlp-packet_H0,24,brier,-0.00014597155761421273,-0.0034110613733301055,0.0027409807289560796,30
native_grid,mlp-packet_H48,mlp-packet_H0,48,log_loss,0.01755643140027653,0.003985203086547929,0.0289804877347458,30
native_grid,mlp-packet_H48,mlp-packet_H0,48,brier,0.006404955712995372,0.001092628375462084,0.010694328120926768,30
native_grid,mlp-packet_H48,mlp-packet_H0,96,log_loss,0.021416330092964595,0.0027642281481165165,0.037225554610479925,30
native_grid,mlp-packet_H48,mlp-packet_H0,96,brier,0.002169431386155186,-0.004703798625744115,0.008807743511629067,30
native_grid,mlp-packet_H12,mlp-packet_repeat12,0.75,log_loss,-0.0004652499462487298,-0.0025731517276842888,0.001757690592552012,30
native_grid,mlp-packet_H12,mlp-packet_repeat12,0.75,brier,3.115939549007135e-05,-0.0003453788002989684,0.0004680216439819161,30
native_grid,mlp-packet_H12,mlp-packet_repeat12,3,log_loss,-0.005553920737959145,-0.010960817405078472,-0.0010446253933505383,30
native_grid,mlp-packet_H12,mlp-packet_repeat12,3,brier,-0.0009534643527988836,-0.0021415511849216533,8.431934984137454e-05,30
native_grid,mlp-packet_H12,mlp-packet_repeat12,9,log_loss,-0.009893157813546686,-0.017417529136864538,-0.0019192025205596258,30
native_grid,mlp-packet_H12,mlp-packet_repeat12,9,brier,-0.003479903526426192,-0.006394314682191318,-0.0007841995047536181,30
native_grid,mlp-packet_H12,mlp-packet_repeat12,24,log_loss,-0.005048493616475723,-0.011461903795672227,0.0008037698428439391,30
native_grid,mlp-packet_H12,mlp-packet_repeat12,24,brier,-0.0023393539532786277,-0.00453580903499904,-0.0002924063848608784,30
native_grid,mlp-packet_H12,mlp-packet_repeat12,48,log_loss,-0.0009028418331493555,-0.01113682650380052,0.008466892379450416,30
native_grid,mlp-packet_H12,mlp-packet_repeat12,48,brier,-0.0009002656820493169,-0.004619079372064702,0.0026549241618610752,30
native_grid,mlp-packet_H12,mlp-packet_repeat12,96,log_loss,-0.002784348108605882,-0.017610100133136578,0.011669741008431692,30
native_grid,mlp-packet_H12,mlp-packet_repeat12,96,brier,-0.004167187966393343,-0.010517605300281839,0.0022739851439846992,30
native_grid,mlp-packet_plus_center_H0,mlp-packet_H0,0.75,log_loss,0.0007163481205824735,-0.0004989755016449925,0.002303410868581982,30
native_grid,mlp-packet_plus_center_H0,mlp-packet_H0,0.75,brier,5.521030911698726e-05,-0.00011267895849616255,0.0002651380292719121,30
native_grid,mlp-packet_plus_center_H0,mlp-packet_H0,3,log_loss,0.00041470598340799834,-0.0020990069723675806,0.003976391924409147,30
native_grid,mlp-packet_plus_center_H0,mlp-packet_H0,3,brier,1.8899291898836526e-05,-0.0004369326500818596,0.0005611720532850336,30
native_grid,mlp-packet_plus_center_H0,mlp-packet_H0,9,log_loss,-0.0011330145882141882,-0.004588772092229568,0.002831802652884639,30
native_grid,mlp-packet_plus_center_H0,mlp-packet_H0,9,brier,-0.00028879201249534803,-0.0011426814437051633,0.0006653757538320247,30
native_grid,mlp-packet_plus_center_H0,mlp-packet_H0,24,log_loss,-0.0007655642536039028,-0.0045255585786033725,0.0034876211616557394,30
native_grid,mlp-packet_plus_center_H0,mlp-packet_H0,24,brier,-0.0006759386354898804,-0.0018082473458417,0.0006099511721806966,30
native_grid,mlp-packet_plus_center_H0,mlp-packet_H0,48,log_loss,-0.000683815668975482,-0.0045278174600050635,0.003911151343575687,30
native_grid,mlp-packet_plus_center_H0,mlp-packet_H0,48,brier,-0.0008267186468479615,-0.0023100698111301527,0.0008190014330239814,30
native_grid,mlp-packet_plus_center_H0,mlp-packet_H0,96,log_loss,-0.0023991481767535044,-0.0057356233278304785,0.0012585176699953216,30
native_grid,mlp-packet_plus_center_H0,mlp-packet_H0,96,brier,-0.0011764939339226044,-0.00252404735801303,0.00032436856403471017,30
native_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,0.75,log_loss,-0.002544533932241542,-0.004130568351616279,-0.00121544255697398,30
native_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,0.75,brier,-0.0003560574408415373,-0.0006893519686968884,-6.367932139916092e-05,30
native_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,3,log_loss,-0.0069587989360689415,-0.011187180934966985,-0.0034323358972755103,30
native_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,3,brier,-0.0008790558128760897,-0.0016436973364536897,-0.00013655465708020496,30
native_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,9,log_loss,-0.024349311715155218,-0.033313772934118434,-0.016402910863168883,30
native_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,9,brier,-0.004233198890342529,-0.00647688064357554,-0.002193049577807698,30
native_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,24,log_loss,-0.040000434498863736,-0.050443196860860344,-0.03075432442388054,30
native_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,24,brier,-0.0104201584084759,-0.014044390356127602,-0.007076692204823665,30
native_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,48,log_loss,-0.03141719344649489,-0.03949493940270236,-0.02423293858082107,30
native_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,48,brier,-0.012744771730831864,-0.01665920082451925,-0.009326787166930948,30
native_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,96,log_loss,-0.019682905836305654,-0.02676275458995228,-0.012451513541379994,30
native_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,96,brier,-0.00953366811691036,-0.01271785950118041,-0.006273266545912615,30
