task,family,method,source,temperature_K,caliper_A,target,n,loss,true_contrast_rms,discordant,concordance
structure,linear,delta_mace,911,400.0,0.1,q6_coherence,172,0.07545162998747378,0.29521688689862785,,
structure,linear,delta_mace,911,400.0,0.1,bond_order,172,0.20084624218383645,0.45146004816471097,,
structure,linear,delta_mace,911,400.0,0.1,angular_arrangement,172,0.2670022904324757,0.6602420100754829,,
structure,linear,delta_mace,913,400.0,0.1,q4,126,0.6082723505384271,0.9901612518647169,,
structure,linear,delta_mace,913,400.0,0.1,q6,126,0.23523098233308104,0.5607878068733738,,
structure,linear,delta_mace,913,400.0,0.1,w4,126,0.6579252088856113,0.8555991044523487,,
structure,linear,delta_mace,913,400.0,0.1,w6,126,2.8669553834239374,1.6771434451029166,,
structure,linear,delta_mace,913,400.0,0.1,qbar6,126,0.05200886470922859,0.22420826642845748,,
structure,linear,delta_mace,913,400.0,0.1,q6_coherence,126,0.12851905270294375,0.3479095132100854,,
structure,linear,delta_mace,913,400.0,0.1,bond_order,126,0.7581519737655384,0.9138811564002205,,
structure,linear,delta_mace,913,400.0,0.1,angular_arrangement,126,0.49378098518386454,0.8405749525289181,,
structure,linear,delta_mace,938,450.0,0.1,q4,91,0.7078030041429506,0.8364226129056815,,
structure,linear,delta_mace,938,450.0,0.1,q6,91,0.08392452345400689,0.4054583993753211,,
structure,linear,delta_mace,938,450.0,0.1,w4,91,0.4840248315887168,0.6500793215477096,,
structure,linear,delta_mace,938,450.0,0.1,w6,91,0.5938233294559703,0.7672954258749177,,
structure,linear,delta_mace,938,450.0,0.1,qbar6,91,0.04778819935449817,0.30420198887482397,,
structure,linear,delta_mace,938,450.0,0.1,q6_coherence,91,0.06091154204596551,0.31039136618588287,,
structure,linear,delta_mace,938,450.0,0.1,bond_order,91,0.3297125716736847,0.5865472908064907,,
structure,linear,delta_mace,938,450.0,0.1,angular_arrangement,91,0.40827850532407195,0.8034480382537533,,
structure,linear,delta_mace,942,450.0,0.1,q4,191,0.45751656783233186,0.6848081239315917,,
structure,linear,delta_mace,942,450.0,0.1,q6,191,0.06571823372535984,0.3045996571495689,,
structure,linear,delta_mace,942,450.0,0.1,w4,191,0.3812907041276788,0.6029434399457076,,
structure,linear,delta_mace,942,450.0,0.1,w6,191,0.370240205265863,0.5997974191256887,,
structure,linear,delta_mace,942,450.0,0.1,qbar6,191,0.02783318183273786,0.17430126477279742,,
structure,linear,delta_mace,942,450.0,0.1,q6_coherence,191,0.04863057729127869,0.2258745204172401,,
structure,linear,delta_mace,942,450.0,0.1,bond_order,191,0.2252049116792084,0.4772213119327441,,
structure,linear,delta_mace,942,450.0,0.1,angular_arrangement,191,0.2806952316607257,0.7073908013359534,,
structure,linear,delta_mace,970,500.0,0.1,q4,156,0.2777036857685214,0.5427958532186881,,
structure,linear,delta_mace,970,500.0,0.1,q6,156,0.07176302445198657,0.31415844042898583,,
structure,linear,delta_mace,970,500.0,0.1,w4,156,0.28457267645436407,0.5471450551937437,,
structure,linear,delta_mace,970,500.0,0.1,w6,156,0.21867134164430072,0.4735897075452456,,
structure,linear,delta_mace,970,500.0,0.1,qbar6,156,0.029166433728548692,0.13339467402976257,,
structure,linear,delta_mace,970,500.0,0.1,q6_coherence,156,0.04027431569050835,0.14387694799707285,,
structure,linear,delta_mace,970,500.0,0.1,bond_order,156,0.15369191295637163,0.39905565645750707,,
structure,linear,delta_mace,970,500.0,0.1,angular_arrangement,156,0.3063778758126644,0.7414295025787065,,
structure,linear,delta_mace,971,500.0,0.1,q4,142,0.468865788740488,0.6561699949959883,,
structure,linear,delta_mace,971,500.0,0.1,q6,142,0.10375161642688237,0.428707105312773,,
structure,linear,delta_mace,971,500.0,0.1,w4,142,0.42868492255901003,0.7058237690180038,,
structure,linear,delta_mace,971,500.0,0.1,w6,142,0.4255797568530372,0.6486561218081057,,
structure,linear,delta_mace,971,500.0,0.1,qbar6,142,0.04349494025039058,0.3345009800219259,,
structure,linear,delta_mace,971,500.0,0.1,q6_coherence,142,0.07838846400732082,0.3353274547235976,,
structure,linear,delta_mace,971,500.0,0.1,bond_order,142,0.25812758147285486,0.541237195272036,,
structure,linear,delta_mace,971,500.0,0.1,angular_arrangement,142,0.39925465518897874,0.8220813036374066,,
structure,linear,delta_mace,1000,510.0,0.1,q4,33,1.3404101737961547,1.2447935951461606,,
structure,linear,delta_mace,1000,510.0,0.1,q6,33,0.5387461300080779,0.8570341052940958,,
structure,linear,delta_mace,1000,510.0,0.1,w4,33,0.8712027222998547,1.0437125453475344,,
structure,linear,delta_mace,1000,510.0,0.1,w6,33,3.682558142461042,1.8846070503100016,,
structure,linear,delta_mace,1000,510.0,0.1,qbar6,33,0.07617772238697364,0.3222112522060935,,
structure,linear,delta_mace,1000,510.0,0.1,q6_coherence,33,0.18631774684253294,0.46006374940638883,,
structure,linear,delta_mace,1000,510.0,0.1,bond_order,33,1.1159021062991061,1.098527568165241,,
structure,linear,delta_mace,1000,510.0,0.1,angular_arrangement,33,0.9320217888095895,1.1509391979611254,,
structure,linear,delta_mace,1001,510.0,0.1,q4,97,1.1568354093237057,1.160572976042111,,
structure,linear,delta_mace,1001,510.0,0.1,q6,97,0.14432117080109422,0.4805482371753739,,
structure,linear,delta_mace,1001,510.0,0.1,w4,97,1.9931995801602074,1.386141296438495,,
structure,linear,delta_mace,1001,510.0,0.1,w6,97,0.7981883953079223,0.878608502553682,,
structure,linear,delta_mace,1001,510.0,0.1,qbar6,97,0.041050118903259346,0.40308803275389254,,
structure,linear,delta_mace,1001,510.0,0.1,q6_coherence,97,0.058615219357420235,0.35582213333112767,,
structure,linear,delta_mace,1001,510.0,0.1,bond_order,97,0.6987016489756015,0.8718071449715944,,
structure,linear,delta_mace,1001,510.0,0.1,angular_arrangement,97,0.5519658888441688,0.8868320474094303,,
structure,linear,delta_mace,881,520.0,0.1,q4,99,0.8762626656133629,0.9877981222786641,,
structure,linear,delta_mace,881,520.0,0.1,q6,99,0.21150997563763171,0.5336228564487344,,
structure,linear,delta_mace,881,520.0,0.1,w4,99,0.8094875506736573,0.8456158960370362,,
structure,linear,delta_mace,881,520.0,0.1,w6,99,1.0686121919709948,1.0359049643447915,,
structure,linear,delta_mace,881,520.0,0.1,qbar6,99,0.05829467363139033,0.29643283225559547,,
structure,linear,delta_mace,881,520.0,0.1,q6_coherence,99,0.16138147982994222,0.40176555728327495,,
structure,linear,delta_mace,881,520.0,0.1,bond_order,99,0.5309247562261632,0.7413896646551302,,
structure,linear,delta_mace,881,520.0,0.1,angular_arrangement,99,0.5059615581536082,0.8551680861071987,,
structure,linear,delta_mace,1009,520.0,0.1,q4,160,1.4214174224539693,1.281270713981003,,
structure,linear,delta_mace,1009,520.0,0.1,q6,160,0.18956891938630097,0.5130031277573246,,
structure,linear,delta_mace,1009,520.0,0.1,w4,160,2.300639078151512,1.5483593306656047,,
structure,linear,delta_mace,1009,520.0,0.1,w6,160,0.3640612392657633,0.5891823752673391,,
structure,linear,delta_mace,1009,520.0,0.1,qbar6,160,0.06682098377978099,0.3173129552609609,,
structure,linear,delta_mace,1009,520.0,0.1,q6_coherence,160,0.04439318755948853,0.24823631573473656,,
structure,linear,delta_mace,1009,520.0,0.1,bond_order,160,0.7311501384328024,0.8955155051519292,,
structure,linear,delta_mace,1009,520.0,0.1,angular_arrangement,160,0.7254720873112228,1.0071228361065612,,
structure,linear,duplicate_mace,911,400.0,0.05,q4,2,0.022157765180430125,0.156088250809767,,
structure,linear,duplicate_mace,911,400.0,0.05,q6,2,0.1030979048510317,0.1392019094762592,,
structure,linear,duplicate_mace,911,400.0,0.05,w4,2,0.11532554694314004,0.32627599448075145,,
structure,linear,duplicate_mace,911,400.0,0.05,w6,2,0.004465575414047326,0.10278381802583629,,
structure,linear,duplicate_mace,911,400.0,0.05,qbar6,2,0.08374697014359192,0.010945204147925254,,
structure,linear,duplicate_mace,911,400.0,0.05,q6_coherence,2,0.06448876043879048,0.010117604830586538,,
structure,linear,duplicate_mace,911,400.0,0.05,bond_order,2,0.06554708716183859,0.16380039422338022,,
structure,linear,duplicate_mace,911,400.0,0.05,angular_arrangement,2,0.2508442320238897,0.5322235002296847,,
structure,linear,duplicate_mace,942,450.0,0.05,q4,1,0.03432668860729129,0.07125223941609359,,
structure,linear,duplicate_mace,942,450.0,0.05,q6,1,0.00010517363690737018,0.06103165057492276,,
structure,linear,duplicate_mace,942,450.0,0.05,w4,1,0.010482563479330449,0.03636067633642757,,
structure,linear,duplicate_mace,942,450.0,0.05,w6,1,0.006079880233805764,0.04322356139918561,,
structure,linear,duplicate_mace,942,450.0,0.05,qbar6,1,0.0007459117794358544,0.008611071169454941,,
structure,linear,duplicate_mace,942,450.0,0.05,q6_coherence,1,0.010634304437071645,0.007597365575279685,,
structure,linear,duplicate_mace,942,450.0,0.05,bond_order,1,0.010395753695640395,0.04495180668921859,,
structure,linear,duplicate_mace,942,450.0,0.05,angular_arrangement,1,0.05923023944498126,0.32707166763148465,,
structure,linear,duplicate_mace,911,400.0,0.1,q4,172,0.2916800344661122,0.5129617611641258,,
structure,linear,duplicate_mace,911,400.0,0.1,q6,172,0.15534653190865344,0.3632021794368057,,
structure,linear,duplicate_mace,911,400.0,0.1,w4,172,0.25185017343008637,0.49744097044318036,,
structure,linear,duplicate_mace,911,400.0,0.1,w6,172,0.444812383608891,0.6638800808971207,,
structure,linear,duplicate_mace,911,400.0,0.1,qbar6,172,0.10463196974241748,0.22915969927435692,,
structure,linear,duplicate_mace,911,400.0,0.1,q6_coherence,172,0.1274290419277865,0.29521688689862785,,
structure,linear,duplicate_mace,911,400.0,0.1,bond_order,172,0.22929168918065782,0.45146004816471097,,
structure,linear,duplicate_mace,911,400.0,0.1,angular_arrangement,172,0.3061832908399404,0.6602420100754829,,
structure,linear,duplicate_mace,913,400.0,0.1,q4,126,0.9039639745557807,0.9901612518647169,,
structure,linear,duplicate_mace,913,400.0,0.1,q6,126,0.32775110890707626,0.5607878068733738,,
structure,linear,duplicate_mace,913,400.0,0.1,w4,126,0.7241250826707115,0.8555991044523487,,
structure,linear,duplicate_mace,913,400.0,0.1,w6,126,2.874903295829176,1.6771434451029166,,
structure,linear,duplicate_mace,913,400.0,0.1,qbar6,126,0.11921133683556258,0.22420826642845748,,
structure,linear,duplicate_mace,913,400.0,0.1,q6_coherence,126,0.18592707762627156,0.3479095132100854,,
structure,linear,duplicate_mace,913,400.0,0.1,bond_order,126,0.85598031273743,0.9138811564002205,,
structure,linear,duplicate_mace,913,400.0,0.1,angular_arrangement,126,0.5905558223674102,0.8405749525289181,,
structure,linear,duplicate_mace,938,450.0,0.1,q4,91,0.7750896654711218,0.8364226129056815,,
structure,linear,duplicate_mace,938,450.0,0.1,q6,91,0.17411675737742505,0.4054583993753211,,
structure,linear,duplicate_mace,938,450.0,0.1,w4,91,0.507018887943954,0.6500793215477096,,
structure,linear,duplicate_mace,938,450.0,0.1,w6,91,0.5863428354767497,0.7672954258749177,,
structure,linear,duplicate_mace,938,450.0,0.1,qbar6,91,0.10715128248277105,0.30420198887482397,,
structure,linear,duplicate_mace,938,450.0,0.1,q6_coherence,91,0.10718649545217654,0.31039136618588287,,
structure,linear,duplicate_mace,938,450.0,0.1,bond_order,91,0.37615098736736635,0.5865472908064907,,
structure,linear,duplicate_mace,938,450.0,0.1,angular_arrangement,91,0.48106802969464457,0.8034480382537533,,
structure,linear,duplicate_mace,942,450.0,0.1,q4,191,0.46584399154721085,0.6848081239315917,,
structure,linear,duplicate_mace,942,450.0,0.1,q6,191,0.09314446957129442,0.3045996571495689,,
structure,linear,duplicate_mace,942,450.0,0.1,w4,191,0.42429424364073964,0.6029434399457076,,
structure,linear,duplicate_mace,942,450.0,0.1,w6,191,0.366536783000501,0.5997974191256887,,
structure,linear,duplicate_mace,942,450.0,0.1,qbar6,191,0.05470948247745083,0.17430126477279742,,
structure,linear,duplicate_mace,942,450.0,0.1,q6_coherence,191,0.07065599064412383,0.2258745204172401,,
structure,linear,duplicate_mace,942,450.0,0.1,bond_order,191,0.24586416014688678,0.4772213119327441,,
structure,linear,duplicate_mace,942,450.0,0.1,angular_arrangement,191,0.3184028503748916,0.7073908013359534,,
structure,linear,duplicate_mace,970,500.0,0.1,q4,156,0.3089686431797185,0.5427958532186881,,
structure,linear,duplicate_mace,970,500.0,0.1,q6,156,0.112853523836703,0.31415844042898583,,
structure,linear,duplicate_mace,970,500.0,0.1,w4,156,0.3035317636192866,0.5471450551937437,,
structure,linear,duplicate_mace,970,500.0,0.1,w6,156,0.22280840411520186,0.4735897075452456,,
structure,linear,duplicate_mace,970,500.0,0.1,qbar6,156,0.07311156829819306,0.13339467402976257,,
structure,linear,duplicate_mace,970,500.0,0.1,q6_coherence,156,0.055496491296019336,0.14387694799707285,,
structure,linear,duplicate_mace,970,500.0,0.1,bond_order,156,0.17946173239085372,0.39905565645750707,,
structure,linear,duplicate_mace,970,500.0,0.1,angular_arrangement,156,0.35198623456506395,0.7414295025787065,,
structure,linear,duplicate_mace,971,500.0,0.1,q4,142,0.5019419176572635,0.6561699949959883,,
structure,linear,duplicate_mace,971,500.0,0.1,q6,142,0.17326099760695862,0.428707105312773,,
structure,linear,duplicate_mace,971,500.0,0.1,w4,142,0.47637886776907984,0.7058237690180038,,
structure,linear,duplicate_mace,971,500.0,0.1,w6,142,0.43135998741291115,0.6486561218081057,,
structure,linear,duplicate_mace,971,500.0,0.1,qbar6,142,0.13801033186756223,0.3345009800219259,,
structure,linear,duplicate_mace,971,500.0,0.1,q6_coherence,142,0.13983485627299172,0.3353274547235976,,
structure,linear,duplicate_mace,971,500.0,0.1,bond_order,142,0.31013115976446115,0.541237195272036,,
structure,linear,duplicate_mace,971,500.0,0.1,angular_arrangement,142,0.4558003701318483,0.8220813036374066,,
structure,linear,duplicate_mace,1000,510.0,0.1,q4,33,1.7463794627448683,1.2447935951461606,,
structure,linear,duplicate_mace,1000,510.0,0.1,q6,33,0.8140778896126839,0.8570341052940958,,
structure,linear,duplicate_mace,1000,510.0,0.1,w4,33,1.1195775916492883,1.0437125453475344,,
structure,linear,duplicate_mace,1000,510.0,0.1,w6,33,3.619345156415653,1.8846070503100016,,
structure,linear,duplicate_mace,1000,510.0,0.1,qbar6,33,0.13230665055159463,0.3222112522060935,,
structure,linear,duplicate_mace,1000,510.0,0.1,q6_coherence,33,0.20749077798027038,0.46006374940638883,,
structure,linear,duplicate_mace,1000,510.0,0.1,bond_order,33,1.2731962548257263,1.098527568165241,,
structure,linear,duplicate_mace,1000,510.0,0.1,angular_arrangement,33,1.1551037237281476,1.1509391979611254,,
structure,linear,duplicate_mace,1001,510.0,0.1,q4,97,1.330706475058775,1.160572976042111,,
structure,linear,duplicate_mace,1001,510.0,0.1,q6,97,0.19018697552411906,0.4805482371753739,,
structure,linear,duplicate_mace,1001,510.0,0.1,w4,97,1.9207062378910886,1.386141296438495,,
structure,linear,duplicate_mace,1001,510.0,0.1,w6,97,0.809188048885409,0.878608502553682,,
structure,linear,duplicate_mace,1001,510.0,0.1,qbar6,97,0.14190878050376368,0.40308803275389254,,
structure,linear,duplicate_mace,1001,510.0,0.1,q6_coherence,97,0.12995390518025007,0.35582213333112767,,
structure,linear,duplicate_mace,1001,510.0,0.1,bond_order,97,0.7537750705072342,0.8718071449715944,,
structure,linear,duplicate_mace,1001,510.0,0.1,angular_arrangement,97,0.613097608898708,0.8868320474094303,,
structure,linear,duplicate_mace,881,520.0,0.1,q4,99,1.0041192744043066,0.9877981222786641,,
structure,linear,duplicate_mace,881,520.0,0.1,q6,99,0.30948974261811835,0.5336228564487344,,
structure,linear,duplicate_mace,881,520.0,0.1,w4,99,0.8337449429147454,0.8456158960370362,,
structure,linear,duplicate_mace,881,520.0,0.1,w6,99,1.104759936040802,1.0359049643447915,,
structure,linear,duplicate_mace,881,520.0,0.1,qbar6,99,0.1274937564534283,0.29643283225559547,,
structure,linear,duplicate_mace,881,520.0,0.1,q6_coherence,99,0.21973775535033588,0.40176555728327495,,
structure,linear,duplicate_mace,881,520.0,0.1,bond_order,99,0.5998909012969561,0.7413896646551302,,
structure,linear,duplicate_mace,881,520.0,0.1,angular_arrangement,99,0.5577946683226364,0.8551680861071987,,
structure,linear,duplicate_mace,1009,520.0,0.1,q4,160,1.6339385781038622,1.281270713981003,,
structure,linear,duplicate_mace,1009,520.0,0.1,q6,160,0.25405256097994444,0.5130031277573246,,
structure,linear,duplicate_mace,1009,520.0,0.1,w4,160,2.437327483333212,1.5483593306656047,,
structure,linear,duplicate_mace,1009,520.0,0.1,w6,160,0.36143458169679804,0.5891823752673391,,
structure,linear,duplicate_mace,1009,520.0,0.1,qbar6,160,0.11891635910179899,0.3173129552609609,,
structure,linear,duplicate_mace,1009,520.0,0.1,q6_coherence,160,0.08208223206712098,0.24823631573473656,,
structure,linear,duplicate_mace,1009,520.0,0.1,bond_order,160,0.8146252992137895,0.8955155051519292,,
structure,linear,duplicate_mace,1009,520.0,0.1,angular_arrangement,160,0.7751300770325756,1.0071228361065612,,
structure,linear,old_mace,911,400.0,0.05,q4,2,0.1381611875883355,0.156088250809767,,
structure,linear,old_mace,911,400.0,0.05,q6,2,0.1105825740707134,0.1392019094762592,,
structure,linear,old_mace,911,400.0,0.05,w4,2,0.13928051724234283,0.32627599448075145,,
structure,linear,old_mace,911,400.0,0.05,w6,2,0.037903536709602684,0.10278381802583629,,
structure,linear,old_mace,911,400.0,0.05,qbar6,2,0.04298009440576741,0.010945204147925254,,
structure,linear,old_mace,911,400.0,0.05,q6_coherence,2,0.03486756660360958,0.010117604830586538,,
structure,linear,old_mace,911,400.0,0.05,bond_order,2,0.08396257943672858,0.16380039422338022,,
structure,linear,old_mace,911,400.0,0.05,angular_arrangement,2,0.23226680561193133,0.5322235002296847,,
structure,linear,old_mace,942,450.0,0.05,q4,1,0.019068509652367283,0.07125223941609359,,
structure,linear,old_mace,942,450.0,0.05,q6,1,6.503036890759557e-05,0.06103165057492276,,
structure,linear,old_mace,942,450.0,0.05,w4,1,0.024783570150185494,0.03636067633642757,,
structure,linear,old_mace,942,450.0,0.05,w6,1,0.013073531609399046,0.04322356139918561,,
structure,linear,old_mace,942,450.0,0.05,qbar6,1,0.0004463254037100864,0.008611071169454941,,
structure,linear,old_mace,942,450.0,0.05,q6_coherence,1,0.0010124089676973095,0.007597365575279685,,
structure,linear,old_mace,942,450.0,0.05,bond_order,1,0.009741562692044467,0.04495180668921859,,
structure,linear,old_mace,942,450.0,0.05,angular_arrangement,1,0.06182461503337255,0.32707166763148465,,
structure,linear,old_mace,911,400.0,0.1,q4,172,0.294261526855335,0.5129617611641258,,
structure,linear,old_mace,911,400.0,0.1,q6,172,0.11210563154022471,0.3632021794368057,,
structure,linear,old_mace,911,400.0,0.1,w4,172,0.26117857968436664,0.49744097044318036,,
structure,linear,old_mace,911,400.0,0.1,w6,172,0.46272945935903737,0.6638800808971207,,
structure,linear,old_mace,911,400.0,0.1,qbar6,172,0.0623765302799772,0.22915969927435692,,
structure,linear,old_mace,911,400.0,0.1,q6_coherence,172,0.09490782778329226,0.29521688689862785,,
structure,linear,old_mace,911,400.0,0.1,bond_order,172,0.2145932592503722,0.45146004816471097,,
structure,linear,old_mace,911,400.0,0.1,angular_arrangement,172,0.2627430659316659,0.6602420100754829,,
structure,linear,old_mace,913,400.0,0.1,q4,126,0.6716768309585996,0.9901612518647169,,
structure,linear,old_mace,913,400.0,0.1,q6,126,0.22708494908621416,0.5607878068733738,,
structure,linear,old_mace,913,400.0,0.1,w4,126,0.6510467081899253,0.8555991044523487,,
structure,linear,old_mace,913,400.0,0.1,w6,126,2.8243265669758753,1.6771434451029166,,
structure,linear,old_mace,913,400.0,0.1,qbar6,126,0.04151159642082215,0.22420826642845748,,
structure,linear,old_mace,913,400.0,0.1,q6_coherence,126,0.12066294938790165,0.3479095132100854,,
structure,linear,old_mace,913,400.0,0.1,bond_order,126,0.7560516001698898,0.9138811564002205,,
structure,linear,old_mace,913,400.0,0.1,angular_arrangement,126,0.47210465496648524,0.8405749525289181,,
structure,linear,old_mace,938,450.0,0.1,q4,91,0.6933836748433571,0.8364226129056815,,
structure,linear,old_mace,938,450.0,0.1,q6,91,0.12335206660456945,0.4054583993753211,,
structure,linear,old_mace,938,450.0,0.1,w4,91,0.42354430700123624,0.6500793215477096,,
structure,linear,old_mace,938,450.0,0.1,w6,91,0.585236436671001,0.7672954258749177,,
structure,linear,old_mace,938,450.0,0.1,qbar6,91,0.052957460002681284,0.30420198887482397,,
structure,linear,old_mace,938,450.0,0.1,q6_coherence,91,0.06831022196890799,0.31039136618588287,,
structure,linear,old_mace,938,450.0,0.1,bond_order,91,0.3244640278486255,0.5865472908064907,,
structure,linear,old_mace,938,450.0,0.1,angular_arrangement,91,0.39911130628254493,0.8034480382537533,,
structure,linear,old_mace,942,450.0,0.1,q4,191,0.48115765924999276,0.6848081239315917,,
structure,linear,old_mace,942,450.0,0.1,q6,191,0.07127291332698499,0.3045996571495689,,
structure,linear,old_mace,942,450.0,0.1,w4,191,0.3890174539678505,0.6029434399457076,,
structure,linear,old_mace,942,450.0,0.1,w6,191,0.3687033367067292,0.5997974191256887,,
structure,linear,old_mace,942,450.0,0.1,qbar6,191,0.023428051515652207,0.17430126477279742,,
structure,linear,old_mace,942,450.0,0.1,q6_coherence,191,0.04407973114429824,0.2258745204172401,,
structure,linear,old_mace,942,450.0,0.1,bond_order,191,0.22960985765191796,0.4772213119327441,,
structure,linear,old_mace,942,450.0,0.1,angular_arrangement,191,0.28578099919615846,0.7073908013359534,,
structure,linear,old_mace,970,500.0,0.1,q4,156,0.2738875791822535,0.5427958532186881,,
structure,linear,old_mace,970,500.0,0.1,q6,156,0.08059949086316405,0.31415844042898583,,
structure,linear,old_mace,970,500.0,0.1,w4,156,0.2881033266804203,0.5471450551937437,,
structure,linear,old_mace,970,500.0,0.1,w6,156,0.21372644643286995,0.4735897075452456,,
structure,linear,old_mace,970,500.0,0.1,qbar6,156,0.02722525369144811,0.13339467402976257,,
structure,linear,old_mace,970,500.0,0.1,q6_coherence,156,0.032801520042298665,0.14387694799707285,,
structure,linear,old_mace,970,500.0,0.1,bond_order,156,0.15272393614874244,0.39905565645750707,,
structure,linear,old_mace,970,500.0,0.1,angular_arrangement,156,0.3003538026059112,0.7414295025787065,,
structure,linear,old_mace,971,500.0,0.1,q4,142,0.47868752257002734,0.6561699949959883,,
structure,linear,old_mace,971,500.0,0.1,q6,142,0.11917636197795535,0.428707105312773,,
structure,linear,old_mace,971,500.0,0.1,w4,142,0.43646471044168583,0.7058237690180038,,
structure,linear,old_mace,971,500.0,0.1,w6,142,0.427918531898941,0.6486561218081057,,
structure,linear,old_mace,971,500.0,0.1,qbar6,142,0.057808075140977695,0.3345009800219259,,
structure,linear,old_mace,971,500.0,0.1,q6_coherence,142,0.0922833683761661,0.3353274547235976,,
structure,linear,old_mace,971,500.0,0.1,bond_order,142,0.2687230950676256,0.541237195272036,,
structure,linear,old_mace,971,500.0,0.1,angular_arrangement,142,0.41061577833376883,0.8220813036374066,,
structure,linear,old_mace,1000,510.0,0.1,q4,33,1.2686587163232113,1.2447935951461606,,
structure,linear,old_mace,1000,510.0,0.1,q6,33,0.5510728993767464,0.8570341052940958,,
structure,linear,old_mace,1000,510.0,0.1,w4,33,0.8532741834720683,1.0437125453475344,,
structure,linear,old_mace,1000,510.0,0.1,w6,33,3.6524682637534607,1.8846070503100016,,
structure,linear,old_mace,1000,510.0,0.1,qbar6,33,0.07044262964299747,0.3222112522060935,,
structure,linear,old_mace,1000,510.0,0.1,q6_coherence,33,0.18497048403648952,0.46006374940638883,,
structure,linear,old_mace,1000,510.0,0.1,bond_order,33,1.096814529434162,1.098527568165241,,
structure,linear,old_mace,1000,510.0,0.1,angular_arrangement,33,0.8868115351908429,1.1509391979611254,,
structure,linear,old_mace,1001,510.0,0.1,q4,97,1.2129551842265383,1.160572976042111,,
structure,linear,old_mace,1001,510.0,0.1,q6,97,0.15628772539838362,0.4805482371753739,,
structure,linear,old_mace,1001,510.0,0.1,w4,97,1.8660455106043505,1.386141296438495,,
structure,linear,old_mace,1001,510.0,0.1,w6,97,0.7845187838552132,0.878608502553682,,
structure,linear,old_mace,1001,510.0,0.1,qbar6,97,0.04624591184223448,0.40308803275389254,,
structure,linear,old_mace,1001,510.0,0.1,q6_coherence,97,0.06181275400475634,0.35582213333112767,,
structure,linear,old_mace,1001,510.0,0.1,bond_order,97,0.6879776449885795,0.8718071449715944,,
structure,linear,old_mace,1001,510.0,0.1,angular_arrangement,97,0.54634046384328,0.8868320474094303,,
structure,linear,old_mace,881,520.0,0.1,q4,99,0.8932362839466597,0.9877981222786641,,
structure,linear,old_mace,881,520.0,0.1,q6,99,0.24915297747404194,0.5336228564487344,,
structure,linear,old_mace,881,520.0,0.1,w4,99,0.7892269133923393,0.8456158960370362,,
structure,linear,old_mace,881,520.0,0.1,w6,99,1.1208473099793788,1.0359049643447915,,
structure,linear,old_mace,881,520.0,0.1,qbar6,99,0.07241431950859895,0.29643283225559547,,
structure,linear,old_mace,881,520.0,0.1,q6_coherence,99,0.17759284421107766,0.40176555728327495,,
structure,linear,old_mace,881,520.0,0.1,bond_order,99,0.5504117747520161,0.7413896646551302,,
structure,linear,old_mace,881,520.0,0.1,angular_arrangement,99,0.5068122991673142,0.8551680861071987,,
structure,linear,old_mace,1009,520.0,0.1,q4,160,1.5526512811385498,1.281270713981003,,
structure,linear,old_mace,1009,520.0,0.1,q6,160,0.20108116861595499,0.5130031277573246,,
structure,linear,old_mace,1009,520.0,0.1,w4,160,2.3267099570322602,1.5483593306656047,,
structure,linear,old_mace,1009,520.0,0.1,w6,160,0.35672948818689304,0.5891823752673391,,
structure,linear,old_mace,1009,520.0,0.1,qbar6,160,0.06570343943958008,0.3173129552609609,,
structure,linear,old_mace,1009,520.0,0.1,q6_coherence,160,0.048631087617917214,0.24823631573473656,,
structure,linear,old_mace,1009,520.0,0.1,bond_order,160,0.7585844036718591,0.8955155051519292,,
structure,linear,old_mace,1009,520.0,0.1,angular_arrangement,160,0.732356824440593,1.0071228361065612,,
structure,linear,plus_soap,911,400.0,0.05,q4,2,0.0062284830760731625,0.156088250809767,,
structure,linear,plus_soap,911,400.0,0.05,q6,2,0.0036957748745472152,0.1392019094762592,,
structure,linear,plus_soap,911,400.0,0.05,w4,2,0.2042568833065969,0.32627599448075145,,
structure,linear,plus_soap,911,400.0,0.05,w6,2,0.00039705620831393843,0.10278381802583629,,
structure,linear,plus_soap,911,400.0,0.05,qbar6,2,0.037473090876699755,0.010945204147925254,,
structure,linear,plus_soap,911,400.0,0.05,q6_coherence,2,0.05119125261310966,0.010117604830586538,,
structure,linear,plus_soap,911,400.0,0.05,bond_order,2,0.050540423492556774,0.16380039422338022,,
structure,linear,plus_soap,911,400.0,0.05,angular_arrangement,2,0.1664376823055571,0.5322235002296847,,
structure,linear,plus_soap,942,450.0,0.05,q4,1,3.2697928414060792e-06,0.07125223941609359,,
structure,linear,plus_soap,942,450.0,0.05,q6,1,5.942570140341677e-07,0.06103165057492276,,
structure,linear,plus_soap,942,450.0,0.05,w4,1,0.024622661312750618,0.03636067633642757,,
structure,linear,plus_soap,942,450.0,0.05,w6,1,0.01320255519414931,0.04322356139918561,,
structure,linear,plus_soap,942,450.0,0.05,qbar6,1,0.0007155685412346706,0.008611071169454941,,
structure,linear,plus_soap,942,450.0,0.05,q6_coherence,1,0.0006043890504768306,0.007597365575279685,,
structure,linear,plus_soap,942,450.0,0.05,bond_order,1,0.006524839691411145,0.04495180668921859,,
structure,linear,plus_soap,942,450.0,0.05,angular_arrangement,1,0.027695490842082632,0.32707166763148465,,
structure,linear,plus_soap,911,400.0,0.1,q4,172,0.06704166499088642,0.5129617611641258,,
