task,family,caliper_A,target,baseline,method,sources,n,improvement_percent,low,high,baseline_loss,candidate_loss
structure,linear,0.05,w4,radial_control,delta_mace,9,609,2.1060597095688416,0.14861675952826392,4.162369388868036,0.5193283395878676,0.5083909746674347
structure,linear,0.05,w4,radial_control,duplicate_mace,9,609,0.21687906683448555,0.010829100508591427,0.8036499715034284,0.5193283395878676,0.5182020251311624
structure,linear,0.05,w4,radial_control,plus_soap,9,609,67.71981273946022,51.23662232694588,70.78982613549469,0.5193283395878676,0.16764016051601566
structure,linear,0.05,w4,duplicate_gatr,plus_gatr,9,609,0.013513991829194882,0.00773231386136386,0.040243468822032114,0.5184405523748025,0.5183704903609153
structure,linear,0.05,w4,duplicate_gatr,delta_gatr,9,609,0.802390489311744,0.45937674302970466,1.8883618713066985,0.5184405523748025,0.5142806346898118
structure,linear,0.05,w4,duplicate_mace,plus_mace,9,609,-2.520801898576286,-5.703933828861163,0.8085790275903726,0.5182020251311624,0.5312648716191295
structure,linear,0.05,w4,duplicate_mace,delta_mace,9,609,1.8932867854471347,-0.12063343610224653,4.0412306301277345,0.5182020251311624,0.5083909746674347
structure,linear,0.05,w6,radial,radial_control,9,609,5.927344896073716,3.2424980815336846,9.288072277900172,0.02334374738732272,0.021960082968007905
structure,linear,0.05,w6,radial_control,plus_gatr,9,609,-4.086378706179783,-8.488432775816324,0.9551525635288716,0.021960082968007905,0.022857455122271993
structure,linear,0.05,w6,radial_control,delta_gatr,9,609,-7.55986775184041,-13.662281389131458,0.14725833387142506,0.021960082968007905,0.023620236198583732
structure,linear,0.05,w6,radial_control,duplicate_gatr,9,609,-4.017848570080984,-8.44544207511857,1.061220867553414,0.021960082968007905,0.022842405847526608
structure,linear,0.05,w6,radial_control,plus_mace,9,609,-6.485306364055599,-14.751652450078211,-1.7461582755929017,0.021960082968007905,0.02338426162628401
structure,linear,0.05,w6,radial_control,delta_mace,9,609,-0.12795010895874093,-12.448834834570842,6.436886203736258,0.021960082968007905,0.021988180918092903
structure,linear,0.05,w6,radial_control,duplicate_mace,9,609,-3.8602639157045315,-8.01651767716649,0.7094049132393532,0.021960082968007905,0.022807800126680693
structure,linear,0.05,w6,radial_control,plus_soap,9,609,-120.13349408042005,-215.1484419342113,-65.06871983495233,0.021960082968007905,0.04834149794043501
structure,linear,0.05,w6,duplicate_gatr,plus_gatr,9,609,-0.06588305472654543,-0.11240743861371527,-0.020331299298836925,0.022842405847526608,0.022857455122271993
structure,linear,0.05,w6,duplicate_gatr,delta_gatr,9,609,-3.4052032708338675,-11.355973300118393,4.78262661283253,0.022842405847526608,0.023620236198583732
structure,linear,0.05,w6,duplicate_mace,plus_mace,9,609,-2.527475233917764,-12.906056326265759,4.106400154206735,0.022807800126680693,0.02338426162628401
structure,linear,0.05,w6,duplicate_mace,delta_mace,9,609,3.59359168370208,-7.9844316829978945,9.712948057938364,0.022807800126680693,0.021988180918092903
structure,linear,0.05,qbar6,radial,radial_control,9,609,0.4362775199634017,-5.623394736461984,4.788986960314812,0.04124237928469052,0.04106244805517337
structure,linear,0.05,qbar6,radial_control,plus_gatr,9,609,-0.19465809991232597,-0.712282561219646,0.27973744360624275,0.04106244805517337,0.04114237943633506
structure,linear,0.05,qbar6,radial_control,delta_gatr,9,609,-2.842043230004543,-6.734929824365965,0.5727803216232119,0.04106244805517337,0.04222946058019955
structure,linear,0.05,qbar6,radial_control,duplicate_gatr,9,609,-0.6054336725127785,-0.9549034329958239,-0.2913445189327346,0.04106244805517337,0.04131105394245746
structure,linear,0.05,qbar6,radial_control,plus_mace,9,609,53.92646716612495,44.18836687964538,65.36106463694806,0.04106244805517337,0.018918920487093187
structure,linear,0.05,qbar6,radial_control,delta_mace,9,609,55.474924890124136,47.3014689856126,65.96178491636793,0.04106244805517337,0.018283085838519706
structure,linear,0.05,qbar6,radial_control,duplicate_mace,9,609,0.16988263201287435,-0.6235334167370432,0.7064199180699116,0.04106244805517337,0.04099269008764832
structure,linear,0.05,qbar6,radial_control,plus_soap,9,609,60.8415245381837,58.761608026849,62.42570490615501,0.04106244805517337,0.01607942864570613
structure,linear,0.05,qbar6,duplicate_gatr,plus_gatr,9,609,0.40830356532987055,0.20873414654051237,0.6342429944523276,0.04131105394245746,0.04114237943633506
structure,linear,0.05,qbar6,duplicate_gatr,delta_gatr,9,609,-2.223149859650997,-5.773735573301453,0.8977636137752376,0.04131105394245746,0.04222946058019955
structure,linear,0.05,qbar6,duplicate_mace,plus_mace,9,609,53.84806304089389,43.9606439641845,65.630669820458,0.04099269008764832,0.018918920487093187
structure,linear,0.05,qbar6,duplicate_mace,delta_mace,9,609,55.39915580210077,47.0864481655405,66.02184164946553,0.04099269008764832,0.018283085838519706
structure,linear,0.05,q6_coherence,radial,radial_control,9,609,0.4457183749623672,-7.694617743118459,6.283004835384631,0.026559666722988515,0.02644128540807539
structure,linear,0.05,q6_coherence,radial_control,plus_gatr,9,609,2.984297395139335,1.0975210532927493,4.851354344269687,0.02644128540807539,0.02565219881640084
structure,linear,0.05,q6_coherence,radial_control,delta_gatr,9,609,3.6239818638683086,-2.081363339817166,9.530102426320642,0.02644128540807539,0.02548305802031308
structure,linear,0.05,q6_coherence,radial_control,duplicate_gatr,9,609,2.8274153633751853,0.879880349717288,4.709394529668687,0.02644128540807539,0.025693680442173586
structure,linear,0.05,q6_coherence,radial_control,plus_mace,9,609,52.863972706042816,42.33058186384944,62.59197730540693,0.02644128540807539,0.012463371506823535
structure,linear,0.05,q6_coherence,radial_control,delta_mace,9,609,54.27008380209304,46.168342393678266,61.40533234025153,0.02644128540807539,0.012091577658762278
structure,linear,0.05,q6_coherence,radial_control,duplicate_mace,9,609,2.997819535311108,1.3146758142968507,4.554513418784179,0.02644128540807539,0.025648623388724742
structure,linear,0.05,q6_coherence,radial_control,plus_soap,9,609,22.329564358459574,-1.3854945847324496,46.29326913315237,0.02644128540807539,0.020537061565675217
structure,linear,0.05,q6_coherence,duplicate_gatr,plus_gatr,9,609,0.16144680348969542,0.08120520004931686,0.23687347171215123,0.025693680442173586,0.02565219881640084
structure,linear,0.05,q6_coherence,duplicate_gatr,delta_gatr,9,609,0.8197440702764847,-3.4926652009489967,5.7219903330226085,0.025693680442173586,0.02548305802031308
structure,linear,0.05,q6_coherence,duplicate_mace,plus_mace,9,609,51.40724974618913,41.061308333553825,60.921716424195644,0.025648623388724742,0.012463371506823535
structure,linear,0.05,q6_coherence,duplicate_mace,delta_mace,9,609,52.85681622945193,44.983535952067754,59.604158843188394,0.025648623388724742,0.012091577658762278
structure,linear,0.05,bond_order,radial,radial_control,9,609,-0.6601420613538078,-2.6049940406690064,0.07581242950742695,0.17418632807566484,0.17533620529242006
structure,linear,0.05,bond_order,radial_control,plus_gatr,9,609,0.12830211941188274,-0.0511734908119621,0.350646099849905,0.17533620529242006,0.17511124522493351
structure,linear,0.05,bond_order,radial_control,delta_gatr,9,609,-0.4548909367699139,-0.9753650371336464,-0.22537355758625033,0.17533620529242006,0.17613379379917157
structure,linear,0.05,bond_order,radial_control,duplicate_gatr,9,609,0.07729073228373018,-0.12351334547620052,0.24328072897493724,0.17533620529242006,0.17520068665539104
structure,linear,0.05,bond_order,radial_control,plus_mace,9,609,2.8738132207221545,2.029899244991351,4.608037172635216,0.17533620529242006,0.17029737024401395
structure,linear,0.05,bond_order,radial_control,delta_mace,9,609,5.500615973846856,4.838411415283739,6.867079169535428,0.17533620529242006,0.1656916339761683
structure,linear,0.05,bond_order,radial_control,duplicate_mace,9,609,0.17982381931834768,-0.0823214882863077,0.29583861794676425,0.17533620529242006,0.17502090903141537
structure,linear,0.05,bond_order,radial_control,plus_soap,9,609,73.4888618943113,56.835877658946885,76.78218823056586,0.17533620529242006,0.04648362353434735
structure,linear,0.05,bond_order,duplicate_gatr,plus_gatr,9,609,0.05105084469985144,0.014509564225317906,0.16229935952064567,0.17520068665539104,0.17511124522493351
structure,linear,0.05,bond_order,duplicate_gatr,delta_gatr,9,609,-0.5325933143263795,-0.9028451611956756,-0.39404607409703196,0.17520068665539104,0.17613379379917157
structure,linear,0.05,bond_order,duplicate_mace,plus_mace,9,609,2.6988425631783053,1.830842974208513,4.397771501295445,0.17502090903141537,0.17029737024401395
structure,linear,0.05,bond_order,duplicate_mace,delta_mace,9,609,5.330377442830292,4.650578672311001,6.867705307836047,0.17502090903141537,0.1656916339761683
structure,linear,0.05,angular_arrangement,radial,radial_control,9,609,-0.09482921857171256,-0.4056105384311559,0.4317042120445591,0.3003217425799989,0.30060653534168846
structure,linear,0.05,angular_arrangement,radial_control,plus_gatr,9,609,0.053540081258329764,-0.21006202741764568,0.3118742530457963,0.30060653534168846,0.3004455903583987
structure,linear,0.05,angular_arrangement,radial_control,delta_gatr,9,609,-1.1542405825941904,-3.2829516942713077,-0.20691407609314538,0.30060653534168846,0.3040762579665326
structure,linear,0.05,angular_arrangement,radial_control,duplicate_gatr,9,609,0.058197941749238424,-0.27697522337015723,0.2941767084699731,0.30060653534168846,0.3004315885253559
structure,linear,0.05,angular_arrangement,radial_control,plus_mace,9,609,5.339315497678965,4.146339595075821,7.7436992707122005,0.30060653534168846,0.2845562040131539
structure,linear,0.05,angular_arrangement,radial_control,delta_mace,9,609,6.854074897982443,5.43949349349554,9.940760873744459,0.30060653534168846,0.2800027382611391
structure,linear,0.05,angular_arrangement,radial_control,duplicate_mace,9,609,-0.12136744777622166,-0.7616843163228415,0.21898102987109036,0.30060653534168846,0.3009713738214812
structure,linear,0.05,angular_arrangement,radial_control,plus_soap,9,609,60.832738181412125,48.69046650247137,66.14884552909213,0.30060653534168846,0.11773934874106502
structure,linear,0.05,angular_arrangement,duplicate_gatr,plus_gatr,9,609,-0.0046605728483806175,-0.044185453044209844,0.09407519208354254,0.3004315885253559,0.3004455903583987
structure,linear,0.05,angular_arrangement,duplicate_gatr,delta_gatr,9,609,-1.213144549501699,-3.0378890476707054,-0.42277907140333415,0.3004315885253559,0.3040762579665326
structure,linear,0.05,angular_arrangement,duplicate_mace,plus_mace,9,609,5.454063487799954,3.987646209993545,8.530163976038175,0.3009713738214812,0.2845562040131539
structure,linear,0.05,angular_arrangement,duplicate_mace,delta_mace,9,609,6.966986691823884,5.274951055809208,10.619541366166473,0.3009713738214812,0.2800027382611391
structure,linear,0.1,q4,radial,radial_control,10,125006,-0.021233772942896856,-0.21060892533065645,0.22166635199735163,1.1447878431267364,1.145030924778024
structure,linear,0.1,q4,radial_control,plus_gatr,10,125006,-0.07496936404836063,-0.33084569140893194,0.19209717639842028,1.145030924778024,1.145889347180487
structure,linear,0.1,q4,radial_control,delta_gatr,10,125006,0.10706340590396213,-0.15930769179965942,0.3782560588500239,1.145030924778024,1.1438050156713029
structure,linear,0.1,q4,radial_control,duplicate_gatr,10,125006,0.04941562685734091,-0.10882945897272567,0.1888287216491702,1.145030924778024,1.1444651005688344
structure,linear,0.1,q4,radial_control,plus_mace,10,125006,4.913949074262824,3.6689227960971627,6.242218737227612,1.145030924778024,1.0887646882498712
structure,linear,0.1,q4,radial_control,delta_mace,10,125006,5.806585650893393,4.413822564849856,7.393290267672814,1.145030924778024,1.0785437234015713
structure,linear,0.1,q4,radial_control,duplicate_mace,10,125006,-0.09494993275489527,-0.3462707785135244,0.16704101193847354,1.145030924778024,1.1461181308711235
structure,linear,0.1,q4,radial_control,plus_soap,10,125006,85.8970210984788,84.00184598693701,87.50084634436124,1.145030924778024,0.1614834697373377
structure,linear,0.1,q4,duplicate_gatr,plus_gatr,10,125006,-0.12444648691729565,-0.2646853226373924,0.004918471789427947,1.1444651005688344,1.145889347180487
structure,linear,0.1,q4,duplicate_gatr,delta_gatr,10,125006,0.05767628014200499,-0.15168020602167598,0.2728927760488607,1.1444651005688344,1.1438050156713029
structure,linear,0.1,q4,duplicate_mace,plus_mace,10,125006,5.004147572262907,3.507741150472621,6.494514136558626,1.1461181308711235,1.0887646882498712
structure,linear,0.1,q4,duplicate_mace,delta_mace,10,125006,5.895937395056405,4.253887289286129,7.684206018199702,1.1461181308711235,1.0785437234015713
structure,linear,0.1,q6,radial,radial_control,10,125006,1.2670520165343202,0.6921353219504378,1.8740188378548628,0.21516911058973118,0.21244280603504503
structure,linear,0.1,q6,radial_control,plus_gatr,10,125006,0.045927268488266115,-0.10157708266329557,0.1730941312991119,0.21244280603504503,0.2123452368571333
structure,linear,0.1,q6,radial_control,delta_gatr,10,125006,0.7517551991462423,0.4914418230714368,1.0139522676799295,0.21244280603504503,0.21084575619546442
structure,linear,0.1,q6,radial_control,duplicate_gatr,10,125006,0.06673274168141896,-0.07956250618983418,0.18950766773035976,0.21244280603504503,0.2123010371260729
structure,linear,0.1,q6,radial_control,plus_mace,10,125006,15.02870743861634,12.669043390350632,18.320291181031745,0.21244280603504503,0.18051539824165094
structure,linear,0.1,q6,radial_control,delta_mace,10,125006,17.556911137748223,15.179414244297673,20.90507407161214,0.21244280603504503,0.17514441136093337
structure,linear,0.1,q6,radial_control,duplicate_mace,10,125006,0.08072787021563554,-0.0504692520479022,0.18798272682863937,0.21244280603504503,0.2122713054823066
structure,linear,0.1,q6,radial_control,plus_soap,10,125006,92.6948659547477,92.1027328348615,93.19161790436551,0.21244280603504503,0.015519231750355389
structure,linear,0.1,q6,duplicate_gatr,plus_gatr,10,125006,-0.02081936652724714,-0.02601070855539067,-0.015748279620919625,0.2123010371260729,0.2123452368571333
structure,linear,0.1,q6,duplicate_gatr,delta_gatr,10,125006,0.685479896993757,0.3519304241855309,0.9975034773797131,0.2123010371260729,0.21084575619546442
structure,linear,0.1,q6,duplicate_mace,plus_mace,10,125006,14.960056503398956,12.64902541064049,18.23126999948348,0.2122713054823066,0.18051539824165094
structure,linear,0.1,q6,duplicate_mace,delta_mace,10,125006,17.490302816490598,15.159971691157558,20.834117280465502,0.2122713054823066,0.17514441136093337
structure,linear,0.1,w4,radial,radial_control,10,125006,-0.09109401505156267,-0.4712828961207144,0.3182055742721457,1.3915829263900812,1.392850575150502
structure,linear,0.1,w4,radial_control,plus_gatr,10,125006,0.06171920567932254,0.01539462132781333,0.10908675408365376,1.392850575150502,1.3919909188392192
structure,linear,0.1,w4,radial_control,delta_gatr,10,125006,0.283320231122397,0.16810580968313615,0.38944679842760255,1.392850575150502,1.388904347681796
structure,linear,0.1,w4,radial_control,duplicate_gatr,10,125006,0.0368715760695415,-0.005231379654602186,0.08010545817417336,1.392850575150502,1.3923370091911504
structure,linear,0.1,w4,radial_control,plus_mace,10,125006,1.2636984346462654,0.597948012511873,2.2222408034926477,1.392850575150502,1.3752491442353636
structure,linear,0.1,w4,radial_control,delta_mace,10,125006,1.944420452088913,1.2560014111434592,2.962836949298686,1.392850575150502,1.3657677037002376
structure,linear,0.1,w4,radial_control,duplicate_mace,10,125006,0.055464091959334105,0.0184400451574529,0.0933402496918978,1.392850575150502,1.3920780432266444
structure,linear,0.1,w4,radial_control,plus_soap,10,125006,54.56405522759308,48.80176742955733,58.32647766093769,1.392850575150502,0.6328548180875343
structure,linear,0.1,w4,duplicate_gatr,plus_gatr,10,125006,0.02485679470175528,0.012315075108682016,0.04202967871611451,1.3923370091911504,1.3919909188392192
structure,linear,0.1,w4,duplicate_gatr,delta_gatr,10,125006,0.2465395580735663,0.1537989263813211,0.3344592350254416,1.3923370091911504,1.388904347681796
structure,linear,0.1,w4,duplicate_mace,plus_mace,10,125006,1.2089048507850753,0.5403502075216116,2.1677661841052465,1.3920780432266444,1.3752491442353636
structure,linear,0.1,w4,duplicate_mace,delta_mace,10,125006,1.890004634037834,1.2152546867491898,2.908774935942493,1.3920780432266444,1.3657677037002376
structure,linear,0.1,w6,radial,radial_control,10,125006,0.27381744622955173,0.15369237613960252,0.42784613136243044,0.7022507836725984,0.700327898510619
structure,linear,0.1,w6,radial_control,plus_gatr,10,125006,-0.24419457137452305,-0.40140435685529496,0.011801438211067605,0.700327898510619,0.7020380612206032
structure,linear,0.1,w6,radial_control,delta_gatr,10,125006,-0.3108690598417452,-0.4370102349085858,-0.20706833215293763,0.700327898510619,0.7025050012645285
structure,linear,0.1,w6,radial_control,duplicate_gatr,10,125006,-0.24176362272587681,-0.3995291525374922,0.015255358057542079,0.700327898510619,0.7020210366090184
structure,linear,0.1,w6,radial_control,plus_mace,10,125006,0.19638238729079438,0.024651284906896945,0.4393243859729057,0.700327898510619,0.6989525778646605
structure,linear,0.1,w6,radial_control,delta_mace,10,125006,0.5748131147948587,0.3845212570589007,0.838676675340233,0.700327898510619,0.6963023219034128
structure,linear,0.1,w6,radial_control,duplicate_mace,10,125006,-0.15520696367579134,-0.35773422643767816,0.0606093292181753,0.700327898510619,0.7014148561776719
structure,linear,0.1,w6,radial_control,plus_soap,10,125006,6.340176857879598,3.4574171983145274,8.058085436900807,0.700327898510619,0.6559258711599742
structure,linear,0.1,w6,duplicate_gatr,plus_gatr,10,125006,-0.00242508567365185,-0.0036712758327184236,-0.0016880479195791054,0.7020210366090184,0.7020380612206032
structure,linear,0.1,w6,duplicate_gatr,delta_gatr,10,125006,-0.06893876825229128,-0.3437113060048047,0.08190599478901761,0.7020210366090184,0.7025050012645285
structure,linear,0.1,w6,duplicate_mace,plus_mace,10,125006,0.35104450544852783,0.18011990025968982,0.5692496348779663,0.7014148561776719,0.6989525778646605
structure,linear,0.1,w6,duplicate_mace,delta_mace,10,125006,0.728888792307536,0.5196185204913162,0.9876591247205857,0.7014148561776719,0.6963023219034128
structure,linear,0.1,qbar6,radial,radial_control,10,125006,0.23433484068281496,0.04825002837955895,0.43526354057920047,0.09720443639144757,0.09697665253029304
structure,linear,0.1,qbar6,radial_control,plus_gatr,10,125006,0.18094436618955045,0.12404138866441983,0.2230918873043497,0.09697665253029304,0.09680117874102026
structure,linear,0.1,qbar6,radial_control,delta_gatr,10,125006,-0.12583152727154712,-1.1362192877005572,0.6592473123088305,0.09697665253029304,0.09709867973326873
structure,linear,0.1,qbar6,radial_control,duplicate_gatr,10,125006,-0.1215136629115321,-0.1601581098956023,-0.09409732959277883,0.09697665253029304,0.0970944924129516
structure,linear,0.1,qbar6,radial_control,plus_mace,10,125006,40.788603582056936,37.21868649760901,45.19849239215512,0.09697665253029304,0.05742123016256303
structure,linear,0.1,qbar6,radial_control,delta_mace,10,125006,42.42695794149941,38.80273518145847,47.06049396653689,0.09697665253029304,0.055832408948191595
structure,linear,0.1,qbar6,radial_control,duplicate_mace,10,125006,0.19420862585689536,0.16738812276366338,0.2181930029810708,0.09697665253029304,0.09678831550601194
structure,linear,0.1,qbar6,radial_control,plus_soap,10,125006,55.132202472623405,50.37909885797727,58.87889259356888,0.09697665253029304,0.04351128810611941
structure,linear,0.1,qbar6,duplicate_gatr,plus_gatr,10,125006,0.30209094732566166,0.25925646640861943,0.3475597346355608,0.0970944924129516,0.09680117874102026
structure,linear,0.1,qbar6,duplicate_gatr,delta_gatr,10,125006,-0.00431262393270071,-0.9746787151439618,0.7680475872404391,0.0970944924129516,0.09709867973326873
structure,linear,0.1,qbar6,duplicate_mace,plus_mace,10,125006,40.67338618059083,37.09735658315439,45.10070593637271,0.09678831550601194,0.05742123016256303
structure,linear,0.1,qbar6,duplicate_mace,delta_mace,10,125006,42.31492855692524,38.67980872115887,46.964167008327905,0.09678831550601194,0.055832408948191595
structure,linear,0.1,q6_coherence,radial,radial_control,10,125006,0.7312353924218584,-0.42124349541121653,1.8464089838316378,0.11146568815376087,0.110650611591574
structure,linear,0.1,q6_coherence,radial_control,plus_gatr,10,125006,0.5277867025519689,0.3709967898429478,0.6914009653969044,0.110650611591574,0.11006661237730124
structure,linear,0.1,q6_coherence,radial_control,delta_gatr,10,125006,1.4352487865586072,0.9569142474284906,1.9550182801129805,0.110650611591574,0.10906250003138625
structure,linear,0.1,q6_coherence,radial_control,duplicate_gatr,10,125006,0.4507575813296638,0.2669746542816931,0.6425095394257174,0.110650611591574,0.11015184557103734
structure,linear,0.1,q6_coherence,radial_control,plus_mace,10,125006,24.5470544662017,21.470342886085426,28.57490057292913,0.110650611591574,0.08348914569700504
structure,linear,0.1,q6_coherence,radial_control,delta_mace,10,125006,26.435965444327337,23.318685250467286,30.52933945652503,0.110650611591574,0.08139905414728864
structure,linear,0.1,q6_coherence,radial_control,duplicate_mace,10,125006,0.7437869659336349,0.5640341807515714,0.9359202136250966,0.110650611591574,0.10982760676483001
structure,linear,0.1,q6_coherence,radial_control,plus_soap,10,125006,24.055604269946052,20.924301688511548,27.00902668142814,0.110650611591574,0.0840329383448299
structure,linear,0.1,q6_coherence,duplicate_gatr,plus_gatr,10,125006,0.0773779080089354,0.027500238388151743,0.1344417705390069,0.11015184557103734,0.11006661237730124
structure,linear,0.1,q6_coherence,duplicate_gatr,delta_gatr,10,125006,0.9889489676762286,0.43417287901533597,1.6156228782314819,0.11015184557103734,0.10906250003138625
structure,linear,0.1,q6_coherence,duplicate_mace,plus_mace,10,125006,23.981639811402424,20.852306592102256,28.0181274608039,0.10982760676483001,0.08348914569700504
structure,linear,0.1,q6_coherence,duplicate_mace,delta_mace,10,125006,25.884705544403275,22.71378410751015,30.06871087953038,0.10982760676483001,0.08139905414728864
structure,linear,0.1,bond_order,radial,radial_control,10,125006,0.11416694867090182,-0.09720218262352365,0.34337655870647776,0.6104101313873925,0.6097132447660095
structure,linear,0.1,bond_order,radial_control,plus_gatr,10,125006,-0.023286537483535596,-0.11960844111471636,0.08489945643702645,0.6097132447660095,0.6098552258692941
structure,linear,0.1,bond_order,radial_control,delta_gatr,10,125006,0.16560156407721127,0.007704104158201552,0.32705375385011504,0.6097132447660095,0.6087035500962911
structure,linear,0.1,bond_order,radial_control,duplicate_gatr,10,125006,-0.002488953722390441,-0.06123463577621612,0.06332015840924132,0.6097132447660095,0.609728420246511
structure,linear,0.1,bond_order,radial_control,plus_mace,10,125006,4.753253151861491,4.02957828816386,5.783358448281673,0.6097132447660095,0.5807320307418522
structure,linear,0.1,bond_order,radial_control,delta_mace,10,125006,5.611650145832259,4.725157778986045,7.012504731396341,0.6097132447660095,0.5754982705769391
structure,linear,0.1,bond_order,radial_control,duplicate_mace,10,125006,-0.005980664801841229,-0.10739475455148195,0.10172000023840333,0.6097132447660095,0.6097497096714314
structure,linear,0.1,bond_order,radial_control,plus_soap,10,125006,56.44598421569951,51.99875814660817,59.789487154904066,0.6097132447660095,0.26555460286435845
structure,linear,0.1,bond_order,duplicate_gatr,plus_gatr,10,125006,-0.020797066131805764,-0.06699379613894774,0.024650512436097394,0.609728420246511,0.6098552258692941
structure,linear,0.1,bond_order,duplicate_gatr,delta_gatr,10,125006,0.16808633420852814,0.056855814448890374,0.2706379841010187,0.609728420246511,0.6087035500962911
structure,linear,0.1,bond_order,duplicate_mace,plus_mace,10,125006,4.7589491998635935,4.013945635967331,5.8379386874009676,0.6097497096714314,0.5807320307418522
structure,linear,0.1,bond_order,duplicate_mace,delta_mace,10,125006,5.617294859057642,4.709251883254984,6.97945155381452,0.6097497096714314,0.5754982705769391
structure,linear,0.1,angular_arrangement,radial,radial_control,10,125006,0.38160151430728373,0.27439013084150643,0.5065913955901835,0.5901772954936187,0.5879251699969174
structure,linear,0.1,angular_arrangement,radial_control,plus_gatr,10,125006,0.029004568268953257,-0.022356635742348807,0.08950670897437396,0.5879251699969174,0.5877546448396153
structure,linear,0.1,angular_arrangement,radial_control,delta_gatr,10,125006,0.7479481512493447,0.471909529973768,0.9820309965902774,0.5879251699969174,0.5835277945571958
