task,family,method,source,temperature_K,caliper_A,target,n,loss,true_contrast_rms
structure,linear,duplicate_gatr,970,500.0,0.05,w4,82,0.13584616553389717,0.3966564763436262
structure,linear,duplicate_gatr,970,500.0,0.05,w6,82,0.016633564563842965,0.10562520457987064
structure,linear,duplicate_gatr,970,500.0,0.05,qbar6,82,0.023470063197774955,0.07958244387716755
structure,linear,duplicate_gatr,970,500.0,0.05,q6_coherence,82,0.014975037758811482,0.04325246021223588
structure,linear,duplicate_gatr,970,500.0,0.05,bond_order,82,0.0641919409922988,0.24863947449927762
structure,linear,duplicate_gatr,970,500.0,0.05,angular_arrangement,82,0.1742778833440358,0.4564394598621464
structure,linear,duplicate_gatr,971,500.0,0.05,q4,16,0.5284405628498096,0.6995239887906375
structure,linear,duplicate_gatr,971,500.0,0.05,q6,16,0.06491756209727949,0.19126547100619057
structure,linear,duplicate_gatr,971,500.0,0.05,w4,16,0.49575929440412814,0.7208948353117678
structure,linear,duplicate_gatr,971,500.0,0.05,w6,16,0.03244536417568352,0.1406353350802877
structure,linear,duplicate_gatr,971,500.0,0.05,qbar6,16,0.04449934821077353,0.13026485036415222
structure,linear,duplicate_gatr,971,500.0,0.05,q6_coherence,16,0.030411774494160368,0.08282895095921848
structure,linear,duplicate_gatr,971,500.0,0.05,bond_order,16,0.1994123177053058,0.4260699314084698
structure,linear,duplicate_gatr,971,500.0,0.05,angular_arrangement,16,0.22376762173132447,0.4772211851500516
structure,linear,duplicate_gatr,1000,510.0,0.05,q4,2,0.03823602649329072,0.18959328285465324
structure,linear,duplicate_gatr,1000,510.0,0.05,q6,2,0.02600848575788251,0.18444600397720076
structure,linear,duplicate_gatr,1000,510.0,0.05,w4,2,0.06348623528775924,0.18940047086597553
structure,linear,duplicate_gatr,1000,510.0,0.05,w6,2,0.03871683583293075,0.1854566227772121
structure,linear,duplicate_gatr,1000,510.0,0.05,qbar6,2,0.05721281818636048,0.05976879124222398
structure,linear,duplicate_gatr,1000,510.0,0.05,q6_coherence,2,0.030861045984040394,0.02829881516315293
structure,linear,duplicate_gatr,1000,510.0,0.05,bond_order,2,0.04242024125704402,0.15524484421344417
structure,linear,duplicate_gatr,1000,510.0,0.05,angular_arrangement,2,0.20393316901598785,0.4681339093935752
structure,linear,duplicate_gatr,1001,510.0,0.05,q4,27,0.32039316184194894,0.5806120321533584
structure,linear,duplicate_gatr,1001,510.0,0.05,q6,27,0.03382343842355944,0.15791416154800664
structure,linear,duplicate_gatr,1001,510.0,0.05,w4,27,0.4118816848170446,0.632134740607913
structure,linear,duplicate_gatr,1001,510.0,0.05,w6,27,0.017493462521168304,0.1417871957623332
structure,linear,duplicate_gatr,1001,510.0,0.05,qbar6,27,0.03164283574869165,0.09907650604183864
structure,linear,duplicate_gatr,1001,510.0,0.05,q6_coherence,27,0.02808247237201989,0.06835355034916336
structure,linear,duplicate_gatr,1001,510.0,0.05,bond_order,27,0.1405528426207388,0.3642877789511647
structure,linear,duplicate_gatr,1001,510.0,0.05,angular_arrangement,27,0.27717434594840235,0.5148658056162762
structure,linear,duplicate_gatr,1009,520.0,0.05,q4,14,0.06916449060841082,0.2113813404481155
structure,linear,duplicate_gatr,1009,520.0,0.05,q6,14,0.03095490819669791,0.1575887899811701
structure,linear,duplicate_gatr,1009,520.0,0.05,w4,14,0.08562626010031116,0.21643950211051974
structure,linear,duplicate_gatr,1009,520.0,0.05,w6,14,0.009855266527071643,0.09891221474462229
structure,linear,duplicate_gatr,1009,520.0,0.05,qbar6,14,0.02201172190555013,0.08945530424463699
structure,linear,duplicate_gatr,1009,520.0,0.05,q6_coherence,14,0.013475761599033447,0.05055296745715174
structure,linear,duplicate_gatr,1009,520.0,0.05,bond_order,14,0.038514734822845856,0.15094360762280937
structure,linear,duplicate_gatr,1009,520.0,0.05,angular_arrangement,14,0.19667276546295345,0.45369065818224485
structure,linear,duplicate_gatr,911,400.0,0.1,q4,13431,1.055719307171377,1.0266270699159583
structure,linear,duplicate_gatr,911,400.0,0.1,q6,13431,0.20671393606356717,0.4510847212905268
structure,linear,duplicate_gatr,911,400.0,0.1,w4,13431,1.4108778732913003,1.1788873541785532
structure,linear,duplicate_gatr,911,400.0,0.1,w6,13431,0.8796550920659633,0.9414256790661032
structure,linear,duplicate_gatr,911,400.0,0.1,qbar6,13431,0.08525953913529266,0.2363553336651145
structure,linear,duplicate_gatr,911,400.0,0.1,q6_coherence,13431,0.11135405262072902,0.2796867605913576
structure,linear,duplicate_gatr,911,400.0,0.1,bond_order,13431,0.6249299667247049,0.7818340400744901
structure,linear,duplicate_gatr,911,400.0,0.1,angular_arrangement,13431,0.5366856892080363,0.8252979712638587
structure,linear,duplicate_gatr,913,400.0,0.1,q4,11219,0.7360453054974399,0.8448989307302719
structure,linear,duplicate_gatr,913,400.0,0.1,q6,11219,0.22335934330474064,0.46883306725310797
structure,linear,duplicate_gatr,913,400.0,0.1,w4,11219,0.5387194690126736,0.7145189952348846
structure,linear,duplicate_gatr,913,400.0,0.1,w6,11219,1.0634486390006692,1.0293600635205897
structure,linear,duplicate_gatr,913,400.0,0.1,qbar6,11219,0.07082467738326782,0.20303463450821171
structure,linear,duplicate_gatr,913,400.0,0.1,q6_coherence,11219,0.11880248158885336,0.30413820210350695
structure,linear,duplicate_gatr,913,400.0,0.1,bond_order,11219,0.45853331929794067,0.6630109717305254
structure,linear,duplicate_gatr,913,400.0,0.1,angular_arrangement,11219,0.4286349327363561,0.7542531642816
structure,linear,duplicate_gatr,938,450.0,0.1,q4,10713,1.9174013342602598,1.3471635105358934
structure,linear,duplicate_gatr,938,450.0,0.1,q6,10713,0.31059630828512175,0.5533101707913456
structure,linear,duplicate_gatr,938,450.0,0.1,w4,10713,2.673278386880291,1.6320479698268333
structure,linear,duplicate_gatr,938,450.0,0.1,w6,10713,0.5137893370869084,0.7083241471819619
structure,linear,duplicate_gatr,938,450.0,0.1,qbar6,10713,0.17102946117620138,0.344674321476995
structure,linear,duplicate_gatr,938,450.0,0.1,q6_coherence,10713,0.13905181085180734,0.30677619376100695
structure,linear,duplicate_gatr,938,450.0,0.1,bond_order,10713,0.9541911064234316,0.9573589855658117
structure,linear,duplicate_gatr,938,450.0,0.1,angular_arrangement,10713,0.7994687269896706,0.9872689185839557
structure,linear,duplicate_gatr,942,450.0,0.1,q4,18952,0.41041140172345975,0.6211528106411476
structure,linear,duplicate_gatr,942,450.0,0.1,q6,18952,0.09119010325158171,0.2989398844217068
structure,linear,duplicate_gatr,942,450.0,0.1,w4,18952,0.4796589952874234,0.6820119560558205
structure,linear,duplicate_gatr,942,450.0,0.1,w6,18952,0.25057525413237886,0.4933391599659156
structure,linear,duplicate_gatr,942,450.0,0.1,qbar6,18952,0.05489092980275844,0.15644052039069942
structure,linear,duplicate_gatr,942,450.0,0.1,q6_coherence,18952,0.05826251899511501,0.16765122627601994
structure,linear,duplicate_gatr,942,450.0,0.1,bond_order,18952,0.22416486719878617,0.45392735720531113
structure,linear,duplicate_gatr,942,450.0,0.1,angular_arrangement,18952,0.3045543075352021,0.6903348653220536
structure,linear,duplicate_gatr,970,500.0,0.1,q4,20747,0.2795840859705676,0.4714557417719975
structure,linear,duplicate_gatr,970,500.0,0.1,q6,20747,0.0730244683282535,0.2592551341450374
structure,linear,duplicate_gatr,970,500.0,0.1,w4,20747,0.30458785881262157,0.5211441605080807
structure,linear,duplicate_gatr,970,500.0,0.1,w6,20747,0.20751508229961346,0.44411739938881173
structure,linear,duplicate_gatr,970,500.0,0.1,qbar6,20747,0.045357315181296765,0.11966572327426174
structure,linear,duplicate_gatr,970,500.0,0.1,q6_coherence,20747,0.044451016383634794,0.13732672809140983
structure,linear,duplicate_gatr,970,500.0,0.1,bond_order,20747,0.15908663782933125,0.36320190828173043
structure,linear,duplicate_gatr,970,500.0,0.1,angular_arrangement,20747,0.3160769841116077,0.6968514217406444
structure,linear,duplicate_gatr,971,500.0,0.1,q4,10619,0.8375461037473826,0.9008294576495057
structure,linear,duplicate_gatr,971,500.0,0.1,q6,10619,0.1833575780063294,0.4132977630305768
structure,linear,duplicate_gatr,971,500.0,0.1,w4,10619,0.8638186930835454,0.9274178498987655
structure,linear,duplicate_gatr,971,500.0,0.1,w6,10619,0.5365294982111722,0.72640308493721
structure,linear,duplicate_gatr,971,500.0,0.1,qbar6,10619,0.09842162001278928,0.2603825747723752
structure,linear,duplicate_gatr,971,500.0,0.1,q6_coherence,10619,0.09945355627461276,0.2694443008106143
structure,linear,duplicate_gatr,971,500.0,0.1,bond_order,10619,0.43652117488930525,0.646847918666196
structure,linear,duplicate_gatr,971,500.0,0.1,angular_arrangement,10619,0.5168760326594724,0.8297429856149184
structure,linear,duplicate_gatr,1000,510.0,0.1,q4,7473,1.8590563514474823,1.3694532009823093
structure,linear,duplicate_gatr,1000,510.0,0.1,q6,7473,0.348850930204046,0.5814350908456233
structure,linear,duplicate_gatr,1000,510.0,0.1,w4,7473,2.2105545796523454,1.485107729828026
structure,linear,duplicate_gatr,1000,510.0,0.1,w6,7473,1.3442678015284018,1.1487602659941378
structure,linear,duplicate_gatr,1000,510.0,0.1,qbar6,7473,0.13945752929083335,0.2878109178255946
structure,linear,duplicate_gatr,1000,510.0,0.1,q6_coherence,7473,0.16984528693502937,0.3405745462688651
structure,linear,duplicate_gatr,1000,510.0,0.1,bond_order,7473,1.0120054131763563,0.9947772027322734
structure,linear,duplicate_gatr,1000,510.0,0.1,angular_arrangement,7473,0.9233296869091251,1.0270293560948809
structure,linear,duplicate_gatr,1001,510.0,0.1,q4,11038,0.8042468129157393,0.8978323454131423
structure,linear,duplicate_gatr,1001,510.0,0.1,q6,11038,0.17924609588983392,0.4285204217098126
structure,linear,duplicate_gatr,1001,510.0,0.1,w4,11038,0.9630956580865002,0.969194001961416
structure,linear,duplicate_gatr,1001,510.0,0.1,w6,11038,0.4855870281231895,0.6915470759393563
structure,linear,duplicate_gatr,1001,510.0,0.1,qbar6,11038,0.09548470814684445,0.29217495095791196
structure,linear,duplicate_gatr,1001,510.0,0.1,q6_coherence,11038,0.11421917789519546,0.311294475741892
structure,linear,duplicate_gatr,1001,510.0,0.1,bond_order,11038,0.44031324684288375,0.6569598537411243
structure,linear,duplicate_gatr,1001,510.0,0.1,angular_arrangement,11038,0.4681318123510463,0.8038537170449556
structure,linear,duplicate_gatr,881,520.0,0.1,q4,7220,2.169910754651166,1.456085097712625
structure,linear,duplicate_gatr,881,520.0,0.1,q6,7220,0.31397429578013586,0.5538194099410891
structure,linear,duplicate_gatr,881,520.0,0.1,w4,7220,2.448904010122125,1.543980384081562
structure,linear,duplicate_gatr,881,520.0,0.1,w6,7220,1.438780999266156,1.199140873534706
structure,linear,duplicate_gatr,881,520.0,0.1,qbar6,7220,0.11771302427281953,0.29781480209504785
structure,linear,duplicate_gatr,881,520.0,0.1,q6_coherence,7220,0.16778324603009287,0.3589105380939715
structure,linear,duplicate_gatr,881,520.0,0.1,bond_order,7220,1.1095110550204161,1.0381252687995095
structure,linear,duplicate_gatr,881,520.0,0.1,angular_arrangement,7220,0.902757120161094,1.0028674037362708
structure,linear,duplicate_gatr,1009,520.0,0.1,q4,13594,1.3747295483034707,1.1698018970890318
structure,linear,duplicate_gatr,1009,520.0,0.1,q6,13594,0.1926973121471191,0.4344309270350266
structure,linear,duplicate_gatr,1009,520.0,0.1,w4,13594,2.0298745676826795,1.4351748440500554
structure,linear,duplicate_gatr,1009,520.0,0.1,w6,13594,0.30006163437573086,0.5394766852500842
structure,linear,duplicate_gatr,1009,520.0,0.1,qbar6,13594,0.0925061197274123,0.26619902782914234
structure,linear,duplicate_gatr,1009,520.0,0.1,q6_coherence,13594,0.07829530813530351,0.2222729122037974
structure,linear,duplicate_gatr,1009,520.0,0.1,bond_order,13594,0.6780274150619526,0.819369249853901
structure,linear,duplicate_gatr,1009,520.0,0.1,angular_arrangement,13594,0.6786510226145546,0.9070728693780314
structure,linear,plus_mace,911,400.0,0.05,q4,91,0.6005830202056887,0.7864290239137353
structure,linear,plus_mace,911,400.0,0.05,q6,91,0.07731173898548169,0.28107120380936584
structure,linear,plus_mace,911,400.0,0.05,w4,91,0.9521238445956113,1.0039194051485754
structure,linear,plus_mace,911,400.0,0.05,w6,91,0.010720384734165771,0.09833909551856254
structure,linear,plus_mace,911,400.0,0.05,qbar6,91,0.03144931829921468,0.1637500602188683
structure,linear,plus_mace,911,400.0,0.05,q6_coherence,91,0.01813676421638077,0.08737102635964063
structure,linear,plus_mace,911,400.0,0.05,bond_order,91,0.2817208451727571,0.5399759500006852
structure,linear,plus_mace,911,400.0,0.05,angular_arrangement,91,0.33872793378817034,0.613096792440957
structure,linear,plus_mace,913,400.0,0.05,q4,158,0.0448288442178222,0.16580978263499452
structure,linear,plus_mace,913,400.0,0.05,q6,158,0.013357960065552047,0.11235314043889053
structure,linear,plus_mace,913,400.0,0.05,w4,158,0.0615489841025062,0.21209998368458238
structure,linear,plus_mace,913,400.0,0.05,w6,158,0.020543038415395672,0.07868418925212133
structure,linear,plus_mace,913,400.0,0.05,qbar6,158,0.004968595849253359,0.040421867971188956
structure,linear,plus_mace,913,400.0,0.05,q6_coherence,158,0.0061524713854682975,0.024684560340675978
structure,linear,plus_mace,913,400.0,0.05,bond_order,158,0.025233315672666293,0.12485790045134083
structure,linear,plus_mace,913,400.0,0.05,angular_arrangement,158,0.10215736174450672,0.37381207866282845
structure,linear,plus_mace,938,450.0,0.05,q4,13,1.4833244796935547,1.2555246469716765
structure,linear,plus_mace,938,450.0,0.05,q6,13,0.22744025913808041,0.5500440943831092
structure,linear,plus_mace,938,450.0,0.05,w4,13,2.4337745172666607,1.547580763054549
structure,linear,plus_mace,938,450.0,0.05,w6,13,0.04991173712431656,0.2132062701016716
structure,linear,plus_mace,938,450.0,0.05,qbar6,13,0.05073329752903177,0.35945473949190987
structure,linear,plus_mace,938,450.0,0.05,q6_coherence,13,0.011607963054013551,0.2256067345542457
structure,linear,plus_mace,938,450.0,0.05,bond_order,13,0.7094653756342763,0.8659734296468224
structure,linear,plus_mace,938,450.0,0.05,angular_arrangement,13,1.0082014557106966,1.0600659779537185
structure,linear,plus_mace,942,450.0,0.05,q4,206,0.06131849753566779,0.18808513950432873
structure,linear,plus_mace,942,450.0,0.05,q6,206,0.01531711944586606,0.11409508279772727
structure,linear,plus_mace,942,450.0,0.05,w4,206,0.07901836217925627,0.2723829738548929
structure,linear,plus_mace,942,450.0,0.05,w6,206,0.013658695396496326,0.09270735987560787
structure,linear,plus_mace,942,450.0,0.05,qbar6,206,0.007984138204049427,0.04026644987015386
structure,linear,plus_mace,942,450.0,0.05,q6_coherence,206,0.010995230158671857,0.0203954079111501
structure,linear,plus_mace,942,450.0,0.05,bond_order,206,0.03138200715333462,0.1490068266283638
structure,linear,plus_mace,942,450.0,0.05,angular_arrangement,206,0.12262004371545289,0.3904597233780116
structure,linear,plus_mace,970,500.0,0.05,q4,82,0.16807218445190328,0.4122969130415288
structure,linear,plus_mace,970,500.0,0.05,q6,82,0.021845169261852163,0.15570356584334472
structure,linear,plus_mace,970,500.0,0.05,w4,82,0.182321593777249,0.3966564763436262
structure,linear,plus_mace,970,500.0,0.05,w6,82,0.01761970389296702,0.10562520457987064
structure,linear,plus_mace,970,500.0,0.05,qbar6,82,0.01159457524768205,0.07958244387716755
structure,linear,plus_mace,970,500.0,0.05,q6_coherence,82,0.014465323421997082,0.04325246021223588
structure,linear,plus_mace,970,500.0,0.05,bond_order,82,0.0693197583422751,0.24863947449927762
structure,linear,plus_mace,970,500.0,0.05,angular_arrangement,82,0.1630514989824787,0.4564394598621464
structure,linear,plus_mace,971,500.0,0.05,q4,16,0.5404195259995512,0.6995239887906375
structure,linear,plus_mace,971,500.0,0.05,q6,16,0.05017494878637734,0.19126547100619057
structure,linear,plus_mace,971,500.0,0.05,w4,16,0.5063431036243431,0.7208948353117678
structure,linear,plus_mace,971,500.0,0.05,w6,16,0.034769406821467744,0.1406353350802877
structure,linear,plus_mace,971,500.0,0.05,qbar6,16,0.024182183582326707,0.13026485036415222
structure,linear,plus_mace,971,500.0,0.05,q6_coherence,16,0.018085015862120857,0.08282895095921848
structure,linear,plus_mace,971,500.0,0.05,bond_order,16,0.19566236411269788,0.4260699314084698
structure,linear,plus_mace,971,500.0,0.05,angular_arrangement,16,0.22011373939454654,0.4772211851500516
structure,linear,plus_mace,1000,510.0,0.05,q4,2,0.13602119406633048,0.18959328285465324
structure,linear,plus_mace,1000,510.0,0.05,q6,2,0.013208896645814004,0.18444600397720076
structure,linear,plus_mace,1000,510.0,0.05,w4,2,0.07256368912028813,0.18940047086597553
structure,linear,plus_mace,1000,510.0,0.05,w6,2,0.036095662287138904,0.1854566227772121
structure,linear,plus_mace,1000,510.0,0.05,qbar6,2,0.010463310487887878,0.05976879124222398
structure,linear,plus_mace,1000,510.0,0.05,q6_coherence,2,0.0051901842956416245,0.02829881516315293
structure,linear,plus_mace,1000,510.0,0.05,bond_order,2,0.04559048948385017,0.15524484421344417
structure,linear,plus_mace,1000,510.0,0.05,angular_arrangement,2,0.16556472855123974,0.4681339093935752
structure,linear,plus_mace,1001,510.0,0.05,q4,27,0.33808880994782103,0.5806120321533584
structure,linear,plus_mace,1001,510.0,0.05,q6,27,0.02727838416365855,0.15791416154800664
structure,linear,plus_mace,1001,510.0,0.05,w4,27,0.42810684408938826,0.632134740607913
structure,linear,plus_mace,1001,510.0,0.05,w6,27,0.017354754127405888,0.1417871957623332
structure,linear,plus_mace,1001,510.0,0.05,qbar6,27,0.01874219300902092,0.09907650604183864
structure,linear,plus_mace,1001,510.0,0.05,q6_coherence,27,0.01746995772997445,0.06835355034916336
structure,linear,plus_mace,1001,510.0,0.05,bond_order,27,0.14117349051121153,0.3642877789511647
structure,linear,plus_mace,1001,510.0,0.05,angular_arrangement,27,0.26125910852773737,0.5148658056162762
structure,linear,plus_mace,1009,520.0,0.05,q4,14,0.08603602027396341,0.2113813404481155
structure,linear,plus_mace,1009,520.0,0.05,q6,14,0.01714811313779703,0.1575887899811701
structure,linear,plus_mace,1009,520.0,0.05,w4,14,0.0655829058168622,0.21643950211051974
structure,linear,plus_mace,1009,520.0,0.05,w6,14,0.009784971837202215,0.09891221474462229
structure,linear,plus_mace,1009,520.0,0.05,qbar6,14,0.01015267217537188,0.08945530424463699
structure,linear,plus_mace,1009,520.0,0.05,q6_coherence,14,0.01006743343714334,0.05055296745715174
structure,linear,plus_mace,1009,520.0,0.05,bond_order,14,0.03312868611305669,0.15094360762280937
structure,linear,plus_mace,1009,520.0,0.05,angular_arrangement,14,0.17930996570355598,0.45369065818224485
structure,linear,plus_mace,911,400.0,0.1,q4,13431,1.003819084617515,1.0266270699159583
structure,linear,plus_mace,911,400.0,0.1,q6,13431,0.17225173271643457,0.4510847212905268
structure,linear,plus_mace,911,400.0,0.1,w4,13431,1.39500408458645,1.1788873541785532
structure,linear,plus_mace,911,400.0,0.1,w6,13431,0.8738095604877659,0.9414256790661032
structure,linear,plus_mace,911,400.0,0.1,qbar6,13431,0.052569257897585014,0.2363553336651145
structure,linear,plus_mace,911,400.0,0.1,q6_coherence,13431,0.08376099998780705,0.2796867605913576
structure,linear,plus_mace,911,400.0,0.1,bond_order,13431,0.5968691200489263,0.7818340400744901
structure,linear,plus_mace,911,400.0,0.1,angular_arrangement,13431,0.5036429270004092,0.8252979712638587
structure,linear,plus_mace,913,400.0,0.1,q4,11219,0.6082471053305228,0.8448989307302719
structure,linear,plus_mace,913,400.0,0.1,q6,11219,0.1694668434926076,0.46883306725310797
structure,linear,plus_mace,913,400.0,0.1,w4,11219,0.5277619180011004,0.7145189952348846
structure,linear,plus_mace,913,400.0,0.1,w6,11219,1.0623694568064737,1.0293600635205897
structure,linear,plus_mace,913,400.0,0.1,qbar6,11219,0.040046306779564535,0.20303463450821171
structure,linear,plus_mace,913,400.0,0.1,q6_coherence,11219,0.09399478482753933,0.30413820210350695
structure,linear,plus_mace,913,400.0,0.1,bond_order,11219,0.41698106920630135,0.6630109717305254
structure,linear,plus_mace,913,400.0,0.1,angular_arrangement,11219,0.38162390234174404,0.7542531642816
structure,linear,plus_mace,938,450.0,0.1,q4,10713,1.8694448873653817,1.3471635105358934
structure,linear,plus_mace,938,450.0,0.1,q6,10713,0.2758742676476526,0.5533101707913456
structure,linear,plus_mace,938,450.0,0.1,w4,10713,2.6901632300346066,1.6320479698268333
structure,linear,plus_mace,938,450.0,0.1,w6,10713,0.5094264237048285,0.7083241471819619
structure,linear,plus_mace,938,450.0,0.1,qbar6,10713,0.10001723882418317,0.344674321476995
structure,linear,plus_mace,938,450.0,0.1,q6_coherence,10713,0.09701708207184191,0.30677619376100695
structure,linear,plus_mace,938,450.0,0.1,bond_order,10713,0.923657188274749,0.9573589855658117
structure,linear,plus_mace,938,450.0,0.1,angular_arrangement,10713,0.766337367698922,0.9872689185839557
structure,linear,plus_mace,942,450.0,0.1,q4,18952,0.39097242779522495,0.6211528106411476
structure,linear,plus_mace,942,450.0,0.1,q6,18952,0.06996716581909418,0.2989398844217068
structure,linear,plus_mace,942,450.0,0.1,w4,18952,0.4685461478820131,0.6820119560558205
structure,linear,plus_mace,942,450.0,0.1,w6,18952,0.2525221913817107,0.4933391599659156
structure,linear,plus_mace,942,450.0,0.1,qbar6,18952,0.024010578800814312,0.15644052039069942
structure,linear,plus_mace,942,450.0,0.1,q6_coherence,18952,0.04050750635733129,0.16765122627601994
structure,linear,plus_mace,942,450.0,0.1,bond_order,18952,0.20775433633936477,0.45392735720531113
structure,linear,plus_mace,942,450.0,0.1,angular_arrangement,18952,0.28079658682555625,0.6903348653220536
structure,linear,plus_mace,970,500.0,0.1,q4,20747,0.2679325166766832,0.4714557417719975
structure,linear,plus_mace,970,500.0,0.1,q6,20747,0.0536553580853957,0.2592551341450374
structure,linear,plus_mace,970,500.0,0.1,w4,20747,0.30610977869948375,0.5211441605080807
structure,linear,plus_mace,970,500.0,0.1,w6,20747,0.20435279971128173,0.44411739938881173
structure,linear,plus_mace,970,500.0,0.1,qbar6,20747,0.020314379462582653,0.11966572327426174
structure,linear,plus_mace,970,500.0,0.1,q6_coherence,20747,0.033828328927981495,0.13732672809140983
structure,linear,plus_mace,970,500.0,0.1,bond_order,20747,0.14769886026056808,0.36320190828173043
structure,linear,plus_mace,970,500.0,0.1,angular_arrangement,20747,0.28116528476853747,0.6968514217406444
structure,linear,plus_mace,971,500.0,0.1,q4,10619,0.786282901962445,0.9008294576495057
structure,linear,plus_mace,971,500.0,0.1,q6,10619,0.1481752633560769,0.4132977630305768
structure,linear,plus_mace,971,500.0,0.1,w4,10619,0.8158026995969511,0.9274178498987655
structure,linear,plus_mace,971,500.0,0.1,w6,10619,0.5364516729856548,0.72640308493721
structure,linear,plus_mace,971,500.0,0.1,qbar6,10619,0.048955533462581156,0.2603825747723752
structure,linear,plus_mace,971,500.0,0.1,q6_coherence,10619,0.07520936565862815,0.2694443008106143
structure,linear,plus_mace,971,500.0,0.1,bond_order,10619,0.4018129061703895,0.646847918666196
structure,linear,plus_mace,971,500.0,0.1,angular_arrangement,10619,0.47684631674013134,0.8297429856149184
structure,linear,plus_mace,1000,510.0,0.1,q4,7473,1.7371301088953557,1.3694532009823093
structure,linear,plus_mace,1000,510.0,0.1,q6,7473,0.3087601287987118,0.5814350908456233
structure,linear,plus_mace,1000,510.0,0.1,w4,7473,2.206473673053596,1.485107729828026
structure,linear,plus_mace,1000,510.0,0.1,w6,7473,1.3383835350411957,1.1487602659941378
structure,linear,plus_mace,1000,510.0,0.1,qbar6,7473,0.09415794145145355,0.2878109178255946
structure,linear,plus_mace,1000,510.0,0.1,q6_coherence,7473,0.1366484484817215,0.3405745462688651
structure,linear,plus_mace,1000,510.0,0.1,bond_order,7473,0.9702589726203389,0.9947772027322734
structure,linear,plus_mace,1000,510.0,0.1,angular_arrangement,7473,0.866521124735776,1.0270293560948809
structure,linear,plus_mace,1001,510.0,0.1,q4,11038,0.7899238531925639,0.8978323454131423
structure,linear,plus_mace,1001,510.0,0.1,q6,11038,0.13306008319747434,0.4285204217098126
structure,linear,plus_mace,1001,510.0,0.1,w4,11038,0.9476189473441095,0.969194001961416
structure,linear,plus_mace,1001,510.0,0.1,w6,11038,0.482642246603751,0.6915470759393563
structure,linear,plus_mace,1001,510.0,0.1,qbar6,11038,0.047066585808620214,0.29217495095791196
structure,linear,plus_mace,1001,510.0,0.1,q6_coherence,11038,0.07416127730188851,0.311294475741892
structure,linear,plus_mace,1001,510.0,0.1,bond_order,11038,0.4124121655747346,0.6569598537411243
structure,linear,plus_mace,1001,510.0,0.1,angular_arrangement,11038,0.42996993721296867,0.8038537170449556
structure,linear,plus_mace,881,520.0,0.1,q4,7220,2.0957875626052993,1.456085097712625
structure,linear,plus_mace,881,520.0,0.1,q6,7220,0.2916957123987837,0.5538194099410891
structure,linear,plus_mace,881,520.0,0.1,w4,7220,2.420065700514631,1.543980384081562
structure,linear,plus_mace,881,520.0,0.1,w6,7220,1.4303138992232527,1.199140873534706
structure,linear,plus_mace,881,520.0,0.1,qbar6,7220,0.0882497290465479,0.29781480209504785
structure,linear,plus_mace,881,520.0,0.1,q6_coherence,7220,0.14212931186271757,0.3589105380939715
structure,linear,plus_mace,881,520.0,0.1,bond_order,7220,1.0780403192752053,1.0381252687995095
structure,linear,plus_mace,881,520.0,0.1,angular_arrangement,7220,0.8570505897719735,1.0028674037362708
structure,linear,plus_mace,1009,520.0,0.1,q4,13594,1.338106434057719,1.1698018970890318
structure,linear,plus_mace,1009,520.0,0.1,q6,13594,0.182247426904278,0.4344309270350266
structure,linear,plus_mace,1009,520.0,0.1,w4,13594,1.9749452626406951,1.4351748440500554
structure,linear,plus_mace,1009,520.0,0.1,w6,13594,0.2992539927006906,0.5394766852500842
structure,linear,plus_mace,1009,520.0,0.1,qbar6,13594,0.05882475009169787,0.26619902782914234
structure,linear,plus_mace,1009,520.0,0.1,q6_coherence,13594,0.057634351492593515,0.2222729122037974
structure,linear,plus_mace,1009,520.0,0.1,bond_order,13594,0.6518353696479455,0.819369249853901
structure,linear,plus_mace,1009,520.0,0.1,angular_arrangement,13594,0.642180557623214,0.9070728693780314
structure,linear,delta_mace,911,400.0,0.05,q4,91,0.5733416176557414,0.7864290239137353
structure,linear,delta_mace,911,400.0,0.05,q6,91,0.08109340907304527,0.28107120380936584
structure,linear,delta_mace,911,400.0,0.05,w4,91,0.9495645625802815,1.0039194051485754
structure,linear,delta_mace,911,400.0,0.05,w6,91,0.011697855072699772,0.09833909551856254
structure,linear,delta_mace,911,400.0,0.05,qbar6,91,0.03123302161976186,0.1637500602188683
structure,linear,delta_mace,911,400.0,0.05,q6_coherence,91,0.017890265530468533,0.08737102635964063
structure,linear,delta_mace,911,400.0,0.05,bond_order,91,0.27747012192199977,0.5399759500006852
structure,linear,delta_mace,911,400.0,0.05,angular_arrangement,91,0.3387178788136565,0.613096792440957
structure,linear,delta_mace,913,400.0,0.05,q4,158,0.045071581219688156,0.16580978263499452
structure,linear,delta_mace,913,400.0,0.05,q6,158,0.012574407963769966,0.11235314043889053
structure,linear,delta_mace,913,400.0,0.05,w4,158,0.058457291968613205,0.21209998368458238
structure,linear,delta_mace,913,400.0,0.05,w6,158,0.010557115962258905,0.07868418925212133
structure,linear,delta_mace,913,400.0,0.05,qbar6,158,0.004589109996415314,0.040421867971188956
structure,linear,delta_mace,913,400.0,0.05,q6_coherence,158,0.005517817820835952,0.024684560340675978
structure,linear,delta_mace,913,400.0,0.05,bond_order,158,0.02279455415526359,0.12485790045134083
structure,linear,delta_mace,913,400.0,0.05,angular_arrangement,158,0.10081230760471678,0.37381207866282845
structure,linear,delta_mace,938,450.0,0.05,q4,13,1.4772907833962705,1.2555246469716765
