task,family,method,source,temperature_K,target,n,loss,constant_loss,r2_vs_training_mean,positive,prevalence,auroc,average_precision
structure,linear,radial,971,500.0,q4,3204,0.661506989617886,0.9137848572136844,0.2760801578229747,,,,
structure,linear,radial,971,500.0,q6,3204,0.185403846377464,0.8984595439679773,0.7936425211104752,,,,
structure,linear,radial,971,500.0,w4,3204,0.6186367051327748,0.9795531492264641,0.3684500880617848,,,,
structure,linear,radial,971,500.0,w6,3204,0.8011004789169862,0.8437117098714971,0.05050449158872161,,,,
structure,linear,radial,971,500.0,qbar6,3204,0.08443759850344337,0.8383279723250536,0.8992785624589614,,,,
structure,linear,radial,971,500.0,q6_coherence,3204,0.11668156372681927,0.8566104048560857,0.8637868941757457,,,,
structure,linear,radial,971,500.0,bond_order,3204,0.411294530379229,0.8884079395767936,0.5370431622041163,,,,
structure,linear,radial,971,500.0,angular_arrangement,3204,0.3704309995154124,0.8696989639025777,0.5740698622277449,,,,
structure,linear,radial,1000,510.0,q4,3204,1.1167619753612263,1.2177143003958968,0.08290312842827696,,,,
structure,linear,radial,1000,510.0,q6,3204,0.2912424418437802,1.3829358452560725,0.7894027818840346,,,,
structure,linear,radial,1000,510.0,w4,3204,0.8146727305271726,0.9725631506031919,0.16234464566963525,,,,
structure,linear,radial,1000,510.0,w6,3204,1.6121184262999182,1.6594312503608568,0.02851146984887143,,,,
structure,linear,radial,1000,510.0,qbar6,3204,0.12121408916504665,1.0756681952764977,0.8873127515554284,,,,
structure,linear,radial,1000,510.0,q6_coherence,3204,0.222174207675698,1.054869913330542,0.7893823637701192,,,,
structure,linear,radial,1000,510.0,bond_order,3204,0.696363978478807,1.227197109203843,0.4325573510105638,,,,
structure,linear,radial,1000,510.0,angular_arrangement,3204,0.8277926807273553,1.5646813325308662,0.4709512643137349,,,,
structure,linear,radial,1001,510.0,q4,3204,1.0895695117573456,1.2618420686753222,0.1365246580333368,,,,
structure,linear,radial,1001,510.0,q6,3204,0.20537532782277965,0.7127159913775732,0.7118412799664844,,,,
structure,linear,radial,1001,510.0,w4,3204,1.2186902969958235,1.432960621627321,0.14952980660987347,,,,
structure,linear,radial,1001,510.0,w6,3204,0.7857978739726057,0.8220693760188509,0.04412219102711523,,,,
structure,linear,radial,1001,510.0,qbar6,3204,0.10169413381508628,0.727389709925581,0.8601930541119552,,,,
structure,linear,radial,1001,510.0,q6_coherence,3204,0.15104658253319822,0.7745531192212736,0.8049887363631578,,,,
structure,linear,radial,1001,510.0,bond_order,3204,0.5920289544828065,0.9552551478076537,0.38023997479465566,,,,
structure,linear,radial,1001,510.0,angular_arrangement,3204,0.42269258313081626,0.8739563608023455,0.5163458931258781,,,,
structure,linear,radial,881,520.0,q4,3204,0.8221534664658531,1.0830697491237549,0.24090441346828595,,,,
structure,linear,radial,881,520.0,q6,3204,0.24739550010916458,0.9290449691819821,0.7337098759309846,,,,
structure,linear,radial,881,520.0,w4,3204,0.7116443767270213,1.0604806328534087,0.3289416565654597,,,,
structure,linear,radial,881,520.0,w6,3204,1.368633020167488,1.465280907843273,0.06595860708923029,,,,
structure,linear,radial,881,520.0,qbar6,3204,0.09661272981197391,1.0240428620767752,0.9056555800642546,,,,
structure,linear,radial,881,520.0,q6_coherence,3204,0.16565276684427466,1.0710320718364934,0.8453335140933449,,,,
structure,linear,radial,881,520.0,bond_order,3204,0.5686819766876293,1.1054918654859478,0.48558465743422696,,,,
structure,linear,radial,881,520.0,angular_arrangement,3204,0.41937868035859993,0.9471245493468059,0.5572085206239996,,,,
structure,linear,radial,1009,520.0,q4,3204,0.7899402447581544,0.9613344766008304,0.1782878238682405,,,,
structure,linear,radial,1009,520.0,q6,3204,0.16629073754443957,0.8452513942548165,0.8032647580652104,,,,
structure,linear,radial,1009,520.0,w4,3204,1.1139585212002099,1.348238873478116,0.1737676882684165,,,,
structure,linear,radial,1009,520.0,w6,3204,0.5396213129976533,0.5904270287266868,0.08604910218727801,,,,
structure,linear,radial,1009,520.0,qbar6,3204,0.07614470323282475,0.9598637754595245,0.9206713440181954,,,,
structure,linear,radial,1009,520.0,q6_coherence,3204,0.09643825675826281,0.9522519977741307,0.8987261176834649,,,,
structure,linear,radial,1009,520.0,bond_order,3204,0.46373229608192407,0.9428945910490175,0.508182250185571,,,,
