task,family,method,source,temperature_K,target,n,loss,constant_loss,r2_vs_training_mean
structure,linear,delta_gatr,942,450.0,qbar6,2239,0.07040320122423187,1.1102550802240212,0.9365882647345993
structure,linear,delta_gatr,942,450.0,q6_coherence,2239,0.1059064085963512,1.0440280606360612,0.8985598063984708
structure,linear,delta_gatr,942,450.0,bond_order,2239,0.37624907569235666,0.9733867374287068,0.6134639386126688
structure,linear,delta_gatr,942,450.0,angular_arrangement,2239,0.3231378749580001,1.0632788007792342,0.6960929958152223
structure,linear,delta_gatr,970,500.0,q4,2238,0.49302552384948867,0.7981020329037515,0.3822525146869963
structure,linear,delta_gatr,970,500.0,q6,2238,0.12710107302835774,1.0592289124095737,0.8800060387898367
structure,linear,delta_gatr,970,500.0,w4,2238,0.4736442908535451,0.9163710105803565,0.483130429285867
structure,linear,delta_gatr,970,500.0,w6,2238,0.5999471022271495,0.6874841076730114,0.12732949673870442
structure,linear,delta_gatr,970,500.0,qbar6,2238,0.06044135781430099,1.2615090551905164,0.9520880507630023
structure,linear,delta_gatr,970,500.0,q6_coherence,2238,0.09125445702744328,1.1898586674839757,0.92330647368363
structure,linear,delta_gatr,970,500.0,bond_order,2238,0.3075689674667142,0.9854256310401975,0.6878821112638912
structure,linear,delta_gatr,970,500.0,angular_arrangement,2238,0.27873216603217843,1.0682146690550813,0.7390672735483603
structure,linear,delta_gatr,971,500.0,q4,2238,0.7802914361275023,1.0080384416586077,0.22593087338650963
structure,linear,delta_gatr,971,500.0,q6,2238,0.2034158518069479,0.8843726645118415,0.7699885354108836
structure,linear,delta_gatr,971,500.0,w4,2238,0.7396233240608153,1.0565463753770175,0.29996132560022415
structure,linear,delta_gatr,971,500.0,w6,2238,0.8330772220511033,0.8922127082241945,0.06627958291559288
structure,linear,delta_gatr,971,500.0,qbar6,2238,0.09494763746295819,0.8994278832228348,0.8944355192517033
structure,linear,delta_gatr,971,500.0,q6_coherence,2238,0.13541752692795195,0.9424740819670433,0.8563169751625199
structure,linear,delta_gatr,971,500.0,bond_order,2238,0.46446216640621313,0.9471786924935898,0.5096361752147878
structure,linear,delta_gatr,971,500.0,angular_arrangement,2238,0.40246571279358573,0.925824440407614,0.5652893840041731
structure,linear,delta_gatr,1000,510.0,q4,2237,1.0642783440855366,1.2479607950530807,0.14718607483156665
structure,linear,delta_gatr,1000,510.0,q6,2237,0.2659078013609412,1.0581249147662009,0.7486990452165139
structure,linear,delta_gatr,1000,510.0,w4,2237,0.9608294779191531,1.1892495470349704,0.19207076402535772
structure,linear,delta_gatr,1000,510.0,w6,2237,1.4350752696583695,1.5146855873552745,0.0525589722127805
structure,linear,delta_gatr,1000,510.0,qbar6,2237,0.09241402724724293,1.0412801847405824,0.9112496054361523
structure,linear,delta_gatr,1000,510.0,q6_coherence,2237,0.15408557475919132,1.0884132309054493,0.8584309980952659
structure,linear,delta_gatr,1000,510.0,bond_order,2237,0.6620984158384058,1.1899523766425928,0.44359250938555006
structure,linear,delta_gatr,1000,510.0,angular_arrangement,2237,0.533845724012701,1.0997716812217193,0.5145849514695086
structure,linear,delta_gatr,1001,510.0,q4,2239,0.7563621925901094,1.021417272119019,0.2594973540823622
structure,linear,delta_gatr,1001,510.0,q6,2239,0.1805432599001078,0.8146388514805087,0.7783763202896694
structure,linear,delta_gatr,1001,510.0,w4,2239,0.7638883021131074,1.1051425913909472,0.3087875645515865
structure,linear,delta_gatr,1001,510.0,w6,2239,0.7551514104463882,0.8160289728106548,0.0746022070204021
structure,linear,delta_gatr,1001,510.0,qbar6,2239,0.09069336742476768,0.874870311095893,0.8963350724392944
structure,linear,delta_gatr,1001,510.0,q6_coherence,2239,0.13531570946717453,0.909913081733532,0.8512872139288555
structure,linear,delta_gatr,1001,510.0,bond_order,2239,0.44699237365694244,0.9236685134384257,0.5160684085755185
structure,linear,delta_gatr,1001,510.0,angular_arrangement,2239,0.36458238346360916,0.8955150169493804,0.592879654094938
structure,linear,delta_gatr,881,520.0,q4,2239,1.0443996204995132,1.2981681510339615,0.19548201851380154
structure,linear,delta_gatr,881,520.0,q6,2239,0.25166033484528594,0.8095798076789098,0.6891469717274645
structure,linear,delta_gatr,881,520.0,w4,2239,1.0385924141302108,1.2691081555789059,0.18163600985098471
structure,linear,delta_gatr,881,520.0,w6,2239,1.368095907174562,1.4990400816071192,0.08735201682677629
structure,linear,delta_gatr,881,520.0,qbar6,2239,0.09435874649294301,0.9253935000629113,0.8980339212599524
structure,linear,delta_gatr,881,520.0,q6_coherence,2239,0.16561381651818424,1.003665257085787,0.8349909839471223
structure,linear,delta_gatr,881,520.0,bond_order,2239,0.6604534732767833,1.1341591588412658,0.4176712605737386
structure,linear,delta_gatr,881,520.0,angular_arrangement,2239,0.48474038441486755,0.9440996308209285,0.4865580193126774
structure,linear,delta_gatr,1009,520.0,q4,2238,0.824071929846914,1.0039012127527414,0.17913045688303086
structure,linear,delta_gatr,1009,520.0,q6,2238,0.18029049027456387,0.8487022304614354,0.7875692041288253
structure,linear,delta_gatr,1009,520.0,w4,2238,1.020421090503338,1.2606203881995535,0.19054054649970686
structure,linear,delta_gatr,1009,520.0,w6,2238,0.6110161663685207,0.6617959679501171,0.07673029761556949
structure,linear,delta_gatr,1009,520.0,qbar6,2238,0.08096070801816753,0.9133580159398111,0.9113592845245224
structure,linear,delta_gatr,1009,520.0,q6_coherence,2238,0.10929073272289162,0.9470008280571955,0.8845927801910107
structure,linear,delta_gatr,1009,520.0,bond_order,2238,0.4710085196223993,0.9392297738934756,0.4985161962339797
structure,linear,delta_gatr,1009,520.0,angular_arrangement,2238,0.41227619009368555,0.8544851859538652,0.5175151110039902
structure,linear,duplicate_gatr,911,400.0,q4,2238,0.9415119648402075,1.1443648811884488,0.1772624445950962
structure,linear,duplicate_gatr,911,400.0,q6,2238,0.23572807895672876,1.1028623478471773,0.7862579319922586
structure,linear,duplicate_gatr,911,400.0,w4,2238,0.838982388474172,1.0522241197813087,0.20265809089365516
structure,linear,duplicate_gatr,911,400.0,w6,2238,1.2568294040478403,1.3575359183247573,0.0741833147230403
structure,linear,duplicate_gatr,911,400.0,qbar6,2238,0.09596165780638373,1.1481506998003033,0.9164206773352364
structure,linear,duplicate_gatr,911,400.0,q6_coherence,2238,0.15171851509710152,1.134225644461915,0.8662360388006587
structure,linear,duplicate_gatr,911,400.0,bond_order,2238,0.586788668203739,1.1565606019006516,0.4926433883019784
structure,linear,duplicate_gatr,911,400.0,angular_arrangement,2238,0.4027464221574241,0.9874796974868285,0.5921471366120961
structure,linear,duplicate_gatr,913,400.0,q4,2237,0.8491902305058795,1.0967235604701675,0.22570257345266653
structure,linear,duplicate_gatr,913,400.0,q6,2237,0.31260073934130195,1.2516078379981557,0.750240666564312
structure,linear,duplicate_gatr,913,400.0,w4,2237,0.6246703629933046,0.848277654034737,0.26360153421214094
structure,linear,duplicate_gatr,913,400.0,w6,2237,1.4038152036776734,1.4685536243750148,0.04408311662769049
structure,linear,duplicate_gatr,913,400.0,qbar6,2237,0.12379181771352091,1.2016142763033708,0.8969787392220803
structure,linear,duplicate_gatr,913,400.0,q6_coherence,2237,0.19584131483473483,1.1929343583768688,0.8358322790692352
structure,linear,duplicate_gatr,913,400.0,bond_order,2237,0.5849849448444026,1.1766185519263859,0.5028253261121438
structure,linear,duplicate_gatr,913,400.0,angular_arrangement,2237,0.44490381319524214,1.1022314904523085,0.5963608216159088
structure,linear,duplicate_gatr,938,450.0,q4,2238,1.02415803770359,1.0882204009043663,0.05886892319564796
structure,linear,duplicate_gatr,938,450.0,q6,2238,0.2268658219411269,0.8946284282976426,0.7464133546786323
structure,linear,duplicate_gatr,938,450.0,w4,2238,1.1698199498233701,1.2415758068856833,0.057794181123988375
structure,linear,duplicate_gatr,938,450.0,w6,2238,0.6297799321234292,0.6749901332489974,0.06697905480181376
structure,linear,duplicate_gatr,938,450.0,qbar6,2238,0.12206893594200965,0.885344643551178,0.8621226921841614
structure,linear,duplicate_gatr,938,450.0,q6_coherence,2238,0.14943293932042373,0.9108314353941552,0.8359378766327298
structure,linear,duplicate_gatr,938,450.0,bond_order,2238,0.5536876028089915,0.949265141380337,0.41671975650146786
structure,linear,duplicate_gatr,938,450.0,angular_arrangement,2238,0.4615407430193844,0.8890192248257077,0.48084278705011185
structure,linear,duplicate_gatr,942,450.0,q4,2239,0.6507400848475361,0.9347624217178728,0.3038444103779554
structure,linear,duplicate_gatr,942,450.0,q6,2239,0.14885801372954846,1.0200194880685722,0.8540635591076655
structure,linear,duplicate_gatr,942,450.0,w4,2239,0.6449868063391242,1.02996777727967,0.3737796263465152
structure,linear,duplicate_gatr,942,450.0,w6,2239,0.633277508318435,0.7012875966460428,0.09697888377446118
structure,linear,duplicate_gatr,942,450.0,qbar6,2239,0.07029174815527602,1.1102550802240212,0.9366886498361323
structure,linear,duplicate_gatr,942,450.0,q6_coherence,2239,0.10715601191817953,1.0440280606360612,0.8973629005211833
structure,linear,duplicate_gatr,942,450.0,bond_order,2239,0.3758850288846832,0.9733867374287068,0.6138379387851338
structure,linear,duplicate_gatr,942,450.0,angular_arrangement,2239,0.3256563371694264,1.0632788007792342,0.6937244145836765
structure,linear,duplicate_gatr,970,500.0,q4,2238,0.49159188731070586,0.7981020329037515,0.3840488220257544
structure,linear,duplicate_gatr,970,500.0,q6,2238,0.12659104220066494,1.0592289124095737,0.8804875502192525
structure,linear,duplicate_gatr,970,500.0,w4,2238,0.47810288647850735,0.9163710105803565,0.47826493749980703
structure,linear,duplicate_gatr,970,500.0,w6,2238,0.6003984249789105,0.6874841076730114,0.12667301210622528
structure,linear,duplicate_gatr,970,500.0,qbar6,2238,0.05916019740766687,1.2615090551905164,0.9531036284168944
structure,linear,duplicate_gatr,970,500.0,q6_coherence,2238,0.09115922504119747,1.1898586674839757,0.923386510068495
structure,linear,duplicate_gatr,970,500.0,bond_order,2238,0.3078339439029421,0.9854256310401975,0.6876132158466406
structure,linear,duplicate_gatr,970,500.0,angular_arrangement,2238,0.28398242584004435,1.0682146690550813,0.734152287862468
structure,linear,duplicate_gatr,971,500.0,q4,2238,0.7822439645798661,1.0080384416586077,0.22399391506064348
structure,linear,duplicate_gatr,971,500.0,q6,2238,0.20373589374399353,0.8843726645118415,0.7696266495793918
structure,linear,duplicate_gatr,971,500.0,w4,2238,0.7393365494991787,1.0565463753770175,0.3002327519836938
structure,linear,duplicate_gatr,971,500.0,w6,2238,0.8334427310496124,0.8922127082241945,0.0658699171541215
structure,linear,duplicate_gatr,971,500.0,qbar6,2238,0.0954588879482025,0.8994278832228348,0.8938671018223788
structure,linear,duplicate_gatr,971,500.0,q6_coherence,2238,0.13756726721237408,0.9424740819670433,0.8540360208895542
structure,linear,duplicate_gatr,971,500.0,bond_order,2238,0.46529754900553794,0.9471786924935898,0.5087542058399008
structure,linear,duplicate_gatr,971,500.0,angular_arrangement,2238,0.409232916166323,0.925824440407614,0.5579800032216157
structure,linear,duplicate_gatr,1000,510.0,q4,2237,1.05339285245604,1.2479607950530807,0.15590869790806594
structure,linear,duplicate_gatr,1000,510.0,q6,2237,0.2675883368092392,1.0581249147662009,0.747110824936615
structure,linear,duplicate_gatr,1000,510.0,w4,2237,0.9625909313652478,1.1892495470349704,0.1905896169856247
structure,linear,duplicate_gatr,1000,510.0,w6,2237,1.4364189538626397,1.5146855873552745,0.05167186784241651
structure,linear,duplicate_gatr,1000,510.0,qbar6,2237,0.09234730576066137,1.0412801847405824,0.9113136818370666
structure,linear,duplicate_gatr,1000,510.0,q6_coherence,2237,0.15555539306528296,1.0884132309054493,0.8570805750533952
structure,linear,duplicate_gatr,1000,510.0,bond_order,2237,0.6613156288865185,1.1899523766425928,0.4442503398729314
structure,linear,duplicate_gatr,1000,510.0,angular_arrangement,2237,0.5453250061562693,1.0997716812217193,0.5041470739176733
structure,linear,duplicate_gatr,1001,510.0,q4,2239,0.7572255618949976,1.021417272119019,0.25865208806968054
structure,linear,duplicate_gatr,1001,510.0,q6,2239,0.1811487658178998,0.8146388514805087,0.7776330388752224
structure,linear,duplicate_gatr,1001,510.0,w4,2239,0.766799848021493,1.1051425913909472,0.30615302134325617
structure,linear,duplicate_gatr,1001,510.0,w6,2239,0.7562487832020456,0.8160289728106548,0.07325743521422756
structure,linear,duplicate_gatr,1001,510.0,qbar6,2239,0.09131340870381476,0.874870311095893,0.8956263487905626
structure,linear,duplicate_gatr,1001,510.0,q6_coherence,2239,0.13590562454998525,0.909913081733532,0.8506388936720604
structure,linear,duplicate_gatr,1001,510.0,bond_order,2239,0.44810699869837256,0.9236685134384257,0.514861671499161
structure,linear,duplicate_gatr,1001,510.0,angular_arrangement,2239,0.37050132281680764,0.8955150169493804,0.5862701174136196
structure,linear,duplicate_gatr,881,520.0,q4,2239,1.0432879737717806,1.2981681510339615,0.19633833803361656
structure,linear,duplicate_gatr,881,520.0,q6,2239,0.25152547994698765,0.8095798076789098,0.6893135456674506
structure,linear,duplicate_gatr,881,520.0,w4,2239,1.041615316352277,1.2691081555789059,0.1792540992086349
structure,linear,duplicate_gatr,881,520.0,w6,2239,1.3730125566362665,1.4990400816071192,0.08407215158365788
structure,linear,duplicate_gatr,881,520.0,qbar6,2239,0.09047920868125636,0.9253935000629113,0.9022262327592475
structure,linear,duplicate_gatr,881,520.0,q6_coherence,2239,0.168310016232733,1.003665257085787,0.8323046304089143
structure,linear,duplicate_gatr,881,520.0,bond_order,2239,0.6613717586035502,1.1341591588412658,0.4168615987907265
structure,linear,duplicate_gatr,881,520.0,angular_arrangement,2239,0.4943805094253945,0.9440996308209285,0.47634710015137605
structure,linear,duplicate_gatr,1009,520.0,q4,2238,0.8260974217690958,1.0039012127527414,0.17711283612866613
structure,linear,duplicate_gatr,1009,520.0,q6,2238,0.17985341221548445,0.8487022304614354,0.7880841998992992
structure,linear,duplicate_gatr,1009,520.0,w4,2238,1.0285128336977456,1.2606203881995535,0.18412168855471955
structure,linear,duplicate_gatr,1009,520.0,w6,2238,0.6096590941909966,0.6617959679501171,0.07878088759079638
structure,linear,duplicate_gatr,1009,520.0,qbar6,2238,0.08207010631176918,0.9133580159398111,0.9101446476852539
structure,linear,duplicate_gatr,1009,520.0,q6_coherence,2238,0.11077077177262107,0.9470008280571955,0.8830299103329496
structure,linear,duplicate_gatr,1009,520.0,bond_order,2238,0.47282727332628544,0.9392297738934756,0.49657976517691615
structure,linear,duplicate_gatr,1009,520.0,angular_arrangement,2238,0.41857697347951045,0.8544851859538652,0.5101413337994254
structure,linear,plus_mace,911,400.0,q4,2238,0.8060321080449719,1.1443648811884488,0.2956511325234925
structure,linear,plus_mace,911,400.0,q6,2238,0.18092361204234814,1.1028623478471773,0.8359508669458915
structure,linear,plus_mace,911,400.0,w4,2238,0.8213169556812254,1.0522241197813087,0.21944675070561426
structure,linear,plus_mace,911,400.0,w6,2238,1.2462306925694668,1.3575359183247573,0.08199063041561705
structure,linear,plus_mace,911,400.0,qbar6,2238,0.054737642306220566,1.1481506998003033,0.9523253852340628
structure,linear,plus_mace,911,400.0,q6_coherence,2238,0.11413602669897248,1.134225644461915,0.8993709697393419
structure,linear,plus_mace,911,400.0,bond_order,2238,0.5372295062238676,1.1565606019006516,0.5354938553665037
structure,linear,plus_mace,911,400.0,angular_arrangement,2238,0.3625195653551791,0.9874796974868285,0.6328840316638362
structure,linear,plus_mace,913,400.0,q4,2237,0.7029751603141592,1.0967235604701675,0.3590224686950353
structure,linear,plus_mace,913,400.0,q6,2237,0.21833572386285371,1.2516078379981557,0.8255558033161059
structure,linear,plus_mace,913,400.0,w4,2237,0.6065560003631006,0.848277654034737,0.2849558190315571
structure,linear,plus_mace,913,400.0,w6,2237,1.391650851832013,1.4685536243750148,0.05236633601018825
structure,linear,plus_mace,913,400.0,qbar6,2237,0.06120422639869136,1.2016142763033708,0.9490649973076392
structure,linear,plus_mace,913,400.0,q6_coherence,2237,0.13453020817565184,1.1929343583768688,0.8872274847052805
structure,linear,plus_mace,913,400.0,bond_order,2237,0.519208695157745,1.1766185519263859,0.5587281075012075
structure,linear,plus_mace,913,400.0,angular_arrangement,2237,0.38537202114491603,1.1022314904523085,0.650371065893993
structure,linear,plus_mace,938,450.0,q4,2238,0.9612477319722016,1.0882204009043663,0.11667918449851156
structure,linear,plus_mace,938,450.0,q6,2238,0.17328770250351586,0.8946284282976426,0.8063020388998157
structure,linear,plus_mace,938,450.0,w4,2238,1.187553074681928,1.2415758068856833,0.04351142467833968
structure,linear,plus_mace,938,450.0,w6,2238,0.6191249906233848,0.6749901332489974,0.08276438406101039
structure,linear,plus_mace,938,450.0,qbar6,2238,0.05726526270174138,0.885344643551178,0.9353186771740704
structure,linear,plus_mace,938,450.0,q6_coherence,2238,0.0877350115918289,0.9108314353941552,0.903675907327614
structure,linear,plus_mace,938,450.0,bond_order,2238,0.5143689623457668,0.949265141380337,0.45813983899396415
structure,linear,plus_mace,938,450.0,angular_arrangement,2238,0.42704466286487336,0.8890192248257077,0.5196451877082912
structure,linear,plus_mace,942,450.0,q4,2239,0.591174478995995,0.9347624217178728,0.3675671322884849
structure,linear,plus_mace,942,450.0,q6,2239,0.11599750717277073,1.0200194880685722,0.886279126497461
structure,linear,plus_mace,942,450.0,w4,2239,0.6310386293411336,1.02996777727967,0.38732196942333474
structure,linear,plus_mace,942,450.0,w6,2239,0.6196317859986151,0.7012875966460428,0.1164369811158108
structure,linear,plus_mace,942,450.0,qbar6,2239,0.036090899587435485,1.1102550802240212,0.967493146187493
structure,linear,plus_mace,942,450.0,q6_coherence,2239,0.07906781036589317,1.0440280606360612,0.9242665850209791
structure,linear,plus_mace,942,450.0,bond_order,2239,0.34550018524364057,0.9733867374287068,0.6450535311829788
structure,linear,plus_mace,942,450.0,angular_arrangement,2239,0.2978372375335265,1.0632788007792342,0.719887919033791
structure,linear,plus_mace,970,500.0,q4,2238,0.43520321744491064,0.7981020329037515,0.4547022817853231
structure,linear,plus_mace,970,500.0,q6,2238,0.09721110718089318,1.0592289124095737,0.9082246471541702
structure,linear,plus_mace,970,500.0,w4,2238,0.43988076593947123,0.9163710105803565,0.5199752492597014
structure,linear,plus_mace,970,500.0,w6,2238,0.5939858108476467,0.6874841076730114,0.13600066646171172
structure,linear,plus_mace,970,500.0,qbar6,2238,0.03313653252649361,1.2615090551905164,0.9737326241217593
structure,linear,plus_mace,970,500.0,q6_coherence,2238,0.07210738453869917,1.1898586674839757,0.9393983617473037
structure,linear,plus_mace,970,500.0,bond_order,2238,0.2785874697463524,0.9854256310401975,0.7172922430967414
structure,linear,plus_mace,970,500.0,angular_arrangement,2238,0.25548129522550067,1.0682146690550813,0.7608333768235053
structure,linear,plus_mace,971,500.0,q4,2238,0.6976580260889065,1.0080384416586077,0.3079053364859846
structure,linear,plus_mace,971,500.0,q6,2238,0.1591356373398014,0.8843726645118415,0.8200581680940562
structure,linear,plus_mace,971,500.0,w4,2238,0.6869404428068046,1.0565463753770175,0.3498246183830056
structure,linear,plus_mace,971,500.0,w6,2238,0.8052802773078872,0.8922127082241945,0.09743464771907617
structure,linear,plus_mace,971,500.0,qbar6,2238,0.04677707322175048,0.8994278832228348,0.9479924137395668
structure,linear,plus_mace,971,500.0,q6_coherence,2238,0.09472943715082412,0.9424740819670433,0.8994885493794018
structure,linear,plus_mace,971,500.0,bond_order,2238,0.4150868156526624,0.9471786924935898,0.5617650408077866
structure,linear,plus_mace,971,500.0,angular_arrangement,2238,0.36974562582415954,0.925824440407614,0.6006309515210344
structure,linear,plus_mace,1000,510.0,q4,2237,0.9224786819642339,1.2479607950530807,0.26081116841094576
structure,linear,plus_mace,1000,510.0,q6,2237,0.2176857740027125,1.0581249147662009,0.7942721403069773
structure,linear,plus_mace,1000,510.0,w4,2237,0.9531058929792313,1.1892495470349704,0.19856526718424317
structure,linear,plus_mace,1000,510.0,w6,2237,1.425400615130571,1.5146855873552745,0.05894620835509501
structure,linear,plus_mace,1000,510.0,qbar6,2237,0.06004616223933979,1.0412801847405824,0.9423342889653669
structure,linear,plus_mace,1000,510.0,q6_coherence,2237,0.1282927186170912,1.0884132309054493,0.8821286667836951
structure,linear,plus_mace,1000,510.0,bond_order,2237,0.6178349741555299,1.1899523766425928,0.48079016750340153
structure,linear,plus_mace,1000,510.0,angular_arrangement,2237,0.49201696731070504,1.0997716812217193,0.5526189883666299
structure,linear,plus_mace,1001,510.0,q4,2239,0.7121795173999973,1.021417272119019,0.3027535985146218
structure,linear,plus_mace,1001,510.0,q6,2239,0.13503396654327576,0.8146388514805087,0.8342406990559466
structure,linear,plus_mace,1001,510.0,w4,2239,0.7467948421829479,1.1051425913909472,0.3242547631405447
structure,linear,plus_mace,1001,510.0,w6,2239,0.7521699102510903,0.8160289728106548,0.0782558765525374
structure,linear,plus_mace,1001,510.0,qbar6,2239,0.044367060957351157,0.874870311095893,0.9492872710450359
structure,linear,plus_mace,1001,510.0,q6_coherence,2239,0.09132710440830709,0.909913081733532,0.8996309578995016
structure,linear,plus_mace,1001,510.0,bond_order,2239,0.41364540029049496,0.9236685134384257,0.5521711585137088
structure,linear,plus_mace,1001,510.0,angular_arrangement,2239,0.3358160321756561,0.8955150169493804,0.6250023441040315
structure,linear,plus_mace,881,520.0,q4,2239,0.9503417810462337,1.2981681510339615,0.26793629909244965
structure,linear,plus_mace,881,520.0,q6,2239,0.20662522163577787,0.8095798076789098,0.7447747341572429
structure,linear,plus_mace,881,520.0,w4,2239,1.0278045377984906,1.2691081555789059,0.1901363699537052
structure,linear,plus_mace,881,520.0,w6,2239,1.3550485421511833,1.4990400816071192,0.09605583014268881
structure,linear,plus_mace,881,520.0,qbar6,2239,0.06033860907688958,0.9253935000629113,0.9347968090625366
structure,linear,plus_mace,881,520.0,q6_coherence,2239,0.13087682519665583,1.003665257085787,0.8696011202214312
structure,linear,plus_mace,881,520.0,bond_order,2239,0.6218392528175386,1.1341591588412658,0.4517178228734211
structure,linear,plus_mace,881,520.0,angular_arrangement,2239,0.45156687658971356,0.9440996308209285,0.5216957386191752
structure,linear,plus_mace,1009,520.0,q4,2238,0.7902146920090152,1.0039012127527414,0.21285612371937312
structure,linear,plus_mace,1009,520.0,q6,2238,0.1454235376753273,0.8487022304614354,0.8286518728762369
structure,linear,plus_mace,1009,520.0,w4,2238,1.0042232638366566,1.2606203881995535,0.2033896379615826
structure,linear,plus_mace,1009,520.0,w6,2238,0.6071877551945196,0.6617959679501171,0.08251517899805871
structure,linear,plus_mace,1009,520.0,qbar6,2238,0.04592877059066948,0.9133580159398111,0.9497143838570131
structure,linear,plus_mace,1009,520.0,q6_coherence,2238,0.07528053584792929,0.9470008280571955,0.920506367452318
structure,linear,plus_mace,1009,520.0,bond_order,2238,0.4447097591923529,0.9392297738934756,0.526516544137164
structure,linear,plus_mace,1009,520.0,angular_arrangement,2238,0.38936414362185773,0.8544851859538652,0.5443289713826823
structure,linear,delta_mace,911,400.0,q4,2238,0.798540831212197,1.1443648811884488,0.3021973634992239
structure,linear,delta_mace,911,400.0,q6,2238,0.17600903571260065,1.1028623478471773,0.8404070679752773
structure,linear,delta_mace,911,400.0,w4,2238,0.816130515385892,1.0522241197813087,0.2243757769442557
structure,linear,delta_mace,911,400.0,w6,2238,1.2377876589355175,1.3575359183247573,0.08821001181096777
structure,linear,delta_mace,911,400.0,qbar6,2238,0.05376814478360473,1.1481506998003033,0.9531697844255492
structure,linear,delta_mace,911,400.0,q6_coherence,2238,0.11309480730743969,1.134225644461915,0.9002889699596832
structure,linear,delta_mace,911,400.0,bond_order,2238,0.5325551655562086,1.1565606019006516,0.5395354426901401
structure,linear,delta_mace,911,400.0,angular_arrangement,2238,0.35933633697859835,0.9874796974868285,0.6361076203458944
structure,linear,delta_mace,913,400.0,q4,2237,0.6883528964733405,1.0967235604701675,0.37235514829439575
structure,linear,delta_mace,913,400.0,q6,2237,0.21163702693868613,1.2516078379981557,0.8309078766419502
structure,linear,delta_mace,913,400.0,w4,2237,0.6022605125665175,0.848277654034737,0.2900195947612987
structure,linear,delta_mace,913,400.0,w6,2237,1.3821913176766918,1.4685536243750148,0.05880773113414706
structure,linear,delta_mace,913,400.0,qbar6,2237,0.06059434906531002,1.2016142763033708,0.9495725456494062
structure,linear,delta_mace,913,400.0,q6_coherence,2237,0.13250548182273628,1.1929343583768688,0.8889247502242906
structure,linear,delta_mace,913,400.0,bond_order,2237,0.5129235974238804,1.1766185519263859,0.5640697687588636
structure,linear,delta_mace,913,400.0,angular_arrangement,2237,0.38168968842478573,1.1022314904523085,0.6537118638588735
structure,linear,delta_mace,938,450.0,q4,2238,0.9564142392606808,1.0882204009043663,0.12112083318245814
structure,linear,delta_mace,938,450.0,q6,2238,0.16860267707848753,0.8946284282976426,0.8115388783259261
structure,linear,delta_mace,938,450.0,w4,2238,1.1667784412868614,1.2415758068856833,0.06024389745998715
structure,linear,delta_mace,938,450.0,w6,2238,0.6144647365092477,0.6749901332489974,0.08966856515134036
structure,linear,delta_mace,938,450.0,qbar6,2238,0.05553765168487693,0.885344643551178,0.9372700201109123
structure,linear,delta_mace,938,450.0,q6_coherence,2238,0.08526949590185612,0.9108314353941552,0.9063827920421341
structure,linear,delta_mace,938,450.0,bond_order,2238,0.5078445402870018,0.949265141380337,0.46501296829615024
structure,linear,delta_mace,938,450.0,angular_arrangement,2238,0.4234643993353349,0.8890192248257077,0.5236723936781511
structure,linear,delta_mace,942,450.0,q4,2239,0.5819468112699346,0.9347624217178728,0.3774388039685489
structure,linear,delta_mace,942,450.0,q6,2239,0.11070446214776818,1.0200194880685722,0.8914682871820524
structure,linear,delta_mace,942,450.0,w4,2239,0.6349606866553955,1.02996777727967,0.3835140276597383
structure,linear,delta_mace,942,450.0,w6,2239,0.6159653783487925,0.7012875966460428,0.12166508962273082
structure,linear,delta_mace,942,450.0,qbar6,2239,0.03514816583723208,1.1102550802240212,0.9683422607441345
structure,linear,delta_mace,942,450.0,q6_coherence,2239,0.07744365876430574,1.0440280606360612,0.9258222439757757
structure,linear,delta_mace,942,450.0,bond_order,2239,0.3426948605039048,0.9733867374287068,0.6479355560060684
structure,linear,delta_mace,942,450.0,angular_arrangement,2239,0.2939253652523089,1.0632788007792342,0.7235669844664421
structure,linear,delta_mace,970,500.0,q4,2238,0.4258352251703933,0.7981020329037515,0.46644011966606824
structure,linear,delta_mace,970,500.0,q6,2238,0.09458183929295262,1.0592289124095737,0.9107068942465002
structure,linear,delta_mace,970,500.0,w4,2238,0.4543232021199222,0.9163710105803565,0.504214781050101
structure,linear,delta_mace,970,500.0,w6,2238,0.5910801306109605,0.6874841076730114,0.14022720814355694
structure,linear,delta_mace,970,500.0,qbar6,2238,0.032576101936968,1.2615090551905164,0.9741768782372725
structure,linear,delta_mace,970,500.0,q6_coherence,2238,0.07154933429272224,1.1898586674839757,0.9398673672361295
structure,linear,delta_mace,970,500.0,bond_order,2238,0.2783243055706532,0.9854256310401975,0.71755929945027
structure,linear,delta_mace,970,500.0,angular_arrangement,2238,0.254571195256227,1.0682146690550813,0.7616853591035078
structure,linear,delta_mace,971,500.0,q4,2238,0.6880958311354218,1.0080384416586077,0.3173912792420478
structure,linear,delta_mace,971,500.0,q6,2238,0.15439483728148096,0.8843726645118415,0.8254188042246825
structure,linear,delta_mace,971,500.0,w4,2238,0.6923454230695931,1.0565463753770175,0.34470891273226223
structure,linear,delta_mace,971,500.0,w6,2238,0.7994494963639186,0.8922127082241945,0.10396983926053482
structure,linear,delta_mace,971,500.0,qbar6,2238,0.046090176647910944,0.8994278832228348,0.948756117630287
structure,linear,delta_mace,971,500.0,q6_coherence,2238,0.09383845829022455,0.9424740819670433,0.9004339110372417
structure,linear,delta_mace,971,500.0,bond_order,2238,0.41236903713142503,0.9471786924935898,0.5646343816647714
