task,family,method,source,temperature_K,target,n,loss,constant_loss,r2_vs_training_mean
structure,linear,plus_gatr,911,400.0,w4,2238,0.8389624819361918,1.0522241197813087,0.20267700942783995
structure,linear,plus_gatr,911,400.0,w6,2238,1.2568521501587684,1.3575359183247573,0.07416655928355542
structure,linear,plus_gatr,911,400.0,qbar6,2238,0.09573195786628803,1.1481506998003033,0.9166207381287678
structure,linear,plus_gatr,911,400.0,q6_coherence,2238,0.15151946530376303,1.134225644461915,0.8664115327989741
structure,linear,plus_gatr,911,400.0,bond_order,2238,0.586716147637578,1.1565606019006516,0.49270609194763426
structure,linear,plus_gatr,911,400.0,angular_arrangement,2238,0.4027786029810022,0.9874796974868285,0.5921145477663102
structure,linear,plus_gatr,913,400.0,q4,2237,0.849216555908892,1.0967235604701675,0.22567856977119083
structure,linear,plus_gatr,913,400.0,q6,2237,0.31259393159644344,1.2516078379981557,0.7502461057639174
structure,linear,plus_gatr,913,400.0,w4,2237,0.6246608821496813,0.848277654034737,0.263612710792802
structure,linear,plus_gatr,913,400.0,w6,2237,1.4038313254078953,1.4685536243750148,0.04407213866273618
structure,linear,plus_gatr,913,400.0,qbar6,2237,0.12394381997159004,1.2016142763033708,0.8968522408431355
structure,linear,plus_gatr,913,400.0,q6_coherence,2237,0.19583924835669858,1.1929343583768688,0.8358340113338998
structure,linear,plus_gatr,913,400.0,bond_order,2237,0.5850142938985334,1.1766185519263859,0.5028003825532623
structure,linear,plus_gatr,913,400.0,angular_arrangement,2237,0.4448611838311893,1.1022314904523085,0.596399497125021
structure,linear,plus_gatr,938,450.0,q4,2238,1.0241504841985407,1.0882204009043663,0.058875864349336116
structure,linear,plus_gatr,938,450.0,q6,2238,0.22685959500115996,0.8946284282976426,0.7464203150431479
structure,linear,plus_gatr,938,450.0,w4,2238,1.1698118021308361,1.2415758068856833,0.05780074350422226
structure,linear,plus_gatr,938,450.0,w6,2238,0.629779653943822,0.6749901332489974,0.06697946692577461
structure,linear,plus_gatr,938,450.0,qbar6,2238,0.1217608629489737,0.885344643551178,0.8624706617520352
structure,linear,plus_gatr,938,450.0,q6_coherence,2238,0.1493787503760037,0.9108314353941552,0.835997370565761
structure,linear,plus_gatr,938,450.0,bond_order,2238,0.553623524766556,0.949265141380337,0.4167872592882471
structure,linear,plus_gatr,938,450.0,angular_arrangement,2238,0.461545347033583,0.8890192248257077,0.48083760829348876
structure,linear,plus_gatr,942,450.0,q4,2239,0.6507657503589722,0.9347624217178728,0.3038169536565042
structure,linear,plus_gatr,942,450.0,q6,2239,0.14885485598473847,1.0200194880685722,0.854066654876763
structure,linear,plus_gatr,942,450.0,w4,2239,0.6449886921204292,1.02996777727967,0.3737777954336007
structure,linear,plus_gatr,942,450.0,w6,2239,0.6332697316205047,0.7012875966460428,0.09698997294524858
structure,linear,plus_gatr,942,450.0,qbar6,2239,0.07006174123251538,1.1102550802240212,0.9368958156729364
structure,linear,plus_gatr,942,450.0,q6_coherence,2239,0.10712884148112956,1.0440280606360612,0.8973889251445382
structure,linear,plus_gatr,942,450.0,bond_order,2239,0.3758449354663816,0.9733867374287068,0.6138791283932925
structure,linear,plus_gatr,942,450.0,angular_arrangement,2239,0.3262866285361526,1.0632788007792342,0.6931316336815609
structure,linear,plus_gatr,970,500.0,q4,2238,0.49159223214034736,0.7981020329037515,0.384048389963653
structure,linear,plus_gatr,970,500.0,q6,2238,0.12669798935874893,1.0592289124095737,0.8803865832263476
structure,linear,plus_gatr,970,500.0,w4,2238,0.4780822967272123,0.9163710105803565,0.4782874062936223
structure,linear,plus_gatr,970,500.0,w6,2238,0.6004291250258066,0.6874841076730114,0.12662835646029336
structure,linear,plus_gatr,970,500.0,qbar6,2238,0.059086189880165514,1.2615090551905164,0.9531622942878978
structure,linear,plus_gatr,970,500.0,q6_coherence,2238,0.0911455627503415,1.1898586674839757,0.9233979923488946
structure,linear,plus_gatr,970,500.0,bond_order,2238,0.3078388993137704,0.9854256310401975,0.687608187145669
structure,linear,plus_gatr,970,500.0,angular_arrangement,2238,0.283916684538653,1.0682146690550813,0.7342138310178803
structure,linear,plus_gatr,971,500.0,q4,2238,0.782233498283753,1.0080384416586077,0.2240042978949488
structure,linear,plus_gatr,971,500.0,q6,2238,0.20381931270762976,0.8843726645118415,0.7695323240003867
structure,linear,plus_gatr,971,500.0,w4,2238,0.7393177943379745,1.0565463753770175,0.30025050336843306
structure,linear,plus_gatr,971,500.0,w6,2238,0.8334342642867846,0.8922127082241945,0.06587940677778392
structure,linear,plus_gatr,971,500.0,qbar6,2238,0.09517158632048513,0.8994278832228348,0.8941865289082813
structure,linear,plus_gatr,971,500.0,q6_coherence,2238,0.13754016318809392,0.9424740819670433,0.8540647792658308
structure,linear,plus_gatr,971,500.0,bond_order,2238,0.4652527698541202,0.9471786924935898,0.5088014821899418
structure,linear,plus_gatr,971,500.0,angular_arrangement,2238,0.409169387203346,0.925824440407614,0.5580486220225507
structure,linear,plus_gatr,1000,510.0,q4,2237,1.060195950012309,1.2479607950530807,0.15045732669253065
structure,linear,plus_gatr,1000,510.0,q6,2237,0.2676173060717037,1.0581249147662009,0.7470834470135925
structure,linear,plus_gatr,1000,510.0,w4,2237,0.9625679314151508,1.1892495470349704,0.19060895687114687
structure,linear,plus_gatr,1000,510.0,w6,2237,1.436420612923469,1.5146855873552745,0.05167077252544572
structure,linear,plus_gatr,1000,510.0,qbar6,2237,0.09215569687432412,1.0412801847405824,0.9114976946408683
structure,linear,plus_gatr,1000,510.0,q6_coherence,2237,0.15555447141070894,1.0884132309054493,0.8570814218407623
structure,linear,plus_gatr,1000,510.0,bond_order,2237,0.6624186614512775,1.1899523766425928,0.4433233846548821
structure,linear,plus_gatr,1000,510.0,angular_arrangement,2237,0.5453073985837239,1.0997716812217193,0.5041630841249245
structure,linear,plus_gatr,1001,510.0,q4,2239,0.7571795915080044,1.021417272119019,0.2586970945408339
structure,linear,plus_gatr,1001,510.0,q6,2239,0.18114597302483218,0.8146388514805087,0.7776364671343369
structure,linear,plus_gatr,1001,510.0,w4,2239,0.7667642493567192,1.1051425913909472,0.30618523317279855
structure,linear,plus_gatr,1001,510.0,w6,2239,0.7562440669703728,0.8160289728106548,0.07326321470469899
structure,linear,plus_gatr,1001,510.0,qbar6,2239,0.09113429464961856,0.874870311095893,0.8958310809113403
structure,linear,plus_gatr,1001,510.0,q6_coherence,2239,0.13567453084466083,0.909913081733532,0.8508928670569513
structure,linear,plus_gatr,1001,510.0,bond_order,2239,0.448023784392368,0.9236685134384257,0.5149517625922251
structure,linear,plus_gatr,1001,510.0,angular_arrangement,2239,0.37044630012412705,0.8955150169493804,0.586331559926184
structure,linear,plus_gatr,881,520.0,q4,2239,1.0432720745057928,1.2981681510339615,0.1963505854963009
structure,linear,plus_gatr,881,520.0,q6,2239,0.25151676748953944,0.8095798076789098,0.6893243073704547
structure,linear,plus_gatr,881,520.0,w4,2239,1.0409474692620433,1.2691081555789059,0.1797803326011932
structure,linear,plus_gatr,881,520.0,w6,2239,1.3729996322945819,1.4990400816071192,0.08408077332889563
structure,linear,plus_gatr,881,520.0,qbar6,2239,0.09014549755837097,0.9253935000629113,0.9025868481329915
structure,linear,plus_gatr,881,520.0,q6_coherence,2239,0.16828131160049623,1.003665257085787,0.8323332302155074
structure,linear,plus_gatr,881,520.0,bond_order,2239,0.6611937921184707,1.1341591588412658,0.41701851370314613
structure,linear,plus_gatr,881,520.0,angular_arrangement,2239,0.4942730005136859,0.9440996308209285,0.4764609746919425
structure,linear,plus_gatr,1009,520.0,q4,2238,0.8260628717449684,1.0039012127527414,0.17714725188958824
structure,linear,plus_gatr,1009,520.0,q6,2238,0.17985077479691144,0.8487022304614354,0.7880873074893093
structure,linear,plus_gatr,1009,520.0,w4,2238,1.0280005966312415,1.2606203881995535,0.18452802584015382
structure,linear,plus_gatr,1009,520.0,w6,2238,0.609686461848449,0.6617959679501171,0.07873953397309885
structure,linear,plus_gatr,1009,520.0,qbar6,2238,0.08179007914544231,0.9133580159398111,0.9104512384869329
structure,linear,plus_gatr,1009,520.0,q6_coherence,2238,0.1107429608347054,0.9470008280571955,0.8830592777179527
structure,linear,plus_gatr,1009,520.0,bond_order,2238,0.47268895750028633,0.9392297738934756,0.4967270303401847
structure,linear,plus_gatr,1009,520.0,angular_arrangement,2238,0.41847421806823987,0.8544851859538652,0.5102615879746406
structure,linear,delta_gatr,911,400.0,q4,2238,0.9412446815040003,1.1443648811884488,0.1774960093790222
structure,linear,delta_gatr,911,400.0,q6,2238,0.2340910888031102,1.1028623478471773,0.7877422424837845
structure,linear,delta_gatr,911,400.0,w4,2238,0.8345964626570328,1.0522241197813087,0.2068263338893116
structure,linear,delta_gatr,911,400.0,w6,2238,1.2560668147387772,1.3575359183247573,0.07474505994006864
structure,linear,delta_gatr,911,400.0,qbar6,2238,0.09528314137945405,1.1481506998003033,0.9170116419421017
structure,linear,delta_gatr,911,400.0,q6_coherence,2238,0.1511946425984219,1.134225644461915,0.866697915589671
structure,linear,delta_gatr,911,400.0,bond_order,2238,0.5854128052801327,1.1565606019006516,0.49383300423852794
structure,linear,delta_gatr,911,400.0,angular_arrangement,2238,0.39708517137729027,0.9874796974868285,0.5978801666627817
structure,linear,delta_gatr,913,400.0,q4,2237,0.8470812066085814,1.0967235604701675,0.22762559578328367
structure,linear,delta_gatr,913,400.0,q6,2237,0.31214588581154346,1.2516078379981557,0.7506040819376816
structure,linear,delta_gatr,913,400.0,w4,2237,0.6237699250312754,0.848277654034737,0.26466302387622254
structure,linear,delta_gatr,913,400.0,w6,2237,1.409092069772623,1.4685536243750148,0.040489876307851835
structure,linear,delta_gatr,913,400.0,qbar6,2237,0.12850379001112047,1.2016142763033708,0.8930573707842023
structure,linear,delta_gatr,913,400.0,q6_coherence,2237,0.19904474390378013,1.1929343583768688,0.8331469434960324
structure,linear,delta_gatr,913,400.0,bond_order,2237,0.5866062701898207,1.1766185519263859,0.5014473728725286
structure,linear,delta_gatr,913,400.0,angular_arrangement,2237,0.4367971981175892,1.1022314904523085,0.6037155516774917
structure,linear,delta_gatr,938,450.0,q4,2238,1.0236368235924338,1.0882204009043663,0.05934788325807927
structure,linear,delta_gatr,938,450.0,q6,2238,0.2276179098527568,0.8946284282976426,0.7455726839735206
structure,linear,delta_gatr,938,450.0,w4,2238,1.165525334403878,1.2415758068856833,0.0612531849122987
structure,linear,delta_gatr,938,450.0,w6,2238,0.6274039042751302,0.6749901332489974,0.07049914751318764
structure,linear,delta_gatr,938,450.0,qbar6,2238,0.12083584029475858,0.885344643551178,0.8635154782096182
structure,linear,delta_gatr,938,450.0,q6_coherence,2238,0.1475742874899711,0.9108314353941552,0.8379784867371102
structure,linear,delta_gatr,938,450.0,bond_order,2238,0.5520990166514881,0.949265141380337,0.41839324696082825
structure,linear,delta_gatr,938,450.0,angular_arrangement,2238,0.4559962401739649,0.8890192248257077,0.48707943828395506
structure,linear,delta_gatr,942,450.0,q4,2239,0.6548050278452544,0.9347624217178728,0.2994957727955332
structure,linear,delta_gatr,942,450.0,q6,2239,0.14894672246713855,1.0200194880685722,0.8539765914186873
structure,linear,delta_gatr,942,450.0,w4,2239,0.6447051579971663,1.02996777727967,0.37405307989348124
structure,linear,delta_gatr,942,450.0,w6,2239,0.6327279360239975,0.7012875966460428,0.09776254556609398
