task,family,caliper_A,target,baseline,method,sources,n,improvement_percent,low,high,baseline_loss,candidate_loss
structure,linear,0.05,q4,radial,radial_control,2,3,-65.36535804877226,,,0.01803193573050482,0.02981857508387379
structure,linear,0.05,q4,radial_control,plus_gatr,2,3,2.180357705003555,,,0.02981857508387379,0.029168423484510278
structure,linear,0.05,q4,radial_control,delta_gatr,2,3,2.8288819722937397,,,0.02981857508387379,0.02897504278893121
structure,linear,0.05,q4,radial_control,duplicate_gatr,2,3,1.6454171279503327,,,0.02981857508387379,0.029327935142133
structure,linear,0.05,q4,radial_control,old_gatr,2,3,-3.7879757807726344,,,0.02981857508387379,0.030948095486222432
structure,linear,0.05,q4,radial_control,plus_mace,2,3,-223.74754571804522,,,0.02981857508387379,0.09653690500213394
structure,linear,0.05,q4,radial_control,delta_mace,2,3,-311.6466431619232,,,0.02981857508387379,0.12274716337148409
structure,linear,0.05,q4,radial_control,duplicate_mace,2,3,5.28646384201501,,,0.02981857508387379,0.028242226893860706
structure,linear,0.05,q4,radial_control,old_mace,2,3,-163.64388103463457,,,0.02981857508387379,0.0786148486203514
structure,linear,0.05,q4,radial_control,plus_soap,2,3,89.55055221219345,,,0.02981857508387379,0.0031158764344572844
structure,linear,0.05,q4,radial_control,plus_tda,2,3,-254.65727624658135,,,0.02981857508387379,0.10575374620800854
structure,linear,0.05,q4,duplicate_gatr,plus_gatr,2,3,0.5438898335313191,,,0.029327935142133,0.029168423484510278
structure,linear,0.05,q4,duplicate_gatr,delta_gatr,2,3,1.2032635488709031,,,0.029327935142133,0.02897504278893121
structure,linear,0.05,q4,old_gatr,plus_gatr,2,3,5.750505721763832,,,0.030948095486222432,0.029168423484510278
structure,linear,0.05,q4,duplicate_mace,plus_mace,2,3,-241.81761008059576,,,0.028242226893860706,0.09653690500213394
structure,linear,0.05,q4,duplicate_mace,delta_mace,2,3,-334.622821467973,,,0.028242226893860706,0.12274716337148409
structure,linear,0.05,q4,old_mace,plus_mace,2,3,-22.797291728350388,,,0.0786148486203514,0.09653690500213394
structure,linear,0.05,q6,radial,radial_control,2,3,5.902387679640175,,,0.04629088824894174,0.0435586205641402
structure,linear,0.05,q6,radial_control,plus_gatr,2,3,-9.995478389062118,,,0.0435586205641402,0.047912513069202405
structure,linear,0.05,q6,radial_control,delta_gatr,2,3,-10.220518947755375,,,0.0435586205641402,0.04801053763227901
