task,family,target,baseline,method,sources,n,improvement_percent,low,high,baseline_loss,candidate_loss
structure,linear,w4,radial_control,old_gatr,10,32040,-0.36733935580208765,-0.6932371867031994,-0.09652781037008396,0.710616617778283,0.7132269922842523
structure,linear,w4,radial_control,plus_mace,10,32040,6.300262819132363,3.9233617841338053,9.388676856895673,0.710616617778283,0.6658459032218219
structure,linear,w4,radial_control,delta_mace,10,32040,5.340331673037346,3.5808546416611575,7.431886960930711,0.710616617778283,0.6726673334652026
structure,linear,w4,radial_control,duplicate_mace,10,32040,-0.08945727735871767,-0.24536801570288258,0.03873581044513408,0.710616617778283,0.7112523160570061
structure,linear,w4,radial_control,old_mace,10,32040,7.197445039671468,5.168818732158542,9.573369111826857,0.710616617778283,0.6594703772709188
structure,linear,w4,radial_control,plus_soap,10,32040,26.85147306041792,20.024206482174566,32.325817786421,0.710616617778283,0.5198055880926944
structure,linear,w4,radial_control,plus_tda,10,32040,4.392023959279978,2.8847855871094397,6.0863918227143206,0.710616617778283,0.6794061656668358
structure,linear,w4,duplicate_gatr,plus_gatr,10,32040,0.010001440946083573,0.006899915928115785,0.01345738111384609,0.71212883409042,0.7120576109456185
structure,linear,w4,duplicate_gatr,delta_gatr,10,32040,0.35104841870104986,-0.37413861994586295,1.1456372140252857,0.71212883409042,0.7096289170792314
structure,linear,w4,old_gatr,plus_gatr,10,32040,0.16395640536384093,-0.007355140394046942,0.3693797998536197,0.7132269922842523,0.7120576109456185
structure,linear,w4,duplicate_mace,plus_mace,10,32040,6.384009135731928,3.8861312981419704,9.648645775276965,0.7112523160570061,0.6658459032218219
structure,linear,w4,duplicate_mace,delta_mace,10,32040,5.424935950396403,3.537356106693934,7.621877192538651,0.7112523160570061,0.6726673334652026
structure,linear,w4,old_mace,plus_mace,10,32040,-0.9667645690602189,-2.3889327305274044,0.46516922450568615,0.6594703772709188,0.6658459032218219
structure,linear,w6,radial,radial_control,10,32040,-0.23585661483791487,-0.5916760701363932,0.14571501356197558,0.9522506277506935,0.9544965738460791
structure,linear,w6,radial_control,plus_gatr,10,32040,0.33787812744389134,0.11689725372028281,0.5343576937630852,0.9544965738460791,0.9512715386958519
structure,linear,w6,radial_control,delta_gatr,10,32040,0.49645391248231974,0.012602585368393093,0.947517397104619,0.9544965738460791,0.9497579382607105
structure,linear,w6,radial_control,duplicate_gatr,10,32040,0.33824441636874925,0.11898255645331757,0.5332557708212431,0.9544965738460791,0.9512680424806137
structure,linear,w6,radial_control,old_gatr,10,32040,0.19650438151929128,-0.3100709795665235,0.756810800218201,0.9544965738460791,0.9526209462570201
structure,linear,w6,radial_control,plus_mace,10,32040,0.81673628486989,-0.6136752707700504,2.051044928004686,0.9544965738460791,0.9467008539896382
structure,linear,w6,radial_control,delta_mace,10,32040,1.7376787330680599,1.0418377169075455,2.3489392488861616,0.9544965738460791,0.9379104898744925
structure,linear,w6,radial_control,duplicate_mace,10,32040,0.18074162798003002,0.029168270543167285,0.33013483535270227,0.9544965738460791,0.9527714011994961
structure,linear,w6,radial_control,old_mace,10,32040,2.3136583974826763,1.5655707435475485,3.1422554373018774,0.9544965738460791,0.9324127837116049
structure,linear,w6,radial_control,plus_soap,10,32040,8.496481703590064,6.666717780778586,10.029667922221563,0.9544965738460791,0.873397947087853
structure,linear,w6,radial_control,plus_tda,10,32040,1.0447639329328018,0.7429923845083564,1.4089055735256317,0.9544965738460791,0.944524337901456
structure,linear,w6,duplicate_gatr,plus_gatr,10,32040,-0.00036753208161321993,-0.001996538851933849,0.0010965283725350439,0.9512680424806137,0.9512715386958519
structure,linear,w6,duplicate_gatr,delta_gatr,10,32040,0.1587464471070943,-0.14473746367671458,0.4446421753108609,0.9512680424806137,0.9497579382607105
structure,linear,w6,old_gatr,plus_gatr,10,32040,0.1416520985046743,-0.558770621714233,0.7832476644041519,0.9526209462570201,0.9512715386958519
structure,linear,w6,duplicate_mace,plus_mace,10,32040,0.6371462453863885,-0.6829129268288714,1.7773908000081828,0.9527714011994961,0.9467008539896382
structure,linear,w6,duplicate_mace,delta_mace,10,32040,1.5597562338976911,0.9606673192713577,2.0779532929923716,0.9527714011994961,0.9379104898744925
structure,linear,w6,old_mace,plus_mace,10,32040,-1.5323760600061354,-2.7107334470003464,-0.46266356519226726,0.9324127837116049,0.9467008539896382
structure,linear,qbar6,radial,radial_control,10,32040,1.9922692419881427,1.3684501744146482,2.560651802621746,0.10436020910368171,0.10228107275683455
structure,linear,qbar6,radial_control,plus_gatr,10,32040,0.04406158448201358,-0.01729774185704247,0.10031621456596529,0.10228107275683455,0.1022360060955527
structure,linear,qbar6,radial_control,delta_gatr,10,32040,-0.49279717281469626,-1.6867585357569148,0.6728692103985634,0.10228107275683455,0.10278511099170477
structure,linear,qbar6,radial_control,duplicate_gatr,10,32040,-0.17985904676729447,-0.23120848618611967,-0.13027336656947774,0.10228107275683455,0.10246503451931835
structure,linear,qbar6,radial_control,old_gatr,10,32040,-4.025368303733456,-6.135241935488667,-1.8188454341452824,0.10228107275683455,0.10639826264030672
structure,linear,qbar6,radial_control,plus_mace,10,32040,50.82194550677641,49.42130463739778,52.21417471507617,0.10228107275683455,0.05029984169660976
structure,linear,qbar6,radial_control,delta_mace,10,32040,51.66932064562629,50.22218505955085,53.07764646817388,0.10228107275683455,0.049433137314319385
structure,linear,qbar6,radial_control,duplicate_mace,10,32040,0.20198460950513475,0.13553313000840284,0.2638564482357997,0.10228107275683455,0.102074480731429
structure,linear,qbar6,radial_control,old_mace,10,32040,52.45618472360135,51.23349407029827,53.84240147572803,0.10228107275683455,0.04862832429422832
structure,linear,qbar6,radial_control,plus_soap,10,32040,47.134092633754996,41.67147410831493,52.53167421372905,0.10228107275683455,0.05407181717682981
structure,linear,qbar6,radial_control,plus_tda,10,32040,50.56178957499897,48.80853920259324,52.29973468180202,0.10228107275683455,0.05056593197447227
structure,linear,qbar6,duplicate_gatr,plus_gatr,10,32040,0.22351861280296426,0.16272785597345463,0.2798397152883106,0.10246503451931835,0.1022360060955527
structure,linear,qbar6,duplicate_gatr,delta_gatr,10,32040,-0.31237628903162395,-1.50847965178027,0.8473941169100718,0.10246503451931835,0.10278511099170477
structure,linear,qbar6,old_gatr,plus_gatr,10,32040,3.9119591255217023,1.829595979558507,5.800730176624292,0.10639826264030672,0.1022360060955527
structure,linear,qbar6,duplicate_mace,plus_mace,10,32040,50.72241236381592,49.31791240200114,52.10432723418864,0.102074480731429,0.05029984169660976
structure,linear,qbar6,duplicate_mace,delta_mace,10,32040,51.57150253413065,50.115642481503755,52.999661174453806,0.102074480731429,0.049433137314319385
structure,linear,qbar6,old_mace,plus_mace,10,32040,-3.43733292611077,-5.817820912980776,-1.338044170040531,0.04862832429422832,0.05029984169660976
structure,linear,q6_coherence,radial,radial_control,10,32040,1.7357298616952566,0.927024942770327,2.4273898858905847,0.15452021739906793,0.1518381638433159
structure,linear,q6_coherence,radial_control,plus_gatr,10,32040,0.039805578202034564,-0.09732137605353852,0.1753444254243619,0.1518381638433159,0.1517777237842667
structure,linear,q6_coherence,radial_control,delta_gatr,10,32040,0.641999052703246,-0.1117132010014732,1.2731091178507792,0.1518381638433159,0.1508633642697998
structure,linear,q6_coherence,radial_control,duplicate_gatr,10,32040,-0.0046476870007694515,-0.16461835790031465,0.15361364884620698,0.1518381638433159,0.15184522080591906
structure,linear,q6_coherence,radial_control,old_gatr,10,32040,-0.3239364053451599,-1.369040181240777,0.9039803562801888,0.1518381638433159,0.15233002293321202
structure,linear,q6_coherence,radial_control,plus_mace,10,32040,32.7904009894971,31.227103684611446,34.48013036700094,0.1518381638433159,0.102049821064003
structure,linear,q6_coherence,radial_control,delta_mace,10,32040,33.84158131790451,32.109776838096046,35.70235923248548,0.1518381638433159,0.10045372815466705
structure,linear,q6_coherence,radial_control,duplicate_mace,10,32040,0.02229378037847951,-0.20202615103523947,0.21547343633556704,0.1518381638433159,0.15180431337653794
structure,linear,q6_coherence,radial_control,old_mace,10,32040,34.23628526068079,32.575843761568166,36.33780333305297,0.1518381638433159,0.09985441693533839
structure,linear,q6_coherence,radial_control,plus_soap,10,32040,30.88065008301163,26.795483779482698,35.06136413580763,0.1518381638433159,0.10494955177439162
structure,linear,q6_coherence,radial_control,plus_tda,10,32040,31.356644227543782,29.26364664831541,33.50593823506536,0.1518381638433159,0.1042268110053323
structure,linear,q6_coherence,duplicate_gatr,plus_gatr,10,32040,0.04445119925020613,0.017908709678671197,0.07668451768960693,0.15184522080591906,0.1517777237842667
structure,linear,q6_coherence,duplicate_gatr,delta_gatr,10,32040,0.6466166869843248,0.016115858118370685,1.167573914938469,0.15184522080591906,0.1508633642697998
structure,linear,q6_coherence,old_gatr,plus_gatr,10,32040,0.36256749543552846,-0.987483260422195,1.492327664404891,0.15233002293321202,0.1517777237842667
structure,linear,q6_coherence,duplicate_mace,plus_mace,10,32040,32.77541408795352,31.287591725347156,34.35211109679101,0.15180431337653794,0.102049821064003
structure,linear,q6_coherence,duplicate_mace,delta_mace,10,32040,33.82682881645138,32.20547971321363,35.638842110469625,0.15180431337653794,0.10045372815466705
structure,linear,q6_coherence,old_mace,plus_mace,10,32040,-2.1986049250943607,-5.249635661505803,0.48198169572168936,0.09985441693533839,0.102049821064003
structure,linear,bond_order,radial,radial_control,10,32040,0.20752746865093652,-0.19301850483042227,0.6709116423581818,0.4876549426821503,0.4866429247238509
structure,linear,bond_order,radial_control,plus_gatr,10,32040,0.46330834719080505,0.13440367214588828,0.7562269904274221,0.4866429247238509,0.48438826743259183
structure,linear,bond_order,radial_control,delta_gatr,10,32040,0.6293840801110173,0.14948036432155226,1.040162889211016,0.4866429247238509,0.48358007162865235
structure,linear,bond_order,radial_control,duplicate_gatr,10,32040,0.2180952009449233,0.024427170169342705,0.40686645015335365,0.4866429247238509,0.4855815798592902
structure,linear,bond_order,radial_control,old_gatr,10,32040,0.14794505375865796,-0.15398394605985466,0.442116099423307,0.4866429247238509,0.4859229605872555
structure,linear,bond_order,radial_control,plus_mace,10,32040,11.491304322599483,9.679307058746378,13.254446536501163,0.4866429247238509,0.4307213052794345
structure,linear,bond_order,radial_control,delta_mace,10,32040,12.292720639778453,10.472808789173193,13.986315094012747,0.4866429247238509,0.42682126947430055
structure,linear,bond_order,radial_control,duplicate_mace,10,32040,0.4740218806110641,0.14784532784919424,0.7769244819041803,0.4866429247238509,0.4843361307802142
structure,linear,bond_order,radial_control,old_mace,10,32040,11.892695877545577,10.47544723651579,13.24857411155147,0.4866429247238509,0.4287679616768503
structure,linear,bond_order,radial_control,plus_soap,10,32040,39.07846476940973,36.42298856551782,42.035721863255574,0.4866429247238509,0.2964703408328157
structure,linear,bond_order,radial_control,plus_tda,10,32040,7.84939472517896,6.430720252880162,9.313463067502624,0.4866429247238509,0.4484444006601203
structure,linear,bond_order,duplicate_gatr,plus_gatr,10,32040,0.24574911326828985,0.011770547011053789,0.48919677102104986,0.4855815798592902,0.48438826743259183
structure,linear,bond_order,duplicate_gatr,delta_gatr,10,32040,0.412187841066336,-0.049418406774770496,0.834242532277718,0.4855815798592902,0.48358007162865235
structure,linear,bond_order,old_gatr,plus_gatr,10,32040,0.3158305491078095,-0.04686447060213594,0.682034176150359,0.4859229605872555,0.48438826743259183
structure,linear,bond_order,duplicate_mace,plus_mace,10,32040,11.069755505213275,9.50136652421002,12.625248903875931,0.4843361307802142,0.4307213052794345
structure,linear,bond_order,duplicate_mace,delta_mace,10,32040,11.874988804420461,10.317794492083577,13.338205484574528,0.4843361307802142,0.42682126947430055
structure,linear,bond_order,old_mace,plus_mace,10,32040,-0.45557125932287335,-1.0185981390728793,0.1348225140849313,0.4287679616768503,0.4307213052794345
structure,linear,angular_arrangement,radial,radial_control,10,32040,0.4362515476264206,0.2069790282741724,0.646274428046345,0.42386498698082475,0.42201586941527436
structure,linear,angular_arrangement,radial_control,plus_gatr,10,32040,0.12031031501417155,-0.15591827413992454,0.37727332441692685,0.42201586941527436,0.42150814079337107
structure,linear,angular_arrangement,radial_control,delta_gatr,10,32040,1.9519760201789804,1.4650925989339258,2.391673538097905,0.42201586941527436,0.41377822084293836
structure,linear,angular_arrangement,radial_control,duplicate_gatr,10,32040,0.14210589165107868,-0.14969913389126788,0.4025787721909471,0.42201586941527436,0.42141616000113274
structure,linear,angular_arrangement,radial_control,old_gatr,10,32040,0.1561589155390175,-0.1498365207172725,0.4207043751234374,0.42201586941527436,0.4213568540101929
structure,linear,angular_arrangement,radial_control,plus_mace,10,32040,13.29448815610823,9.43436260919861,16.21740909155297,0.42201586941527436,0.36591101963896355
structure,linear,angular_arrangement,radial_control,delta_mace,10,32040,14.337376746817743,10.340878907251849,17.412266777223316,0.42201586941527436,0.3615098642858481
structure,linear,angular_arrangement,radial_control,duplicate_mace,10,32040,0.1634183284763835,-0.13220027994986783,0.4239040132088534,0.42201586941527436,0.42132621813557086
structure,linear,angular_arrangement,radial_control,old_mace,10,32040,16.227651680460674,11.132514232049818,20.080768862833885,0.42201586941527436,0.35353260409029585
structure,linear,angular_arrangement,radial_control,plus_soap,10,32040,44.246330208646434,40.82664958293106,47.13235069353817,0.42201586941527436,0.23528933430090193
structure,linear,angular_arrangement,radial_control,plus_tda,10,32040,9.45370646479773,5.91220178950681,12.269858709471638,0.42201586941527436,0.3821197278858902
structure,linear,angular_arrangement,duplicate_gatr,plus_gatr,10,32040,-0.02182659351224192,-0.06774067148345164,0.02110467299392127,0.42141616000113274,0.42150814079337107
structure,linear,angular_arrangement,duplicate_gatr,delta_gatr,10,32040,1.8124457206799671,1.4979832360418666,2.0989273640054096,0.42141616000113274,0.41377822084293836
structure,linear,angular_arrangement,old_gatr,plus_gatr,10,32040,-0.03590466886638222,-0.13725038602860895,0.0675114211612704,0.4213568540101929,0.42150814079337107
structure,linear,angular_arrangement,duplicate_mace,plus_mace,10,32040,13.152563527099625,9.42594839473191,15.991358632478603,0.42132621813557086,0.36591101963896355
structure,linear,angular_arrangement,duplicate_mace,delta_mace,10,32040,14.197159178562103,10.333809722348464,17.160681573365427,0.42132621813557086,0.3615098642858481
structure,linear,angular_arrangement,old_mace,plus_mace,10,32040,-3.5013504852033694,-4.865495830730215,-1.9766221865870293,0.35353260409029585,0.36591101963896355
structure,nonlinear,q4,radial,radial_control,10,32040,1.59820967641231,0.714672070099609,2.501622378002255,0.7795738347649133,0.7671146103029219
structure,nonlinear,q4,radial_control,plus_gatr,10,32040,-0.43811005839331507,-1.4735851543900274,0.6398265169850315,0.7671146103029219,0.7704754165700637
structure,nonlinear,q4,radial_control,delta_gatr,10,32040,-1.3683899431313984,-2.0645011232839123,-0.7305776127474184,0.7671146103029219,0.7776117294825988
structure,nonlinear,q4,radial_control,duplicate_gatr,10,32040,-0.42464125827852417,-1.437064587028637,0.6271543397508794,0.7671146103029219,0.7703720954365506
structure,nonlinear,q4,radial_control,old_gatr,10,32040,-0.9305765778224506,-2.2436426359209354,0.474228766822804,0.7671146103029219,0.774253199191455
structure,nonlinear,q4,radial_control,plus_mace,10,32040,8.151837709442944,3.5791244050977333,12.286277628657583,0.7671146103029219,0.7045806722256021
structure,nonlinear,q4,radial_control,delta_mace,10,32040,9.600684390791002,4.857750546205352,14.14513005041735,0.7671146103029219,0.6934663576520921
structure,nonlinear,q4,radial_control,duplicate_mace,10,32040,-0.12414650083756307,-0.5245308772044155,0.33638551154251406,0.7671146103029219,0.7680669562490267
structure,nonlinear,q4,radial_control,old_mace,10,32040,6.811999197970387,4.497702004720738,9.352878719641966,0.7671146103029219,0.7148587692015732
structure,nonlinear,q4,radial_control,plus_soap,10,32040,73.6368852557376,71.35437747105841,75.85198448042459,0.7671146103029219,0.20223530493416067
structure,nonlinear,q4,radial_control,plus_tda,10,32040,4.1978901578395895,1.7315308513085603,6.608517656246871,0.7671146103029219,0.734911981577666
structure,nonlinear,q4,duplicate_gatr,plus_gatr,10,32040,-0.013411847875222094,-0.038449780456084603,0.015035084916081853,0.7703720954365506,0.7704754165700637
structure,nonlinear,q4,duplicate_gatr,delta_gatr,10,32040,-0.9397580842989584,-1.6369894504375315,-0.3292560075547568,0.7703720954365506,0.7776117294825988
structure,nonlinear,q4,old_gatr,plus_gatr,10,32040,0.48792599440807827,0.13793134318674793,0.8254184795749242,0.774253199191455,0.7704754165700637
structure,nonlinear,q4,duplicate_mace,plus_mace,10,32040,8.265722604897585,3.2990149286459935,12.748125199737071,0.7680669562490267,0.7045806722256021
structure,nonlinear,q4,duplicate_mace,delta_mace,10,32040,9.712772824033223,4.4533861356002795,14.554681342162946,0.7680669562490267,0.6934663576520921
structure,nonlinear,q4,old_mace,plus_mace,10,32040,1.4377800789169504,-1.9647566195294397,4.687135501368361,0.7148587692015732,0.7045806722256021
structure,nonlinear,q6,radial,radial_control,10,32040,1.4652572685882825,0.2523890452681888,2.7489198612081878,0.21163372553904444,0.20853274699279942
structure,nonlinear,q6,radial_control,plus_gatr,10,32040,0.24324365802561587,-1.1236045499261715,1.6623827979983823,0.20853274699279942,0.20802550431083283
structure,nonlinear,q6,radial_control,delta_gatr,10,32040,-0.8985875251037001,-1.2217285971493541,-0.5383420377657933,0.20853274699279942,0.21040659624303276
structure,nonlinear,q6,radial_control,duplicate_gatr,10,32040,0.2696247102130567,-1.1170012686636754,1.7341523796360336,0.20853274699279942,0.20797049117802074
structure,nonlinear,q6,radial_control,old_gatr,10,32040,-0.15352992147830147,-1.884569793860842,1.844519160650404,0.20853274699279942,0.208852907155514
structure,nonlinear,q6,radial_control,plus_mace,10,32040,21.32252657057854,17.972482620770858,24.977904865380008,0.20853274699279942,0.16406829660690245
structure,nonlinear,q6,radial_control,delta_mace,10,32040,26.303991652053348,22.50673356396531,30.56280904917762,0.20853274699279942,0.15368031063201593
structure,nonlinear,q6,radial_control,duplicate_mace,10,32040,-0.2880584807853026,-1.1033125091035156,0.5195344049028772,0.20853274699279942,0.20913344325572672
structure,nonlinear,q6,radial_control,old_mace,10,32040,16.53268215407221,15.094205306023166,17.78005256593913,0.20853274699279942,0.17405669074532432
structure,nonlinear,q6,radial_control,plus_soap,10,32040,91.29997236146438,90.74983260886452,91.93734878415502,0.20853274699279942,0.01814240662377109
structure,nonlinear,q6,radial_control,plus_tda,10,32040,15.809603680435824,13.166506316671,18.6613112286123,0.20853274699279942,0.17556454614931188
structure,nonlinear,q6,duplicate_gatr,plus_gatr,10,32040,-0.02645237432505887,-0.06473976912848123,0.01254019781141702,0.20797049117802074,0.20802550431083283
structure,nonlinear,q6,duplicate_gatr,delta_gatr,10,32040,-1.1713705397400576,-2.875785017278343,0.4227631969802803,0.20797049117802074,0.21040659624303276
structure,nonlinear,q6,old_gatr,plus_gatr,10,32040,0.3961653471574955,-2.0219207899182967,2.577545642938143,0.208852907155514,0.20802550431083283
structure,nonlinear,q6,duplicate_mace,plus_mace,10,32040,21.548512732953462,17.848554855226915,25.224784611269513,0.20913344325572672,0.16406829660690245
structure,nonlinear,q6,duplicate_mace,delta_mace,10,32040,26.515669498112338,22.17223257066543,31.085557432932585,0.20913344325572672,0.15368031063201593
structure,nonlinear,q6,old_mace,plus_mace,10,32040,5.738586718873484,1.3877783451540893,10.562914602680817,0.17405669074532432,0.16406829660690245
structure,nonlinear,w4,radial,radial_control,10,32040,0.8034191712426031,0.19854280733576646,1.3784318816418062,0.7047737221016905,0.6991114349044455
structure,nonlinear,w4,radial_control,plus_gatr,10,32040,-0.2943132381488578,-0.7764625000796022,0.14613526764215595,0.6991114349044455,0.7011690124067816
structure,nonlinear,w4,radial_control,delta_gatr,10,32040,-0.5005260299118852,-0.8164055227671163,-0.22113399138101603,0.6991114349044455,0.7026106696142328
structure,nonlinear,w4,radial_control,duplicate_gatr,10,32040,-0.29347512225916805,-0.7734599232989581,0.1496810924767615,0.6991114349044455,0.7011631530427591
structure,nonlinear,w4,radial_control,old_gatr,10,32040,-0.3610760482709807,-1.0617479099159555,0.24700895268900291,0.6991114349044455,0.701635758846609
structure,nonlinear,w4,radial_control,plus_mace,10,32040,2.635853666099186,1.325997913778143,4.104591588606793,0.6991114349044455,0.680683880517398
structure,nonlinear,w4,radial_control,delta_mace,10,32040,5.236200314827544,3.74259740056182,7.04235000913468,0.6991114349044455,0.6625045597489836
structure,nonlinear,w4,radial_control,duplicate_mace,10,32040,-0.15447400797072852,-0.6426859368877214,0.3008776838790361,0.6991114349044455,0.700191380358124
structure,nonlinear,w4,radial_control,old_mace,10,32040,3.3522838795747245,1.825508460836922,5.0779948778719275,0.6991114349044455,0.6756752349718802
structure,nonlinear,w4,radial_control,plus_soap,10,32040,27.627825251729853,19.349281841999332,34.25202225557199,0.6991114349044455,0.5059621493541842
structure,nonlinear,w4,radial_control,plus_tda,10,32040,4.554276424026105,3.04626053754693,6.361022347974387,0.6991114349044455,0.6672719676469218
structure,nonlinear,w4,duplicate_gatr,plus_gatr,10,32040,-0.0008356634254136353,-0.009691399417244284,0.006864907439507739,0.7011631530427591,0.7011690124067816
structure,nonlinear,w4,duplicate_gatr,delta_gatr,10,32040,-0.20644504281095433,-0.62776610018076,0.22364994858480314,0.7011631530427591,0.7026106696142328
structure,nonlinear,w4,old_gatr,plus_gatr,10,32040,0.06652261290026606,-0.4193494474327375,0.6086402012903225,0.701635758846609,0.7011690124067816
structure,nonlinear,w4,duplicate_mace,plus_mace,10,32040,2.786023991147757,1.4623970247956253,4.295356510270221,0.700191380358124,0.680683880517398
structure,nonlinear,w4,duplicate_mace,delta_mace,10,32040,5.38235997562051,4.009604693366976,7.052905064279436,0.700191380358124,0.6625045597489836
structure,nonlinear,w4,old_mace,plus_mace,10,32040,-0.7412800242303286,-1.2758822943068404,-0.17478116282307887,0.6756752349718802,0.680683880517398
structure,nonlinear,w6,radial,radial_control,10,32040,-0.213426991884047,-0.42026915007369325,0.01712290492133473,0.9473847615874156,0.9494067363856395
structure,nonlinear,w6,radial_control,plus_gatr,10,32040,-0.4085316441640785,-0.8681807276477604,0.004851815700179785,0.9494067363856395,0.9532853633356003
structure,nonlinear,w6,radial_control,delta_gatr,10,32040,0.02320820989933914,-0.10928388800210964,0.14280320374563393,0.9494067363856395,0.9491863960774607
structure,nonlinear,w6,radial_control,duplicate_gatr,10,32040,-0.4043879129313366,-0.8700586763228157,0.012483033464572024,0.9494067363856395,0.9532460224721389
