task,family,target,baseline,method,sources,n,improvement_percent,low,high,baseline_loss,candidate_loss
structure,linear,q4,radial,radial_control,10,22381,-0.019636772652553702,-0.3002995189367308,0.29077221294842026,0.843003109442386,0.8431686480464411
structure,linear,q4,radial_control,plus_gatr,10,22381,0.06526701789628664,-0.0917152013676592,0.23910779623822487,0.8431686480464411,0.8426183370140248
structure,linear,q4,radial_control,delta_gatr,10,22381,0.029527828398812073,-0.2429011108581769,0.3024555501454802,0.8431686480464411,0.8429196786549333
structure,linear,q4,radial_control,duplicate_gatr,10,22381,0.14524378738567378,0.06061912351322807,0.2378259460772969,0.8431686480464411,0.8419439979679698
structure,linear,q4,radial_control,plus_mace,10,22381,10.22548795168553,8.966860889514077,11.45859370587231,0.8431686480464411,0.7569505395280625
structure,linear,q4,radial_control,delta_mace,10,22381,11.460222074095993,10.075760749271955,12.716584538021714,0.8431686480464411,0.746539648521166
structure,linear,q4,radial_control,duplicate_mace,10,22381,0.09582413988771243,-0.051823730014821656,0.25874518410961,0.8431686480464411,0.8423606889416477
structure,linear,q4,radial_control,plus_soap,10,22381,75.23210788546814,73.75518262483305,76.65115739362889,0.8431686480464411,0.20883510109169942
structure,linear,q4,duplicate_gatr,plus_gatr,10,22381,-0.08009309974088552,-0.16545242753824851,0.0017832162129916007,0.8419439979679698,0.8426183370140248
structure,linear,q4,duplicate_gatr,delta_gatr,10,22381,-0.11588427369495502,-0.3313078217157567,0.10018541341113574,0.8419439979679698,0.8429196786549333
structure,linear,q4,duplicate_mace,plus_mace,10,22381,10.139379785267,8.785996210677071,11.414652890657504,0.8423606889416477,0.7569505395280625
structure,linear,q4,duplicate_mace,delta_mace,10,22381,11.375298215883323,9.943071140824355,12.696323354598494,0.8423606889416477,0.746539648521166
structure,linear,q6,radial,radial_control,10,22381,0.4026645451148392,0.20919745068819218,0.6072842847919757,0.2141003625940745,0.21323825634294585
structure,linear,q6,radial_control,plus_gatr,10,22381,-0.10741091787742629,-0.179097682626983,-0.04423790225374091,0.21323825634294585,0.21346729751134963
structure,linear,q6,radial_control,delta_gatr,10,22381,0.031051898944434164,-0.07577230576481686,0.1176614415868249,0.21323825634294585,0.21317204181507537
structure,linear,q6,radial_control,duplicate_gatr,10,22381,-0.09909203487947771,-0.1702092649006337,-0.03718061056947608,0.21323825634294585,0.21344955847029762
structure,linear,q6,radial_control,plus_mace,10,22381,22.637719035454452,20.82945285099232,24.535599405073615,0.21323825634294585,0.16496597899592763
structure,linear,q6,radial_control,delta_mace,10,22381,25.126703979248976,23.37271429710609,26.893167378281273,0.21323825634294585,0.15965851090114175
structure,linear,q6,radial_control,duplicate_mace,10,22381,-0.02150907724667306,-0.10725956404616821,0.05035695202264545,0.21323825634294585,0.21328412192422214
structure,linear,q6,radial_control,plus_soap,10,22381,91.7302423105199,91.34226491704435,92.07386588353812,0.21323825634294585,0.01763428710083404
structure,linear,q6,duplicate_gatr,plus_gatr,10,22381,-0.008310647807907579,-0.011011821293932522,-0.005745346829866271,0.21344955847029762,0.21346729751134963
structure,linear,q6,duplicate_gatr,delta_gatr,10,22381,0.1300150992164517,0.002585930368226297,0.24646792861805483,0.21344955847029762,0.21317204181507537
structure,linear,q6,duplicate_mace,plus_mace,10,22381,22.654355369904888,20.890335919015037,24.51111916053758,0.21328412192422214,0.16496597899592763
structure,linear,q6,duplicate_mace,delta_mace,10,22381,25.142805071130926,23.42733371906831,26.87691610965419,0.21328412192422214,0.15965851090114175
structure,linear,w4,radial,radial_control,10,22381,-0.009243981291584547,-0.31417561929789617,0.3122678261780143,0.829114512683055,0.8291911558734932
structure,linear,w4,radial_control,plus_gatr,10,22381,-0.026443086338012733,-0.0893023117681141,0.024089620937739475,0.8291911558734932,0.829410419606748
structure,linear,w4,radial_control,delta_gatr,10,22381,0.3173668565927934,0.14428814663981493,0.48129301947988923,0.8291911558734932,0.8265595779669521
structure,linear,w4,radial_control,duplicate_gatr,10,22381,-0.042285958848609084,-0.10609955045040032,0.009889371303217764,0.8291911558734932,0.8295417873044422
structure,linear,w4,radial_control,plus_mace,10,22381,2.2515574581505327,1.5400900100004056,3.058797243007518,0.8291911558734932,0.810521440561099
structure,linear,w4,radial_control,delta_mace,10,22381,2.3914432076031167,1.8050481247689598,3.0185717150598923,0.8291911558734932,0.8093615202983108
structure,linear,w4,radial_control,duplicate_mace,10,22381,0.014691488999607483,-0.04396400583240756,0.062466217650847256,0.8291911558734932,0.8290693353460423
structure,linear,w4,radial_control,plus_soap,10,22381,32.40992502254332,28.2294941141082,36.10421135636598,0.8291911558734932,0.5604509239613338
structure,linear,w4,duplicate_gatr,plus_gatr,10,22381,0.015836176031713833,0.01306358447895617,0.019022199902760925,0.8295417873044422,0.829410419606748
structure,linear,w4,duplicate_gatr,delta_gatr,10,22381,0.35950079708227944,0.21513539128592551,0.5037140469055346,0.8295417873044422,0.8265595779669521
structure,linear,w4,duplicate_mace,plus_mace,10,22381,2.2371946463562886,1.4949922858068674,3.0775987855309306,0.8290693353460423,0.810521440561099
structure,linear,w4,duplicate_mace,delta_mace,10,22381,2.377100950128108,1.7757528672159406,3.014780699929398,0.8290693353460423,0.8093615202983108
structure,linear,w6,radial,radial_control,10,22381,-0.4148412456771,-0.5309261562087553,-0.2966282538994891,0.9554583500903064,0.959421985411747
structure,linear,w6,radial_control,plus_gatr,10,22381,0.638643168164621,0.16507471888741465,1.07922530412482,0.959421985411747,0.9532947024480455
structure,linear,w6,radial_control,delta_gatr,10,22381,0.6938141130076625,0.0884518774439047,1.231757147838886,0.959421985411747,0.952765380273662
structure,linear,w6,radial_control,duplicate_gatr,10,22381,0.6393147432752988,0.16520735169344158,1.0803982816243174,0.959421985411747,0.953288259208785
structure,linear,w6,radial_control,plus_mace,10,22381,1.8605850702335558,1.3727160671412175,2.3006461780788245,0.959421985411747,0.9415711231906376
structure,linear,w6,radial_control,delta_mace,10,22381,2.431814317388681,1.9431246397037416,2.8623914796038794,0.959421985411747,0.9360906242063294
structure,linear,w6,radial_control,duplicate_mace,10,22381,0.425992857267099,0.007062958136661024,0.8769585187628492,0.959421985411747,0.9553349162828427
structure,linear,w6,radial_control,plus_soap,10,22381,11.272466496897248,9.406781831319933,12.873170296748416,0.959421985411747,0.8512714635423414
structure,linear,w6,duplicate_gatr,plus_gatr,10,22381,-0.0006758962148412095,-0.0017128244384623237,0.00015231023080541917,0.953288259208785,0.9532947024480455
structure,linear,w6,duplicate_gatr,delta_gatr,10,22381,0.05485003408696176,-0.08756845195370122,0.17284002220749883,0.953288259208785,0.952765380273662
structure,linear,w6,duplicate_mace,plus_mace,10,22381,1.4407296182326612,0.9260816532214555,1.8541683772456907,0.9553349162828427,0.9415711231906376
structure,linear,w6,duplicate_mace,delta_mace,10,22381,2.0144026716192753,1.4822230589804475,2.4476992706467193,0.9553349162828427,0.9360906242063294
structure,linear,qbar6,radial,radial_control,10,22381,1.018591985595707,0.6375091168194347,1.4030619303338376,0.0931332977212604,0.09218464941475066
structure,linear,qbar6,radial_control,plus_gatr,10,22381,0.0938082105017446,0.01596098850472627,0.17379993025079532,0.09218464941475066,0.09209817264477738
structure,linear,qbar6,radial_control,delta_gatr,10,22381,-0.7588381869269689,-1.8542334316943743,0.46616987703157475,0.09218464941475066,0.09288418173699453
structure,linear,qbar6,radial_control,duplicate_gatr,10,22381,-0.1189764554096362,-0.15499666041987048,-0.08109742089092986,0.09218464941475066,0.09229432744305613
structure,linear,qbar6,radial_control,plus_mace,10,22381,45.772724333147586,42.21723035699477,48.82842478358136,0.09218464941475066,0.04998922396065829
structure,linear,qbar6,radial_control,delta_mace,10,22381,46.870857278446856,43.282484140807696,50.01255520208817,0.09218464941475066,0.04897691395492628
structure,linear,qbar6,radial_control,duplicate_mace,10,22381,0.1662436801682987,0.11102960109818927,0.2148269303995587,0.09218464941475066,0.09203139826101334
structure,linear,qbar6,radial_control,plus_soap,10,22381,47.338628891309575,43.16339734860837,50.98640566643289,0.09218464941475066,0.048545700333547055
structure,linear,qbar6,duplicate_gatr,plus_gatr,10,22381,0.2125318031054202,0.1493554264938468,0.27551621584679387,0.09229432744305613,0.09209817264477738
structure,linear,qbar6,duplicate_gatr,delta_gatr,10,22381,-0.6391013513829868,-1.716066341241751,0.5657254042458759,0.09229432744305613,0.09288418173699453
structure,linear,qbar6,duplicate_mace,plus_mace,10,22381,45.68242479715219,42.12385825941823,48.73660932651834,0.09203139826101334,0.04998922396065829
structure,linear,qbar6,duplicate_mace,delta_mace,10,22381,46.782386359032365,43.18421682842452,49.925335007722225,0.09203139826101334,0.04897691395492628
structure,linear,q6_coherence,radial,radial_control,10,22381,0.808645882365211,0.6335266997077316,0.9749802414096779,0.1413384863863273,0.14019555853596694
structure,linear,q6_coherence,radial_control,plus_gatr,10,22381,-0.06060967949383933,-0.1485842897038625,0.03891981297142744,0.14019555853596694,0.14028053061466017
