population,method,metric,value,sources,ci95_low,ci95_high
all,encoder,delta/0.75ps/bond_order,0.09244227821214332,90,0.07912360363950331,0.10442024035637991
all,encoder,delta/0.75ps/instantaneous_TDA_H0,0.2848684248824914,90,0.25959547651724685,0.3099238269341489
all,encoder,delta/0.75ps/instantaneous_TDA_H1,0.16020433439148796,90,0.15051317276847032,0.17073608210103378
all,encoder,delta/0.75ps/instantaneous_TDA_H2,0.12994679423669975,90,0.12236384879280296,0.1384096134836889
all,encoder,delta/0.75ps/motion_even,1.575033446815279,90,1.4505532226794295,1.7273490768008761
all,encoder,delta/0.75ps/motion_odd,2.012501381172074,90,1.8382827719714907,2.208128914071454
all,encoder,delta/3ps/bond_order,0.11716415805535184,90,0.10149256458402507,0.1358545710146427
all,encoder,delta/3ps/instantaneous_TDA_H0,0.3012939076456759,90,0.27406965132388805,0.32917405826350055
all,encoder,delta/3ps/instantaneous_TDA_H1,0.1718828734424379,90,0.1581559985751907,0.18681069126145708
all,encoder,delta/3ps/instantaneous_TDA_H2,0.13887252112229664,90,0.12903270456836458,0.14859077751636504
all,encoder,delta/3ps/motion_even,1.5653938041792976,90,1.459810367292828,1.6898957574698659
all,encoder,delta/3ps/motion_odd,1.974445683426327,90,1.8146291272507773,2.131740940014521
all,encoder,delta/9ps/bond_order,0.18136808000918891,90,0.14364785674907682,0.22481997296110623
all,encoder,delta/9ps/instantaneous_TDA_H0,0.3290759287774563,90,0.2982814225409594,0.36092445472255347
all,encoder,delta/9ps/instantaneous_TDA_H1,0.20977869704365731,90,0.18309563281842403,0.23531422884927855
all,encoder,delta/9ps/instantaneous_TDA_H2,0.18085293165511554,90,0.16082820621836516,0.20151693736306495
all,encoder,delta/9ps/motion_even,1.615825864341524,90,1.4968570103744665,1.7343505847619638
all,encoder,delta/9ps/motion_odd,1.9767366925875345,90,1.8280929144057962,2.128974275489648
all,encoder,future/0.75ps/bond_order,0.5042992818686697,90,0.4553203145083454,0.552367762107816
all,encoder,future/0.75ps/instantaneous_TDA_H0,0.37038200969497365,90,0.3351580869551334,0.4096291675977409
all,encoder,future/0.75ps/instantaneous_TDA_H1,0.3192556097275681,90,0.28724992044270037,0.3528107025722662
all,encoder,future/0.75ps/instantaneous_TDA_H2,0.298171610550748,90,0.2688247093765272,0.32805246503402785
all,encoder,future/0.75ps/motion_even,1.0010861992835998,90,0.934654467370775,1.0783117767009471
all,encoder,future/0.75ps/motion_odd,1.0114183810022142,90,0.9207786822567383,1.1013887468228736
all,encoder,future/3ps/bond_order,0.5125167098310258,90,0.4706874285472764,0.5589291398185823
all,encoder,future/3ps/instantaneous_TDA_H0,0.3869085599978765,90,0.354158222068929,0.42611468261107804
all,encoder,future/3ps/instantaneous_TDA_H1,0.32789900162153773,90,0.29939415307715533,0.3617155984354516
all,encoder,future/3ps/instantaneous_TDA_H2,0.2982499477763971,90,0.2713789438145856,0.3291630821074876
all,encoder,future/3ps/motion_even,0.9815775798426734,90,0.9129117183883985,1.0541526747081014
all,encoder,future/3ps/motion_odd,1.0028685871097776,90,0.9311981487191385,1.0779783925496869
all,encoder,future/9ps/bond_order,0.5425221188200845,90,0.49853644212086995,0.5902281871189674
all,encoder,future/9ps/instantaneous_TDA_H0,0.3997061260872417,90,0.3611290485970676,0.445360051639792
all,encoder,future/9ps/instantaneous_TDA_H1,0.3432040457924207,90,0.3057526183314621,0.38160849016987614
all,encoder,future/9ps/instantaneous_TDA_H2,0.31545047760009765,90,0.27762639370022546,0.35216381521688567
all,encoder,future/9ps/motion_even,1.0464961763885285,90,0.9754381619890531,1.12202954567141
all,encoder,future/9ps/motion_odd,1.0577870474921331,90,0.9653715956045522,1.1414883599430323
all,encoder,path/0.75ps/mean_std_qbar6,0.15005689325431984,90,0.1324593504756275,0.1695482856588852
all,encoder,path/3ps/mean_std_qbar6,0.1474420954990718,90,0.13082578861206356,0.16930011405557807
all,encoder,path/9ps/mean_std_qbar6,0.1437789313081238,90,0.12650041142271626,0.16362592788154465
all,encoder,present/bond_order,0.49827385544776914,90,0.44825291161321934,0.5480265346417824
all,encoder,present/instantaneous_TDA_H0,0.36252033304837017,90,0.32745941798099215,0.400428729713377
all,encoder,present/instantaneous_TDA_H1,0.3196228015753958,90,0.28568068471219804,0.35952063030459813
all,encoder,present/instantaneous_TDA_H2,0.2720517515308327,90,0.24157591577619314,0.3018655090096096
all,encoder,present/motion_even,1.0151864373021655,90,0.9605019401262204,1.0766838197575674
all,encoder,present/motion_odd,0.9918032076623705,90,0.9094188740601142,1.0701089129928083
all,encoder,temporal/0.75ps/covariance_trace,10.354529196686215,90,8.841106745700042,12.041773832970195
all,encoder,temporal/0.75ps/increment_p95,4.065151965220769,90,3.7910139964885174,4.333022325987616
