horizon_ps,known_examples,events,threshold,average_precision,auroc,brier,mean_risk,observed_frequency,precision,recall,false_alarm_rate,detected_events,missed_events,interval_timing_mae_ps,timed_within_first_bin_recall
0.75,8,0,,,,0.27105071768164635,0.5206253156065941,0.0,,,,,,,
1.5,8,0,,,,0.5848563835024834,0.7647590339183807,0.0,,,,,,,
3.0,4,0,,,,0.7509417980909348,0.8665689826011658,0.0,,,,,,,
