horizon_ps,known_examples,events,threshold,average_precision,auroc,brier,mean_risk,observed_frequency,precision,recall,false_alarm_rate,detected_events,missed_events,interval_timing_mae_ps,timed_within_first_bin_recall
0.75,459,7,0.04857112094759941,0.07254983763798507,0.7177183997536054,0.0367088764986722,0.016902650262974526,0.03786044464010565,0.0,0.0,0.023488141538930835,0,7,,0.0
3.0,459,15,0.09137677401304245,0.20168024991035735,0.7957192761963421,0.08302636759968694,0.02100320130975763,0.08742387555946876,0.0,0.0,0.012381909547738695,0,15,,0.0
9.0,314,22,0.16722053289413452,0.24577865526364207,0.795372216786245,0.10433530937362327,0.03700706326672824,0.1138418079096045,0.0,0.0,0.009563277016257572,0,22,,0.0
