left,right,readout,population,metric,seeds,value,ci95_low,ci95_high,sources
B,A,joint,all,present/block_mean,3,-0.0001407224512486537,-0.0018397866430071442,0.0017307722833249041,30
B,A,joint,all,present/bond_order,3,0.0025228302511903973,-0.004237099205040269,0.008756378048823933,30
B,A,joint,all,present/instantaneous_TDA_H0,3,0.0014660506612724732,-0.003691145454843839,0.006864704903629085,30
B,A,joint,all,present/instantaneous_TDA_H1,3,-0.002411916603644689,-0.006314249719596572,0.0015060552509708518,30
B,A,joint,all,present/instantaneous_TDA_H2,3,-0.004034200041658349,-0.005898808375932278,-0.0020889731589704766,30
B,A,joint,all,present/motion_even,3,0.0021011567778057524,-0.0027756980309883755,0.007155315809779693,30
B,A,joint,all,present/motion_odd,3,-0.0004882557524575129,-0.0020476901614003705,0.0010840679042869142,30
B,A,joint,all,temporal/0.75ps/covariance_trace,3,0.39490363962120484,0.193334567948348,0.6219335000548097,30
B,A,joint,all,temporal/0.75ps/increment_p95,3,0.044743700424830106,0.005022011934469127,0.0781522695219351,30
B,A,joint,all,temporal/0.75ps/increment_rms,3,0.018715024325582717,-0.004384695788224539,0.04065300947262181,30
B,A,joint,all,temporal/0.75ps/normalized_rms_jump,3,-0.0276733576674401,-0.04499311633578435,-0.012374949339172032,30
B,A,joint,low_order,present/block_mean,3,-0.00034949770258143345,-0.0027325673820146625,0.0021086009581469793,17
B,A,joint,low_order,present/bond_order,3,0.003262678636055366,-0.007843803767772283,0.012436941119970056,17
B,A,joint,low_order,present/instantaneous_TDA_H0,3,-0.0024587333786721326,-0.010947599068430125,0.005528082862934643,17
B,A,joint,low_order,present/instantaneous_TDA_H1,3,-0.0020638496852388574,-0.008213506463695973,0.003909330267240019,17
B,A,joint,low_order,present/instantaneous_TDA_H2,3,-0.004285406832601511,-0.00701260715175201,-0.0009832683238474769,17
B,A,joint,low_order,present/motion_even,3,0.003716486341813031,-0.005296420349794276,0.012793863637774596,17
B,A,joint,low_order,present/motion_odd,3,-0.00026816129684448253,-0.003097511345849318,0.002447553957794227,17
B,A,joint,low_order,temporal/0.75ps/covariance_trace,3,0.054706026179095105,0.011725249552788836,0.10189535925164818,16
B,A,joint,low_order,temporal/0.75ps/increment_p95,3,0.030940371006727196,-0.03397653420766197,0.09074476457977039,16
B,A,joint,low_order,temporal/0.75ps/increment_rms,3,0.00212685950100422,-0.03693391665195425,0.03820949139383929,16
B,A,joint,low_order,temporal/0.75ps/normalized_rms_jump,3,-0.027032123202980398,-0.05607665594155604,-0.0022515191836495535,16
B,A,linear,all,delta/0.75ps/block_mean,3,0.003334660455584526,0.002273599862086558,0.004365878469931582,30
B,A,linear,all,delta/0.75ps/bond_order,3,0.0022563105656041036,0.001513621917822295,0.0031761496441645746,30
B,A,linear,all,delta/0.75ps/instantaneous_TDA_H0,3,0.0025005631148815157,0.0011205734954112107,0.003949988792753881,30
B,A,linear,all,delta/0.75ps/instantaneous_TDA_H1,3,0.00010767098930146957,-0.00020593554402391118,0.00041468621335095815,30
B,A,linear,all,delta/0.75ps/instantaneous_TDA_H2,3,0.0005350477993488311,9.241542882389491e-05,0.000974917989224195,30
B,A,linear,all,delta/0.75ps/motion_even,3,0.00622418655289544,0.0018077699840068817,0.011040328592061995,30
B,A,linear,all,delta/0.75ps/motion_odd,3,0.008384183711475795,0.004436711942156156,0.01195004739695125,30
B,A,linear,all,delta/3ps/block_mean,3,0.0020415448825116503,-0.0014299603524031434,0.005639614186732585,30
B,A,linear,all,delta/3ps/bond_order,3,-0.0008804507553577422,-0.0018402992489023342,-3.7969385998116915e-05,30
B,A,linear,all,delta/3ps/instantaneous_TDA_H0,3,-0.005634899437427521,-0.010573573567801052,-0.0012494049924943187,30
B,A,linear,all,delta/3ps/instantaneous_TDA_H1,3,-0.00032005773650275326,-0.0009565389528870583,0.00021943776764803396,30
B,A,linear,all,delta/3ps/instantaneous_TDA_H2,3,-0.00014546335571342044,-0.0004902991466224193,0.00022011978758705987,30
B,A,linear,all,delta/3ps/motion_even,3,0.011646558178795709,0.004831966012716293,0.018271763010157475,30
B,A,linear,all,delta/3ps/motion_odd,3,0.007583582401275633,-0.007894724243217046,0.023857152544789838,30
B,A,linear,all,delta/9ps/block_mean,3,0.0013368095271289334,-0.0006469601144393297,0.003478478276670956,30
B,A,linear,all,delta/9ps/bond_order,3,0.0017914008556140792,0.000316340948144595,0.0033824645163905267,30
B,A,linear,all,delta/9ps/instantaneous_TDA_H0,3,-0.002090699805153741,-0.005624572411179543,0.0011878534696168357,30
B,A,linear,all,delta/9ps/instantaneous_TDA_H1,3,0.0012424899472130671,3.68168805208471e-05,0.002747177059451738,30
B,A,linear,all,delta/9ps/instantaneous_TDA_H2,3,0.001874584663245413,0.00037889423987103835,0.0033339406715499017,30
B,A,linear,all,delta/9ps/motion_even,3,0.00011759201685587552,-0.006502157929870817,0.006410762866338087,30
B,A,linear,all,delta/9ps/motion_odd,3,0.005085489484998915,-0.005813707278834448,0.014637454234891465,30
B,A,linear,all,future/0.75ps/block_mean,3,0.006055492997445441,0.0011025972633312122,0.011360215545390493,30
B,A,linear,all,future/0.75ps/bond_order,3,0.006407714717917972,-5.012586298916003e-05,0.01266315321955416,30
B,A,linear,all,future/0.75ps/instantaneous_TDA_H0,3,0.007067998333109751,0.001180064017987913,0.01361396687519219,30
B,A,linear,all,future/0.75ps/instantaneous_TDA_H1,3,-0.003921928256750107,-0.009364055720054443,0.0014861418762140768,30
B,A,linear,all,future/0.75ps/instantaneous_TDA_H2,3,-0.005687268202503521,-0.008610682857947216,-0.0029085490262756764,30
B,A,linear,all,future/0.75ps/motion_even,3,0.0037944051954481336,-0.005771020700534185,0.013394621660312009,30
B,A,linear,all,future/0.75ps/motion_odd,3,0.028672036197450426,0.011253220447235637,0.04696984156966209,30
B,A,linear,all,future/3ps/block_mean,3,0.0005426690948230221,-0.001734022803742575,0.003003569988671821,30
B,A,linear,all,future/3ps/bond_order,3,0.00530908919043011,-0.001289320045875178,0.011819139168494273,30
B,A,linear,all,future/3ps/instantaneous_TDA_H0,3,0.0018309372994634843,-0.001764893308281898,0.005643006401757397,30
B,A,linear,all,future/3ps/instantaneous_TDA_H1,3,-0.003988557101951704,-0.008666560816475087,0.0007156936824321738,30
B,A,linear,all,future/3ps/instantaneous_TDA_H2,3,-0.004623263453443845,-0.008106746276219686,-0.0013456495385617045,30
B,A,linear,all,future/3ps/motion_even,3,0.0022391209999720256,-0.005543703221612506,0.0103368747813834,30
B,A,linear,all,future/3ps/motion_odd,3,0.0024886876344680786,-0.003973900584710968,0.008787546431024869,30
B,A,linear,all,future/9ps/block_mean,3,-0.0009734892527814294,-0.004103473941795532,0.002411095405825302,30
B,A,linear,all,future/9ps/bond_order,3,0.003677824801868862,-0.0006034564475218454,0.007923205606639385,30
B,A,linear,all,future/9ps/instantaneous_TDA_H0,3,0.0023332850800620183,-0.0015916518121957786,0.006388581144726939,30
B,A,linear,all,future/9ps/instantaneous_TDA_H1,3,-0.004272799152466987,-0.010828294089684883,0.002421180523104136,30
B,A,linear,all,future/9ps/instantaneous_TDA_H2,3,-0.005616447081168491,-0.010114369131624697,-0.0015739949482182689,30
B,A,linear,all,future/9ps/motion_even,3,0.0012893491321139866,-0.013587941808833019,0.015252286957369894,30
B,A,linear,all,future/9ps/motion_odd,3,-0.0032521482970979477,-0.008105648921595678,0.0009933189799388232,30
B,A,linear,all,path/0.75ps/mean_std_qbar6,3,0.001718174573034048,-0.0008621248265262693,0.004173389736356005,30
B,A,linear,all,path/3ps/mean_std_qbar6,3,0.0018724618298518987,-0.00041339428636193675,0.00413930261928019,30
B,A,linear,all,path/9ps/mean_std_qbar6,3,0.005086834904634291,0.002130821625469253,0.008053474963461565,30
B,A,linear,all,present/block_mean,3,0.0010177921089861075,-0.0016643726625652272,0.0041163910416610276,30
B,A,linear,all,present/bond_order,3,0.006302400595611995,-0.00019050984332958865,0.01263927770985497,30
B,A,linear,all,present/instantaneous_TDA_H0,3,0.005483968638711505,0.0007046469797690714,0.010490154369423785,30
B,A,linear,all,present/instantaneous_TDA_H1,3,-0.004603702285223537,-0.009134683234410156,0.00027831954571107075,30
B,A,linear,all,present/instantaneous_TDA_H2,3,-0.007200365389386814,-0.010437983960534135,-0.003744879001751543,30
B,A,linear,all,present/motion_even,3,0.004847659998469883,0.000253404643800524,0.009745600587791866,30
B,A,linear,all,present/motion_odd,3,0.0012767910957336437,-0.010506926137540073,0.012780481270617908,30
B,A,linear,all,temporal/0.75ps/covariance_trace,3,0.394903645084964,0.19625462649804024,0.6386758258566256,30
B,A,linear,all,temporal/0.75ps/increment_p95,3,0.04474369453059301,0.0054457931973867875,0.07754719000806409,30
B,A,linear,all,temporal/0.75ps/increment_rms,3,0.018715015053749083,-0.0040929652584923626,0.03982784897089005,30
B,A,linear,all,temporal/0.75ps/normalized_rms_jump,3,-0.02767337004326644,-0.044626939900222914,-0.01192502160085507,30
B,A,linear,at_risk,hazard/bin0/brier,3,-0.00952010926878049,-0.02022889969451095,-0.0017610769247691394,24
B,A,linear,at_risk,hazard/bin1/brier,3,-0.014613627171557808,-0.02951864338180409,-0.003641351404924842,24
B,A,linear,at_risk,hazard/bin2/brier,3,-0.014536763665091712,-0.02638495142746251,-0.004426465571689037,24
B,A,linear,at_risk,hazard/nll,3,-0.051132036191928715,-0.10471265311740958,-0.007665259621959804,24
B,A,linear,low_order,delta/0.75ps/block_mean,3,0.00217867464898458,-0.0026784847545273174,0.005459653915460015,17
B,A,linear,low_order,delta/0.75ps/bond_order,3,0.003054975002419715,0.0018059787066543804,0.004465073018389589,17
B,A,linear,low_order,delta/0.75ps/instantaneous_TDA_H0,3,0.0029691958836480688,4.9853774116320123e-05,0.005579081046230652,17
B,A,linear,low_order,delta/0.75ps/instantaneous_TDA_H1,3,3.86476224544001e-05,-0.0004843637822013276,0.0005347473875564686,17
B,A,linear,low_order,delta/0.75ps/instantaneous_TDA_H2,3,8.646603308471977e-05,-0.0005500990970461976,0.0007372626706081275,17
B,A,linear,low_order,delta/0.75ps/motion_even,3,-0.0024380391719294515,-0.0293124516805013,0.01491724278996972,17
B,A,linear,low_order,delta/0.75ps/motion_odd,3,0.00936080252423006,0.005175191923683765,0.013648452536732542,17
B,A,linear,low_order,delta/3ps/block_mean,3,-0.0005445451615682653,-0.005681893256267696,0.004938206207494136,17
B,A,linear,low_order,delta/3ps/bond_order,3,-0.0015235839813363319,-0.003034523432599563,-5.972169924015985e-06,17
B,A,linear,low_order,delta/3ps/instantaneous_TDA_H0,3,-0.014141128928053614,-0.020464454065350926,-0.007742726963524725,17
B,A,linear,low_order,delta/3ps/instantaneous_TDA_H1,3,-0.0007572597732730939,-0.0017943225837513512,0.000229919416939511,17
B,A,linear,low_order,delta/3ps/instantaneous_TDA_H2,3,2.919897144916015e-06,-0.0005381720980592802,0.000609251517145072,17
B,A,linear,low_order,delta/3ps/motion_even,3,0.00534747453296886,-0.011908526090430279,0.01967733173685913,17
B,A,linear,low_order,delta/3ps/motion_odd,3,0.007804307283139696,-0.016409211912575893,0.03335115091473448,17
B,A,linear,low_order,delta/9ps/block_mean,3,-0.0013056076770904027,-0.006879561924028623,0.003391428444583221,17
B,A,linear,low_order,delta/9ps/bond_order,3,0.0018198344053006641,-0.002019899543009552,0.005137711398157419,17
B,A,linear,low_order,delta/9ps/instantaneous_TDA_H0,3,-0.006581759482037788,-0.011732428798488542,-0.0013931874624070004,17
B,A,linear,low_order,delta/9ps/instantaneous_TDA_H1,3,0.0021552925600725067,-0.0003929686020402346,0.004897706327485101,17
B,A,linear,low_order,delta/9ps/instantaneous_TDA_H2,3,0.002222298918401494,-0.000605135091452622,0.004761869442083087,17
B,A,linear,low_order,delta/9ps/motion_even,3,-0.008021018084357767,-0.02683334064249899,0.008370218791213685,17
B,A,linear,low_order,delta/9ps/motion_odd,3,0.0005717056200784792,-0.0172663384354582,0.017102071763399757,17
B,A,linear,low_order,future/0.75ps/block_mean,3,0.011908631029179675,0.0042553606038316615,0.019686979589849895,17
B,A,linear,low_order,future/0.75ps/bond_order,3,0.01587301127466501,0.00696131727639951,0.02315174451134368,17
B,A,linear,low_order,future/0.75ps/instantaneous_TDA_H0,3,0.002319443605694117,-0.012512187265297944,0.015529472490443882,17
B,A,linear,low_order,future/0.75ps/instantaneous_TDA_H1,3,0.004406471024541293,-0.0026688579360351844,0.011203445260431233,17
B,A,linear,low_order,future/0.75ps/instantaneous_TDA_H2,3,-0.0033649136768836604,-0.006917618410479203,0.0005971500978750339,17
B,A,linear,low_order,future/0.75ps/motion_even,3,-0.002805938907698088,-0.0197915798016623,0.014089016879306053,17
B,A,linear,low_order,future/0.75ps/motion_odd,3,0.05502371285475937,0.022086267202508215,0.08425491040243822,17
B,A,linear,low_order,future/3ps/block_mean,3,0.0016241845814815462,-0.002468651344731846,0.005533290189368266,17
B,A,linear,low_order,future/3ps/bond_order,3,0.015023171025163987,0.006820189507276405,0.022495674108173328,17
B,A,linear,low_order,future/3ps/instantaneous_TDA_H0,3,-0.0022994932152476965,-0.005865441702817584,0.0011800333090564777,17
B,A,linear,low_order,future/3ps/instantaneous_TDA_H1,3,0.004545472854492711,-0.0018119698098185014,0.011469708017858802,17
B,A,linear,low_order,future/3ps/instantaneous_TDA_H2,3,-0.00040827121804742233,-0.006810653848829224,0.0060790469249089474,17
B,A,linear,low_order,future/3ps/motion_even,3,-0.00815902504266477,-0.03098228068328371,0.010812360340473693,17
B,A,linear,low_order,future/3ps/motion_odd,3,0.0010432530851925117,-0.002998368091443006,0.004684667756744458,17
B,A,linear,low_order,future/9ps/block_mean,3,-0.0008175216700419118,-0.006010902103407955,0.004859881145648313,17
B,A,linear,low_order,future/9ps/bond_order,3,0.009629108742171641,0.003925226343905224,0.014830241637194855,17
B,A,linear,low_order,future/9ps/instantaneous_TDA_H0,3,-0.0013932880087226046,-0.0064300869901975,0.0031039725240393,17
B,A,linear,low_order,future/9ps/instantaneous_TDA_H1,3,0.003947142438561308,-0.003519286350438408,0.01193886601238274,17
B,A,linear,low_order,future/9ps/instantaneous_TDA_H2,3,-0.0030387282444565905,-0.008029432623994116,0.002110795834667834,17
B,A,linear,low_order,future/9ps/motion_even,3,-0.0037138082233129756,-0.03029125880669145,0.02149865770456837,17
B,A,linear,low_order,future/9ps/motion_odd,3,-0.010335556724492241,-0.017125664768265745,-0.003964893907016401,17
B,A,linear,low_order,path/0.75ps/mean_std_qbar6,3,0.002970007102133012,-0.0025725269037317113,0.007698753308596126,17
B,A,linear,low_order,path/3ps/mean_std_qbar6,3,0.0029444397500186575,-0.0017090259172369306,0.006987912977096058,17
B,A,linear,low_order,path/9ps/mean_std_qbar6,3,0.008674760504315298,0.0030991826510038604,0.013254743797120216,17
B,A,linear,low_order,present/block_mean,3,0.003608983703980253,-0.0005315447052685056,0.007850814806723505,17
B,A,linear,low_order,present/bond_order,3,0.0173204402421035,0.010781372667235485,0.022597237333070997,17
B,A,linear,low_order,present/instantaneous_TDA_H0,3,0.000699728873430513,-0.005843352719995322,0.0070840530499231575,17
B,A,linear,low_order,present/instantaneous_TDA_H1,3,0.003000131424735574,-0.0018390067980862135,0.007916786872288759,17
B,A,linear,low_order,present/instantaneous_TDA_H2,3,-0.003011658276413001,-0.007886773373420333,0.0018685772613275223,17
B,A,linear,low_order,present/motion_even,3,0.0034477219862096456,-0.0015711296422808772,0.008267551251486229,17
B,A,linear,low_order,present/motion_odd,3,0.0001975379738153185,-0.020701773362416846,0.02117229983502741,17
B,A,linear,low_order,temporal/0.75ps/covariance_trace,3,0.054706017331530646,0.012342497361047814,0.10459900769637896,16
B,A,linear,low_order,temporal/0.75ps/increment_p95,3,0.03094035722315309,-0.035711922291666295,0.08677135026237608,16
B,A,linear,low_order,temporal/0.75ps/increment_rms,3,0.0021268377701441467,-0.03712567375041544,0.037850106942156944,16
B,A,linear,low_order,temporal/0.75ps/normalized_rms_jump,3,-0.02703214955924465,-0.05573734423937343,-0.0013582030670463883,16
B,A,nonlinear,all,delta/0.75ps/block_mean,3,0.0014917734596464412,0.00011465745029489475,0.0028287041021717923,30
B,A,nonlinear,all,delta/0.75ps/bond_order,3,0.0009465002765258155,0.0003647503401670191,0.001567062280244297,30
B,A,nonlinear,all,delta/0.75ps/instantaneous_TDA_H0,3,0.00265307327111562,0.001457924366825157,0.0039518469861812055,30
B,A,nonlinear,all,delta/0.75ps/instantaneous_TDA_H1,3,0.00017005436950259738,-0.0002999075667725669,0.000620877183973789,30
B,A,nonlinear,all,delta/0.75ps/instantaneous_TDA_H2,3,-0.000645501787463824,-0.0008335055659214656,-0.00045020756622155504,30
B,A,nonlinear,all,delta/0.75ps/motion_even,3,0.0073032418886820475,0.0018839674691359207,0.01254983173476325,30
B,A,nonlinear,all,delta/0.75ps/motion_odd,3,-0.001476727260483636,-0.00801686073342959,0.0046570472005340756,30
B,A,nonlinear,all,delta/3ps/block_mean,3,0.0022572438301587537,0.00031941013065753346,0.004341176984900677,30
B,A,nonlinear,all,delta/3ps/bond_order,3,0.0014835263085034157,0.00048713725111964673,0.0025233869544333885,30
B,A,nonlinear,all,delta/3ps/instantaneous_TDA_H0,3,0.0006678394145435758,-0.0008073863511284192,0.0022003344363636444,30
B,A,nonlinear,all,delta/3ps/instantaneous_TDA_H1,3,-0.0003858389125929938,-0.001431707808127006,0.0005447418511741691,30
B,A,nonlinear,all,delta/3ps/instantaneous_TDA_H2,3,-0.0007378431657950082,-0.0012022524865137204,-0.00030369825247261267,30
B,A,nonlinear,all,delta/3ps/motion_even,3,0.017197693718804252,0.006489723142650393,0.027580765651332002,30
B,A,nonlinear,all,delta/3ps/motion_odd,3,-0.0046819143825107155,-0.013001674794488483,0.003347923689418368,30
B,A,nonlinear,all,delta/9ps/block_mean,3,0.0001786215196329252,-0.002221649082256817,0.0026136202243570695,30
B,A,nonlinear,all,delta/9ps/bond_order,3,0.00038990016198820545,-0.0007481705371497406,0.0015149457504351922,30
B,A,nonlinear,all,delta/9ps/instantaneous_TDA_H0,3,-0.0011198758251137204,-0.003346819765865803,0.0010289049334824079,30
B,A,nonlinear,all,delta/9ps/instantaneous_TDA_H1,3,-0.0008645530376169419,-0.0019381321076717645,0.00019020974015196115,30
B,A,nonlinear,all,delta/9ps/instantaneous_TDA_H2,3,-0.0009624603721830581,-0.001968163469185432,1.5017870399686742e-05,30
B,A,nonlinear,all,delta/9ps/motion_even,3,0.013835924201541476,0.005269927200343874,0.02275152282582388,30
B,A,nonlinear,all,delta/9ps/motion_odd,3,-0.010207206010818481,-0.018003204696708252,-0.0021831925875610784,30
B,A,nonlinear,all,future/0.75ps/block_mean,3,0.002493015897494777,-0.002147442149343312,0.006969428354598302,30
B,A,nonlinear,all,future/0.75ps/bond_order,3,-0.007844531287749607,-0.015100385519779389,-0.00012467470020055936,30
B,A,nonlinear,all,future/0.75ps/instantaneous_TDA_H0,3,0.005482961899704404,0.002097752603391806,0.009432503854235011,30
B,A,nonlinear,all,future/0.75ps/instantaneous_TDA_H1,3,0.004127525124284957,0.0008272498701181677,0.008218787196609706,30
B,A,nonlinear,all,future/0.75ps/instantaneous_TDA_H2,3,0.002308489133914312,-0.0002161317794687218,0.005045321109808152,30
B,A,nonlinear,all,future/0.75ps/motion_even,3,0.011064207553863526,-0.009522990079389681,0.030246949262089196,30
B,A,nonlinear,all,future/0.75ps/motion_odd,3,-0.00018055703904893637,-0.002079165726900101,0.0016561707274781324,30
B,A,nonlinear,all,future/3ps/block_mean,3,0.00019241094727207896,-0.004284938581253359,0.004821929203139412,30
B,A,nonlinear,all,future/3ps/bond_order,3,-0.007186356352435216,-0.014019742206566863,0.00013002243306901187,30
B,A,nonlinear,all,future/3ps/instantaneous_TDA_H0,3,0.0004496047066317665,-0.003998178225010633,0.005150401964783666,30
B,A,nonlinear,all,future/3ps/instantaneous_TDA_H1,3,0.0038796169890297784,0.0004533714490632213,0.007945246930337612,30
B,A,nonlinear,all,future/3ps/instantaneous_TDA_H2,3,0.002380819908446736,-0.00017739796286655765,0.004940416779783036,30
B,A,nonlinear,all,future/3ps/motion_even,3,0.0005322926574283175,-0.018292392964164406,0.018060382306575758,30
B,A,nonlinear,all,future/3ps/motion_odd,3,0.0010984877745310467,-0.0015662312507629392,0.003799866934617359,30
B,A,nonlinear,all,future/9ps/block_mean,3,0.001472102105617518,-0.0041022208143301625,0.006678106388835986,30
B,A,nonlinear,all,future/9ps/bond_order,3,-0.007929128325647777,-0.016611424620366758,0.003003443574739817,30
B,A,nonlinear,all,future/9ps/instantaneous_TDA_H0,3,0.000915494975116518,-0.0031741357884473268,0.0057601536872486205,30
B,A,nonlinear,all,future/9ps/instantaneous_TDA_H1,3,0.003025198479493459,-0.00010878520500328785,0.006451000556763674,30
B,A,nonlinear,all,future/9ps/instantaneous_TDA_H2,3,-0.00011200441254509817,-0.0029123580973181456,0.0025269882111913626,30
B,A,nonlinear,all,future/9ps/motion_even,3,0.011746082040998671,-0.010550538425644239,0.03335426760216551,30
B,A,nonlinear,all,future/9ps/motion_odd,3,0.0011869698762893674,-0.00905328869819641,0.01307733551495603,30
B,A,nonlinear,all,path/0.75ps/mean_std_qbar6,3,0.004341389202616282,-0.0019148689664952043,0.010675319832128785,30
B,A,nonlinear,all,path/3ps/mean_std_qbar6,3,0.003037305176258087,-0.0034905348855277726,0.009816273783023157,30
B,A,nonlinear,all,path/9ps/mean_std_qbar6,3,-0.0009505887722803485,-0.008335783770598936,0.006229376491683065,30
B,A,nonlinear,all,present/block_mean,3,0.003560993641063022,-0.0019945398785380817,0.008965440639467154,30
B,A,nonlinear,all,present/bond_order,3,-0.004866783155335321,-0.01410318288952112,0.004206342415677173,30
B,A,nonlinear,all,present/instantaneous_TDA_H0,3,0.006845580786466599,0.0035658705689840843,0.011134411065528793,30
B,A,nonlinear,all,present/instantaneous_TDA_H1,3,0.0019489451001087825,-0.0010303557953900762,0.005137120225570265,30
B,A,nonlinear,all,present/instantaneous_TDA_H2,3,0.00011375923123624591,-0.0019335318532668882,0.0021165823315580684,30
B,A,nonlinear,all,present/motion_even,3,0.023340746760368347,-0.005113578596048886,0.05042220799459346,30
B,A,nonlinear,all,present/motion_odd,3,-0.006016286876466538,-0.01304228639437093,0.0008031472812096249,30
B,A,nonlinear,all,temporal/0.75ps/covariance_trace,3,0.394903645084964,0.20069946689117285,0.6221734658338957,30
B,A,nonlinear,all,temporal/0.75ps/increment_p95,3,0.04474369453059301,0.003798132034639516,0.07694002368052796,30
B,A,nonlinear,all,temporal/0.75ps/increment_rms,3,0.018715015053749083,-0.004595696851611138,0.039791148081421784,30
B,A,nonlinear,all,temporal/0.75ps/normalized_rms_jump,3,-0.02767337004326644,-0.044759468527339,-0.013321303312488845,30
B,A,nonlinear,at_risk,hazard/bin0/brier,3,-0.00864321803887099,-0.018691664190409775,-0.001221106665087549,24
B,A,nonlinear,at_risk,hazard/bin1/brier,3,-0.015811231860220057,-0.03214451101854713,-0.0034728675705193793,24
B,A,nonlinear,at_risk,hazard/bin2/brier,3,-0.019771256100284518,-0.03731946245104925,-0.006140660942609586,24
B,A,nonlinear,at_risk,hazard/nll,3,-0.05159171363468179,-0.09927885708036935,-0.011692115829161303,24
B,A,nonlinear,low_order,delta/0.75ps/block_mean,3,0.0005702434923329376,-0.0016507066122798029,0.0027318535634359227,17
B,A,nonlinear,low_order,delta/0.75ps/bond_order,3,0.0012969070789860743,0.00022334709179167662,0.0023297396251091766,17
B,A,nonlinear,low_order,delta/0.75ps/instantaneous_TDA_H0,3,0.0006101384174590019,-0.00037914024045070013,0.0014903007476937534,17
B,A,nonlinear,low_order,delta/0.75ps/instantaneous_TDA_H1,3,0.0006510329743226371,-0.00041554937248720837,0.001840761460948223,17
B,A,nonlinear,low_order,delta/0.75ps/instantaneous_TDA_H2,3,-0.00045474326493693325,-0.0010470274799302512,0.00036666238790049246,17
B,A,nonlinear,low_order,delta/0.75ps/motion_even,3,-0.0008244362531923768,-0.01385356330988454,0.010339328763531696,17
B,A,nonlinear,low_order,delta/0.75ps/motion_odd,3,0.002142562001359229,-0.013172818325898226,0.020225385737185363,17
B,A,nonlinear,low_order,delta/3ps/block_mean,3,-0.00010844884939443199,-0.003682198500248542,0.0034416828006262473,17
B,A,nonlinear,low_order,delta/3ps/bond_order,3,0.0022357189479996174,0.0005960743947356356,0.0039638605954892495,17
B,A,nonlinear,low_order,delta/3ps/instantaneous_TDA_H0,3,0.0007140475745294608,-1.7715019046091597e-05,0.0014251198254379572,17
B,A,nonlinear,low_order,delta/3ps/instantaneous_TDA_H1,3,-0.0004936276989824632,-0.0023163149863773703,0.0011231403030893378,17
B,A,nonlinear,low_order,delta/3ps/instantaneous_TDA_H2,3,-0.0012658250098134957,-0.001968561105576216,-0.0005043456696119974,17
B,A,nonlinear,low_order,delta/3ps/motion_even,3,0.008771619376014261,-0.01012932035852881,0.02899806663101793,17
B,A,nonlinear,low_order,delta/3ps/motion_odd,3,-0.010612626286113964,-0.024219761292139687,0.0032203707478794174,17
B,A,nonlinear,low_order,delta/9ps/block_mean,3,-0.0026099506531251427,-0.00579564500218895,0.0010547463502126278,17
B,A,nonlinear,low_order,delta/9ps/bond_order,3,0.0010472832649361854,-0.001184312918899106,0.0033567717737134723,17
B,A,nonlinear,low_order,delta/9ps/instantaneous_TDA_H0,3,-0.0023507050731602836,-0.0036491205696673953,-0.0011345186946438812,17
B,A,nonlinear,low_order,delta/9ps/instantaneous_TDA_H1,3,-0.0013105541321576813,-0.0031319121519724526,0.0006095003318406783,17
B,A,nonlinear,low_order,delta/9ps/instantaneous_TDA_H2,3,-0.0015007181494843726,-0.0032479168043709266,0.00040599585090781744,17
B,A,nonlinear,low_order,delta/9ps/motion_even,3,0.005892828399059818,-0.005046623506966759,0.017624538348001588,17
B,A,nonlinear,low_order,delta/9ps/motion_odd,3,-0.017437838227944633,-0.02948522249821062,-0.004580142330971797,17
B,A,nonlinear,low_order,future/0.75ps/block_mean,3,0.006563491474082269,-0.002475381353748288,0.015154327990584616,17
B,A,nonlinear,low_order,future/0.75ps/bond_order,3,0.0056730114361819095,-0.005568233358801581,0.017892972788974334,17
B,A,nonlinear,low_order,future/0.75ps/instantaneous_TDA_H0,3,0.009035341587721134,0.004061931459342733,0.01457389900278227,17
B,A,nonlinear,low_order,future/0.75ps/instantaneous_TDA_H1,3,0.00990178348386989,0.005012232419468608,0.015849538735461,17
B,A,nonlinear,low_order,future/0.75ps/instantaneous_TDA_H2,3,0.005747156473351459,0.002274831298592628,0.009122145966644965,17
B,A,nonlinear,low_order,future/0.75ps/motion_even,3,0.008651206890741987,-0.02725566274979535,0.043627669472320406,17
B,A,nonlinear,low_order,future/0.75ps/motion_odd,3,0.0003724489726272284,-0.0017665943386507969,0.002490177662933572,17
B,A,nonlinear,low_order,future/3ps/block_mean,3,0.002054785907852888,-0.0069196583563157455,0.010975799293202512,17
B,A,nonlinear,low_order,future/3ps/bond_order,3,-0.00012505492743323873,-0.0101955004474696,0.010792632934217353,17
B,A,nonlinear,low_order,future/3ps/instantaneous_TDA_H0,3,-0.0012257737564105615,-0.007824447758349716,0.005482394091200585,17
B,A,nonlinear,low_order,future/3ps/instantaneous_TDA_H1,3,0.006040553544081893,0.00034842384869561454,0.01209599702965979,17
