variant,readout,population,method,metric,seeds,value,ci95_low,ci95_high,sources
D,joint,all,encoder,future/3ps/motion_even,1,1.446613609790802,0.9827961921691895,1.9104310274124146,2
D,joint,all,encoder,future/3ps/motion_odd,1,1.7168060541152954,1.5082157850265503,1.9253963232040405,2
D,joint,all,encoder,future/9ps/block_mean,1,1.0218228151400885,0.8914162814617157,1.1522293488184612,2
D,joint,all,encoder,future/9ps/bond_order,1,1.1574196219444275,1.0234580039978027,1.2913812398910522,2
D,joint,all,encoder,future/9ps/instantaneous_TDA_H0,1,0.8159794807434082,0.7912683486938477,0.8406906127929688,2
D,joint,all,encoder,future/9ps/instantaneous_TDA_H1,1,0.801199346780777,0.6345697045326233,0.9678289890289307,2
D,joint,all,encoder,future/9ps/instantaneous_TDA_H2,1,0.9397608041763306,0.7755632400512695,1.1039583683013916,2
D,joint,all,encoder,future/9ps/motion_even,1,1.2079831659793854,0.9819086194038391,1.4340577125549316,2
D,joint,all,encoder,future/9ps/motion_odd,1,1.2085944712162018,0.8133346438407898,1.6038542985916138,2
D,joint,all,encoder,path/0.75ps/mean_std_qbar6,1,0.4174339324235916,0.3548959791660309,0.47997188568115234,2
D,joint,all,encoder,path/3ps/mean_std_qbar6,1,0.4239109009504318,0.29002633690834045,0.5577954649925232,2
D,joint,all,encoder,path/9ps/mean_std_qbar6,1,0.5016491413116455,0.12346524000167847,0.8798330426216125,2
D,joint,all,encoder,present/block_mean,1,0.8889402175943057,0.8661518096923828,0.9117286254962286,2
D,joint,all,encoder,present/bond_order,1,0.9815541207790375,0.8127544522285461,1.1503537893295288,2
D,joint,all,encoder,present/instantaneous_TDA_H0,1,1.0161642730236053,0.8320644497871399,1.2002640962600708,2
D,joint,all,encoder,present/instantaneous_TDA_H1,1,0.7854817807674408,0.6468968391418457,0.9240667223930359,2
D,joint,all,encoder,present/instantaneous_TDA_H2,1,0.8643500506877899,0.8246766924858093,0.9040234088897705,2
D,joint,all,encoder,present/motion_even,1,0.8628570139408112,0.7864735126495361,0.9392405152320862,2
D,joint,all,encoder,present/motion_odd,1,0.8232340663671494,0.4317699372768402,1.2146981954574585,2
D,joint,all,encoder,temporal/0.75ps/covariance_trace,1,0.03686660900712013,0.034735605120658875,0.03899761289358139,2
D,joint,all,encoder,temporal/0.75ps/increment_p95,1,0.3638343926519155,0.34073100313544263,0.3869377821683883,2
D,joint,all,encoder,temporal/0.75ps/increment_rms,1,0.232265405356884,0.20680592954158783,0.2577248811721802,2
D,joint,all,encoder,temporal/0.75ps/normalized_rms_jump,1,0.8537267412959579,0.7846221503205715,0.9228313322713445,2
D,joint,all,persistence,future/0.75ps/block_mean,1,0.6209831358864903,0.5447874224434296,0.6971788493295511,2
D,joint,all,persistence,future/0.75ps/bond_order,1,0.16154759004712105,0.12136351317167282,0.20173166692256927,2
D,joint,all,persistence,future/0.75ps/instantaneous_TDA_H0,1,0.18525923788547516,0.18203304708003998,0.18848542869091034,2
D,joint,all,persistence,future/0.75ps/instantaneous_TDA_H1,1,0.12368068099021912,0.08794260025024414,0.1594187617301941,2
D,joint,all,persistence,future/0.75ps/instantaneous_TDA_H2,1,0.08544743992388248,0.05035662278532982,0.12053825706243515,2
D,joint,all,persistence,future/0.75ps/motion_even,1,1.6609500050544739,1.4051648378372192,1.9167351722717285,2
D,joint,all,persistence,future/0.75ps/motion_odd,1,1.5090138614177704,0.9038411974906921,2.1141865253448486,2
D,joint,all,persistence,future/3ps/block_mean,1,0.8861725470051169,0.8422287534922361,0.9301163405179977,2
D,joint,all,persistence,future/3ps/bond_order,1,0.178241815418005,0.08536650985479355,0.27111712098121643,2
D,joint,all,persistence,future/3ps/instantaneous_TDA_H0,1,0.26021140068769455,0.1920318752527237,0.3283909261226654,2
D,joint,all,persistence,future/3ps/instantaneous_TDA_H1,1,0.13588951155543327,0.10051829367876053,0.17126072943210602,2
D,joint,all,persistence,future/3ps/instantaneous_TDA_H2,1,0.1023732665926218,0.05676475539803505,0.14798177778720856,2
D,joint,all,persistence,future/3ps/motion_even,1,2.177361845970154,1.4999632835388184,2.8547604084014893,2
D,joint,all,persistence,future/3ps/motion_odd,1,2.462957441806793,1.7639306783676147,3.1619842052459717,2
D,joint,all,persistence,future/9ps/block_mean,1,0.7702750532577436,0.7137738540768623,0.8267762524386247,2
D,joint,all,persistence,future/9ps/bond_order,1,0.15726078301668167,0.09867444634437561,0.21584711968898773,2
D,joint,all,persistence,future/9ps/instantaneous_TDA_H0,1,0.29747799038887024,0.25286993384361267,0.3420860469341278,2
D,joint,all,persistence,future/9ps/instantaneous_TDA_H1,1,0.14170532673597336,0.13611531257629395,0.14729534089565277,2
D,joint,all,persistence,future/9ps/instantaneous_TDA_H2,1,0.14446742460131645,0.11682013422250748,0.17211471498012543,2
D,joint,all,persistence,future/9ps/motion_even,1,1.7741002440452576,1.4406310319900513,2.107569456100464,2
D,joint,all,persistence,future/9ps/motion_odd,1,2.106638550758362,2.053884983062744,2.1593921184539795,2
D,joint,at_risk,encoder,hazard/bin0/brier,1,0.25780048966407776,,,1
D,joint,at_risk,encoder,hazard/bin1/brier,1,0.5826871395111084,,,1
D,joint,at_risk,encoder,hazard/bin2/brier,1,0.744572103023529,,,1
D,joint,at_risk,encoder,hazard/nll,1,1.806117057800293,,,1
D,joint,low_order,encoder,delta/0.75ps/block_mean,1,0.7155641888578733,,,1
D,joint,low_order,encoder,delta/0.75ps/bond_order,1,0.23228894174098969,,,1
D,joint,low_order,encoder,delta/0.75ps/instantaneous_TDA_H0,1,0.19660629332065582,,,1
D,joint,low_order,encoder,delta/0.75ps/instantaneous_TDA_H1,1,0.17819209396839142,,,1
D,joint,low_order,encoder,delta/0.75ps/instantaneous_TDA_H2,1,0.1429251730442047,,,1
D,joint,low_order,encoder,delta/0.75ps/motion_even,1,1.399155616760254,,,1
D,joint,low_order,encoder,delta/0.75ps/motion_odd,1,2.144217014312744,,,1
D,joint,low_order,encoder,delta/3ps/block_mean,1,0.9650996923446655,,,1
D,joint,low_order,encoder,delta/3ps/bond_order,1,0.294351190328598,,,1
D,joint,low_order,encoder,delta/3ps/instantaneous_TDA_H0,1,0.36165252327919006,,,1
D,joint,low_order,encoder,delta/3ps/instantaneous_TDA_H1,1,0.19267749786376953,,,1
D,joint,low_order,encoder,delta/3ps/instantaneous_TDA_H2,1,0.17934823036193848,,,1
D,joint,low_order,encoder,delta/3ps/motion_even,1,1.5530037879943848,,,1
D,joint,low_order,encoder,delta/3ps/motion_odd,1,3.2095649242401123,,,1
D,joint,low_order,encoder,delta/9ps/block_mean,1,0.7909832174579302,,,1
D,joint,low_order,encoder,delta/9ps/bond_order,1,0.29072049260139465,,,1
D,joint,low_order,encoder,delta/9ps/instantaneous_TDA_H0,1,0.45357778668403625,,,1
D,joint,low_order,encoder,delta/9ps/instantaneous_TDA_H1,1,0.23080821335315704,,,1
D,joint,low_order,encoder,delta/9ps/instantaneous_TDA_H2,1,0.26944229006767273,,,1
D,joint,low_order,encoder,delta/9ps/motion_even,1,1.442745327949524,,,1
D,joint,low_order,encoder,delta/9ps/motion_odd,1,2.058605194091797,,,1
D,joint,low_order,encoder,future/0.75ps/block_mean,1,0.8276597559452057,,,1
D,joint,low_order,encoder,future/0.75ps/bond_order,1,0.8995502591133118,,,1
D,joint,low_order,encoder,future/0.75ps/instantaneous_TDA_H0,1,0.7422013282775879,,,1
D,joint,low_order,encoder,future/0.75ps/instantaneous_TDA_H1,1,0.7195153832435608,,,1
D,joint,low_order,encoder,future/0.75ps/instantaneous_TDA_H2,1,0.9310784935951233,,,1
D,joint,low_order,encoder,future/0.75ps/motion_even,1,0.8797120451927185,,,1
D,joint,low_order,encoder,future/0.75ps/motion_odd,1,0.7939010262489319,,,1
D,joint,low_order,encoder,future/3ps/block_mean,1,0.9332588315010071,,,1
D,joint,low_order,encoder,future/3ps/bond_order,1,0.8397095203399658,,,1
D,joint,low_order,encoder,future/3ps/instantaneous_TDA_H0,1,0.6674100756645203,,,1
D,joint,low_order,encoder,future/3ps/instantaneous_TDA_H1,1,0.6494541764259338,,,1
D,joint,low_order,encoder,future/3ps/instantaneous_TDA_H2,1,0.9519672393798828,,,1
D,joint,low_order,encoder,future/3ps/motion_even,1,0.9827961921691895,,,1
D,joint,low_order,encoder,future/3ps/motion_odd,1,1.5082157850265503,,,1
D,joint,low_order,encoder,future/9ps/block_mean,1,0.8914162814617157,,,1
D,joint,low_order,encoder,future/9ps/bond_order,1,1.0234580039978027,,,1
D,joint,low_order,encoder,future/9ps/instantaneous_TDA_H0,1,0.7912683486938477,,,1
D,joint,low_order,encoder,future/9ps/instantaneous_TDA_H1,1,0.6345697045326233,,,1
D,joint,low_order,encoder,future/9ps/instantaneous_TDA_H2,1,1.1039583683013916,,,1
D,joint,low_order,encoder,future/9ps/motion_even,1,0.9819086194038391,,,1
D,joint,low_order,encoder,future/9ps/motion_odd,1,0.8133346438407898,,,1
D,joint,low_order,encoder,path/0.75ps/mean_std_qbar6,1,0.3548959791660309,,,1
D,joint,low_order,encoder,path/3ps/mean_std_qbar6,1,0.29002633690834045,,,1
D,joint,low_order,encoder,path/9ps/mean_std_qbar6,1,0.12346524000167847,,,1
D,joint,low_order,encoder,present/block_mean,1,0.8661518096923828,,,1
D,joint,low_order,encoder,present/bond_order,1,0.8127544522285461,,,1
D,joint,low_order,encoder,present/instantaneous_TDA_H0,1,0.8320644497871399,,,1
D,joint,low_order,encoder,present/instantaneous_TDA_H1,1,0.6468968391418457,,,1
D,joint,low_order,encoder,present/instantaneous_TDA_H2,1,0.9040234088897705,,,1
D,joint,low_order,encoder,present/motion_even,1,0.7864735126495361,,,1
D,joint,low_order,encoder,present/motion_odd,1,1.2146981954574585,,,1
D,joint,low_order,encoder,temporal/0.75ps/covariance_trace,1,0.034735605120658875,,,1
D,joint,low_order,encoder,temporal/0.75ps/increment_p95,1,0.34073100313544263,,,1
D,joint,low_order,encoder,temporal/0.75ps/increment_rms,1,0.20680592954158783,,,1
D,joint,low_order,encoder,temporal/0.75ps/normalized_rms_jump,1,0.7846221503205715,,,1
D,joint,low_order,persistence,future/0.75ps/block_mean,1,0.6971788493295511,,,1
D,joint,low_order,persistence,future/0.75ps/bond_order,1,0.20173166692256927,,,1
D,joint,low_order,persistence,future/0.75ps/instantaneous_TDA_H0,1,0.18203304708003998,,,1
D,joint,low_order,persistence,future/0.75ps/instantaneous_TDA_H1,1,0.1594187617301941,,,1
D,joint,low_order,persistence,future/0.75ps/instantaneous_TDA_H2,1,0.12053825706243515,,,1
D,joint,low_order,persistence,future/0.75ps/motion_even,1,1.4051648378372192,,,1
D,joint,low_order,persistence,future/0.75ps/motion_odd,1,2.1141865253448486,,,1
D,joint,low_order,persistence,future/3ps/block_mean,1,0.9301163405179977,,,1
D,joint,low_order,persistence,future/3ps/bond_order,1,0.27111712098121643,,,1
D,joint,low_order,persistence,future/3ps/instantaneous_TDA_H0,1,0.3283909261226654,,,1
D,joint,low_order,persistence,future/3ps/instantaneous_TDA_H1,1,0.17126072943210602,,,1
D,joint,low_order,persistence,future/3ps/instantaneous_TDA_H2,1,0.14798177778720856,,,1
D,joint,low_order,persistence,future/3ps/motion_even,1,1.4999632835388184,,,1
D,joint,low_order,persistence,future/3ps/motion_odd,1,3.1619842052459717,,,1
D,joint,low_order,persistence,future/9ps/block_mean,1,0.7137738540768623,,,1
D,joint,low_order,persistence,future/9ps/bond_order,1,0.21584711968898773,,,1
D,joint,low_order,persistence,future/9ps/instantaneous_TDA_H0,1,0.25286993384361267,,,1
D,joint,low_order,persistence,future/9ps/instantaneous_TDA_H1,1,0.14729534089565277,,,1
D,joint,low_order,persistence,future/9ps/instantaneous_TDA_H2,1,0.17211471498012543,,,1
D,joint,low_order,persistence,future/9ps/motion_even,1,1.4406310319900513,,,1
D,joint,low_order,persistence,future/9ps/motion_odd,1,2.053884983062744,,,1
D,linear,all,encoder,delta/0.75ps/block_mean,1,0.6838681145260731,0.604133157680432,0.7636030713717142,2
D,linear,all,encoder,delta/0.75ps/bond_order,1,0.23822810500860214,0.19760014116764069,0.2788560688495636,2
D,linear,all,encoder,delta/0.75ps/instantaneous_TDA_H0,1,0.2761977016925812,0.2730462849140167,0.27934911847114563,2
D,linear,all,encoder,delta/0.75ps/instantaneous_TDA_H1,1,0.18387825787067413,0.14910124242305756,0.2186552733182907,2
D,linear,all,encoder,delta/0.75ps/instantaneous_TDA_H2,1,0.14024578407406807,0.10646792501211166,0.17402364313602448,2
D,linear,all,encoder,delta/0.75ps/motion_even,1,1.712334156036377,1.492695927619934,1.9319723844528198,2
D,linear,all,encoder,delta/0.75ps/motion_odd,1,1.5523246824741364,0.9666109681129456,2.138038396835327,2
D,linear,all,encoder,delta/3ps/block_mean,1,0.9598086265226204,0.9437649051348368,0.9758523479104042,2
D,linear,all,encoder,delta/3ps/bond_order,1,0.26359259337186813,0.16667614877223969,0.3605090379714966,2
D,linear,all,encoder,delta/3ps/instantaneous_TDA_H0,1,0.34026266634464264,0.26993417739868164,0.41059115529060364,2
D,linear,all,encoder,delta/3ps/instantaneous_TDA_H1,1,0.18742617219686508,0.14786860346794128,0.22698374092578888,2
D,linear,all,encoder,delta/3ps/instantaneous_TDA_H2,1,0.17939385026693344,0.13221792876720428,0.2265697717666626,2
D,linear,all,encoder,delta/3ps/motion_even,1,2.2092780470848083,1.5485981702804565,2.86995792388916,2
D,linear,all,encoder,delta/3ps/motion_odd,1,2.5788984298706055,2.075934648513794,3.081862211227417,2
D,linear,all,encoder,delta/9ps/block_mean,1,0.8119810807208221,0.7510894959171613,0.8728726655244827,2
D,linear,all,encoder,delta/9ps/bond_order,1,0.19027266651391983,0.12777753174304962,0.25276780128479004,2
D,linear,all,encoder,delta/9ps/instantaneous_TDA_H0,1,0.33659377694129944,0.3071245849132538,0.3660629689693451,2
D,linear,all,encoder,delta/9ps/instantaneous_TDA_H1,1,0.2089700624346733,0.20554983615875244,0.21239028871059418,2
D,linear,all,encoder,delta/9ps/instantaneous_TDA_H2,1,0.19670342653989792,0.16738204658031464,0.2260248064994812,2
D,linear,all,encoder,delta/9ps/motion_even,1,1.775192379951477,1.4061932563781738,2.1441915035247803,2
D,linear,all,encoder,delta/9ps/motion_odd,1,2.1641541719436646,2.102036237716675,2.2262721061706543,2
D,linear,all,encoder,future/0.75ps/block_mean,1,0.9364667683839798,0.9084856907526652,0.9644478460152944,2
D,linear,all,encoder,future/0.75ps/bond_order,1,0.9702501595020294,0.9349014163017273,1.0055989027023315,2
D,linear,all,encoder,future/0.75ps/instantaneous_TDA_H0,1,1.070740133523941,0.9418333172798157,1.1996469497680664,2
D,linear,all,encoder,future/0.75ps/instantaneous_TDA_H1,1,0.8282689452171326,0.7768065333366394,0.8797313570976257,2
D,linear,all,encoder,future/0.75ps/instantaneous_TDA_H2,1,0.8915347754955292,0.8372635245323181,0.9458060264587402,2
D,linear,all,encoder,future/0.75ps/motion_even,1,1.0632097125053406,0.9741530418395996,1.1522663831710815,2
D,linear,all,encoder,future/0.75ps/motion_odd,1,0.794796884059906,0.712179958820343,0.877413809299469,2
D,linear,all,encoder,future/3ps/block_mean,1,1.1360744088888168,0.9618134399255117,1.310335377852122,2
D,linear,all,encoder,future/3ps/bond_order,1,1.047715574502945,0.839059054851532,1.256372094154358,2
D,linear,all,encoder,future/3ps/instantaneous_TDA_H0,1,0.9288330078125,0.6527068614959717,1.2049591541290283,2
D,linear,all,encoder,future/3ps/instantaneous_TDA_H1,1,0.716982364654541,0.7015313506126404,0.7324333786964417,2
D,linear,all,encoder,future/3ps/instantaneous_TDA_H2,1,0.8688729405403137,0.7722858786582947,0.9654600024223328,2
D,linear,all,encoder,future/3ps/motion_even,1,1.5241408944129944,1.0740944147109985,1.9741873741149902,2
D,linear,all,encoder,future/3ps/motion_odd,1,1.729901671409607,1.5071269273757935,1.9526764154434204,2
D,linear,all,encoder,future/9ps/block_mean,1,0.9860717803239822,0.8671890795230865,1.104954481124878,2
D,linear,all,encoder,future/9ps/bond_order,1,0.9699911773204803,0.7049563527107239,1.2350260019302368,2
D,linear,all,encoder,future/9ps/instantaneous_TDA_H0,1,0.7973330318927765,0.7271842956542969,0.8674817681312561,2
D,linear,all,encoder,future/9ps/instantaneous_TDA_H1,1,0.7672217488288879,0.6905495524406433,0.8438939452171326,2
D,linear,all,encoder,future/9ps/instantaneous_TDA_H2,1,0.9198170006275177,0.7186540961265564,1.120979905128479,2
D,linear,all,encoder,future/9ps/motion_even,1,1.2303520143032074,0.977417528629303,1.4832864999771118,2
D,linear,all,encoder,future/9ps/motion_odd,1,1.2317157089710236,0.841749370098114,1.621682047843933,2
D,linear,all,encoder,path/0.75ps/mean_std_qbar6,1,0.5072464272379875,0.16131643950939178,0.8531764149665833,2
D,linear,all,encoder,path/3ps/mean_std_qbar6,1,0.46439141035079956,0.4327930510044098,0.49598976969718933,2
D,linear,all,encoder,path/9ps/mean_std_qbar6,1,0.5961221382021904,0.1777888387441635,1.0144554376602173,2
D,linear,all,encoder,present/block_mean,1,0.947489286462466,0.915602833032608,0.9793757398923238,2
D,linear,all,encoder,present/bond_order,1,1.0479000210762024,1.0143485069274902,1.0814515352249146,2
D,linear,all,encoder,present/instantaneous_TDA_H0,1,1.1048819720745087,0.7578219771385193,1.451941967010498,2
D,linear,all,encoder,present/instantaneous_TDA_H1,1,0.8404195308685303,0.6882384419441223,0.9926006197929382,2
D,linear,all,encoder,present/instantaneous_TDA_H2,1,0.9160478711128235,0.9071633219718933,0.9249324202537537,2
D,linear,all,encoder,present/motion_even,1,0.8996919393539429,0.834784746170044,0.9645991325378418,2
D,linear,all,encoder,present/motion_odd,1,0.8759943842887878,0.47849786281585693,1.2734909057617188,2
D,linear,all,encoder,temporal/0.75ps/covariance_trace,1,0.03686660714447498,0.034735605120658875,0.03899760916829109,2
D,linear,all,encoder,temporal/0.75ps/increment_p95,1,0.36383437849581235,0.34073100313544263,0.38693775385618207,2
D,linear,all,encoder,temporal/0.75ps/increment_rms,1,0.2322653904557228,0.20680592954158783,0.2577248513698578,2
D,linear,all,encoder,temporal/0.75ps/normalized_rms_jump,1,0.8537267374560396,0.7846221503205715,0.9228313245915075,2
D,linear,all,persistence,future/0.75ps/block_mean,1,0.6209831358864903,0.5447874224434296,0.6971788493295511,2
D,linear,all,persistence,future/0.75ps/bond_order,1,0.16154759004712105,0.12136351317167282,0.20173166692256927,2
D,linear,all,persistence,future/0.75ps/instantaneous_TDA_H0,1,0.18525923788547516,0.18203304708003998,0.18848542869091034,2
D,linear,all,persistence,future/0.75ps/instantaneous_TDA_H1,1,0.12368068099021912,0.08794260025024414,0.1594187617301941,2
D,linear,all,persistence,future/0.75ps/instantaneous_TDA_H2,1,0.08544743992388248,0.05035662278532982,0.12053825706243515,2
D,linear,all,persistence,future/0.75ps/motion_even,1,1.6609500050544739,1.4051648378372192,1.9167351722717285,2
D,linear,all,persistence,future/0.75ps/motion_odd,1,1.5090138614177704,0.9038411974906921,2.1141865253448486,2
D,linear,all,persistence,future/3ps/block_mean,1,0.8861725470051169,0.8422287534922361,0.9301163405179977,2
D,linear,all,persistence,future/3ps/bond_order,1,0.178241815418005,0.08536650985479355,0.27111712098121643,2
D,linear,all,persistence,future/3ps/instantaneous_TDA_H0,1,0.26021140068769455,0.1920318752527237,0.3283909261226654,2
D,linear,all,persistence,future/3ps/instantaneous_TDA_H1,1,0.13588951155543327,0.10051829367876053,0.17126072943210602,2
D,linear,all,persistence,future/3ps/instantaneous_TDA_H2,1,0.1023732665926218,0.05676475539803505,0.14798177778720856,2
D,linear,all,persistence,future/3ps/motion_even,1,2.177361845970154,1.4999632835388184,2.8547604084014893,2
D,linear,all,persistence,future/3ps/motion_odd,1,2.462957441806793,1.7639306783676147,3.1619842052459717,2
D,linear,all,persistence,future/9ps/block_mean,1,0.7702750532577436,0.7137738540768623,0.8267762524386247,2
D,linear,all,persistence,future/9ps/bond_order,1,0.15726078301668167,0.09867444634437561,0.21584711968898773,2
D,linear,all,persistence,future/9ps/instantaneous_TDA_H0,1,0.29747799038887024,0.25286993384361267,0.3420860469341278,2
D,linear,all,persistence,future/9ps/instantaneous_TDA_H1,1,0.14170532673597336,0.13611531257629395,0.14729534089565277,2
D,linear,all,persistence,future/9ps/instantaneous_TDA_H2,1,0.14446742460131645,0.11682013422250748,0.17211471498012543,2
D,linear,all,persistence,future/9ps/motion_even,1,1.7741002440452576,1.4406310319900513,2.107569456100464,2
D,linear,all,persistence,future/9ps/motion_odd,1,2.106638550758362,2.053884983062744,2.1593921184539795,2
D,linear,at_risk,encoder,hazard/bin0/brier,1,0.16109292209148407,,,1
D,linear,at_risk,encoder,hazard/bin1/brier,1,0.5246735215187073,,,1
D,linear,at_risk,encoder,hazard/bin2/brier,1,0.766096293926239,,,1
D,linear,at_risk,encoder,hazard/nll,1,1.8198720216751099,,,1
D,linear,low_order,encoder,delta/0.75ps/block_mean,1,0.7636030713717142,,,1
D,linear,low_order,encoder,delta/0.75ps/bond_order,1,0.2788560688495636,,,1
D,linear,low_order,encoder,delta/0.75ps/instantaneous_TDA_H0,1,0.27934911847114563,,,1
D,linear,low_order,encoder,delta/0.75ps/instantaneous_TDA_H1,1,0.2186552733182907,,,1
D,linear,low_order,encoder,delta/0.75ps/instantaneous_TDA_H2,1,0.17402364313602448,,,1
D,linear,low_order,encoder,delta/0.75ps/motion_even,1,1.492695927619934,,,1
D,linear,low_order,encoder,delta/0.75ps/motion_odd,1,2.138038396835327,,,1
D,linear,low_order,encoder,delta/3ps/block_mean,1,0.9758523479104042,,,1
D,linear,low_order,encoder,delta/3ps/bond_order,1,0.3605090379714966,,,1
D,linear,low_order,encoder,delta/3ps/instantaneous_TDA_H0,1,0.41059115529060364,,,1
D,linear,low_order,encoder,delta/3ps/instantaneous_TDA_H1,1,0.22698374092578888,,,1
D,linear,low_order,encoder,delta/3ps/instantaneous_TDA_H2,1,0.2265697717666626,,,1
D,linear,low_order,encoder,delta/3ps/motion_even,1,1.5485981702804565,,,1
D,linear,low_order,encoder,delta/3ps/motion_odd,1,3.081862211227417,,,1
D,linear,low_order,encoder,delta/9ps/block_mean,1,0.7510894959171613,,,1
D,linear,low_order,encoder,delta/9ps/bond_order,1,0.25276780128479004,,,1
D,linear,low_order,encoder,delta/9ps/instantaneous_TDA_H0,1,0.3071245849132538,,,1
D,linear,low_order,encoder,delta/9ps/instantaneous_TDA_H1,1,0.21239028871059418,,,1
D,linear,low_order,encoder,delta/9ps/instantaneous_TDA_H2,1,0.2260248064994812,,,1
D,linear,low_order,encoder,delta/9ps/motion_even,1,1.4061932563781738,,,1
D,linear,low_order,encoder,delta/9ps/motion_odd,1,2.102036237716675,,,1
D,linear,low_order,encoder,future/0.75ps/block_mean,1,0.9084856907526652,,,1
D,linear,low_order,encoder,future/0.75ps/bond_order,1,0.9349014163017273,,,1
D,linear,low_order,encoder,future/0.75ps/instantaneous_TDA_H0,1,0.9418333172798157,,,1
D,linear,low_order,encoder,future/0.75ps/instantaneous_TDA_H1,1,0.7768065333366394,,,1
D,linear,low_order,encoder,future/0.75ps/instantaneous_TDA_H2,1,0.9458060264587402,,,1
D,linear,low_order,encoder,future/0.75ps/motion_even,1,0.9741530418395996,,,1
D,linear,low_order,encoder,future/0.75ps/motion_odd,1,0.877413809299469,,,1
D,linear,low_order,encoder,future/3ps/block_mean,1,0.9618134399255117,,,1
D,linear,low_order,encoder,future/3ps/bond_order,1,0.839059054851532,,,1
D,linear,low_order,encoder,future/3ps/instantaneous_TDA_H0,1,0.6527068614959717,,,1
D,linear,low_order,encoder,future/3ps/instantaneous_TDA_H1,1,0.7324333786964417,,,1
D,linear,low_order,encoder,future/3ps/instantaneous_TDA_H2,1,0.9654600024223328,,,1
D,linear,low_order,encoder,future/3ps/motion_even,1,1.0740944147109985,,,1
D,linear,low_order,encoder,future/3ps/motion_odd,1,1.5071269273757935,,,1
