seed,variant,readout,population,method,metric,source_id,value
20260916,D,linear,low_order,persistence,future/0.75ps/motion_even,881,1.4051648378372192
20260916,D,linear,low_order,encoder,delta/0.75ps/motion_even,881,1.492695927619934
20260916,D,linear,low_order,encoder,future/3ps/motion_even,881,1.0740944147109985
20260916,D,linear,low_order,persistence,future/3ps/motion_even,881,1.4999632835388184
20260916,D,linear,low_order,encoder,delta/3ps/motion_even,881,1.5485981702804565
20260916,D,linear,low_order,encoder,future/9ps/motion_even,881,0.977417528629303
20260916,D,linear,low_order,persistence,future/9ps/motion_even,881,1.4406310319900513
20260916,D,linear,low_order,encoder,delta/9ps/motion_even,881,1.4061932563781738
20260916,D,linear,low_order,encoder,present/motion_odd,881,1.2734909057617188
20260916,D,linear,low_order,encoder,future/0.75ps/motion_odd,881,0.877413809299469
20260916,D,linear,low_order,persistence,future/0.75ps/motion_odd,881,2.1141865253448486
20260916,D,linear,low_order,encoder,delta/0.75ps/motion_odd,881,2.138038396835327
20260916,D,linear,low_order,encoder,future/3ps/motion_odd,881,1.5071269273757935
20260916,D,linear,low_order,persistence,future/3ps/motion_odd,881,3.1619842052459717
20260916,D,linear,low_order,encoder,delta/3ps/motion_odd,881,3.081862211227417
20260916,D,linear,low_order,encoder,future/9ps/motion_odd,881,0.841749370098114
20260916,D,linear,low_order,persistence,future/9ps/motion_odd,881,2.053884983062744
20260916,D,linear,low_order,encoder,delta/9ps/motion_odd,881,2.102036237716675
20260916,D,linear,low_order,encoder,path/0.75ps/mean_std_qbar6,881,0.16131643950939178
20260916,D,linear,low_order,encoder,path/3ps/mean_std_qbar6,881,0.49598976969718933
20260916,D,linear,low_order,encoder,path/9ps/mean_std_qbar6,881,1.0144554376602173
20260916,D,linear,at_risk,encoder,hazard/nll,881,1.8198720216751099
20260916,D,linear,at_risk,encoder,hazard/bin0/brier,881,0.16109292209148407
20260916,D,linear,at_risk,encoder,hazard/bin1/brier,881,0.5246735215187073
20260916,D,linear,at_risk,encoder,hazard/bin2/brier,881,0.766096293926239
20260916,D,linear,all,encoder,temporal/0.75ps/normalized_rms_jump,881,0.7846221503205715
20260916,D,linear,all,encoder,temporal/0.75ps/increment_rms,881,0.20680592954158783
20260916,D,linear,all,encoder,temporal/0.75ps/increment_p95,881,0.34073100313544263
20260916,D,linear,all,encoder,temporal/0.75ps/covariance_trace,881,0.034735605120658875
20260916,D,linear,low_order,encoder,temporal/0.75ps/normalized_rms_jump,881,0.7846221503205715
20260916,D,linear,low_order,encoder,temporal/0.75ps/increment_rms,881,0.20680592954158783
20260916,D,linear,low_order,encoder,temporal/0.75ps/increment_p95,881,0.34073100313544263
20260916,D,linear,low_order,encoder,temporal/0.75ps/covariance_trace,881,0.034735605120658875
20260916,D,linear,all,encoder,temporal/0.75ps/normalized_rms_jump,882,0.9228313245915075
20260916,D,linear,all,encoder,temporal/0.75ps/increment_rms,882,0.2577248513698578
20260916,D,linear,all,encoder,temporal/0.75ps/increment_p95,882,0.38693775385618207
20260916,D,linear,all,encoder,temporal/0.75ps/covariance_trace,882,0.03899760916829109
20260916,D,linear,all,encoder,present/block_mean,881,0.915602833032608
20260916,D,linear,all,encoder,present/block_mean,882,0.9793757398923238
20260916,D,linear,all,encoder,future/0.75ps/block_mean,881,0.9084856907526652
20260916,D,linear,all,encoder,future/0.75ps/block_mean,882,0.9644478460152944
20260916,D,linear,all,persistence,future/0.75ps/block_mean,881,0.6971788493295511
20260916,D,linear,all,persistence,future/0.75ps/block_mean,882,0.5447874224434296
20260916,D,linear,all,encoder,delta/0.75ps/block_mean,881,0.7636030713717142
20260916,D,linear,all,encoder,delta/0.75ps/block_mean,882,0.604133157680432
20260916,D,linear,all,encoder,future/3ps/block_mean,881,0.9618134399255117
20260916,D,linear,all,encoder,future/3ps/block_mean,882,1.310335377852122
20260916,D,linear,all,persistence,future/3ps/block_mean,881,0.9301163405179977
20260916,D,linear,all,persistence,future/3ps/block_mean,882,0.8422287534922361
20260916,D,linear,all,encoder,delta/3ps/block_mean,881,0.9758523479104042
20260916,D,linear,all,encoder,delta/3ps/block_mean,882,0.9437649051348368
20260916,D,linear,all,encoder,future/9ps/block_mean,881,0.8671890795230865
20260916,D,linear,all,encoder,future/9ps/block_mean,882,1.104954481124878
20260916,D,linear,all,persistence,future/9ps/block_mean,881,0.7137738540768623
20260916,D,linear,all,persistence,future/9ps/block_mean,882,0.8267762524386247
20260916,D,linear,all,encoder,delta/9ps/block_mean,881,0.7510894959171613
20260916,D,linear,all,encoder,delta/9ps/block_mean,882,0.8728726655244827
20260916,D,linear,low_order,encoder,present/block_mean,881,0.915602833032608
20260916,D,linear,low_order,encoder,future/0.75ps/block_mean,881,0.9084856907526652
20260916,D,linear,low_order,persistence,future/0.75ps/block_mean,881,0.6971788493295511
20260916,D,linear,low_order,encoder,delta/0.75ps/block_mean,881,0.7636030713717142
20260916,D,linear,low_order,encoder,future/3ps/block_mean,881,0.9618134399255117
20260916,D,linear,low_order,persistence,future/3ps/block_mean,881,0.9301163405179977
20260916,D,linear,low_order,encoder,delta/3ps/block_mean,881,0.9758523479104042
20260916,D,linear,low_order,encoder,future/9ps/block_mean,881,0.8671890795230865
20260916,D,linear,low_order,persistence,future/9ps/block_mean,881,0.7137738540768623
20260916,D,linear,low_order,encoder,delta/9ps/block_mean,881,0.7510894959171613
20260916,D,nonlinear,all,encoder,present/bond_order,881,0.8278818726539612
20260916,D,nonlinear,all,encoder,present/bond_order,882,1.148464322090149
20260916,D,nonlinear,all,encoder,future/0.75ps/bond_order,881,0.8119199872016907
20260916,D,nonlinear,all,encoder,future/0.75ps/bond_order,882,1.16370689868927
20260916,D,nonlinear,all,persistence,future/0.75ps/bond_order,881,0.20173166692256927
20260916,D,nonlinear,all,persistence,future/0.75ps/bond_order,882,0.12136351317167282
20260916,D,nonlinear,all,encoder,delta/0.75ps/bond_order,881,0.2243214100599289
20260916,D,nonlinear,all,encoder,delta/0.75ps/bond_order,882,0.14798904955387115
20260916,D,nonlinear,all,encoder,future/3ps/bond_order,881,0.7908571362495422
20260916,D,nonlinear,all,encoder,future/3ps/bond_order,882,1.0969713926315308
20260916,D,nonlinear,all,persistence,future/3ps/bond_order,881,0.27111712098121643
20260916,D,nonlinear,all,persistence,future/3ps/bond_order,882,0.08536650985479355
20260916,D,nonlinear,all,encoder,delta/3ps/bond_order,881,0.31359171867370605
20260916,D,nonlinear,all,encoder,delta/3ps/bond_order,882,0.11765759438276291
20260916,D,nonlinear,all,encoder,future/9ps/bond_order,881,1.2576149702072144
20260916,D,nonlinear,all,encoder,future/9ps/bond_order,882,1.2258116006851196
20260916,D,nonlinear,all,persistence,future/9ps/bond_order,881,0.21584711968898773
20260916,D,nonlinear,all,persistence,future/9ps/bond_order,882,0.09867444634437561
20260916,D,nonlinear,all,encoder,delta/9ps/bond_order,881,0.5238859057426453
20260916,D,nonlinear,all,encoder,delta/9ps/bond_order,882,0.3249148428440094
20260916,D,nonlinear,all,encoder,present/instantaneous_TDA_H0,881,0.8127236366271973
20260916,D,nonlinear,all,encoder,present/instantaneous_TDA_H0,882,1.2345027923583984
20260916,D,nonlinear,all,encoder,future/0.75ps/instantaneous_TDA_H0,881,0.8131823539733887
20260916,D,nonlinear,all,encoder,future/0.75ps/instantaneous_TDA_H0,882,1.2568364143371582
20260916,D,nonlinear,all,persistence,future/0.75ps/instantaneous_TDA_H0,881,0.18203304708003998
20260916,D,nonlinear,all,persistence,future/0.75ps/instantaneous_TDA_H0,882,0.18848542869091034
20260916,D,nonlinear,all,encoder,delta/0.75ps/instantaneous_TDA_H0,881,0.20803560316562653
20260916,D,nonlinear,all,encoder,delta/0.75ps/instantaneous_TDA_H0,882,0.20853902399539948
20260916,D,nonlinear,all,encoder,future/3ps/instantaneous_TDA_H0,881,0.797953188419342
20260916,D,nonlinear,all,encoder,future/3ps/instantaneous_TDA_H0,882,1.0379343032836914
20260916,D,nonlinear,all,persistence,future/3ps/instantaneous_TDA_H0,881,0.3283909261226654
20260916,D,nonlinear,all,persistence,future/3ps/instantaneous_TDA_H0,882,0.1920318752527237
20260916,D,nonlinear,all,encoder,delta/3ps/instantaneous_TDA_H0,881,0.39250996708869934
20260916,D,nonlinear,all,encoder,delta/3ps/instantaneous_TDA_H0,882,0.2508191466331482
20260916,D,nonlinear,all,encoder,future/9ps/instantaneous_TDA_H0,881,1.161920428276062
20260916,D,nonlinear,all,encoder,future/9ps/instantaneous_TDA_H0,882,0.8521925806999207
20260916,D,nonlinear,all,persistence,future/9ps/instantaneous_TDA_H0,881,0.25286993384361267
20260916,D,nonlinear,all,persistence,future/9ps/instantaneous_TDA_H0,882,0.3420860469341278
20260916,D,nonlinear,all,encoder,delta/9ps/instantaneous_TDA_H0,881,0.5258552432060242
20260916,D,nonlinear,all,encoder,delta/9ps/instantaneous_TDA_H0,882,0.5763751864433289
20260916,D,nonlinear,all,encoder,present/instantaneous_TDA_H1,881,0.6429556012153625
20260916,D,nonlinear,all,encoder,present/instantaneous_TDA_H1,882,0.9522443413734436
20260916,D,nonlinear,all,encoder,future/0.75ps/instantaneous_TDA_H1,881,0.6621900200843811
20260916,D,nonlinear,all,encoder,future/0.75ps/instantaneous_TDA_H1,882,0.9211514592170715
20260916,D,nonlinear,all,persistence,future/0.75ps/instantaneous_TDA_H1,881,0.1594187617301941
20260916,D,nonlinear,all,persistence,future/0.75ps/instantaneous_TDA_H1,882,0.08794260025024414
20260916,D,nonlinear,all,encoder,delta/0.75ps/instantaneous_TDA_H1,881,0.1768336296081543
20260916,D,nonlinear,all,encoder,delta/0.75ps/instantaneous_TDA_H1,882,0.11176826804876328
20260916,D,nonlinear,all,encoder,future/3ps/instantaneous_TDA_H1,881,0.5872382521629333
20260916,D,nonlinear,all,encoder,future/3ps/instantaneous_TDA_H1,882,0.7964161038398743
20260916,D,nonlinear,all,persistence,future/3ps/instantaneous_TDA_H1,881,0.17126072943210602
20260916,D,nonlinear,all,persistence,future/3ps/instantaneous_TDA_H1,882,0.10051829367876053
20260916,D,nonlinear,all,encoder,delta/3ps/instantaneous_TDA_H1,881,0.20098496973514557
20260916,D,nonlinear,all,encoder,delta/3ps/instantaneous_TDA_H1,882,0.1297372281551361
20260916,D,nonlinear,all,encoder,future/9ps/instantaneous_TDA_H1,881,0.6482520699501038
20260916,D,nonlinear,all,encoder,future/9ps/instantaneous_TDA_H1,882,1.1731573343276978
20260916,D,nonlinear,all,persistence,future/9ps/instantaneous_TDA_H1,881,0.14729534089565277
20260916,D,nonlinear,all,persistence,future/9ps/instantaneous_TDA_H1,882,0.13611531257629395
20260916,D,nonlinear,all,encoder,delta/9ps/instantaneous_TDA_H1,881,0.29255518317222595
20260916,D,nonlinear,all,encoder,delta/9ps/instantaneous_TDA_H1,882,0.27522382140159607
20260916,D,nonlinear,all,encoder,present/instantaneous_TDA_H2,881,0.9076150059700012
20260916,D,nonlinear,all,encoder,present/instantaneous_TDA_H2,882,0.8292942643165588
20260916,D,nonlinear,all,encoder,future/0.75ps/instantaneous_TDA_H2,881,0.9214398264884949
20260916,D,nonlinear,all,encoder,future/0.75ps/instantaneous_TDA_H2,882,0.79960697889328
20260916,D,nonlinear,all,persistence,future/0.75ps/instantaneous_TDA_H2,881,0.12053825706243515
20260916,D,nonlinear,all,persistence,future/0.75ps/instantaneous_TDA_H2,882,0.05035662278532982
20260916,D,nonlinear,all,encoder,delta/0.75ps/instantaneous_TDA_H2,881,0.15194420516490936
20260916,D,nonlinear,all,encoder,delta/0.75ps/instantaneous_TDA_H2,882,0.07449162751436234
20260916,D,nonlinear,all,encoder,future/3ps/instantaneous_TDA_H2,881,0.9748344421386719
20260916,D,nonlinear,all,encoder,future/3ps/instantaneous_TDA_H2,882,0.7198907732963562
20260916,D,nonlinear,all,persistence,future/3ps/instantaneous_TDA_H2,881,0.14798177778720856
20260916,D,nonlinear,all,persistence,future/3ps/instantaneous_TDA_H2,882,0.05676475539803505
20260916,D,nonlinear,all,encoder,delta/3ps/instantaneous_TDA_H2,881,0.19893495738506317
20260916,D,nonlinear,all,encoder,delta/3ps/instantaneous_TDA_H2,882,0.10447478294372559
20260916,D,nonlinear,all,encoder,future/9ps/instantaneous_TDA_H2,881,1.231791377067566
20260916,D,nonlinear,all,encoder,future/9ps/instantaneous_TDA_H2,882,0.8946958184242249
20260916,D,nonlinear,all,persistence,future/9ps/instantaneous_TDA_H2,881,0.17211471498012543
20260916,D,nonlinear,all,persistence,future/9ps/instantaneous_TDA_H2,882,0.11682013422250748
20260916,D,nonlinear,all,encoder,delta/9ps/instantaneous_TDA_H2,881,0.42319807410240173
20260916,D,nonlinear,all,encoder,delta/9ps/instantaneous_TDA_H2,882,0.3391094207763672
20260916,D,nonlinear,all,encoder,present/motion_even,881,0.8932015299797058
20260916,D,nonlinear,all,encoder,present/motion_even,882,0.9176656603813171
20260916,D,nonlinear,all,encoder,future/0.75ps/motion_even,881,0.8260567784309387
20260916,D,nonlinear,all,encoder,future/0.75ps/motion_even,882,1.1233915090560913
20260916,D,nonlinear,all,persistence,future/0.75ps/motion_even,881,1.4051648378372192
20260916,D,nonlinear,all,persistence,future/0.75ps/motion_even,882,1.9167351722717285
20260916,D,nonlinear,all,encoder,delta/0.75ps/motion_even,881,1.4020627737045288
20260916,D,nonlinear,all,encoder,delta/0.75ps/motion_even,882,1.8984369039535522
20260916,D,nonlinear,all,encoder,future/3ps/motion_even,881,0.8338322639465332
20260916,D,nonlinear,all,encoder,future/3ps/motion_even,882,1.8426762819290161
20260916,D,nonlinear,all,persistence,future/3ps/motion_even,881,1.4999632835388184
20260916,D,nonlinear,all,persistence,future/3ps/motion_even,882,2.8547604084014893
20260916,D,nonlinear,all,encoder,delta/3ps/motion_even,881,1.5327774286270142
20260916,D,nonlinear,all,encoder,delta/3ps/motion_even,882,2.903778314590454
20260916,D,nonlinear,all,encoder,future/9ps/motion_even,881,1.126329779624939
20260916,D,nonlinear,all,encoder,future/9ps/motion_even,882,1.5182751417160034
20260916,D,nonlinear,all,persistence,future/9ps/motion_even,881,1.4406310319900513
20260916,D,nonlinear,all,persistence,future/9ps/motion_even,882,2.107569456100464
20260916,D,nonlinear,all,encoder,delta/9ps/motion_even,881,1.2419631481170654
20260916,D,nonlinear,all,encoder,delta/9ps/motion_even,882,2.29077410697937
20260916,D,nonlinear,all,encoder,present/motion_odd,881,1.1937247514724731
20260916,D,nonlinear,all,encoder,present/motion_odd,882,0.44666996598243713
20260916,D,nonlinear,all,encoder,future/0.75ps/motion_odd,881,0.7602460384368896
20260916,D,nonlinear,all,encoder,future/0.75ps/motion_odd,882,0.6580100059509277
20260916,D,nonlinear,all,persistence,future/0.75ps/motion_odd,881,2.1141865253448486
20260916,D,nonlinear,all,persistence,future/0.75ps/motion_odd,882,0.9038411974906921
20260916,D,nonlinear,all,encoder,delta/0.75ps/motion_odd,881,2.1339550018310547
20260916,D,nonlinear,all,encoder,delta/0.75ps/motion_odd,882,0.932344913482666
20260916,D,nonlinear,all,encoder,future/3ps/motion_odd,881,1.4984959363937378
20260916,D,nonlinear,all,encoder,future/3ps/motion_odd,882,1.8456217050552368
20260916,D,nonlinear,all,persistence,future/3ps/motion_odd,881,3.1619842052459717
20260916,D,nonlinear,all,persistence,future/3ps/motion_odd,882,1.7639306783676147
20260916,D,nonlinear,all,encoder,delta/3ps/motion_odd,881,3.1531264781951904
20260916,D,nonlinear,all,encoder,delta/3ps/motion_odd,882,1.773449420928955
20260916,D,nonlinear,all,encoder,future/9ps/motion_odd,881,0.6677456498146057
20260916,D,nonlinear,all,encoder,future/9ps/motion_odd,882,1.480991005897522
20260916,D,nonlinear,all,persistence,future/9ps/motion_odd,881,2.053884983062744
20260916,D,nonlinear,all,persistence,future/9ps/motion_odd,882,2.1593921184539795
20260916,D,nonlinear,all,encoder,delta/9ps/motion_odd,881,2.163792610168457
20260916,D,nonlinear,all,encoder,delta/9ps/motion_odd,882,2.31835675239563
20260916,D,nonlinear,all,encoder,path/0.75ps/mean_std_qbar6,881,0.7569668889045715
20260916,D,nonlinear,all,encoder,path/0.75ps/mean_std_qbar6,882,0.17989568412303925
20260916,D,nonlinear,all,encoder,path/3ps/mean_std_qbar6,881,0.657289981842041
20260916,D,nonlinear,all,encoder,path/3ps/mean_std_qbar6,882,0.30837199091911316
20260916,D,nonlinear,all,encoder,path/9ps/mean_std_qbar6,881,0.4696106016635895
20260916,D,nonlinear,all,encoder,path/9ps/mean_std_qbar6,882,0.9799337387084961
20260916,D,nonlinear,low_order,encoder,present/bond_order,881,0.8278818726539612
20260916,D,nonlinear,low_order,encoder,future/0.75ps/bond_order,881,0.8119199872016907
20260916,D,nonlinear,low_order,persistence,future/0.75ps/bond_order,881,0.20173166692256927
20260916,D,nonlinear,low_order,encoder,delta/0.75ps/bond_order,881,0.2243214100599289
20260916,D,nonlinear,low_order,encoder,future/3ps/bond_order,881,0.7908571362495422
20260916,D,nonlinear,low_order,persistence,future/3ps/bond_order,881,0.27111712098121643
20260916,D,nonlinear,low_order,encoder,delta/3ps/bond_order,881,0.31359171867370605
20260916,D,nonlinear,low_order,encoder,future/9ps/bond_order,881,1.2576149702072144
20260916,D,nonlinear,low_order,persistence,future/9ps/bond_order,881,0.21584711968898773
20260916,D,nonlinear,low_order,encoder,delta/9ps/bond_order,881,0.5238859057426453
20260916,D,nonlinear,low_order,encoder,present/instantaneous_TDA_H0,881,0.8127236366271973
20260916,D,nonlinear,low_order,encoder,future/0.75ps/instantaneous_TDA_H0,881,0.8131823539733887
20260916,D,nonlinear,low_order,persistence,future/0.75ps/instantaneous_TDA_H0,881,0.18203304708003998
20260916,D,nonlinear,low_order,encoder,delta/0.75ps/instantaneous_TDA_H0,881,0.20803560316562653
20260916,D,nonlinear,low_order,encoder,future/3ps/instantaneous_TDA_H0,881,0.797953188419342
20260916,D,nonlinear,low_order,persistence,future/3ps/instantaneous_TDA_H0,881,0.3283909261226654
20260916,D,nonlinear,low_order,encoder,delta/3ps/instantaneous_TDA_H0,881,0.39250996708869934
20260916,D,nonlinear,low_order,encoder,future/9ps/instantaneous_TDA_H0,881,1.161920428276062
20260916,D,nonlinear,low_order,persistence,future/9ps/instantaneous_TDA_H0,881,0.25286993384361267
20260916,D,nonlinear,low_order,encoder,delta/9ps/instantaneous_TDA_H0,881,0.5258552432060242
20260916,D,nonlinear,low_order,encoder,present/instantaneous_TDA_H1,881,0.6429556012153625
20260916,D,nonlinear,low_order,encoder,future/0.75ps/instantaneous_TDA_H1,881,0.6621900200843811
20260916,D,nonlinear,low_order,persistence,future/0.75ps/instantaneous_TDA_H1,881,0.1594187617301941
20260916,D,nonlinear,low_order,encoder,delta/0.75ps/instantaneous_TDA_H1,881,0.1768336296081543
20260916,D,nonlinear,low_order,encoder,future/3ps/instantaneous_TDA_H1,881,0.5872382521629333
20260916,D,nonlinear,low_order,persistence,future/3ps/instantaneous_TDA_H1,881,0.17126072943210602
20260916,D,nonlinear,low_order,encoder,delta/3ps/instantaneous_TDA_H1,881,0.20098496973514557
20260916,D,nonlinear,low_order,encoder,future/9ps/instantaneous_TDA_H1,881,0.6482520699501038
20260916,D,nonlinear,low_order,persistence,future/9ps/instantaneous_TDA_H1,881,0.14729534089565277
20260916,D,nonlinear,low_order,encoder,delta/9ps/instantaneous_TDA_H1,881,0.29255518317222595
20260916,D,nonlinear,low_order,encoder,present/instantaneous_TDA_H2,881,0.9076150059700012
20260916,D,nonlinear,low_order,encoder,future/0.75ps/instantaneous_TDA_H2,881,0.9214398264884949
20260916,D,nonlinear,low_order,persistence,future/0.75ps/instantaneous_TDA_H2,881,0.12053825706243515
20260916,D,nonlinear,low_order,encoder,delta/0.75ps/instantaneous_TDA_H2,881,0.15194420516490936
20260916,D,nonlinear,low_order,encoder,future/3ps/instantaneous_TDA_H2,881,0.9748344421386719
20260916,D,nonlinear,low_order,persistence,future/3ps/instantaneous_TDA_H2,881,0.14798177778720856
20260916,D,nonlinear,low_order,encoder,delta/3ps/instantaneous_TDA_H2,881,0.19893495738506317
20260916,D,nonlinear,low_order,encoder,future/9ps/instantaneous_TDA_H2,881,1.231791377067566
20260916,D,nonlinear,low_order,persistence,future/9ps/instantaneous_TDA_H2,881,0.17211471498012543
20260916,D,nonlinear,low_order,encoder,delta/9ps/instantaneous_TDA_H2,881,0.42319807410240173
20260916,D,nonlinear,low_order,encoder,present/motion_even,881,0.8932015299797058
20260916,D,nonlinear,low_order,encoder,future/0.75ps/motion_even,881,0.8260567784309387
20260916,D,nonlinear,low_order,persistence,future/0.75ps/motion_even,881,1.4051648378372192
20260916,D,nonlinear,low_order,encoder,delta/0.75ps/motion_even,881,1.4020627737045288
20260916,D,nonlinear,low_order,encoder,future/3ps/motion_even,881,0.8338322639465332
20260916,D,nonlinear,low_order,persistence,future/3ps/motion_even,881,1.4999632835388184
20260916,D,nonlinear,low_order,encoder,delta/3ps/motion_even,881,1.5327774286270142
20260916,D,nonlinear,low_order,encoder,future/9ps/motion_even,881,1.126329779624939
20260916,D,nonlinear,low_order,persistence,future/9ps/motion_even,881,1.4406310319900513
20260916,D,nonlinear,low_order,encoder,delta/9ps/motion_even,881,1.2419631481170654
20260916,D,nonlinear,low_order,encoder,present/motion_odd,881,1.1937247514724731
20260916,D,nonlinear,low_order,encoder,future/0.75ps/motion_odd,881,0.7602460384368896
20260916,D,nonlinear,low_order,persistence,future/0.75ps/motion_odd,881,2.1141865253448486
20260916,D,nonlinear,low_order,encoder,delta/0.75ps/motion_odd,881,2.1339550018310547
20260916,D,nonlinear,low_order,encoder,future/3ps/motion_odd,881,1.4984959363937378
20260916,D,nonlinear,low_order,persistence,future/3ps/motion_odd,881,3.1619842052459717
20260916,D,nonlinear,low_order,encoder,delta/3ps/motion_odd,881,3.1531264781951904
20260916,D,nonlinear,low_order,encoder,future/9ps/motion_odd,881,0.6677456498146057
20260916,D,nonlinear,low_order,persistence,future/9ps/motion_odd,881,2.053884983062744
20260916,D,nonlinear,low_order,encoder,delta/9ps/motion_odd,881,2.163792610168457
20260916,D,nonlinear,low_order,encoder,path/0.75ps/mean_std_qbar6,881,0.7569668889045715
20260916,D,nonlinear,low_order,encoder,path/3ps/mean_std_qbar6,881,0.657289981842041
20260916,D,nonlinear,low_order,encoder,path/9ps/mean_std_qbar6,881,0.4696106016635895
20260916,D,nonlinear,at_risk,encoder,hazard/nll,881,1.9060546159744263
20260916,D,nonlinear,at_risk,encoder,hazard/bin0/brier,881,0.27165088057518005
20260916,D,nonlinear,at_risk,encoder,hazard/bin1/brier,881,0.5776784420013428
20260916,D,nonlinear,at_risk,encoder,hazard/bin2/brier,881,0.779448390007019
20260916,D,nonlinear,all,encoder,temporal/0.75ps/normalized_rms_jump,881,0.7846221503205715
20260916,D,nonlinear,all,encoder,temporal/0.75ps/increment_rms,881,0.20680592954158783
20260916,D,nonlinear,all,encoder,temporal/0.75ps/increment_p95,881,0.34073100313544263
20260916,D,nonlinear,all,encoder,temporal/0.75ps/covariance_trace,881,0.034735605120658875
20260916,D,nonlinear,low_order,encoder,temporal/0.75ps/normalized_rms_jump,881,0.7846221503205715
20260916,D,nonlinear,low_order,encoder,temporal/0.75ps/increment_rms,881,0.20680592954158783
20260916,D,nonlinear,low_order,encoder,temporal/0.75ps/increment_p95,881,0.34073100313544263
20260916,D,nonlinear,low_order,encoder,temporal/0.75ps/covariance_trace,881,0.034735605120658875
20260916,D,nonlinear,all,encoder,temporal/0.75ps/normalized_rms_jump,882,0.9228313245915075
20260916,D,nonlinear,all,encoder,temporal/0.75ps/increment_rms,882,0.2577248513698578
20260916,D,nonlinear,all,encoder,temporal/0.75ps/increment_p95,882,0.38693775385618207
20260916,D,nonlinear,all,encoder,temporal/0.75ps/covariance_trace,882,0.03899760916829109
20260916,D,nonlinear,all,encoder,present/block_mean,881,0.8796837329864502
20260916,D,nonlinear,all,encoder,present/block_mean,882,0.921473557750384
20260916,D,nonlinear,all,encoder,future/0.75ps/block_mean,881,0.7991725007692972
20260916,D,nonlinear,all,encoder,future/0.75ps/block_mean,882,0.9871172110239664
20260916,D,nonlinear,all,persistence,future/0.75ps/block_mean,881,0.6971788493295511
20260916,D,nonlinear,all,persistence,future/0.75ps/block_mean,882,0.5447874224434296
20260916,D,nonlinear,all,encoder,delta/0.75ps/block_mean,881,0.7161921039223671
20260916,D,nonlinear,all,encoder,delta/0.75ps/block_mean,882,0.5622616310914358
20260916,D,nonlinear,all,encoder,future/3ps/block_mean,881,0.9138685365517935
20260916,D,nonlinear,all,encoder,future/3ps/block_mean,882,1.223251760005951
20260916,D,nonlinear,all,persistence,future/3ps/block_mean,881,0.9301163405179977
20260916,D,nonlinear,all,persistence,future/3ps/block_mean,882,0.8422287534922361
20260916,D,nonlinear,all,encoder,delta/3ps/block_mean,881,0.9653209199508032
20260916,D,nonlinear,all,encoder,delta/3ps/block_mean,882,0.8799860812723637
20260916,D,nonlinear,all,encoder,future/9ps/block_mean,881,1.015609045823415
20260916,D,nonlinear,all,encoder,future/9ps/block_mean,882,1.1908539136250813
20260916,D,nonlinear,all,persistence,future/9ps/block_mean,881,0.7137738540768623
20260916,D,nonlinear,all,persistence,future/9ps/block_mean,882,0.8267762524386247
20260916,D,nonlinear,all,encoder,delta/9ps/block_mean,881,0.8618750274181366
20260916,D,nonlinear,all,encoder,delta/9ps/block_mean,882,1.0207923551400502
20260916,D,nonlinear,low_order,encoder,present/block_mean,881,0.8796837329864502
20260916,D,nonlinear,low_order,encoder,future/0.75ps/block_mean,881,0.7991725007692972
20260916,D,nonlinear,low_order,persistence,future/0.75ps/block_mean,881,0.6971788493295511
20260916,D,nonlinear,low_order,encoder,delta/0.75ps/block_mean,881,0.7161921039223671
20260916,D,nonlinear,low_order,encoder,future/3ps/block_mean,881,0.9138685365517935
20260916,D,nonlinear,low_order,persistence,future/3ps/block_mean,881,0.9301163405179977
20260916,D,nonlinear,low_order,encoder,delta/3ps/block_mean,881,0.9653209199508032
20260916,D,nonlinear,low_order,encoder,future/9ps/block_mean,881,1.015609045823415
20260916,D,nonlinear,low_order,persistence,future/9ps/block_mean,881,0.7137738540768623
20260916,D,nonlinear,low_order,encoder,delta/9ps/block_mean,881,0.8618750274181366
20260916,D,state_constant,all,encoder,present/bond_order,881,0.8677813410758972
20260916,D,state_constant,all,encoder,present/bond_order,882,1.203956961631775
20260916,D,state_constant,all,encoder,future/0.75ps/bond_order,881,0.8398234844207764
20260916,D,state_constant,all,encoder,future/0.75ps/bond_order,882,1.06560218334198
20260916,D,state_constant,all,persistence,future/0.75ps/bond_order,881,0.20173166692256927
20260916,D,state_constant,all,persistence,future/0.75ps/bond_order,882,0.12136351317167282
20260916,D,state_constant,all,encoder,delta/0.75ps/bond_order,881,0.23274362087249756
20260916,D,state_constant,all,encoder,delta/0.75ps/bond_order,882,0.155236154794693
20260916,D,state_constant,all,encoder,future/3ps/bond_order,881,0.7449072003364563
20260916,D,state_constant,all,encoder,future/3ps/bond_order,882,1.0840842723846436
20260916,D,state_constant,all,persistence,future/3ps/bond_order,881,0.27111712098121643
20260916,D,state_constant,all,persistence,future/3ps/bond_order,882,0.08536650985479355
20260916,D,state_constant,all,encoder,delta/3ps/bond_order,881,0.3010917901992798
20260916,D,state_constant,all,encoder,delta/3ps/bond_order,882,0.12441330403089523
20260916,D,state_constant,all,encoder,future/9ps/bond_order,881,0.8011955618858337
20260916,D,state_constant,all,encoder,future/9ps/bond_order,882,1.2088695764541626
20260916,D,state_constant,all,persistence,future/9ps/bond_order,881,0.21584711968898773
20260916,D,state_constant,all,persistence,future/9ps/bond_order,882,0.09867444634437561
20260916,D,state_constant,all,encoder,delta/9ps/bond_order,881,0.362917423248291
20260916,D,state_constant,all,encoder,delta/9ps/bond_order,882,0.19223810732364655
