step,examples_seen,elapsed_seconds,score,present_mse,future_mse,present_blocks.radial,present_blocks.pair,present_blocks.angular,present_blocks.speed,present_blocks.radial_velocity,present_blocks.moments,future_by_horizon.0.75,future_by_horizon.3.0,future_by_horizon.9.0,future_by_horizon.24.0,future_by_horizon.48.0,future_by_horizon.96.0,future_blocks.radial,future_blocks.pair,future_blocks.angular,future_blocks.speed,future_blocks.radial_velocity,future_blocks.moments,validation_seconds,input_wait_seconds,windows
1,8,12.325478453654796,2.225106545165181,0.9695251833647489,1.2555813618004321,0.8503177546740821,0.9208785760216414,1.029577440706392,1.0748529786244034,1.0507954598947737,1.0585829032119363,1.281269047688693,1.2838896385083596,1.2745118282735346,1.20877267960459,1.1797810969874263,1.305263894361754,1.1706023602435986,1.2237877445295453,1.2493133560443916,1.3460343780927362,1.2897631785211465,1.3707597749928633,10.470144696068019,0.3579171821475029,960
256,2048,64.87556194001809,1.5912402730745574,0.7097389422046642,0.8815013308698932,0.7323855229342977,0.8459551190879817,0.9559537606313825,0.30776698810902114,0.5290787739058336,0.7284307125179719,0.8928156980002919,0.8961042241503795,0.868448217663293,0.8650951498188078,0.8758689214475452,0.8906757663159321,0.7446933801906803,0.8000950209020327,0.9241365791298449,0.9995865152527887,1.0159523009633025,1.0227584243752061,3.2041962589137256,0.0005310671404004097,960
512,4096,118.68704584473744,1.5113664036616683,0.6616954270750284,0.8496709765866399,0.6560211178769046,0.8194500426451364,0.9191149454486247,0.23669954197636495,0.5129975167956824,0.6738090814789757,0.8607823848258703,0.8567950796025495,0.8353976741122704,0.8336969541230549,0.8499942664212237,0.8613595010402302,0.7126486436308672,0.7558447225484997,0.8675530989499142,0.9851572612455736,1.0019317363078395,1.0057389898536107,3.2185034276917577,0.0005376487970352173,960
768,6144,172.47657187841833,1.4699973402234416,0.6415010473690927,0.8284962928543489,0.6264752462273464,0.7884003852028398,0.8616771136449339,0.2495951473834187,0.517257764628933,0.6737270965202091,0.8368593828131755,0.8351713453264284,0.813319315512975,0.8126629530296972,0.8294072359024237,0.8435575348325074,0.6904924130067229,0.7232418773074945,0.8255442641520252,0.9799906216096133,0.9973081983625889,0.9976586885439853,3.2272217790596187,0.0006259121000766754,960
1024,8192,225.72278245072812,1.4029074471288672,0.5985956862103194,0.8043117609185477,0.6012420961555714,0.7213989557193903,0.7728863725749155,0.20600713415236294,0.4989078105970597,0.6656820611484969,0.8114570813641573,0.8054257282521576,0.787916906721269,0.7883855154893051,0.8086529500316829,0.8240323749370873,0.665048361585165,0.6869468877712887,0.7784781111093859,0.9738871300593019,0.9922710295766591,0.9858673065590362,3.225247735157609,0.0005372427403926849,960
1280,10240,279.85024343943223,1.3652733450988306,0.5719418605401491,0.7933314845586816,0.5722119337219435,0.6750003537473579,0.7252955814707094,0.20174778657480297,0.4972007400356233,0.6568661970920706,0.7984031827577079,0.7913413103049,0.7772493014422557,0.7786011178667347,0.7974063695563625,0.8169876141939313,0.6540224889914195,0.6704864182897533,0.7589065773334974,0.9696615520088623,0.9905558613439401,0.9785100543871522,3.238284124992788,0.0005519329570233822,960
1536,12288,332.25534267164767,1.3338728658466912,0.5442107479320839,0.7896621179146072,0.5141824539129932,0.6476964686725599,0.7069904607604257,0.199189942831678,0.5044581611951192,0.6192895795451476,0.790419039145733,0.7892321561773618,0.7735182696022094,0.7746046599776795,0.7940073868492619,0.8161912095732986,0.6478012958075852,0.6652700064703823,0.7510332615425188,0.9711187512303392,0.9914677773912748,0.9775345637152593,3.2463282765820622,0.0005818074569106102,960
1792,14336,384.05898522073403,1.3162946263250586,0.5331126177916303,0.7831820085334281,0.5068569690648776,0.630570170415255,0.6990540148341097,0.18523342692157407,0.4991652089675578,0.6065940137952566,0.782260531373322,0.780045877257362,0.7677088842572023,0.7665514918665091,0.791034846745121,0.8114904150987665,0.6423801493365318,0.6559221642635142,0.7392984868027269,0.9671675535074125,0.9898438591199616,0.972541534776489,3.2333646952174604,0.0005238628946244717,960
2048,16384,434.96868757531047,1.3070624063024296,0.5268683952512219,0.7801940110512078,0.4923653379975197,0.6267740835474493,0.6794554983886579,0.1887020321257296,0.49717483057562883,0.6113359663286247,0.7788689035456626,0.7765571458265186,0.7637205091615519,0.7635189213945219,0.7891384034883231,0.8093601970622937,0.6387643368449063,0.6531594995874911,0.736497423890978,0.9648691490447769,0.9869601600803435,0.9693777030644317,3.230761983897537,0.000538624357432127,960
