step,examples_seen,elapsed_seconds,score,present_mse,future_mse,present_blocks.radial,present_blocks.pair,present_blocks.angular,present_blocks.speed,present_blocks.radial_velocity,present_blocks.moments,future_by_horizon.0.75,future_by_horizon.3.0,future_by_horizon.9.0,future_by_horizon.24.0,future_by_horizon.48.0,future_by_horizon.96.0,future_blocks.radial,future_blocks.pair,future_blocks.angular,future_blocks.speed,future_blocks.radial_velocity,future_blocks.moments,validation_seconds,input_wait_seconds,windows
1,8,7.360425524879247,2.2355387303978205,0.9444615337997675,1.291077196598053,0.7527392329648137,0.9468639502301812,1.002967208623886,1.2408271036110818,0.9309510136954486,0.981740559451282,1.1835874691605568,1.3424150627106428,1.3505456298589706,1.2784680537879467,1.1978421937674284,1.3936048168689013,1.2157528158277273,1.2281047999858856,1.3234847355633974,1.377063274383545,1.317458312958479,1.4228960573673248,1.9020759342238307,0.46263272734358907,32
25,200,8.980381470639259,2.0323285963386297,0.8621016424149275,1.1702269539237022,0.7101236954331398,0.8900577370077372,0.9663572339341044,1.049516715167556,0.8026450434699655,0.877931313123554,1.0342651326209307,1.2149675898253918,1.2086477112025023,1.1773607525974512,1.1071010511368513,1.2790194898843765,1.0779164880514145,1.0932026505470276,1.2353735258802772,1.2816266100853682,1.2383105531334877,1.2642666436731815,0.09331489773467183,1.2960284948348999e-05,32
50,400,10.650293635670096,2.0436676098033786,0.7439766330644488,1.2996909767389297,0.7103926879353821,0.8848297223448753,0.9357389155775309,0.6085956834431272,0.5495204012840986,0.6675131875090301,1.173793237656355,1.3222999218851328,1.3519670590758324,1.305219842121005,1.2292769011110067,1.4155888855457306,1.2079012505710125,1.2422944158315659,1.3740706201642752,1.4110119380056858,1.3260728474706411,1.385980974882841,0.08936098916456103,1.3520009815692902e-05,32
75,600,12.32970842672512,2.0345742744393647,0.6998930894769728,1.3346811849623919,0.6981938579119742,0.8670304804109037,0.9147562105208635,0.43605065951123834,0.4979165990371257,0.6199726730119437,1.2096364358440042,1.3786691632121801,1.3984423875808716,1.3248511236160994,1.2645102441310883,1.4319776892662048,1.2321063037961721,1.2835738901048899,1.4084863010793924,1.4644754007458687,1.3632119614630938,1.4099153149873018,0.08901860937476158,1.3189390301704407e-05,32
100,800,14.001223833765835,1.9911314267665148,0.6791353095322847,1.31199611723423,0.687663262244314,0.8516833633184433,0.9036777107976377,0.3762726982822642,0.47708453284576535,0.5973542246501893,1.1847454402595758,1.349234038963914,1.3650986962020397,1.3172353412956,1.2466731015592813,1.4089900013059378,1.2036522440612316,1.2699282355606556,1.395661799237132,1.4158761780709028,1.3552428968250751,1.3820270542055368,0.08921161713078618,1.2779142707586288e-05,32
125,1000,15.680683470796794,1.9896431895904243,0.6635457179509103,1.326097471639514,0.6758142281323671,0.8453311054036021,0.8921459950506687,0.3230323630850762,0.4601533270906657,0.5907433489337564,1.1905664736405015,1.3527515921741724,1.3855790589004755,1.3395338505506516,1.2675820551812649,1.4205719381570816,1.2154268231242895,1.294391930103302,1.4094952400773764,1.4137198626995087,1.3624972570687532,1.4034300446510315,0.08890133397653699,1.4710705727338791e-05,32
150,1200,17.360498948954046,1.9787408001720905,0.6444737203419209,1.3342670798301697,0.6532401563599706,0.8228372989688069,0.8681563497520983,0.29939669353188947,0.45668337820097804,0.5793985219206661,1.197452456690371,1.362536247819662,1.374434720724821,1.3660194594413042,1.2781200651079416,1.427039410918951,1.2290908712893724,1.2991715390235186,1.4221707582473755,1.4096344020217657,1.378056962043047,1.4077495634555817,0.08906909497454762,1.4120712876319885e-05,32
175,1400,19.045959156937897,1.9961399333551526,0.6194074107334018,1.3767325226217508,0.605115532875061,0.7901471494697034,0.8200382953509688,0.30813891463913023,0.4641865650191903,0.5723701529204845,1.2345816288143396,1.3858328983187675,1.4163015466183424,1.4313876926898956,1.3281154464930296,1.4641759749501944,1.265265814960003,1.344772832468152,1.4502887781709433,1.4566538371145725,1.4383007511496544,1.4485396035015583,0.0890415427275002,1.308973878622055e-05,32
200,1600,20.724322288762778,2.039520905353129,0.6413582330569625,1.3981626722961664,0.5792316193692386,0.8094588685780764,0.8595375898294151,0.3804494256619364,0.5041568498127162,0.609341093339026,1.2619789680466056,1.4288000501692295,1.4040918834507465,1.4528382010757923,1.386090012267232,1.4551768992096186,1.2746532037854195,1.377866292372346,1.470047289505601,1.5035858508199453,1.4507415685802698,1.4558876492083073,0.08936670795083046,1.2638047337532043e-05,32
225,1800,22.412388454657048,1.973182687535882,0.5493583995848894,1.4238242879509926,0.4988821279257536,0.7247601514682174,0.7392317203339189,0.24721263721585274,0.436115893535316,0.5250223644543439,1.277150247246027,1.433167889714241,1.4466555695980787,1.490275451913476,1.3875167947262526,1.5081798825412989,1.303177796304226,1.398206029087305,1.5197392590343952,1.495992161333561,1.4809533823281527,1.4911419097334146,0.08887170907109976,1.3169832527637482e-05,32
250,2000,24.098901562858373,2.0063341483473778,0.5323193352669477,1.47401481308043,0.47895533102564514,0.7077810694463551,0.7194734900258482,0.23496075603179634,0.42288527195341885,0.5077623324468732,1.3261643210425973,1.4903297312557697,1.4948116075247526,1.548708327114582,1.4444179944694042,1.5396568607538939,1.3568812366575003,1.4421259723603725,1.5637136045843363,1.5516431480646133,1.5294412057846785,1.5493060573935509,0.0895813088864088,1.2628734111785889e-05,32
275,2200,25.793314546812326,1.9837845352012664,0.5270998582709581,1.4566846769303083,0.48672993713989854,0.7057016142643988,0.7155515439808369,0.19867117027752101,0.4138076868839562,0.5039053419604897,1.3219483755528927,1.467311030253768,1.4741200488060713,1.516589479520917,1.4447636511176825,1.515375455841422,1.3274776265025139,1.4458047095686197,1.5456950068473816,1.5264482740312815,1.5160124655812979,1.518756965175271,0.08926489716395736,1.264689490199089e-05,32
300,2400,27.48479051887989,1.9521943996660411,0.5152483205311,1.436946079134941,0.470879495376721,0.6919810811523348,0.6948827928863466,0.19810133820283227,0.4084445023909211,0.49483674485236406,1.3011584114283323,1.4539166372269392,1.4588070660829544,1.4988698195666075,1.4127674251794815,1.4961569290608168,1.3071002941578627,1.424920566380024,1.527892004698515,1.4913619216531515,1.494158547371626,1.5181141830980778,0.0890783378854394,1.2819189578294754e-05,32
325,2600,29.153988437727094,1.9744671019725502,0.5187849509529769,1.4556821510195732,0.4692559374962002,0.6946981244254857,0.7005947802681476,0.2260531960055232,0.4106055637821555,0.4851178254466504,1.3256515646353364,1.4725970458239317,1.4721561949700117,1.5219252780079842,1.4374261070042849,1.5043367929756641,1.3289562836289406,1.4469831474125385,1.5548410452902317,1.5059868413954973,1.5053505823016167,1.5273999404162169,0.08890948677435517,1.3169832527637482e-05,32
350,2800,30.834665461909026,1.9597137495875359,0.48230488039553165,1.4774088691920042,0.432594136800617,0.6527711278758943,0.640594178577885,0.18672018888173625,0.39149578590877354,0.46889836620539427,1.3363735573366284,1.4975225627422333,1.4973636120557785,1.546395305544138,1.4525798708200455,1.5342183019965887,1.34040773101151,1.4698804412037134,1.5653890185058117,1.547678280621767,1.538695752620697,1.546931590884924,0.08899676613509655,1.2208241969347e-05,32
375,3000,32.51919911755249,1.9753297395072877,0.46729192649945617,1.5080378130078316,0.41988015826791525,0.6309894423466176,0.6126471466850489,0.18236585753038526,0.3825316575821489,0.45905156433582306,1.3631182070821524,1.5307395122945309,1.5291685424745083,1.5855043083429337,1.4775171037763357,1.5621792171150446,1.3691168036311865,1.4990839753299952,1.6018654331564903,1.5741549003869295,1.5765834134072065,1.5752971917390823,0.08905334072187543,1.3330020010471344e-05,32
400,3200,34.210382997989655,1.9691466195508838,0.45148902479559183,1.517657594755292,0.3930984288454056,0.6128934335429221,0.5867249113507569,0.18569525703787804,0.3805694885086268,0.4469388569705188,1.3723114263266325,1.5424464866518974,1.53892707452178,1.5834620501846075,1.502065997570753,1.5667325407266617,1.377614688128233,1.5144890565425158,1.6181942857801914,1.5866377875208855,1.5724622253328562,1.5797589495778084,0.08911988325417042,1.3650860637426376e-05,32
425,3400,35.90131065482274,1.9678429090417922,0.44170801201835275,1.5261348970234394,0.383905271301046,0.6007606147322804,0.5823940625414252,0.1866168346023187,0.36656712158583105,0.4287544016260654,1.3943086434155703,1.5504327546805143,1.5483087617903948,1.5958446767181158,1.5079000983387232,1.5600144620984793,1.400644239038229,1.5243941079825163,1.6392315700650215,1.5637099649757147,1.577552067115903,1.5785089451819658,0.0892230561003089,1.245969906449318e-05,32
450,3600,37.591834149789065,1.9548905636183918,0.41677434323355556,1.5381162203848362,0.35597229516133666,0.5582100381143391,0.5411193543113768,0.19744924519909546,0.3546190995257348,0.41264231805689633,1.4004005938768387,1.5714262556284666,1.5526119004935026,1.6007718201726675,1.520004315301776,1.583482375368476,1.4027600437402725,1.5339091774076223,1.6443538665771484,1.6006930656731129,1.5896275900304317,1.5969167165458202,0.08946631895378232,1.308973878622055e-05,32
475,3800,39.28422822477296,1.9288444998674095,0.39580682991072536,1.5330376699566841,0.33165454817935824,0.5329613704234362,0.5168744770344347,0.17736564384540543,0.348006684682332,0.3949760340619832,1.3865533657371998,1.5703033562749624,1.5577724110335112,1.596161812543869,1.509708657860756,1.5777262840420008,1.4070035517215729,1.5243872050195932,1.6486009377986193,1.5828573163598776,1.5793609209358692,1.5907005853950977,0.08941988134756684,1.4381017535924911e-05,32
