horizon_ps,known_examples,events,threshold,average_precision,auroc,brier,mean_risk,observed_frequency,precision,recall,false_alarm_rate,detected_events,missed_events,interval_timing_mae_ps,timed_within_first_bin_recall
0.75,459,7,0.01623799465596676,0.051003633178142285,0.549495185064984,0.03692801078576631,0.015410930621758098,0.03786044464010565,0.0,0.0,0.04257225653931214,0,7,,0.0
3.0,459,15,0.03347066044807434,0.09356120633856581,0.501033664616271,0.08288856827706644,0.031787934877101125,0.08742387555946876,0.0,0.0,0.03972529313232831,0,15,,0.0
9.0,314,22,0.06477698683738708,0.11651055739235353,0.5057804828466134,0.1035239137050221,0.06261260033306261,0.1138418079096045,0.0,0.0,0.08219105302305812,0,22,,0.0
