source_id,population,method,metric,value,samples
860,all,encoder,present/bond_order,1.0776301622390747,12
861,all,encoder,present/bond_order,1.1566885709762573,12
862,all,encoder,present/bond_order,0.9163792133331299,12
863,all,encoder,present/bond_order,0.9747313857078552,12
864,all,encoder,present/bond_order,1.125510811805725,12
865,all,encoder,present/bond_order,1.2593297958374023,12
866,all,encoder,present/bond_order,1.2285661697387695,12
867,all,encoder,present/bond_order,1.1186537742614746,12
868,all,encoder,present/bond_order,1.1635303497314453,12
869,all,encoder,present/bond_order,1.0446393489837646,12
870,all,encoder,present/bond_order,1.1635503768920898,12
871,all,encoder,present/bond_order,1.1360059976577759,12
872,all,encoder,present/bond_order,0.7940494418144226,12
873,all,encoder,present/bond_order,0.5733861327171326,12
874,all,encoder,present/bond_order,1.1673697233200073,12
884,all,encoder,present/bond_order,1.0667012929916382,12
885,all,encoder,present/bond_order,0.8437780737876892,12
886,all,encoder,present/bond_order,1.0710376501083374,12
887,all,encoder,present/bond_order,1.0001407861709595,12
888,all,encoder,present/bond_order,1.0182361602783203,12
889,all,encoder,present/bond_order,1.1590083837509155,12
890,all,encoder,present/bond_order,0.9999387860298157,12
891,all,encoder,present/bond_order,0.942068338394165,12
892,all,encoder,present/bond_order,0.8872388005256653,12
893,all,encoder,present/bond_order,0.8582891821861267,12
894,all,encoder,present/bond_order,1.2555793523788452,12
895,all,encoder,present/bond_order,0.9690699577331543,12
896,all,encoder,present/bond_order,0.9083971381187439,12
897,all,encoder,present/bond_order,1.0129152536392212,12
898,all,encoder,present/bond_order,0.9205344319343567,12
899,all,encoder,present/bond_order,0.866339385509491,12
900,all,encoder,present/bond_order,1.0261427164077759,12
901,all,encoder,present/bond_order,1.076540470123291,12
914,all,encoder,present/bond_order,0.8290910720825195,12
915,all,encoder,present/bond_order,1.382053256034851,12
916,all,encoder,present/bond_order,0.8790082931518555,12
917,all,encoder,present/bond_order,1.1051849126815796,12
918,all,encoder,present/bond_order,1.0256062746047974,12
919,all,encoder,present/bond_order,1.303592562675476,12
920,all,encoder,present/bond_order,1.0173698663711548,12
921,all,encoder,present/bond_order,1.06316077709198,12
922,all,encoder,present/bond_order,1.288240671157837,12
923,all,encoder,present/bond_order,1.0211960077285767,12
924,all,encoder,present/bond_order,1.2492939233779907,12
925,all,encoder,present/bond_order,1.072641134262085,12
926,all,encoder,present/bond_order,0.9821224212646484,12
927,all,encoder,present/bond_order,0.9654808044433594,12
928,all,encoder,present/bond_order,0.5070810317993164,12
929,all,encoder,present/bond_order,1.1609002351760864,12
930,all,encoder,present/bond_order,0.9725787043571472,12
931,all,encoder,present/bond_order,0.8776564002037048,12
944,all,encoder,present/bond_order,0.9996018409729004,12
945,all,encoder,present/bond_order,1.2704631090164185,12
946,all,encoder,present/bond_order,1.0216633081436157,12
947,all,encoder,present/bond_order,1.2066268920898438,12
948,all,encoder,present/bond_order,1.3603867292404175,12
949,all,encoder,present/bond_order,1.1765965223312378,12
950,all,encoder,present/bond_order,1.0298709869384766,12
951,all,encoder,present/bond_order,1.2313215732574463,12
952,all,encoder,present/bond_order,0.6539044380187988,12
953,all,encoder,present/bond_order,1.1414028406143188,12
954,all,encoder,present/bond_order,1.0601590871810913,12
955,all,encoder,present/bond_order,0.8860904574394226,12
956,all,encoder,present/bond_order,1.1427515745162964,12
957,all,encoder,present/bond_order,1.1390414237976074,12
958,all,encoder,present/bond_order,1.29322350025177,12
959,all,encoder,present/bond_order,1.0230032205581665,12
960,all,encoder,present/bond_order,0.9541299939155579,12
961,all,encoder,present/bond_order,0.8982820510864258,12
974,all,encoder,present/bond_order,0.9216465950012207,12
975,all,encoder,present/bond_order,0.8671669363975525,12
976,all,encoder,present/bond_order,0.8268241882324219,12
977,all,encoder,present/bond_order,0.8131358027458191,12
978,all,encoder,present/bond_order,1.1261299848556519,12
979,all,encoder,present/bond_order,1.204666256904602,12
980,all,encoder,present/bond_order,0.6297083497047424,12
981,all,encoder,present/bond_order,0.9079739451408386,12
982,all,encoder,present/bond_order,0.6771238446235657,12
983,all,encoder,present/bond_order,0.8660209774971008,12
984,all,encoder,present/bond_order,0.985575258731842,12
985,all,encoder,present/bond_order,0.6383739113807678,12
986,all,encoder,present/bond_order,0.5162175297737122,12
987,all,encoder,present/bond_order,0.7760031819343567,12
988,all,encoder,present/bond_order,1.0409212112426758,12
989,all,encoder,present/bond_order,0.5445095896720886,12
990,all,encoder,present/bond_order,0.7205356955528259,12
991,all,encoder,present/bond_order,0.8171942234039307,12
1004,all,encoder,present/bond_order,0.9462395310401917,12
1005,all,encoder,present/bond_order,1.133586049079895,12
1006,all,encoder,present/bond_order,0.8830756545066833,12
860,all,encoder,future/0.75ps/bond_order,1.5210684537887573,12
861,all,encoder,future/0.75ps/bond_order,0.8003430366516113,12
862,all,encoder,future/0.75ps/bond_order,1.2255338430404663,12
863,all,encoder,future/0.75ps/bond_order,1.33025062084198,12
864,all,encoder,future/0.75ps/bond_order,0.7999293208122253,12
865,all,encoder,future/0.75ps/bond_order,0.885460376739502,12
866,all,encoder,future/0.75ps/bond_order,0.8223259449005127,12
867,all,encoder,future/0.75ps/bond_order,0.80898118019104,12
868,all,encoder,future/0.75ps/bond_order,1.125848412513733,12
869,all,encoder,future/0.75ps/bond_order,0.7443650364875793,12
870,all,encoder,future/0.75ps/bond_order,0.8956415057182312,12
871,all,encoder,future/0.75ps/bond_order,0.8601908683776855,12
872,all,encoder,future/0.75ps/bond_order,0.7473056316375732,12
873,all,encoder,future/0.75ps/bond_order,0.6638098955154419,12
874,all,encoder,future/0.75ps/bond_order,0.9306399822235107,12
884,all,encoder,future/0.75ps/bond_order,0.7829254269599915,12
885,all,encoder,future/0.75ps/bond_order,0.5909283757209778,12
886,all,encoder,future/0.75ps/bond_order,1.3970779180526733,12
887,all,encoder,future/0.75ps/bond_order,0.7518032193183899,12
888,all,encoder,future/0.75ps/bond_order,0.7036941051483154,12
889,all,encoder,future/0.75ps/bond_order,0.8653391003608704,12
890,all,encoder,future/0.75ps/bond_order,0.8012725710868835,12
891,all,encoder,future/0.75ps/bond_order,0.6710259914398193,12
892,all,encoder,future/0.75ps/bond_order,0.5966284871101379,12
893,all,encoder,future/0.75ps/bond_order,0.6058964729309082,12
894,all,encoder,future/0.75ps/bond_order,1.2376784086227417,12
895,all,encoder,future/0.75ps/bond_order,0.6577557921409607,12
896,all,encoder,future/0.75ps/bond_order,0.6745986938476562,12
897,all,encoder,future/0.75ps/bond_order,0.7457201480865479,12
898,all,encoder,future/0.75ps/bond_order,0.6815385818481445,12
899,all,encoder,future/0.75ps/bond_order,0.704007625579834,12
900,all,encoder,future/0.75ps/bond_order,0.7311531901359558,12
901,all,encoder,future/0.75ps/bond_order,0.9153096675872803,12
914,all,encoder,future/0.75ps/bond_order,0.7438905239105225,12
915,all,encoder,future/0.75ps/bond_order,1.3435405492782593,12
916,all,encoder,future/0.75ps/bond_order,1.1473289728164673,12
917,all,encoder,future/0.75ps/bond_order,1.596059799194336,12
918,all,encoder,future/0.75ps/bond_order,1.0365259647369385,12
919,all,encoder,future/0.75ps/bond_order,1.5641213655471802,12
920,all,encoder,future/0.75ps/bond_order,1.289082646369934,12
921,all,encoder,future/0.75ps/bond_order,1.503212332725525,12
922,all,encoder,future/0.75ps/bond_order,1.6176494359970093,12
