model,nominal_lead_ps,actual_lead_min_ps,actual_lead_max_ps,events,sources,matched_ap,matched_ap_lower95,matched_ap_upper95,restricted_timing_mae_ps,restricted_timing_mae_ps_lower95,restricted_timing_mae_ps_upper95,conditional_timing_mae_ps,conditional_timing_mae_ps_lower95,conditional_timing_mae_ps_upper95,case_probability,case_probability_lower95,case_probability_upper95,control_probability,control_probability_lower95,control_probability_upper95,event_mass_96ps,event_mass_96ps_lower95,event_mass_96ps_upper95
gatr-ar_mse,9.0,9.0,11.25,287,27,0.7846835400434797,0.7509272718430836,0.8235840701804279,21.15620140522901,18.69943132779766,24.346289194140788,11.838613685790703,10.286563497570475,13.649806523963806,0.32754539284037065,0.2957995024326022,0.3561425873769536,0.10961705681710854,0.08554119881869594,0.1329349645625937,0.8602801094337508,0.8341636128503094,0.8800461491323835
gatr-ar_mse,12.0,12.0,14.25,287,27,0.7518741417565559,0.7136736637347735,0.7991566414335387,20.452324148631725,17.568405954501067,23.93439690985957,11.523664137909886,9.75689641859301,13.54085526885426,0.36095612468093224,0.3194031220577244,0.398229603475093,0.14229902392720686,0.11346196709137624,0.16907369180565465,0.8554029355968467,0.8257604982210784,0.8792939224493869
gatr-ar_mse,18.0,18.0,20.25,287,27,0.7004527759466022,0.66375818587627,0.7520325763553708,20.961133755847307,18.201478908421226,24.1370430929621,11.872463448620508,10.172365649018552,13.752192845276458,0.39452810836834684,0.3542038413842864,0.4323133678961852,0.17484091443408048,0.14453726936909642,0.20749936168125876,0.820581632643262,0.7902172103821905,0.8469137389088657
gatr-ar_mse,24.0,24.0,26.25,287,27,0.6696958140475512,0.6285380663343205,0.724484906806072,26.437239608823823,23.097386550846206,29.83252834294387,15.601019826521672,13.56162438496338,17.64677750679363,0.3561337674088263,0.31569994044375416,0.39832847074424327,0.17475026427584178,0.1398503974549816,0.21083719575781784,0.7274115220101842,0.6874720174341987,0.7648908019694202
gatr-ar_mse,36.0,36.0,38.25,287,27,0.5615264481047164,0.5210442501989389,0.6168804668321526,32.74486365306085,29.30435625334002,35.89561288059625,17.65162900921994,16.04425171157179,19.021097707144307,0.24134846566802076,0.20579170626303772,0.27999667184678884,0.1807170953619843,0.13998636747050286,0.22882700024650668,0.5448090487566747,0.49064737908194317,0.5996650874997086
gatr-ar_mse,48.0,48.0,50.25,287,27,0.5115507631428182,0.46829048861982603,0.5702975760029686,30.29911304946716,28.14352385707057,32.32484730357615,12.571500177608037,11.98951359982167,13.14853041259461,0.1979228469980432,0.1663697590833194,0.2323125226801412,0.1928584511011261,0.15297654655012302,0.2366280353742678,0.42215830615124655,0.371320516594981,0.4717236644792521
gatr-mixture,3.0,3.0,5.25,287,27,0.848212921679724,0.8203689653543704,0.8807354611445206,20.088820240743715,17.75316528281882,22.76380512854341,12.26244137821417,10.664571940074655,14.158090380649119,0.22432379199511002,0.18956130309833538,0.2577893746482725,0.045184922278744245,0.03167889175683104,0.05975526852062323,0.8876864645845222,0.8689719526267545,0.9035299205253637
gatr-mixture,6.0,6.0,8.25,287,27,0.8001549024198475,0.7658360151348393,0.8418311581431519,19.669466899779053,17.706032335447272,22.076942778591718,12.145125483412778,10.838707611253707,13.721274983804905,0.24898604077101286,0.22286266396119292,0.27315743398006115,0.07044996537793924,0.05236879084789877,0.0887286872064575,0.889163514445197,0.8710986216149013,0.9048286342085907
gatr-mixture,9.0,9.0,11.25,287,27,0.7642404199193509,0.7289607336895245,0.8037324177836687,19.053050136201968,17.206935476921192,21.199637960205155,11.755075315996596,10.461485427256946,13.201828571433767,0.26823952456083927,0.24402288808318776,0.29318653256183685,0.09615703713690461,0.07737746614368121,0.11553417137636814,0.8889645847917339,0.8705923267927664,0.9043512442047735
gatr-mixture,12.0,12.0,14.25,287,27,0.7311726928523146,0.6919316686715705,0.7810916441135498,19.232649074310288,17.18687303312461,21.61051744627436,11.984289625986026,10.58047120592952,13.567598547083577,0.2965981418438707,0.2669451680885682,0.3245378507276539,0.12294734175520114,0.09919105963762491,0.14465306687736587,0.8801659506756911,0.8587155714055238,0.8968565306249392
gatr-mixture,18.0,18.0,20.25,287,27,0.6752995596266088,0.635733628148008,0.728716004157574,21.016218100507977,18.932945866199223,23.40236249222269,12.599141700452591,11.16779997886906,14.162403042093246,0.3225766050592741,0.29776541246689175,0.3480324378585847,0.15624316239717098,0.13025317036887155,0.18389963476706273,0.8367299969457793,0.8092609096968111,0.8590034373691761
gatr-mixture,24.0,24.0,26.25,287,27,0.635348860833294,0.5903768891018373,0.6943357572850822,25.85910003809517,22.757386117797978,29.110921803150305,15.281678463999793,13.407309699233327,17.325988486583178,0.32959046247429596,0.2969567927389797,0.3627558027334982,0.17446822279694083,0.1402542898314101,0.21270602098419933,0.7419592922570398,0.6985664829430084,0.7808779098122686
gatr-mixture,36.0,36.0,38.25,287,27,0.5441200986590189,0.5004126292583867,0.6020577423811531,32.61538189775103,28.955517651243845,35.70070381414818,17.666792482617794,15.964487911188256,19.110617286276977,0.23338558257063063,0.19584992756815264,0.2805769983386716,0.18072691529473667,0.13841767050664464,0.2315808287383149,0.5487901712839696,0.500359140927576,0.6040333064082167
gatr-mixture,48.0,48.0,50.25,287,27,0.5157706309936194,0.47625931757114787,0.5692022819592486,29.897522604768724,27.568214338663154,31.84229019668945,13.055617746941707,12.45442672558326,13.656382489674746,0.20970539628101384,0.1775374097171433,0.25007959013456643,0.19939281088723784,0.15957630493190839,0.24134426363807993,0.4447152461976551,0.3980724874450938,0.49594269373795014
gatr-diffusion,3.0,3.0,5.25,287,27,0.7727065469079877,0.737975491202423,0.8036133967573489,22.905166434705478,20.295434633683662,26.020203699263163,19.051199815058965,16.86443172827681,21.555735605985937,0.10785725006606264,0.08576816608730403,0.1287615404235801,0.013924564260199827,0.009183453618592123,0.018964696729415715,0.9311698658676518,0.9117562326043415,0.9455149834752268
gatr-diffusion,6.0,6.0,8.25,287,27,0.7209472449221608,0.695049109276533,0.7526086456480888,23.06315929599726,21.019233494737307,25.69161964743776,19.3121368175843,17.687112643414377,21.487629374219154,0.0948405514307677,0.07834949213777055,0.11096905211364619,0.021718724811398877,0.014973012977570314,0.0286513600845046,0.9336358796394345,0.9164522767183596,0.9476106490608307
gatr-diffusion,9.0,9.0,11.25,287,27,0.7238688405890116,0.6850887019929531,0.7630788116761134,23.692873209970166,21.27145832773547,26.940186969149316,19.6024591315916,17.499433635575443,22.23013553606995,0.10518546803207077,0.08702367483957997,0.12284238991218714,0.02775029336699662,0.01883045316073861,0.037562625761881956,0.9200835720175431,0.8983332707372208,0.9364365216345566
gatr-diffusion,12.0,12.0,14.25,287,27,0.6689204421223385,0.6285752247155975,0.7146022403656058,24.877214613659344,22.239465183480586,27.925588107448878,20.554995550366627,18.38840625963804,22.93035462615166,0.11927397489172087,0.09751195565812676,0.14168533629693664,0.04762375561912124,0.0356035918820545,0.05967667722774568,0.9094632483286618,0.8877382286569924,0.9268126715151117
gatr-diffusion,18.0,18.0,20.25,287,27,0.6272683981547799,0.5805130258045863,0.6870146323528008,27.233262854554006,24.586016532551163,30.255535449354618,22.116154020066606,19.852012948365164,24.625041681392226,0.15790130784957893,0.1300690641986749,0.1851983375862612,0.0791835083055574,0.05655568300965082,0.10526191432724923,0.8645400738619475,0.8381219848224459,0.8864005762361076
gatr-diffusion,24.0,24.0,26.25,287,27,0.6006992370595196,0.5498656230582141,0.6643593022817896,32.023323852630895,28.878045997613494,35.1998462827072,25.515422029942236,22.926173442988507,28.144856584368938,0.16203007724742935,0.13632084177640277,0.18990985842410205,0.09208592710392095,0.06449768504916041,0.12264678944437284,0.7750251047455139,0.7372252942309568,0.8106995914270971
gatr-diffusion,36.0,36.0,38.25,287,27,0.520317117466841,0.48910537233884993,0.5655416114277986,38.74495240340231,35.694730146346295,41.53214055218355,29.40720174425204,27.17542032618343,31.41379791845961,0.11468695544258303,0.09216891599380625,0.13907496189522486,0.11229459714491777,0.07236265170558864,0.16208911155057604,0.5625871455062064,0.5066386336774199,0.6236810516795637
gatr-diffusion,48.0,48.0,50.25,287,27,0.5079810551630487,0.47085414756391936,0.5597006442282755,34.40508745732761,31.871068809941725,36.571661095503536,24.29965668552193,22.35243050712262,26.108444036714115,0.11657233721500203,0.08905830118225735,0.149983172019253,0.11965288298624602,0.08009731211615916,0.16449313715214722,0.4443298990096441,0.3930719065101533,0.5019040992216804
