source_id,split,validation_role,temperature_K,persistence_frames,grid,eligible,event_centers,positives
978,train,,510.0,3,dense,2011,15,"[8, 11, 35, 106, 223, 463]"
978,train,,510.0,5,native,209,15,"[0, 1, 4, 9, 23, 45]"
978,train,,510.0,5,dense,2017,15,"[5, 9, 28, 92, 207, 447]"
978,train,,510.0,9,native,210,14,"[0, 1, 3, 9, 20, 40]"
978,train,,510.0,9,dense,2022,14,"[4, 7, 26, 79, 183, 406]"
979,train,,510.0,3,native,172,14,"[0, 0, 4, 12, 23, 44]"
979,train,,510.0,3,dense,1634,14,"[4, 12, 39, 109, 221, 444]"
979,train,,510.0,5,native,172,14,"[0, 0, 4, 12, 23, 44]"
979,train,,510.0,5,dense,1634,14,"[4, 12, 39, 109, 221, 444]"
979,train,,510.0,9,native,172,14,"[0, 0, 4, 12, 23, 44]"
979,train,,510.0,9,dense,1634,14,"[4, 12, 39, 109, 221, 444]"
980,train,,510.0,3,native,61,16,"[0, 1, 2, 11, 25, 48]"
980,train,,510.0,3,dense,543,16,"[4, 14, 46, 126, 252, 475]"
980,train,,510.0,5,native,66,16,"[0, 2, 2, 10, 24, 49]"
980,train,,510.0,5,dense,588,16,"[2, 11, 42, 118, 243, 481]"
980,train,,510.0,9,native,66,16,"[0, 1, 1, 10, 23, 47]"
980,train,,510.0,9,dense,592,16,"[3, 11, 40, 114, 238, 476]"
981,train,,510.0,3,native,131,15,"[0, 0, 5, 13, 22, 48]"
981,train,,510.0,3,dense,1233,15,"[5, 12, 41, 116, 235, 475]"
981,train,,510.0,5,native,131,15,"[0, 0, 4, 12, 22, 47]"
981,train,,510.0,5,dense,1233,15,"[5, 11, 37, 112, 231, 471]"
981,train,,510.0,9,native,131,15,"[0, 0, 2, 11, 22, 45]"
981,train,,510.0,9,dense,1233,15,"[4, 9, 31, 104, 223, 463]"
982,train,,510.0,3,native,59,16,"[0, 1, 4, 11, 24, 50]"
982,train,,510.0,3,dense,518,16,"[3, 11, 40, 120, 248, 463]"
982,train,,510.0,5,native,60,16,"[0, 0, 3, 11, 22, 48]"
982,train,,510.0,5,dense,527,16,"[2, 9, 34, 106, 228, 443]"
982,train,,510.0,9,native,61,16,"[0, 0, 3, 12, 22, 46]"
982,train,,510.0,9,dense,542,16,"[2, 9, 34, 106, 223, 434]"
983,train,,510.0,3,native,106,16,"[0, 1, 5, 12, 23, 51]"
983,train,,510.0,3,dense,986,16,"[2, 8, 37, 115, 243, 499]"
983,train,,510.0,5,native,106,16,"[0, 1, 4, 12, 23, 51]"
983,train,,510.0,5,dense,986,16,"[2, 7, 34, 112, 240, 496]"
983,train,,510.0,9,native,108,16,"[0, 1, 4, 12, 22, 51]"
983,train,,510.0,9,dense,1001,16,"[2, 7, 35, 108, 233, 486]"
984,train,,510.0,3,native,114,15,"[0, 1, 3, 10, 22, 47]"
984,train,,510.0,3,dense,1087,15,"[0, 9, 35, 105, 225, 465]"
984,train,,510.0,5,native,114,15,"[0, 0, 1, 9, 22, 46]"
984,train,,510.0,5,dense,1087,15,"[0, 6, 28, 99, 217, 457]"
984,train,,510.0,9,native,115,15,"[0, 0, 1, 7, 21, 45]"
984,train,,510.0,9,dense,1101,15,"[0, 5, 23, 92, 211, 444]"
985,train,,510.0,3,native,105,16,"[0, 3, 5, 15, 29, 51]"
985,train,,510.0,3,dense,963,16,"[2, 14, 45, 125, 252, 507]"
985,train,,510.0,5,native,105,16,"[0, 3, 5, 15, 29, 50]"
985,train,,510.0,5,dense,963,16,"[1, 12, 43, 123, 250, 505]"
985,train,,510.0,9,native,114,15,"[0, 2, 4, 14, 26, 47]"
985,train,,510.0,9,dense,1053,15,"[1, 11, 39, 114, 230, 469]"
986,train,,510.0,3,native,71,16,"[0, 0, 5, 12, 26, 49]"
986,train,,510.0,3,dense,627,16,"[1, 8, 38, 117, 241, 474]"
986,train,,510.0,5,native,72,16,"[0, 0, 4, 10, 25, 47]"
986,train,,510.0,5,dense,635,16,"[1, 6, 32, 110, 229, 460]"
986,train,,510.0,9,native,73,16,"[0, 0, 4, 9, 22, 44]"
986,train,,510.0,9,dense,652,16,"[1, 5, 25, 93, 210, 427]"
987,train,,510.0,3,native,93,16,"[1, 1, 4, 12, 22, 49]"
987,train,,510.0,3,dense,864,16,"[2, 11, 41, 116, 239, 495]"
987,train,,510.0,5,native,93,16,"[1, 1, 2, 11, 20, 48]"
987,train,,510.0,5,dense,867,16,"[2, 11, 38, 108, 227, 480]"
987,train,,510.0,9,native,97,16,"[1, 1, 2, 9, 17, 46]"
987,train,,510.0,9,dense,905,16,"[2, 9, 34, 101, 213, 454]"
988,train,,510.0,3,native,212,15,"[0, 2, 4, 10, 20, 45]"
988,train,,510.0,3,dense,2051,15,"[1, 11, 35, 103, 213, 444]"
988,train,,510.0,5,native,212,15,"[0, 1, 4, 10, 20, 45]"
988,train,,510.0,5,dense,2051,15,"[1, 10, 34, 102, 212, 443]"
988,train,,510.0,9,native,213,15,"[0, 0, 4, 9, 19, 43]"
988,train,,510.0,9,dense,2057,15,"[1, 8, 30, 93, 200, 426]"
989,train,,510.0,3,native,136,16,"[0, 1, 3, 12, 25, 47]"
989,train,,510.0,3,dense,1265,16,"[2, 12, 37, 110, 228, 465]"
989,train,,510.0,5,native,137,15,"[0, 2, 4, 11, 25, 47]"
989,train,,510.0,5,dense,1267,15,"[2, 11, 34, 107, 225, 460]"
989,train,,510.0,9,native,137,15,"[0, 2, 4, 11, 24, 47]"
989,train,,510.0,9,dense,1267,15,"[2, 11, 33, 105, 223, 458]"
990,train,,510.0,3,native,95,15,"[1, 2, 4, 11, 23, 46]"
990,train,,510.0,3,dense,876,15,"[2, 12, 39, 112, 232, 462]"
990,train,,510.0,5,native,95,15,"[1, 2, 4, 10, 23, 46]"
990,train,,510.0,5,dense,876,15,"[2, 10, 35, 108, 228, 458]"
990,train,,510.0,9,native,102,14,"[1, 2, 4, 10, 21, 42]"
990,train,,510.0,9,dense,944,14,"[2, 8, 29, 98, 208, 424]"
991,train,,510.0,3,native,53,15,"[0, 0, 1, 11, 22, 41]"
991,train,,510.0,3,dense,475,15,"[1, 10, 36, 110, 228, 375]"
991,train,,510.0,5,native,62,16,"[0, 1, 2, 11, 22, 42]"
991,train,,510.0,5,dense,570,16,"[1, 10, 36, 110, 223, 387]"
991,train,,510.0,9,native,65,16,"[0, 1, 3, 11, 21, 42]"
991,train,,510.0,9,dense,588,16,"[0, 8, 29, 98, 214, 381]"
992,val,selection,510.0,3,native,85,15,"[1, 2, 3, 13, 24, 43]"
992,val,selection,510.0,3,dense,771,15,"[2, 11, 39, 113, 228, 398]"
992,val,selection,510.0,5,native,85,15,"[1, 2, 3, 13, 22, 43]"
992,val,selection,510.0,5,dense,771,15,"[1, 9, 34, 107, 222, 395]"
992,val,selection,510.0,9,native,86,15,"[1, 2, 3, 11, 20, 42]"
992,val,selection,510.0,9,dense,781,15,"[1, 7, 29, 98, 209, 381]"
993,val,calibration,510.0,3,native,49,15,"[0, 1, 3, 11, 21, 42]"
993,val,calibration,510.0,3,dense,438,16,"[2, 11, 37, 112, 222, 383]"
993,val,calibration,510.0,5,native,67,15,"[0, 0, 3, 12, 21, 38]"
993,val,calibration,510.0,5,dense,608,15,"[2, 10, 32, 100, 201, 337]"
993,val,calibration,510.0,9,native,67,15,"[0, 0, 3, 11, 20, 38]"
993,val,calibration,510.0,9,dense,608,15,"[2, 10, 31, 93, 194, 330]"
994,val,selection,510.0,3,native,122,14,"[0, 0, 2, 9, 18, 41]"
994,val,selection,510.0,3,dense,1167,14,"[1, 5, 29, 97, 208, 431]"
994,val,selection,510.0,5,native,122,14,"[0, 0, 2, 9, 18, 41]"
994,val,selection,510.0,5,dense,1167,14,"[1, 5, 26, 94, 204, 427]"
994,val,selection,510.0,9,native,123,14,"[0, 0, 2, 9, 17, 38]"
994,val,selection,510.0,9,dense,1171,14,"[1, 5, 25, 84, 184, 404]"
995,val,calibration,510.0,3,native,121,16,"[2, 2, 5, 12, 25, 50]"
995,val,calibration,510.0,3,dense,1140,16,"[4, 14, 45, 125, 251, 507]"
995,val,calibration,510.0,5,native,121,16,"[2, 2, 5, 12, 25, 50]"
995,val,calibration,510.0,5,dense,1140,16,"[4, 13, 44, 124, 250, 506]"
995,val,calibration,510.0,9,native,121,16,"[2, 2, 5, 12, 25, 49]"
995,val,calibration,510.0,9,dense,1140,16,"[4, 12, 43, 122, 248, 504]"
996,val,calibration,510.0,3,native,108,16,"[0, 2, 6, 13, 25, 51]"
996,val,calibration,510.0,3,dense,1004,16,"[2, 12, 42, 121, 247, 501]"
996,val,calibration,510.0,5,native,111,16,"[0, 2, 5, 12, 23, 50]"
996,val,calibration,510.0,5,dense,1031,16,"[2, 10, 39, 117, 243, 491]"
996,val,calibration,510.0,9,native,111,16,"[0, 1, 5, 11, 23, 49]"
996,val,calibration,510.0,9,dense,1031,16,"[2, 9, 36, 112, 238, 486]"
997,val,selection,510.0,3,native,138,15,"[1, 2, 3, 8, 20, 45]"
997,val,selection,510.0,3,dense,1326,15,"[3, 13, 41, 111, 222, 453]"
997,val,selection,510.0,5,native,138,15,"[1, 1, 3, 8, 20, 45]"
997,val,selection,510.0,5,dense,1326,15,"[3, 12, 40, 110, 221, 452]"
997,val,selection,510.0,9,native,145,15,"[1, 1, 4, 7, 21, 46]"
997,val,selection,510.0,9,dense,1377,15,"[3, 11, 37, 105, 216, 442]"
998,test,,510.0,3,native,190,14,"[0, 1, 1, 10, 23, 43]"
998,test,,510.0,3,dense,1815,14,"[4, 12, 34, 103, 215, 439]"
998,test,,510.0,5,native,190,14,"[0, 0, 0, 9, 22, 40]"
998,test,,510.0,5,dense,1818,14,"[4, 10, 29, 93, 198, 418]"
998,test,,510.0,9,native,197,13,"[0, 0, 1, 10, 23, 39]"
998,test,,510.0,9,dense,1879,13,"[5, 10, 32, 95, 199, 394]"
999,test,,510.0,3,native,181,16,"[0, 0, 2, 13, 27, 49]"
999,test,,510.0,3,dense,1735,16,"[4, 12, 40, 118, 246, 502]"
999,test,,510.0,5,native,184,16,"[0, 0, 2, 13, 25, 49]"
999,test,,510.0,5,dense,1759,16,"[2, 10, 33, 111, 238, 491]"
999,test,,510.0,9,native,184,16,"[0, 0, 2, 12, 23, 47]"
999,test,,510.0,9,dense,1760,16,"[2, 8, 29, 101, 220, 473]"
1000,test,,510.0,3,native,240,12,"[0, 0, 4, 9, 20, 36]"
1000,test,,510.0,3,dense,2294,12,"[0, 6, 25, 80, 168, 351]"
1000,test,,510.0,5,native,240,11,"[0, 0, 3, 8, 19, 35]"
1000,test,,510.0,5,dense,2295,11,"[1, 7, 22, 74, 162, 338]"
1000,test,,510.0,9,native,240,10,"[0, 0, 2, 7, 17, 29]"
1000,test,,510.0,9,dense,2295,10,"[0, 4, 14, 59, 135, 295]"
1001,test,,510.0,3,native,104,16,"[0, 1, 7, 11, 23, 53]"
1001,test,,510.0,3,dense,961,16,"[6, 14, 44, 122, 243, 497]"
1001,test,,510.0,5,native,104,16,"[0, 1, 6, 10, 22, 49]"
1001,test,,510.0,5,dense,969,16,"[5, 12, 40, 113, 231, 486]"
1001,test,,510.0,9,native,109,15,"[0, 1, 6, 8, 22, 47]"
1001,test,,510.0,9,dense,1006,15,"[3, 10, 33, 99, 215, 438]"
1002,test,,510.0,3,native,177,15,"[1, 2, 8, 12, 25, 49]"
1002,test,,510.0,3,dense,1684,15,"[2, 9, 39, 110, 228, 467]"
1002,test,,510.0,5,native,177,14,"[1, 2, 7, 11, 22, 46]"
1002,test,,510.0,5,dense,1684,14,"[2, 8, 35, 101, 211, 435]"
1002,test,,510.0,9,native,181,14,"[1, 2, 6, 7, 21, 46]"
1002,test,,510.0,9,dense,1716,14,"[1, 7, 28, 90, 198, 418]"
1003,test,,510.0,3,native,50,15,"[1, 4, 5, 12, 23, 35]"
1003,test,,510.0,3,dense,424,15,"[4, 10, 35, 102, 207, 275]"
1003,test,,510.0,5,native,50,15,"[1, 4, 5, 11, 21, 35]"
1003,test,,510.0,5,dense,427,15,"[5, 11, 31, 95, 201, 278]"
1003,test,,510.0,9,native,50,15,"[1, 2, 4, 11, 21, 34]"
1003,test,,510.0,9,dense,428,15,"[5, 9, 28, 85, 191, 278]"
1004,train,,520.0,3,native,77,15,"[0, 0, 1, 11, 20, 43]"
1004,train,,520.0,3,dense,717,15,"[3, 11, 41, 116, 233, 454]"
1004,train,,520.0,5,native,77,15,"[0, 0, 1, 10, 20, 42]"
1004,train,,520.0,5,dense,722,15,"[4, 11, 41, 113, 232, 453]"
1004,train,,520.0,9,native,77,15,"[0, 0, 1, 9, 19, 41]"
1004,train,,520.0,9,dense,725,15,"[4, 12, 40, 109, 227, 448]"
1005,train,,520.0,3,native,77,15,"[0, 0, 4, 11, 24, 43]"
1005,train,,520.0,3,dense,693,15,"[1, 11, 39, 113, 232, 397]"
1005,train,,520.0,5,native,77,15,"[0, 0, 4, 11, 24, 43]"
1005,train,,520.0,5,dense,693,15,"[1, 11, 39, 113, 232, 397]"
1005,train,,520.0,9,native,77,15,"[0, 0, 4, 10, 23, 43]"
1005,train,,520.0,9,dense,693,15,"[1, 11, 37, 109, 229, 397]"
1006,train,,520.0,3,native,84,16,"[0, 0, 3, 13, 24, 50]"
1006,train,,520.0,3,dense,764,16,"[5, 12, 41, 119, 246, 500]"
1006,train,,520.0,5,native,84,16,"[0, 0, 3, 13, 24, 49]"
1006,train,,520.0,5,dense,764,16,"[5, 11, 39, 117, 244, 498]"
1006,train,,520.0,9,native,84,16,"[0, 0, 2, 12, 24, 48]"
1006,train,,520.0,9,dense,765,16,"[3, 9, 34, 109, 236, 490]"
1007,test,,520.0,3,native,255,0,"[0, 0, 0, 0, 0, 0]"
1007,test,,520.0,3,dense,2408,0,"[0, 0, 0, 0, 0, 0]"
1007,test,,520.0,5,native,255,0,"[0, 0, 0, 0, 0, 0]"
1007,test,,520.0,5,dense,2408,0,"[0, 0, 0, 0, 0, 0]"
1007,test,,520.0,9,native,255,0,"[0, 0, 0, 0, 0, 0]"
1007,test,,520.0,9,dense,2408,0,"[0, 0, 0, 0, 0, 0]"
1008,test,,520.0,3,native,91,15,"[0, 0, 2, 9, 19, 46]"
1008,test,,520.0,3,dense,858,15,"[4, 14, 43, 118, 238, 478]"
1008,test,,520.0,5,native,91,15,"[0, 0, 2, 9, 19, 46]"
1008,test,,520.0,5,dense,858,15,"[4, 14, 43, 118, 238, 478]"
1008,test,,520.0,9,native,91,15,"[0, 0, 2, 9, 19, 46]"
1008,test,,520.0,9,dense,858,15,"[4, 14, 43, 118, 238, 478]"
1009,test,,520.0,3,native,73,16,"[1, 2, 5, 11, 23, 51]"
1009,test,,520.0,3,dense,658,16,"[4, 10, 37, 115, 242, 485]"
1009,test,,520.0,5,native,77,16,"[1, 2, 5, 11, 22, 50]"
1009,test,,520.0,5,dense,703,16,"[4, 10, 34, 106, 229, 476]"
1009,test,,520.0,9,native,79,16,"[0, 1, 6, 10, 23, 49]"
1009,test,,520.0,9,dense,714,16,"[3, 7, 29, 99, 220, 468]"
