model,split,horizon_ps,n,sources,prevalence,log_loss,brier,average_precision,threshold,recall,false_positive_rate,precision,log_loss_ci95,brier_ci95,method,block,mse
mlp-condition,selection,24,20881,15,0.09697707537936248,0.30866290776834426,0.08906900502408654,0.16421394425452274,0.27237868309020996,0.17223940895016496,0.09771320616083602,0.15916893746761757,,,,,
mlp-condition,calibration,24,16584,15,0.13707065020025577,0.36723909118745746,0.1111957154899998,0.25616657599408743,0.27237868309020996,0.1799256285909952,0.04861140155449813,0.37024851140679343,,,,,
mlp-condition,test,24,44385,30,0.09117904843080059,0.30221388247264214,0.08457433877119219,0.17517960031467628,0.27237868309020996,0.24657571337596051,0.07000911798364105,0.26109609602069594,"[0.2678397102753512, 0.33650295956042214]","[0.07120071407558776, 0.09822136885137223]",,,
mlp-condition,selection,48,20881,15,0.196435182435432,0.469316420189504,0.1536334205404048,0.328643940291389,0.48063576221466064,0.19048222739228182,0.09417532758942751,0.3308540910337922,,,,,
mlp-condition,calibration,48,16584,15,0.278634105156337,0.5395672394002698,0.1832159672209795,0.4386704936751946,0.48063576221466064,0.1642566092293636,0.04883216748100165,0.5650771494098698,,,,,
mlp-condition,test,48,44385,30,0.18840006848320312,0.4826908905308998,0.15801247096655952,0.30099282453932485,0.48063576221466064,0.21045337966204025,0.07111184494193869,0.40722970234575173,"[0.43930636388414507, 0.5233512694882726]","[0.13865558212907353, 0.17594520124718335]",,,
mlp-condition,selection,96,20881,15,0.3646435880571329,0.6112585167502329,0.21424476307800433,0.5572326088979807,0.7033709287643433,0.1929882462793804,0.07847919095206814,0.5852905087418622,,,,,
mlp-condition,calibration,96,16584,15,0.5218947175551638,0.6215836977356047,0.2201673325791053,0.6616910815866179,0.7033709287643433,0.1290482159883355,0.048154488618876064,0.7452442281737879,,,,,
mlp-condition,test,96,44385,30,0.36752480433082857,0.6639828697044853,0.24096184187934336,0.4808451752107512,0.7033709287643433,0.16875135219038978,0.06247848975844221,0.610818445672244,"[0.6253338524941382, 0.7008990121120423]","[0.22223000541252988, 0.2588255166831092]",,,
linear-packet_H0,selection,0.75,20881,15,0.001717366617496936,0.0102260217140212,0.0016775218577846885,0.09646583384828263,0.013653957284986973,0.6176817856552457,0.05661701415026691,0.01842264004466552,,,,,
linear-packet_H0,calibration,0.75,16584,15,0.00469864808109772,0.022323380936669284,0.004573102758967606,0.05834241831084678,0.013653957284986973,0.5925124214813794,0.04994536058416413,0.0530340732018033,,,,,
linear-packet_H0,test,0.75,44385,30,0.002461127212794187,0.011805353678608238,0.002352841439300413,0.08454574540705963,0.013653957284986973,0.7167810062396541,0.03878342955672181,0.04360937114318211,"[0.00842021689137119, 0.015531330932448772]","[0.0015670309376000547, 0.0032001777207684105]",,,
linear-packet_H0,selection,3,20881,15,0.009324540953417646,0.041530869987109344,0.008833656599984164,0.12018791501009285,0.04534069448709488,0.5363272378148979,0.06365254568949685,0.07347933893824596,,,,,
linear-packet_H0,calibration,3,16584,15,0.014324638924385276,0.05887081639448081,0.013610998017803974,0.10960806123261299,0.04534069448709488,0.5277567149211502,0.04995370158171758,0.13310181281809452,,,,,
linear-packet_H0,test,3,44385,30,0.00884508151496356,0.03829092218729153,0.008241767120810982,0.11872344006593229,0.04534069448709488,0.5583353161334424,0.04677411326358194,0.09626951172615365,"[0.03119930197769843, 0.046169255521495464]","[0.006537972077439665, 0.010066270952987113]",,,
linear-packet_H0,selection,9,20881,15,0.03277230679889552,0.12506833433816614,0.030407846460786325,0.14331665928228157,0.12436403334140778,0.374227270868753,0.06635886775172646,0.16042568373681862,,,,,
linear-packet_H0,calibration,9,16584,15,0.04785316738960783,0.1616402773983658,0.04236687016214473,0.19283647546263816,0.12436403334140778,0.35422447866977747,0.04989600027449055,0.2629693562736981,,,,,
linear-packet_H0,test,9,44385,30,0.03124302427652125,0.11812889210244726,0.02834790650729384,0.15537438854927155,0.12436403334140778,0.36721842281976697,0.053019152628101134,0.182587546252657,"[0.09781709445388766, 0.13958072799553256]","[0.0223858426062265, 0.03458693438905257]",,,
linear-packet_H0,selection,24,20881,15,0.09697707537936248,0.2879717534617718,0.08219302783777734,0.24258031514749348,0.25702038407325745,0.2891850331424663,0.0773229071744809,0.2865505057458457,,,,,
linear-packet_H0,calibration,24,16584,15,0.13707065020025577,0.35937843753579113,0.1082072796234786,0.30969982510723126,0.25702038407325745,0.23710876071052853,0.049902892790158575,0.43011147184522586,,,,,
linear-packet_H0,test,24,44385,30,0.09117904843080059,0.2895878150762583,0.08040353164880167,0.2102186788550245,0.25702038407325745,0.2704037862682716,0.07466787093195819,0.26649938339995993,"[0.2517233538804118, 0.32857456615638686]","[0.06634647858844805, 0.09460919197938915]",,,
linear-packet_H0,selection,48,20881,15,0.196435182435432,0.45567369930177953,0.14679361564378096,0.3597755343594303,0.4287801682949066,0.26055168023808717,0.09053292707856465,0.41298533370935153,,,,,
linear-packet_H0,calibration,48,16584,15,0.278634105156337,0.5460434062461751,0.18320634285724952,0.4570978120168604,0.4287801682949066,0.18078387313007663,0.04996169354766695,0.5829265004601878,,,,,
