model,split,horizon_ps,n,sources,prevalence,log_loss,brier,average_precision,threshold,recall,false_positive_rate,precision,log_loss_ci95,brier_ci95,method,block,mse
linear-packet_H3,calibration,96,16584,15,0.5218947175551638,0.6197260698137759,0.2165551797939193,0.6881709783698673,0.7125473618507385,0.14118015610992649,0.0498892431041818,0.7554449136834763,,,,,
linear-packet_H3,test,96,44385,30,0.36752480433082857,0.6853155210552362,0.2467805803935095,0.469902308821192,0.7125473618507385,0.17431938151260357,0.09491478926601495,0.516259119439787,"[0.6395726478165226, 0.7281635250418538]","[0.22588557302118675, 0.2660373978504818]",,,
mlp-packet_H3,selection,0.75,20881,15,0.001717366617496936,0.007640601777308454,0.0015950623350984721,0.24025134428905964,0.0060538542456924915,0.935740660415115,0.05676632594632386,0.027575914415409988,,,,,
mlp-packet_H3,calibration,0.75,16584,15,0.00469864808109772,0.015228311273690554,0.003835268917185774,0.33736973836777223,0.0060538542456924915,0.9422341397307149,0.04998542602294783,0.08171663584678664,,,,,
mlp-packet_H3,test,0.75,44385,30,0.002461127212794187,0.009762869310984006,0.0021935738510535487,0.1995817704311978,0.0060538542456924915,0.8986239903087815,0.04898331236663985,0.04330209568609936,"[0.007145787322097812, 0.012904823930462158]","[0.0015012028707885679, 0.002961592781053357]",,,
mlp-packet_H3,selection,3,20881,15,0.009324540953417646,0.03170138508425294,0.007681186059049714,0.35397958137006164,0.027176227420568466,0.809391534779142,0.06136014493953721,0.11044388757774308,,,,,
mlp-packet_H3,calibration,3,16584,15,0.014324638924385276,0.04490962629375169,0.011623932788644209,0.32678589628811305,0.027176227420568466,0.8310915500505999,0.049998409381653876,0.19456797369908935,,,,,
mlp-packet_H3,test,3,44385,30,0.00884508151496356,0.03064854976153622,0.0075440697009603805,0.28599373669541406,0.027176227420568466,0.8163103072232045,0.052709943662231244,0.12142346632228856,"[0.02452486703962206, 0.037764662343772334]","[0.0059438250808500105, 0.00942752522108199]",,,
mlp-packet_H3,selection,9,20881,15,0.03277230679889552,0.10317608745824096,0.026119335011511764,0.35501986860638785,0.09897827357053757,0.619764443325104,0.07016360257892136,0.23034923379888106,,,,,
mlp-packet_H3,calibration,9,16584,15,0.04785316738960783,0.13788932679912277,0.03551898033056738,0.4027243769063724,0.09897827357053757,0.571351679316015,0.049931721440891856,0.3651145314005152,,,,,
mlp-packet_H3,test,9,44385,30,0.03124302427652125,0.09983220626416565,0.024665360342364905,0.3441702349463835,0.09897827357053757,0.596515829967974,0.06144757332743703,0.23843183519175665,"[0.0821938719121782, 0.11911220034583266]","[0.019683470612160362, 0.03009054048942855]",,,
mlp-packet_H3,selection,24,20881,15,0.09697707537936248,0.2638259296507415,0.0748721287335239,0.36693932582294936,0.22410953044891357,0.3924009235522678,0.07473008527517619,0.36057438942662,,,,,
mlp-packet_H3,calibration,24,16584,15,0.13707065020025577,0.3415051224059349,0.10112758927422107,0.40593945045755486,0.22410953044891357,0.3152648492238182,0.049913429695626975,0.5008216602356698,,,,,
mlp-packet_H3,test,24,44385,30,0.09117904843080059,0.2673828900668356,0.07364268179316175,0.3251180323793396,0.22410953044891357,0.37392117750788584,0.07574839127368982,0.33121494943700036,"[0.22968320121665786, 0.30676965203807643]","[0.06053208234144112, 0.08742594131655577]",,,
mlp-packet_H3,selection,48,20881,15,0.196435182435432,0.4357416887848694,0.139300294591758,0.4301341803712986,0.40955621004104614,0.2674812237633284,0.07448050323601853,0.4674925807724261,,,,,
mlp-packet_H3,calibration,48,16584,15,0.278634105156337,0.5286000524092387,0.17841935016905972,0.49037929505653344,0.40955621004104614,0.2113783016768955,0.049898821951379124,0.6206728277971392,,,,,
mlp-packet_H3,test,48,44385,30,0.18840006848320312,0.46096865053286135,0.1475537879701014,0.35844080990974136,0.40955621004104614,0.2551893924232398,0.08742316697959515,0.40391131277961806,"[0.4157999899427971, 0.5069711879715456]","[0.12887183260398716, 0.16648948313123746]",,,
mlp-packet_H3,selection,96,20881,15,0.3646435880571329,0.6005604814139875,0.20934809464506565,0.5704954402950428,0.7267358899116516,0.17590546278204733,0.05887541773550715,0.6316396403958722,,,,,
mlp-packet_H3,calibration,96,16584,15,0.5218947175551638,0.6066955833894513,0.213275669391789,0.6911749398888207,0.7267358899116516,0.13711799994397977,0.049993330544567526,0.7496200987526808,,,,,
mlp-packet_H3,test,96,44385,30,0.36752480433082857,0.668703920101167,0.240360264184807,0.4835431849968791,0.7267358899116516,0.1425184456389036,0.07083134200805848,0.5390005286835536,"[0.6287553193483789, 0.7055100050087334]","[0.2218534456205809, 0.25764870631341447]",,,
linear-packet_H12,selection,0.75,20881,15,0.001717366617496936,0.00860789602589557,0.0016471652415415495,0.1713337100522198,0.006528054364025593,0.8081553983529756,0.04621464239810366,0.029204680276364747,,,,,
linear-packet_H12,calibration,0.75,16584,15,0.00469864808109772,0.017407144017510267,0.004068917169238717,0.26042305142753425,0.006528054364025593,0.9161094302658276,0.049988782220130104,0.07962643254734574,,,,,
linear-packet_H12,test,0.75,44385,30,0.002461127212794187,0.0110289347583454,0.0024330614897603037,0.12411067781967067,0.006528054364025593,0.8245196558276796,0.04349877087942486,0.044676458727473035,"[0.007874739827021988, 0.014473261713812512]","[0.0016524154396829688, 0.003308563021401278]",,,
linear-packet_H12,selection,3,20881,15,0.009324540953417646,0.03557498787184891,0.008436172024077147,0.24103287431548226,0.030455410480499268,0.7148065061746349,0.04838023267721055,0.1220866687872333,,,,,
linear-packet_H12,calibration,3,16584,15,0.014324638924385276,0.048464034841312356,0.011773928038884888,0.3090629224635254,0.030455410480499268,0.6985541674911713,0.04994698351893688,0.16892076437057194,,,,,
linear-packet_H12,test,3,44385,30,0.00884508151496356,0.032765826907246436,0.007798096545207649,0.2483851621084573,0.030455410480499268,0.7182110018862244,0.04244825976846403,0.13118384347263953,"[0.026730100355465494, 0.039553532787372524]","[0.0060591394872129885, 0.009837426707298026]",,,
linear-packet_H12,selection,9,20881,15,0.03277230679889552,0.11794476433638271,0.030020382299849758,0.22036383124885983,0.11215028911828995,0.5246260076672841,0.06444922673541321,0.21618437882049013,,,,,
linear-packet_H12,calibration,9,16584,15,0.04785316738960783,0.14162243777796735,0.03687580891122695,0.3691719201228482,0.11215028911828995,0.523661191594779,0.04996208735763111,0.34502017960468134,,,,,
linear-packet_H12,test,9,44385,30,0.03124302427652125,0.10446379275699098,0.025410840841915024,0.30972054562062906,0.11215028911828995,0.52628860312787,0.05640713318789527,0.23130385220687205,"[0.08712844694601424, 0.12345825653019034]","[0.02038121036827815, 0.030803313474502034]",,,
linear-packet_H12,selection,24,20881,15,0.09697707537936248,0.2809538375902719,0.08077477303901043,0.2882676027045278,0.27678051590919495,0.354887625802382,0.07378153090546252,0.34060920544018747,,,,,
linear-packet_H12,calibration,24,16584,15,0.13707065020025577,0.3418518607837511,0.10216213660022824,0.39048830095539505,0.27678051590919495,0.2946702550775415,0.04988227821488853,0.4840940748155559,,,,,
linear-packet_H12,test,24,44385,30,0.09117904843080059,0.2755692425789599,0.07611786962933309,0.305375497801441,0.27678051590919495,0.34280855946786903,0.074211249334859,0.31668106384904143,"[0.2405088960521619, 0.31186866859430507]","[0.06375100915982812, 0.08858118825557086]",,,
linear-packet_H12,selection,48,20881,15,0.196435182435432,0.45516990073510755,0.146686595542164,0.3777003460329954,0.4618564248085022,0.25466102496309295,0.08438575041091703,0.4245333916214622,,,,,
linear-packet_H12,calibration,48,16584,15,0.278634105156337,0.5315750949649749,0.1779629290707324,0.4924245462308936,0.4618564248085022,0.2082092109833583,0.049895832614772456,0.6171240216356673,,,,,
linear-packet_H12,test,48,44385,30,0.18840006848320312,0.47919991755305164,0.15436889797837233,0.33730957185469523,0.4618564248085022,0.25183112524982615,0.09532721978986754,0.38013000334112157,"[0.43475660005588657, 0.5218537679053202]","[0.1361588102999763, 0.17165437627326233]",,,
linear-packet_H12,selection,96,20881,15,0.3646435880571329,0.6172816814970475,0.21389800002162163,0.5454889519981323,0.7275843024253845,0.19314958405977198,0.07804213407451752,0.5868480196890885,,,,,
linear-packet_H12,calibration,96,16584,15,0.5218947175551638,0.6218038593167453,0.21757379243528926,0.6876308430823073,0.7275843024253845,0.1510392914934992,0.04990897254403476,0.7676295022841528,,,,,
linear-packet_H12,test,96,44385,30,0.36752480433082857,0.6895623777795612,0.24779442311647265,0.47588377531197273,0.7275843024253845,0.17746991280642965,0.09634573822970308,0.5169953839221689,"[0.641795638450729, 0.7345747073540002]","[0.22635051309832213, 0.26834879244216336]",,,
mlp-packet_H12,selection,0.75,20881,15,0.001717366617496936,0.008147408783401859,0.0016577870771322478,0.10526302511117336,0.00567716034129262,0.9084224877120394,0.05838840599521177,0.026067513697848568,,,,,
mlp-packet_H12,calibration,0.75,16584,15,0.00469864808109772,0.01575253568896268,0.0040316502828753,0.28011868860464934,0.00567716034129262,0.9722678285540094,0.04993308437889361,0.08418302648362556,,,,,
mlp-packet_H12,test,0.75,44385,30,0.002461127212794187,0.010011580782781472,0.0022665240019343574,0.15443996352641823,0.00567716034129262,0.9466119194411746,0.049416012684105746,0.04512875157159171,"[0.007414935740723734, 0.012776655714442604]","[0.001504258035230619, 0.0031021707632169805]",,,
mlp-packet_H12,selection,3,20881,15,0.009324540953417646,0.03312790802285218,0.007864520833051955,0.27983530562559666,0.02277175709605217,0.7953831523686644,0.06334819978611661,0.10568833613168592,,,,,
mlp-packet_H12,calibration,3,16584,15,0.014324638924385276,0.04513830743094489,0.011390080743720176,0.33253860046477646,0.02277175709605217,0.7933575688198378,0.04989227592081736,0.18771320683674084,,,,,
mlp-packet_H12,test,3,44385,30,0.00884508151496356,0.030382546239141064,0.007218527187342595,0.28985665682926753,0.02277175709605217,0.794842188912309,0.05255376038628678,0.11891948271031028,"[0.0250371839599986, 0.03633025239530331]","[0.005717806221663216, 0.00893405359788255]",,,
mlp-packet_H12,selection,9,20881,15,0.03277230679889552,0.10765403397084,0.027200643627330576,0.2971877810943612,0.10391324758529663,0.5974228246931844,0.06931738728074996,0.2260203154922006,,,,,
mlp-packet_H12,calibration,9,16584,15,0.04785316738960783,0.1373380835369566,0.03482617321846659,0.4098892236838796,0.10391324758529663,0.5725531084251806,0.049955992314271454,0.36548888968426396,,,,,
mlp-packet_H12,test,9,44385,30,0.03124302427652125,0.10020886363015186,0.024121220855876355,0.3507901886340506,0.10391324758529663,0.5859889081534979,0.05711175361759385,0.2486310516057641,"[0.08221367570603452, 0.12045882934974522]","[0.019115202415343032, 0.029530743457307905]",,,
mlp-packet_H12,selection,24,20881,15,0.09697707537936248,0.2680925837106974,0.07622419026588897,0.34355416567009744,0.2469010204076767,0.3665856307498394,0.0677781531827845,0.3674246440493639,,,,,
mlp-packet_H12,calibration,24,16584,15,0.13707065020025577,0.3365184723414564,0.10056991566593138,0.408416109064743,0.2469010204076767,0.303944687142196,0.049962417511823724,0.49143541966355136,,,,,
mlp-packet_H12,test,24,44385,30,0.09117904843080059,0.266456796778002,0.07289521633418648,0.33544770844141103,0.2469010204076767,0.3541959809243321,0.058818589195514574,0.3766174246240458,"[0.22869467567948118, 0.3056081711403202]","[0.059725913479733585, 0.08682565180332867]",,,
mlp-packet_H12,selection,48,20881,15,0.196435182435432,0.4424381455230008,0.14163730621100448,0.40953762679682726,0.428270548582077,0.23331484751140158,0.0648633475834101,0.4678894475830075,,,,,
mlp-packet_H12,calibration,48,16584,15,0.278634105156337,0.5239009846788135,0.17768845583453585,0.4858451277593064,0.428270548582077,0.19495900036028296,0.04990128249703143,0.601446431131553,,,,,
mlp-packet_H12,test,48,44385,30,0.18840006848320312,0.4586766844391831,0.14573742383998725,0.36841492427363587,0.428270548582077,0.2299856530213602,0.058354111245352815,0.47777648091589514,"[0.41627865404436104, 0.5015130504882999]","[0.1271995953929081, 0.16374151956752434]",,,
mlp-packet_H12,selection,96,20881,15,0.3646435880571329,0.6106259162190343,0.21122146674283204,0.5513928875767273,0.7216227054595947,0.16479302588234102,0.06423107090508795,0.5955452525118218,,,,,
mlp-packet_H12,calibration,96,16584,15,0.5218947175551638,0.6104367766185745,0.21428011037758485,0.685870151398727,0.7216227054595947,0.1540880147176744,0.04997564015828052,0.7709394021491572,,,,,
mlp-packet_H12,test,96,44385,30,0.36752480433082857,0.6632674669308465,0.23654280662640312,0.48869969239160155,0.7216227054595947,0.1375292302401853,0.061580005140264266,0.564795838370338,"[0.6269634527076341, 0.6958962204570646]","[0.22153643866352962, 0.2506979276364809]",,,
linear-packet_H48,selection,0.75,20881,15,0.001717366617496936,0.008222344752128168,0.0015085584297768269,0.26314635096250677,0.0064910827204585075,0.8078225259772284,0.05017029744270343,0.026953331589958256,,,,,
linear-packet_H48,calibration,0.75,16584,15,0.00469864808109772,0.018303476481152096,0.004267740049477881,0.20285689850332858,0.0064910827204585075,0.8446060496083251,0.049967557692606156,0.07389965891298692,,,,,
linear-packet_H48,test,0.75,44385,30,0.002461127212794187,0.011386841008026576,0.0025072385839765014,0.11069381105276432,0.0064910827204585075,0.80398703385524,0.041003643373713455,0.04614383867882264,"[0.00838779264434602, 0.014626974682076736]","[0.0017540048468698106, 0.003369077336533332]",,,
linear-packet_H48,selection,3,20881,15,0.009324540953417646,0.0367323744212414,0.008461939165904507,0.257161390067772,0.02960258163511753,0.7278859801432197,0.05613174899166822,0.10877703231175946,,,,,
linear-packet_H48,calibration,3,16584,15,0.014324638924385276,0.04904784527640206,0.011942200853902789,0.28122920185861966,0.02960258163511753,0.7003416159246071,0.04995379308975468,0.16926065788201008,,,,,
linear-packet_H48,test,3,44385,30,0.00884508151496356,0.03368513925054311,0.007985061101788819,0.23871941410011543,0.02960258163511753,0.7631947700964525,0.04682367872863714,0.12698485603267431,"[0.027414912800997525, 0.040693091935962405]","[0.006312228760773692, 0.009896390240676432]",,,
linear-packet_H48,selection,9,20881,15,0.03277230679889552,0.12224844046862335,0.030891811195083003,0.21905005932461416,0.11464060842990875,0.4897999998543013,0.06543585600080065,0.20230928638049706,,,,,
linear-packet_H48,calibration,9,16584,15,0.04785316738960783,0.14151958987860014,0.03654253010767967,0.3685128630641,0.11464060842990875,0.5434495576046471,0.04995505003624221,0.35348195807625665,,,,,
linear-packet_H48,test,9,44385,30,0.03124302427652125,0.1084986106406001,0.026415155538993818,0.28718201032994223,0.11464060842990875,0.5368652176103734,0.059460270722545935,0.22552070516589542,"[0.09038476821657743, 0.12806409242877345]","[0.021237389041849988, 0.03200525996927631]",,,
linear-packet_H48,selection,24,20881,15,0.09697707537936248,0.2944332832881814,0.0849373352374671,0.2642913377343205,0.2969930171966553,0.32004824697079387,0.07303519556904788,0.3200062618097966,,,,,
linear-packet_H48,calibration,24,16584,15,0.13707065020025577,0.3445252250097746,0.10298596389767375,0.37836169903961725,0.2969930171966553,0.2893651968294953,0.04996680507676631,0.4791357044826171,,,,,
linear-packet_H48,test,24,44385,30,0.09117904843080059,0.2875613333192462,0.08043827119069444,0.2678870031372236,0.2969930171966553,0.32056217844984136,0.07362775135619223,0.3040112662512863,"[0.2488051839318032, 0.32686004899760535]","[0.06742962375970855, 0.09327513109289122]",,,
linear-packet_H48,selection,48,20881,15,0.196435182435432,0.46465471116029483,0.15039033008450406,0.377721514606179,0.5007802844047546,0.24503456335739518,0.07445086150727077,0.4458468983229899,,,,,
linear-packet_H48,calibration,48,16584,15,0.278634105156337,0.5351992995559703,0.1785346684521013,0.48923027714595113,0.5007802844047546,0.2103957004844062,0.04998334089439873,0.6191762408105261,,,,,
linear-packet_H48,test,48,44385,30,0.18840006848320312,0.49628672284591574,0.16096255210619573,0.31444724916161826,0.5007802844047546,0.22470255110049783,0.09095922389519527,0.36445644280897443,"[0.44882447566952083, 0.5428921404821264]","[0.14248037951505982, 0.1790400937844828]",,,
linear-packet_H48,selection,96,20881,15,0.3646435880571329,0.6359429914602754,0.22061775806975212,0.5387261508733558,0.7797830700874329,0.16440146065762926,0.06178471405201008,0.604294081563792,,,,,
linear-packet_H48,calibration,96,16584,15,0.5218947175551638,0.6320589949631568,0.22038420078668422,0.6842494048359639,0.7797830700874329,0.13040953721195692,0.04995205321047525,0.7402466833521708,,,,,
linear-packet_H48,test,96,44385,30,0.36752480433082857,0.7165417571298552,0.2559163241569633,0.4599469735114945,0.7797830700874329,0.14873424155593978,0.08355436803407146,0.5084525379669643,"[0.664354418965298, 0.7674065919677763]","[0.23393890413771895, 0.27749972456898264]",,,
mlp-packet_H48,selection,0.75,20881,15,0.001717366617496936,0.00809972951455571,0.0015256011399103358,0.26985666222459226,0.007771661505103111,0.9147651133041355,0.06161387690130916,0.02490505262227933,,,,,
mlp-packet_H48,calibration,0.75,16584,15,0.00469864808109772,0.01620374864307718,0.00404722630486372,0.2761627901323793,0.007771661505103111,0.9405045548422246,0.0499292977205334,0.08166309020335437,,,,,
mlp-packet_H48,test,0.75,44385,30,0.002461127212794187,0.010745290662722973,0.002314240098453543,0.1242865722240416,0.007771661505103111,0.903319389013375,0.053131506339730405,0.040257621216022915,"[0.007980420852118445, 0.013621474069648722]","[0.0015684663115671242, 0.003118996486753282]",,,
mlp-packet_H48,selection,3,20881,15,0.009324540953417646,0.03428838883105028,0.007920713562483375,0.2691002700696188,0.028751099482178688,0.7550994893325679,0.06358776257840953,0.10053368301681556,,,,,
mlp-packet_H48,calibration,3,16584,15,0.014324638924385276,0.04651541289397709,0.011562082316591246,0.31784718835685505,0.028751099482178688,0.7211372730293006,0.049981906867425666,0.17333440317788235,,,,,
mlp-packet_H48,test,3,44385,30,0.00884508151496356,0.03242308737974276,0.007495767142672549,0.25917871593199276,0.028751099482178688,0.7999144109954873,0.05510337091980519,0.11468894087466812,"[0.026471978787314703, 0.03901138178347552]","[0.005956536078790523, 0.009249753049313922]",,,
mlp-packet_H48,selection,9,20881,15,0.03277230679889552,0.11363713379706265,0.02868528478528829,0.2544831482747902,0.1118505448102951,0.5339806215576413,0.07038024543173928,0.2044999552425907,,,,,
mlp-packet_H48,calibration,9,16584,15,0.04785316738960783,0.1384630497335022,0.03587095289394603,0.3918640107111766,0.1118505448102951,0.5427911251751585,0.04999666781890449,0.3530147328988944,,,,,
mlp-packet_H48,test,9,44385,30,0.03124302427652125,0.10624979454755833,0.025484092862212447,0.3161451170450822,0.1118505448102951,0.5663924804657191,0.06566181401783251,0.2176442134170107,"[0.08709380633491394, 0.12643363733942228]","[0.02023332661513211, 0.031055046339658617]",,,
mlp-packet_H48,selection,24,20881,15,0.09697707537936248,0.2844848933818982,0.0823492597521331,0.2895802531666007,0.30276957154273987,0.3296397654299054,0.07103110290785003,0.3326129328801211,,,,,
mlp-packet_H48,calibration,24,16584,15,0.13707065020025577,0.33887841440843697,0.10145772638982306,0.4005112943724101,0.30276957154273987,0.29629021192061056,0.04997871674869911,0.4849809785326546,,,,,
mlp-packet_H48,test,24,44385,30,0.09117904843080059,0.2782054496928758,0.07741712897098622,0.3053876412368498,0.30276957154273987,0.33167509643759724,0.0663648964950137,0.3339584775420659,"[0.23812136786229968, 0.31903102733928235]","[0.06385307739901529, 0.0914579970961706]",,,
mlp-packet_H48,selection,48,20881,15,0.196435182435432,0.463445553854701,0.1501851647808932,0.370030626927159,0.5015383362770081,0.22831858777904393,0.07295454999865636,0.43344235735689696,,,,,
mlp-packet_H48,calibration,48,16584,15,0.278634105156337,0.5290674480125634,0.17808651377692195,0.49631228678292105,0.5015383362770081,0.20504753454044145,0.0499411970821065,0.6132866092429877,,,,,
mlp-packet_H48,test,48,44385,30,0.18840006848320312,0.48072013269047975,0.1550488459380601,0.3384578620639231,0.5015383362770081,0.21856553384197225,0.07667577863338661,0.3982074300379409,"[0.43417511640315, 0.5260467196726042]","[0.13629304528501224, 0.17345306809439973]",,,
mlp-packet_H48,selection,96,20881,15,0.3646435880571329,0.6461635994835481,0.22213000056162363,0.5285968534141903,0.7800650000572205,0.1727322152123564,0.06902025946293315,0.5895430550275,,,,,
mlp-packet_H48,calibration,96,16584,15,0.5218947175551638,0.6278163790201646,0.22044238024294707,0.6898746996190139,0.7800650000572205,0.13742348378096675,0.049932632678750796,0.7502652475023388,,,,,
mlp-packet_H48,test,96,44385,30,0.36752480433082857,0.6900002780021112,0.2436435432494931,0.4839213719892218,0.7800650000572205,0.14712635614522723,0.07020636847431977,0.5490919721674428,"[0.6449535714807035, 0.7329621466360421]","[0.22490789199947758, 0.26141687770353667]",,,
linear-packet_repeat12,selection,0.75,20881,15,0.001717366617496936,0.00994163906188629,0.0016757213891305336,0.11347863073792769,0.012743868865072727,0.6437348886156957,0.0573164764591383,0.0189550943622492,,,,,
linear-packet_repeat12,calibration,0.75,16584,15,0.00469864808109772,0.02149765257872529,0.004539440251285138,0.08431420639855733,0.012743868865072727,0.6854208393870435,0.04991942079098792,0.06087375196122896,,,,,
linear-packet_repeat12,test,0.75,44385,30,0.002461127212794187,0.011316218450394802,0.002328684772388887,0.1137131587076599,0.012743868865072727,0.7485282111532691,0.03853265349155581,0.04573538204826371,"[0.008127924460185204, 0.014854526896448984]","[0.0015611521743431717, 0.003174150684721682]",,,
linear-packet_repeat12,selection,3,20881,15,0.009324540953417646,0.04079253657799052,0.008817380620715541,0.14606764538802527,0.04478317126631737,0.5660497560848818,0.061907507959243185,0.07924156554879623,,,,,
linear-packet_repeat12,calibration,3,16584,15,0.014324638924385276,0.05826190280166778,0.013657943812782469,0.12127018993127989,0.04478317126631737,0.5366554658398727,0.04995330554831716,0.1350439543964558,,,,,
linear-packet_repeat12,test,3,44385,30,0.00884508151496356,0.03770916288653151,0.008209712468719798,0.13201125228455554,0.04478317126631737,0.5724507464987147,0.046095389578918115,0.09976885115477484,"[0.03056782093212499, 0.04553313026102731]","[0.006523619935560609, 0.010034328922339478]",,,
linear-packet_repeat12,selection,9,20881,15,0.03277230679889552,0.1240833037869945,0.030391350221799993,0.1548096393504348,0.1256936639547348,0.39161132571747564,0.06461256716750946,0.17037255836410653,,,,,
linear-packet_repeat12,calibration,9,16584,15,0.04785316738960783,0.16040725502204406,0.04223398179123339,0.20313912657563907,0.1256936639547348,0.3623562770534441,0.04997559054044672,0.26707991954476984,,,,,
linear-packet_repeat12,test,9,44385,30,0.03124302427652125,0.11720590605080859,0.028276850384844582,0.16442583229887364,0.1256936639547348,0.37569995164769865,0.05242315071709242,0.18773806765538256,"[0.09667827606277371, 0.13882541057539952]","[0.022312640814905638, 0.0345118068608475]",,,
linear-packet_repeat12,selection,24,20881,15,0.09697707537936248,0.2868830467730252,0.08198054207832518,0.25020077711712874,0.258941113948822,0.2919252901395038,0.07668636771038163,0.2901821889380579,,,,,
linear-packet_repeat12,calibration,24,16584,15,0.13707065020025577,0.3583601976771148,0.10787195010698493,0.31536918837613037,0.258941113948822,0.24840647300278504,0.04997066695722027,0.4412215089693067,,,,,
linear-packet_repeat12,test,24,44385,30,0.09117904843080059,0.28856100587572525,0.08018961379345405,0.2155726562235291,0.258941113948822,0.27357278636877264,0.07355606199843276,0.27174183832899124,"[0.2505948703089255, 0.32759086867736714]","[0.06614959959510058, 0.0943908827195694]",,,
linear-packet_repeat12,selection,48,20881,15,0.196435182435432,0.4544541077672924,0.14640436689214464,0.36395655002752747,0.4297959506511688,0.2571006825625071,0.08985823185740754,0.4115671098291021,,,,,
linear-packet_repeat12,calibration,48,16584,15,0.278634105156337,0.5452693043991808,0.18287973821446438,0.45976906291458697,0.4297959506511688,0.18585611950806413,0.04996334835373763,0.5896300166780671,,,,,
linear-packet_repeat12,test,48,44385,30,0.18840006848320312,0.4855519268323758,0.15664300315778965,0.2882088323736468,0.4297959506511688,0.226447900790282,0.10381756693508722,0.3361363071613292,"[0.4402001798609009, 0.5295429055813123]","[0.13741755453059967, 0.17563847978379418]",,,
linear-packet_repeat12,selection,96,20881,15,0.3646435880571329,0.6168538849921139,0.21531017718476134,0.5266324368427402,0.6908988952636719,0.21649411646259015,0.0949252363607705,0.5668984746902116,,,,,
linear-packet_repeat12,calibration,96,16584,15,0.5218947175551638,0.627925773454186,0.21979532974342986,0.6781327092223085,0.6908988952636719,0.15839323212921336,0.049838106812235806,0.7762483499969792,,,,,
linear-packet_repeat12,test,96,44385,30,0.36752480433082857,0.6894476116484339,0.2488213809185558,0.45121953223184236,0.6908988952636719,0.19455541273717072,0.11429957937226927,0.4972610118395215,"[0.6448757483613689, 0.7299577144357202]","[0.2278417822428939, 0.2677601882036351]",,,
mlp-packet_repeat12,selection,0.75,20881,15,0.001717366617496936,0.00966604426717293,0.001835526272858247,0.057512692820516804,0.01327476091682911,0.8676089992987615,0.05489042522458392,0.0264719196810602,,,,,
mlp-packet_repeat12,calibration,0.75,16584,15,0.00469864808109772,0.01814342246999361,0.004412577834750251,0.12383219498863282,0.01327476091682911,0.8759479721825624,0.0499405378336901,0.0764705428705935,,,,,
mlp-packet_repeat12,test,0.75,44385,30,0.002461127212794187,0.010738980339339762,0.0022708146880863183,0.1503966238405484,0.01327476091682911,0.8528419895341696,0.044650544956797183,0.04500365177857659,"[0.007580438930314932, 0.014404700015981547]","[0.0014931885611542152, 0.0031367282489959646]",,,
mlp-packet_repeat12,selection,3,20881,15,0.009324540953417646,0.03726079459656163,0.009019652107716427,0.19858685519130473,0.04977352172136307,0.7451752117645375,0.0571534330185363,0.10930525089801707,,,,,
mlp-packet_repeat12,calibration,3,16584,15,0.014324638924385276,0.049750682013811866,0.01300113557020426,0.20347271965929484,0.04977352172136307,0.7203151737633886,0.04995780847207473,0.17324008224726292,,,,,
mlp-packet_repeat12,test,3,44385,30,0.00884508151496356,0.03457537991745515,0.008286293713234808,0.197321027913854,0.04977352172136307,0.7000497991270362,0.04723833682753216,0.1168025780806039,"[0.027221200523573595, 0.04313156413535757]","[0.006360581585162142, 0.010664497187835402]",,,
mlp-packet_repeat12,selection,9,20881,15,0.03277230679889552,0.11434115051127688,0.029397097514129524,0.2417977361775993,0.11998569965362549,0.5512309484492406,0.068051875064651,0.2153511240525024,,,,,
mlp-packet_repeat12,calibration,9,16584,15,0.04785316738960783,0.14722069098392587,0.03895362839395951,0.30265334828516727,0.11998569965362549,0.49942934754591256,0.04993140610327257,0.33453022338165733,,,,,
mlp-packet_repeat12,test,9,44385,30,0.03124302427652125,0.10716122893225435,0.026889685996807015,0.25798492552673674,0.11998569965362549,0.5197885607070334,0.05271360304544764,0.24128103158500314,"[0.08619600373722258, 0.13020132397808576]","[0.02066912798978293, 0.03361775967662161]",,,
mlp-packet_repeat12,selection,24,20881,15,0.09697707537936248,0.27083120996055315,0.0773558011418792,0.3271032994461079,0.23509836196899414,0.3583670363149758,0.06901719764806168,0.35799631775508894,,,,,
mlp-packet_repeat12,calibration,24,16584,15,0.13707065020025577,0.3507170621207721,0.10508498019006685,0.35581670329636844,0.23509836196899414,0.282554887260005,0.049977027705941555,0.4731441294571927,,,,,
mlp-packet_repeat12,test,24,44385,30,0.09117904843080059,0.2733177895711656,0.07597675013959779,0.2813705340427499,0.23509836196899414,0.32078949714846944,0.05961593471611821,0.35058683123619155,"[0.23198771176403127, 0.31613956125797776]","[0.061381830835238196, 0.09116752651166359]",,,
mlp-packet_repeat12,selection,48,20881,15,0.196435182435432,0.43557515574833167,0.13899165763506272,0.42968840057600255,0.3981296420097351,0.2723148916167493,0.07109875789580365,0.48354691371278447,,,,,
mlp-packet_repeat12,calibration,48,16584,15,0.278634105156337,0.5381064604167104,0.18215008972545754,0.4620787097590309,0.3981296420097351,0.18306002404507205,0.04999506993915756,0.5858032012660167,,,,,
mlp-packet_repeat12,test,48,44385,30,0.18840006848320312,0.4639779774793729,0.14870745141730493,0.33585774348511416,0.3981296420097351,0.22618050192864766,0.0750552781535628,0.41160573116867655,"[0.4169646440948414, 0.511837889502056]","[0.12884354226698097, 0.1690148866949581]",,,
