dataset_id,record,recorded_state,location,sha256,observed_at
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_010_T400_optimization_melt319035304_velocity823462224/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_010_T400_optimization_melt319035304_velocity823462224/outcome.json,44d8fb969977ee8cf57a795f2ae7d1dfe850bdcda86ececd015b5e610126f5d8,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_011_T400_optimization_melt40651136_velocity539410229/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_011_T400_optimization_melt40651136_velocity539410229/outcome.json,c21a7037aa4d240a7b0185a20c8f0dda5efbc920890994369a0a767d257792dd,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_012_T400_optimization_melt146234076_velocity307931848/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_012_T400_optimization_melt146234076_velocity307931848/outcome.json,8a97d06da9a1c4dec2b806974fe0c88d6898822243fdb1c32f3506f41787361b,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_013_T400_optimization_melt472193600_velocity748830758/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_013_T400_optimization_melt472193600_velocity748830758/outcome.json,579cc7b58cf78758fc82c79d2d27cb7e51ae89c8245a9eb54f606b9721f559d5,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_014_T400_optimization_melt63365650_velocity12639796/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_014_T400_optimization_melt63365650_velocity12639796/outcome.json,98d1207b7c86d95f5765a7b0bf469cd57fb18a82f432318b473e7eee00b42a9f,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_015_T400_optimization_melt220809849_velocity246598921/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_015_T400_optimization_melt220809849_velocity246598921/outcome.json,4f974b7e9796dbc16b6caa05844a7011a3efe6877ef70b8945fdbecc9e5bb45e,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_016_T400_optimization_melt142641279_velocity50354307/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_016_T400_optimization_melt142641279_velocity50354307/outcome.json,5c66b5296a24777af4ce255b3fd2ac0254a51b87022002aa80b8eb0fd84ad130,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_017_T400_optimization_melt262380798_velocity458438655/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_017_T400_optimization_melt262380798_velocity458438655/outcome.json,afeee741ccc82b86edd8eff88f7a5134960ffa471f3e664ebd02302a22d9d3c3,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_018_T400_model_selection_melt837421620_velocity429482000/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_018_T400_model_selection_melt837421620_velocity429482000/outcome.json,8327be61f9a4785bbdd078db40fc6af0441e15e4f1424171a428cf02ad4e0016,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_019_T400_model_selection_melt553888770_velocity496143316/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_019_T400_model_selection_melt553888770_velocity496143316/outcome.json,fdc6a57dd1b4eb2d816e12b10c25e4313086eb89be7043b705d7049e9ca48737,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_020_T400_model_selection_melt550189933_velocity371260937/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_020_T400_model_selection_melt550189933_velocity371260937/outcome.json,b92b490b21e1d808f86985512fc04c0fe33bfa041944e955c06e521865d23fee,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_021_T400_model_selection_melt8461095_velocity199324450/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_021_T400_model_selection_melt8461095_velocity199324450/outcome.json,c4dfd5366b7f3bc9c64bc1abb9574fc385aa0314bedf223998d5d64ac5bdc064,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_022_T400_model_selection_melt197585375_velocity233216864/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_022_T400_model_selection_melt197585375_velocity233216864/outcome.json,6fdadc8c10756490618ed0cfe21e3473c99967e0cb86e3f6469b1a6f6d4d1172,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_023_T400_model_selection_melt135035943_velocity328731876/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_023_T400_model_selection_melt135035943_velocity328731876/outcome.json,ca2a1471beb16dcfc6ec7110b761c8bf03f853cdbeda577e369a147d8dbb1263,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_024_T400_final_validation_melt648618511_velocity749822684/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_024_T400_final_validation_melt648618511_velocity749822684/outcome.json,fc61bed090ef5da623d8b7959620286403a681824eca2959bb04babeeb6dc723,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_025_T400_final_validation_melt760589119_velocity212176498/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_025_T400_final_validation_melt760589119_velocity212176498/outcome.json,4370b875975acf8a6a8f1523b1c3b236a5f003ecd86bd5bf50f44dbc8b5f9470,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_026_T400_final_validation_melt383124119_velocity163531985/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_026_T400_final_validation_melt383124119_velocity163531985/outcome.json,a26ac70cbd7bc8e3db92bfd5c3a929703a1563b771a4f4fdc98ec4b194917538,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_027_T400_final_validation_melt361693553_velocity360119458/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_027_T400_final_validation_melt361693553_velocity360119458/outcome.json,3d9e753fd1b9886bb3faa17a634d8e96426401803e00286d069d83d7849ea232,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_028_T400_final_validation_melt699880964_velocity457723800/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_028_T400_final_validation_melt699880964_velocity457723800/outcome.json,7e9040b2c378e922f51db7d2f0f1132ae1e3c7faab780dacfdcd7e66ad64c894,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_029_T400_final_validation_melt827953021_velocity11340456/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_029_T400_final_validation_melt827953021_velocity11340456/outcome.json,a25dd7861158f6fe038a7ae128ed41e40918dbd609027da984d4a4dfc4a8fb67,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_030_T450_optimization_melt607972874_velocity268518899/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_030_T450_optimization_melt607972874_velocity268518899/outcome.json,4ec10e0ee617017fefc36a83967b51236e4fd9154b232e071686ea94523467b8,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_031_T450_optimization_melt522035807_velocity10275995/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_031_T450_optimization_melt522035807_velocity10275995/outcome.json,46c9442e85a0ed3fda86cedefbb30a8e610f90d42854c743ea73b74e4a4d899c,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_032_T450_optimization_melt884700972_velocity640059919/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_032_T450_optimization_melt884700972_velocity640059919/outcome.json,caec7ae039bdf42e8dff6e15501866d82c7763c3f0c7a6a4a2b54022dd945746,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_033_T450_optimization_melt134462729_velocity225335578/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_033_T450_optimization_melt134462729_velocity225335578/outcome.json,43a4d63cb0b635c6b863a60ab7cdbe06761401e7b35368510439275ee6bb1347,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_034_T450_optimization_melt147978527_velocity388842215/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_034_T450_optimization_melt147978527_velocity388842215/outcome.json,e9fb824c0715b2e7a3600da6dce8ccd784e070370ac9efbfa735ac4dfff348e9,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_035_T450_optimization_melt700628451_velocity337737036/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_035_T450_optimization_melt700628451_velocity337737036/outcome.json,da52a7cd550caf4dfc881b76f2e35f2240156ac1ef5a938be12f29abbe47007e,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_036_T450_optimization_melt843445030_velocity476021957/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_036_T450_optimization_melt843445030_velocity476021957/outcome.json,e9e393d9116cbcb5796279018caf4b2375eec4dfb71c4d7e0141ea5dba28dccd,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_037_T450_optimization_melt446448988_velocity193573341/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_037_T450_optimization_melt446448988_velocity193573341/outcome.json,883acc8fedb8f5b2ac8bac2c284bc54ad3731fc21236dfddf8db4eb9f64d85a8,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_038_T450_optimization_melt638959948_velocity822677166/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_038_T450_optimization_melt638959948_velocity822677166/outcome.json,1de118523b8c545c44f1aa4382dc1752c055e66806eabdace641a9f46f54a440,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_039_T450_optimization_melt23525568_velocity812611706/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_039_T450_optimization_melt23525568_velocity812611706/outcome.json,c2f9fc3d94c30c0300954f97fa773c43646a535d0e395ccc36764cd4eddfe13e,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_040_T450_optimization_melt493123960_velocity804501965/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_040_T450_optimization_melt493123960_velocity804501965/outcome.json,19c647c8ae964146363f4148bc73793a12e50d6eb66ecbf5be7e59a53a2315e6,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_041_T450_optimization_melt866573682_velocity843018984/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_041_T450_optimization_melt866573682_velocity843018984/outcome.json,e779992447ee3b163bd337fadb525f306a2ed20886cec3b087ae0828c1d6aeed,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_042_T450_optimization_melt580598490_velocity835634312/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_042_T450_optimization_melt580598490_velocity835634312/outcome.json,6d1b7ff8abdd358c9c58c674cfe038325444bf2f39d0bd907506a95b79a45269,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_043_T450_optimization_melt794706897_velocity278036054/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_043_T450_optimization_melt794706897_velocity278036054/outcome.json,e62997cb396b1af8c102a7a89578a1eda7eefc4fa7563c68f7c46ecb0b237d78,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_044_T450_optimization_melt622811055_velocity137810049/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_044_T450_optimization_melt622811055_velocity137810049/outcome.json,7647a093f318c76eda1c36351fd25139611790eb2102abb65f4307dc6f293917,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_045_T450_optimization_melt15458297_velocity246688848/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_045_T450_optimization_melt15458297_velocity246688848/outcome.json,491fdde187153fa532d927cd573e448d98ac151cbd300efad99ffb0df67a9f4a,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_046_T450_optimization_melt889862759_velocity754724404/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_046_T450_optimization_melt889862759_velocity754724404/outcome.json,06047e21e303840b266a10143e5e48faa9f2eccfa5e66c9682a40aeb3952d630,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_047_T450_optimization_melt630014638_velocity275547778/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_047_T450_optimization_melt630014638_velocity275547778/outcome.json,638dbb8a7c99259f0169c3da6a570a5ed8c90ba2c0b91ec040f4c8b5bfd65a89,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_048_T450_model_selection_melt419716698_velocity479904344/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_048_T450_model_selection_melt419716698_velocity479904344/outcome.json,085feed69392078fcb2d7323a9cf32c50993c96c29d7368ae7ade61c5dc71d43,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_049_T450_model_selection_melt584489287_velocity528741555/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_049_T450_model_selection_melt584489287_velocity528741555/outcome.json,6cee9a3550dd5ea7b5077b9115dfde24c6ad9123339031e4732847682c10e485,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_050_T450_model_selection_melt726819917_velocity90250693/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_050_T450_model_selection_melt726819917_velocity90250693/outcome.json,db56fe247acbfcc158f386cad520e3e8a85078443424d3b63fa2f355f08b61e0,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_051_T450_model_selection_melt468207512_velocity4004358/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_051_T450_model_selection_melt468207512_velocity4004358/outcome.json,7a6f2551c03b3221ef6a71e7d0086634402dc9f4dfcaad5268863dd083248aea,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_052_T450_model_selection_melt708791158_velocity451670565/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_052_T450_model_selection_melt708791158_velocity451670565/outcome.json,e3a6ba0b4f5030a14a5a2247cf42f86f721e276bc09927fa20111b754ed1e69e,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_053_T450_model_selection_melt856510393_velocity760212685/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_053_T450_model_selection_melt856510393_velocity760212685/outcome.json,4b7577ae3c682d72fc72cf647dbbb0e99af0e0215ce55e159ce23e0d7ab40586,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_054_T450_final_validation_melt60861487_velocity16114127/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_054_T450_final_validation_melt60861487_velocity16114127/outcome.json,86ba78928e3aa2ea52d3a0a663381fd2a698cdcfd6f497bc22b5ca7c54cce19d,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_055_T450_final_validation_melt871840956_velocity879602122/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_055_T450_final_validation_melt871840956_velocity879602122/outcome.json,48bb1e75d745c730783c604f880855bb1b92ef94fc6ab78230eb609e71839c59,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_056_T450_final_validation_melt301149348_velocity181016004/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_056_T450_final_validation_melt301149348_velocity181016004/outcome.json,54950798b186078ec43de7f07b9df7e594cd17d29e44ada7f81e69bd74d642c0,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_057_T450_final_validation_melt427983136_velocity866396535/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_057_T450_final_validation_melt427983136_velocity866396535/outcome.json,41670e8db70477759933d8248dc18ac9569ce9db72eb02087275418151ca6c22,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_058_T450_final_validation_melt814816357_velocity758662668/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_058_T450_final_validation_melt814816357_velocity758662668/outcome.json,1c3dfcc805a64ff83d784a371282d9f01589f7577a6f74986ecfecdbfa817d26,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_059_T450_final_validation_melt825401364_velocity286175108/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_059_T450_final_validation_melt825401364_velocity286175108/outcome.json,8142c10bc259ea8dc7ab42ccf684593619f61f45c20384a95171070a8357f143,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_060_T500_optimization_melt372484460_velocity806298452/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_060_T500_optimization_melt372484460_velocity806298452/outcome.json,bcb5a29ef2845789ac34c06d4654d71c304cbebe46db2216af447a58eaefcc05,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_061_T500_optimization_melt505713304_velocity373487202/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_061_T500_optimization_melt505713304_velocity373487202/outcome.json,d8284fd017603ef399e5eabb1ea2aa95307b89e322d411255a318be7c9ab5ff5,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_062_T500_optimization_melt876710010_velocity613916814/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_062_T500_optimization_melt876710010_velocity613916814/outcome.json,28eea9fe5e99f0796270d383841a06a3bf38aa1aa64ac26eac6b5260ca1bc216,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_063_T500_optimization_melt586618377_velocity777344000/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_063_T500_optimization_melt586618377_velocity777344000/outcome.json,5f0788fc2de51402a05c1c85561913f4e8c469e9cf03d5a7b05746687ae21d1c,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_064_T500_optimization_melt66157331_velocity757849612/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_064_T500_optimization_melt66157331_velocity757849612/outcome.json,c279f15b1025f3c35a0aff081ff0c7b9971beeed1c7d295f45940898023c966e,2026-09-13T18:33:21.413127+00:00
al_meam_independent_sources_70304_400-500K_30perT_float16_20260902,runs/source_065_T500_optimization_melt210998254_velocity185157491/outcome.json,complete,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_065_T500_optimization_melt210998254_velocity185157491/outcome.json,8737283e4d7a91d02b4924fd36e7937c2cf364c2a75bad6f919f161a246f3a86,2026-09-13T18:33:21.413127+00:00
